period_min	period_max	source	rank
2008-01-01	2009-12-31	H3260_v1_3	38391
2010-01-01	2011-12-31	H3260_v1_4	38391
2012-01-01	2015-12-31	H3260_v1_5	38391
2016-01-01	2017-12-31	H3260_v1_6	38391
2018-01-01	2018-12-31	H3260_v1_7	38391
1899-01-01	2006-12-31	H3260_v1_0	38392
2007-01-01	2007-12-31	H3260_v1_2	38392
2008-01-01	2009-12-31	H3260_v1_3	38392
2010-01-01	2011-12-31	H3260_v1_4	38392
2012-01-01	2015-12-31	H3260_v1_5	38392
2016-01-01	2017-12-31	H3260_v1_6	38392
2018-01-01	2018-12-31	H3260_v1_7	38392
1899-01-01	2006-12-31	H3260_v1_0	38401
2007-01-01	2007-12-31	H3260_v1_2	38401
2008-01-01	2009-12-31	H3260_v1_3	38401
2010-01-01	2011-12-31	H3260_v1_4	38401
2012-01-01	2015-12-31	H3260_v1_5	38401
2016-01-01	2017-12-31	H3260_v1_6	38401
2018-01-01	2018-12-31	H3260_v1_7	38401
1899-01-01	2006-12-31	H3260_v1_0	38402
2007-01-01	2007-12-31	H3260_v1_2	38402
2008-01-01	2009-12-31	H3260_v1_3	38402
2010-01-01	2011-12-31	H3260_v1_4	38402
2012-01-01	2015-12-31	H3260_v1_5	38402
2016-01-01	2017-12-31	H3260_v1_6	38402
2018-01-01	2018-12-31	H3260_v1_7	38402
1899-01-01	2006-12-31	H3260_v1_0	38403
2007-01-01	2007-12-31	H3260_v1_2	38403
2008-01-01	2009-12-31	H3260_v1_3	38403
2010-01-01	2011-12-31	H3260_v1_4	38403
2012-01-01	2015-12-31	H3260_v1_5	38403
2016-01-01	2017-12-31	H3260_v1_6	38403
2018-01-01	2018-12-31	H3260_v1_7	38403
1899-01-01	2006-12-31	H3260_v1_0	38424
2007-01-01	2007-12-31	H3260_v1_2	38424
2008-01-01	2009-12-31	H3260_v1_3	38424
2010-01-01	2011-12-31	H3260_v1_4	38424
2012-01-01	2015-12-31	H3260_v1_5	38424
2016-01-01	2017-12-31	H3260_v1_6	38424
2018-01-01	2018-12-31	H3260_v1_7	38424
1899-01-01	2006-12-31	H3260_v1_0	38425
2007-01-01	2007-12-31	H3260_v1_2	38425
2008-01-01	2009-12-31	H3260_v1_3	38425
2010-01-01	2011-12-31	H3260_v1_4	38425
2012-01-01	2015-12-31	H3260_v1_5	38425
2016-01-01	2017-12-31	H3260_v1_6	38425
2018-01-01	2018-12-31	H3260_v1_7	38425
2007-01-01	2007-12-31	H3260_v1_2	38426
2008-01-01	2009-12-31	H3260_v1_3	38426
2010-01-01	2011-12-31	H3260_v1_4	38426
2012-01-01	2015-12-31	H3260_v1_5	38426
2016-01-01	2017-12-31	H3260_v1_6	38426
2018-01-01	2018-12-31	H3260_v1_7	38426
1899-01-01	2006-12-31	H3260_v1_0	38428
2007-01-01	2007-12-31	H3260_v1_2	38428
2008-01-01	2009-12-31	H3260_v1_3	38428
2010-01-01	2011-12-31	H3260_v1_4	38428
2012-01-01	2015-12-31	H3260_v1_5	38428
2016-01-01	2017-12-31	H3260_v1_6	38428
2018-01-01	2018-12-31	H3260_v1_7	38428
2007-01-01	2007-12-31	H3260_v1_2	38429
2008-01-01	2009-12-31	H3260_v1_3	38429
2010-01-01	2011-12-31	H3260_v1_4	38429
2012-01-01	2015-12-31	H3260_v1_5	38429
2016-01-01	2017-12-31	H3260_v1_6	38429
2018-01-01	2018-12-31	H3260_v1_7	38429
2007-01-01	2007-12-31	H3260_v1_2	38430
2008-01-01	2009-12-31	H3260_v1_3	38430
2010-01-01	2011-12-31	H3260_v1_4	38430
2012-01-01	2015-12-31	H3260_v1_5	38430
2016-01-01	2017-12-31	H3260_v1_6	38430
2018-01-01	2018-12-31	H3260_v1_7	38430
2007-01-01	2007-12-31	H3260_v1_2	38431
2008-01-01	2009-12-31	H3260_v1_3	38431
2010-01-01	2011-12-31	H3260_v1_4	38431
2012-01-01	2015-12-31	H3260_v1_5	38431
2016-01-01	2017-12-31	H3260_v1_6	38431
2018-01-01	2018-12-31	H3260_v1_7	38431
1899-01-01	2006-12-31	H3260_v1_0	38434
2007-01-01	2007-12-31	H3260_v1_2	38434
2008-01-01	2009-12-31	H3260_v1_3	38434
2010-01-01	2011-12-31	H3260_v1_4	38434
2012-01-01	2015-12-31	H3260_v1_5	38434
2016-01-01	2017-12-31	H3260_v1_6	38434
2018-01-01	2018-12-31	H3260_v1_7	38434
2007-01-01	2007-12-31	H3260_v1_2	38447
2008-01-01	2009-12-31	H3260_v1_3	38447
2010-01-01	2011-12-31	H3260_v1_4	38447
2012-01-01	2015-12-31	H3260_v1_5	38447
2016-01-01	2017-12-31	H3260_v1_6	38447
2018-01-01	2018-12-31	H3260_v1_7	38447
2007-01-01	2007-12-31	H3260_v1_2	38448
2008-01-01	2009-12-31	H3260_v1_3	38448
2010-01-01	2011-12-31	H3260_v1_4	38448
2012-01-01	2015-12-31	H3260_v1_5	38448
2016-01-01	2017-12-31	H3260_v1_6	38448
2018-01-01	2018-12-31	H3260_v1_7	38448
1899-01-01	2006-12-31	H3260_v1_0	38449
2007-01-01	2007-12-31	H3260_v1_2	38449
2008-01-01	2009-12-31	H3260_v1_3	38449
2010-01-01	2011-12-31	H3260_v1_4	38449
2012-01-01	2015-12-31	H3260_v1_5	38449
2016-01-01	2017-12-31	H3260_v1_6	38449
2018-01-01	2018-12-31	H3260_v1_7	38449
1899-01-01	2006-12-31	H3260_v1_0	38450
2007-01-01	2007-12-31	H3260_v1_2	38450
2008-01-01	2009-12-31	H3260_v1_3	38450
2010-01-01	2011-12-31	H3260_v1_4	38450
2012-01-01	2015-12-31	H3260_v1_5	38450
2016-01-01	2017-12-31	H3260_v1_6	38450
2018-01-01	2018-12-31	H3260_v1_7	38450
2018-01-01	2018-12-31	H3260_v1_7	38684
1899-01-01	2006-12-31	H3260_v1_0	38699
2007-01-01	2007-12-31	H3260_v1_2	38699
2008-01-01	2009-12-31	H3260_v1_3	38699
2010-01-01	2011-12-31	H3260_v1_4	38699
2012-01-01	2015-12-31	H3260_v1_5	38699
2016-01-01	2017-12-31	H3260_v1_6	38699
2012-01-01	2015-12-31	H3260_v1_5	38702
2012-01-01	2015-12-31	H3260_v1_5	38729
2008-01-01	2009-12-31	H3260_v1_3	39043
2010-01-01	2011-12-31	H3260_v1_4	39043
2012-01-01	2015-12-31	H3260_v1_5	39043
2016-01-01	2017-12-31	H3260_v1_6	39043
2018-01-01	2018-12-31	H3260_v1_7	39043
2008-01-01	2009-12-31	H3260_v1_3	39044
2010-01-01	2011-12-31	H3260_v1_4	39044
2012-01-01	2015-12-31	H3260_v1_5	39044
2016-01-01	2017-12-31	H3260_v1_6	39044
2018-01-01	2018-12-31	H3260_v1_7	39044
2008-01-01	2009-12-31	H3260_v1_3	39045
2010-01-01	2011-12-31	H3260_v1_4	39045
2012-01-01	2015-12-31	H3260_v1_5	39045
2016-01-01	2017-12-31	H3260_v1_6	39045
2018-01-01	2018-12-31	H3260_v1_7	39045
2008-01-01	2009-12-31	H3260_v1_3	39046
2010-01-01	2011-12-31	H3260_v1_4	39046
2012-01-01	2015-12-31	H3260_v1_5	39046
2016-01-01	2017-12-31	H3260_v1_6	39046
2018-01-01	2018-12-31	H3260_v1_7	39046
2010-01-01	2011-12-31	H3260_v1_4	39047
2012-01-01	2015-12-31	H3260_v1_5	39047
2016-01-01	2017-12-31	H3260_v1_6	39047
2018-01-01	2018-12-31	H3260_v1_7	39047
2010-01-01	2011-12-31	H3260_v1_4	39048
2012-01-01	2015-12-31	H3260_v1_5	39048
2016-01-01	2017-12-31	H3260_v1_6	39048
2018-01-01	2018-12-31	H3260_v1_7	39048
2010-01-01	2011-12-31	H3260_v1_4	39049
2012-01-01	2015-12-31	H3260_v1_5	39049
2016-01-01	2017-12-31	H3260_v1_6	39049
2018-01-01	2018-12-31	H3260_v1_7	39049
2010-01-01	2011-12-31	H3260_v1_4	39050
2012-01-01	2015-12-31	H3260_v1_5	39050
2016-01-01	2017-12-31	H3260_v1_6	39050
2018-01-01	2018-12-31	H3260_v1_7	39050
2010-01-01	2011-12-31	H3260_v1_4	39051
2012-01-01	2015-12-31	H3260_v1_5	39051
2016-01-01	2017-12-31	H3260_v1_6	39051
2018-01-01	2018-12-31	H3260_v1_7	39051
2010-01-01	2011-12-31	H3260_v1_4	39052
2012-01-01	2015-12-31	H3260_v1_5	39052
2016-01-01	2017-12-31	H3260_v1_6	39052
2018-01-01	2018-12-31	H3260_v1_7	39052
2010-01-01	2011-12-31	H3260_v1_4	39053
2012-01-01	2015-12-31	H3260_v1_5	39053
2016-01-01	2017-12-31	H3260_v1_6	39053
2018-01-01	2018-12-31	H3260_v1_7	39053
2008-01-01	2009-12-31	H3260_v1_3	39054
2010-01-01	2011-12-31	H3260_v1_4	39054
2012-01-01	2015-12-31	H3260_v1_5	39054
2016-01-01	2017-12-31	H3260_v1_6	39054
2018-01-01	2018-12-31	H3260_v1_7	39054
2008-01-01	2009-12-31	H3260_v1_3	39055
2010-01-01	2011-12-31	H3260_v1_4	39055
2012-01-01	2015-12-31	H3260_v1_5	39055
2016-01-01	2017-12-31	H3260_v1_6	39055
2018-01-01	2018-12-31	H3260_v1_7	39055
2008-01-01	2009-12-31	H3260_v1_3	39056
2010-01-01	2011-12-31	H3260_v1_4	39056
2012-01-01	2015-12-31	H3260_v1_5	39056
2016-01-01	2017-12-31	H3260_v1_6	39056
2018-01-01	2018-12-31	H3260_v1_7	39056
2008-01-01	2009-12-31	H3260_v1_3	39057
2010-01-01	2011-12-31	H3260_v1_4	39057
2012-01-01	2015-12-31	H3260_v1_5	39057
2016-01-01	2017-12-31	H3260_v1_6	39057
2018-01-01	2018-12-31	H3260_v1_7	39057
2008-01-01	2009-12-31	H3260_v1_3	39058
2010-01-01	2011-12-31	H3260_v1_4	39058
2012-01-01	2015-12-31	H3260_v1_5	39058
2016-01-01	2017-12-31	H3260_v1_6	39058
2018-01-01	2018-12-31	H3260_v1_7	39058
2008-01-01	2009-12-31	H3260_v1_3	39059
2010-01-01	2011-12-31	H3260_v1_4	39059
2012-01-01	2015-12-31	H3260_v1_5	39059
2016-01-01	2017-12-31	H3260_v1_6	39059
2018-01-01	2018-12-31	H3260_v1_7	39059
2008-01-01	2009-12-31	H3260_v1_3	39060
2010-01-01	2011-12-31	H3260_v1_4	39060
2012-01-01	2015-12-31	H3260_v1_5	39060
2016-01-01	2017-12-31	H3260_v1_6	39060
2018-01-01	2018-12-31	H3260_v1_7	39060
2012-01-01	2015-12-31	H3260_v1_5	39061
2018-01-01	2018-12-31	H3260_v1_7	39061
2012-01-01	2015-12-31	H3260_v1_5	39062
2018-01-01	2018-12-31	H3260_v1_7	39062
2012-01-01	2015-12-31	H3260_v1_5	39063
2018-01-01	2018-12-31	H3260_v1_7	39063
2012-01-01	2015-12-31	H3260_v1_5	39064
2018-01-01	2018-12-31	H3260_v1_7	39064
2012-01-01	2015-12-31	H3260_v1_5	39065
2018-01-01	2018-12-31	H3260_v1_7	39065
2012-01-01	2015-12-31	H3260_v1_5	39066
2018-01-01	2018-12-31	H3260_v1_7	39066
2012-01-01	2015-12-31	H3260_v1_5	39067
2018-01-01	2018-12-31	H3260_v1_7	39067
2012-01-01	2015-12-31	H3260_v1_5	39068
2018-01-01	2018-12-31	H3260_v1_7	39068
2012-01-01	2015-12-31	H3260_v1_5	39069
2018-01-01	2018-12-31	H3260_v1_7	39069
2012-01-01	2015-12-31	H3260_v1_5	39070
2018-01-01	2018-12-31	H3260_v1_7	39070
2012-01-01	2015-12-31	H3260_v1_5	39071
2018-01-01	2018-12-31	H3260_v1_7	39071
2012-01-01	2015-12-31	H3260_v1_5	39072
2018-01-01	2018-12-31	H3260_v1_7	39072
2012-01-01	2015-12-31	H3260_v1_5	39073
2018-01-01	2018-12-31	H3260_v1_7	39073
2012-01-01	2015-12-31	H3260_v1_5	39074
2018-01-01	2018-12-31	H3260_v1_7	39074
2012-01-01	2015-12-31	H3260_v1_5	39075
2018-01-01	2018-12-31	H3260_v1_7	39075
2012-01-01	2015-12-31	H3260_v1_5	39076
2018-01-01	2018-12-31	H3260_v1_7	39076
2012-01-01	2015-12-31	H3260_v1_5	39077
2018-01-01	2018-12-31	H3260_v1_7	39077
2012-01-01	2015-12-31	H3260_v1_5	39078
2018-01-01	2018-12-31	H3260_v1_7	39078
2012-01-01	2015-12-31	H3260_v1_5	39079
2018-01-01	2018-12-31	H3260_v1_7	39079
2012-01-01	2015-12-31	H3260_v1_5	39080
2018-01-01	2018-12-31	H3260_v1_7	39080
2012-01-01	2015-12-31	H3260_v1_5	39081
2018-01-01	2018-12-31	H3260_v1_7	39081
2012-01-01	2015-12-31	H3260_v1_5	39082
2018-01-01	2018-12-31	H3260_v1_7	39082
2012-01-01	2015-12-31	H3260_v1_5	39083
2018-01-01	2018-12-31	H3260_v1_7	39083
2012-01-01	2015-12-31	H3260_v1_5	39084
2018-01-01	2018-12-31	H3260_v1_7	39084
2012-01-01	2015-12-31	H3260_v1_5	39085
2018-01-01	2018-12-31	H3260_v1_7	39085
2012-01-01	2015-12-31	H3260_v1_5	39086
2018-01-01	2018-12-31	H3260_v1_7	39086
2010-01-01	2011-12-31	H3260_v1_4	39087
2012-01-01	2015-12-31	H3260_v1_5	39087
2016-01-01	2017-12-31	H3260_v1_6	39087
2018-01-01	2018-12-31	H3260_v1_7	39087
2010-01-01	2011-12-31	H3260_v1_4	39088
2012-01-01	2015-12-31	H3260_v1_5	39088
2016-01-01	2017-12-31	H3260_v1_6	39088
2018-01-01	2018-12-31	H3260_v1_7	39088
2010-01-01	2011-12-31	H3260_v1_4	39089
2012-01-01	2015-12-31	H3260_v1_5	39089
2016-01-01	2017-12-31	H3260_v1_6	39089
2018-01-01	2018-12-31	H3260_v1_7	39089
2010-01-01	2011-12-31	H3260_v1_4	39090
2012-01-01	2015-12-31	H3260_v1_5	39090
2016-01-01	2017-12-31	H3260_v1_6	39090
2018-01-01	2018-12-31	H3260_v1_7	39090
2010-01-01	2011-12-31	H3260_v1_4	39091
2012-01-01	2015-12-31	H3260_v1_5	39091
2016-01-01	2017-12-31	H3260_v1_6	39091
2018-01-01	2018-12-31	H3260_v1_7	39091
2010-01-01	2011-12-31	H3260_v1_4	39092
2012-01-01	2015-12-31	H3260_v1_5	39092
2016-01-01	2017-12-31	H3260_v1_6	39092
2018-01-01	2018-12-31	H3260_v1_7	39092
2010-01-01	2011-12-31	H3260_v1_4	39093
2012-01-01	2015-12-31	H3260_v1_5	39093
2016-01-01	2017-12-31	H3260_v1_6	39093
2018-01-01	2018-12-31	H3260_v1_7	39093
2010-01-01	2011-12-31	H3260_v1_4	39094
2012-01-01	2015-12-31	H3260_v1_5	39094
2016-01-01	2017-12-31	H3260_v1_6	39094
2018-01-01	2018-12-31	H3260_v1_7	39094
2010-01-01	2011-12-31	H3260_v1_4	39095
2012-01-01	2015-12-31	H3260_v1_5	39095
2016-01-01	2017-12-31	H3260_v1_6	39095
2018-01-01	2018-12-31	H3260_v1_7	39095
2010-01-01	2011-12-31	H3260_v1_4	39096
2012-01-01	2015-12-31	H3260_v1_5	39096
2016-01-01	2017-12-31	H3260_v1_6	39096
2018-01-01	2018-12-31	H3260_v1_7	39096
2010-01-01	2011-12-31	H3260_v1_4	39097
2012-01-01	2015-12-31	H3260_v1_5	39097
2016-01-01	2017-12-31	H3260_v1_6	39097
2018-01-01	2018-12-31	H3260_v1_7	39097
2010-01-01	2011-12-31	H3260_v1_4	39098
2012-01-01	2015-12-31	H3260_v1_5	39098
2016-01-01	2017-12-31	H3260_v1_6	39098
2018-01-01	2018-12-31	H3260_v1_7	39098
2008-01-01	2009-12-31	H3260_v1_3	39099
2010-01-01	2011-12-31	H3260_v1_4	39099
2012-01-01	2015-12-31	H3260_v1_5	39099
2016-01-01	2017-12-31	H3260_v1_6	39099
2018-01-01	2018-12-31	H3260_v1_7	39099
2008-01-01	2009-12-31	H3260_v1_3	39100
2010-01-01	2011-12-31	H3260_v1_4	39100
2012-01-01	2015-12-31	H3260_v1_5	39100
2016-01-01	2017-12-31	H3260_v1_6	39100
2018-01-01	2018-12-31	H3260_v1_7	39100
2008-01-01	2009-12-31	H3260_v1_3	39101
2010-01-01	2011-12-31	H3260_v1_4	39101
2012-01-01	2015-12-31	H3260_v1_5	39101
2016-01-01	2017-12-31	H3260_v1_6	39101
2018-01-01	2018-12-31	H3260_v1_7	39101
2008-01-01	2009-12-31	H3260_v1_3	39102
2010-01-01	2011-12-31	H3260_v1_4	39102
2012-01-01	2015-12-31	H3260_v1_5	39102
2016-01-01	2017-12-31	H3260_v1_6	39102
2018-01-01	2018-12-31	H3260_v1_7	39102
2008-01-01	2009-12-31	H3260_v1_3	39103
2010-01-01	2011-12-31	H3260_v1_4	39103
2012-01-01	2015-12-31	H3260_v1_5	39103
2016-01-01	2017-12-31	H3260_v1_6	39103
2018-01-01	2018-12-31	H3260_v1_7	39103
2008-01-01	2009-12-31	H3260_v1_3	39104
2010-01-01	2011-12-31	H3260_v1_4	39104
2012-01-01	2015-12-31	H3260_v1_5	39104
2016-01-01	2017-12-31	H3260_v1_6	39104
2018-01-01	2018-12-31	H3260_v1_7	39104
2008-01-01	2009-12-31	H3260_v1_3	39105
2010-01-01	2011-12-31	H3260_v1_4	39105
2012-01-01	2015-12-31	H3260_v1_5	39105
2016-01-01	2017-12-31	H3260_v1_6	39105
2018-01-01	2018-12-31	H3260_v1_7	39105
2008-01-01	2009-12-31	H3260_v1_3	39106
2010-01-01	2011-12-31	H3260_v1_4	39106
2012-01-01	2015-12-31	H3260_v1_5	39106
2016-01-01	2017-12-31	H3260_v1_6	39106
2018-01-01	2018-12-31	H3260_v1_7	39106
2008-01-01	2009-12-31	H3260_v1_3	39107
2010-01-01	2011-12-31	H3260_v1_4	39107
2012-01-01	2015-12-31	H3260_v1_5	39107
2016-01-01	2017-12-31	H3260_v1_6	39107
2018-01-01	2018-12-31	H3260_v1_7	39107
2008-01-01	2009-12-31	H3260_v1_3	39108
2010-01-01	2011-12-31	H3260_v1_4	39108
2012-01-01	2015-12-31	H3260_v1_5	39108
2016-01-01	2017-12-31	H3260_v1_6	39108
2018-01-01	2018-12-31	H3260_v1_7	39108
2012-01-01	2015-12-31	H3260_v1_5	39109
2018-01-01	2018-12-31	H3260_v1_7	39109
2012-01-01	2015-12-31	H3260_v1_5	39110
2018-01-01	2018-12-31	H3260_v1_7	39110
2012-01-01	2015-12-31	H3260_v1_5	39111
2018-01-01	2018-12-31	H3260_v1_7	39111
2012-01-01	2015-12-31	H3260_v1_5	39112
2018-01-01	2018-12-31	H3260_v1_7	39112
2012-01-01	2015-12-31	H3260_v1_5	39113
2018-01-01	2018-12-31	H3260_v1_7	39113
2012-01-01	2015-12-31	H3260_v1_5	39114
2018-01-01	2018-12-31	H3260_v1_7	39114
2012-01-01	2015-12-31	H3260_v1_5	39115
2018-01-01	2018-12-31	H3260_v1_7	39115
2012-01-01	2015-12-31	H3260_v1_5	39116
2018-01-01	2018-12-31	H3260_v1_7	39116
2012-01-01	2015-12-31	H3260_v1_5	39117
2018-01-01	2018-12-31	H3260_v1_7	39117
2012-01-01	2015-12-31	H3260_v1_5	39118
2018-01-01	2018-12-31	H3260_v1_7	39118
2012-01-01	2015-12-31	H3260_v1_5	39119
2018-01-01	2018-12-31	H3260_v1_7	39119
2012-01-01	2015-12-31	H3260_v1_5	39120
2018-01-01	2018-12-31	H3260_v1_7	39120
2012-01-01	2015-12-31	H3260_v1_5	39121
2018-01-01	2018-12-31	H3260_v1_7	39121
2012-01-01	2015-12-31	H3260_v1_5	39122
2018-01-01	2018-12-31	H3260_v1_7	39122
2012-01-01	2015-12-31	H3260_v1_5	39123
2018-01-01	2018-12-31	H3260_v1_7	39123
2012-01-01	2015-12-31	H3260_v1_5	39124
2018-01-01	2018-12-31	H3260_v1_7	39124
2012-01-01	2015-12-31	H3260_v1_5	39125
2018-01-01	2018-12-31	H3260_v1_7	39125
2012-01-01	2015-12-31	H3260_v1_5	39126
2018-01-01	2018-12-31	H3260_v1_7	39126
2012-01-01	2015-12-31	H3260_v1_5	39127
2018-01-01	2018-12-31	H3260_v1_7	39127
2012-01-01	2015-12-31	H3260_v1_5	39128
2018-01-01	2018-12-31	H3260_v1_7	39128
2012-01-01	2015-12-31	H3260_v1_5	39129
2018-01-01	2018-12-31	H3260_v1_7	39129
2012-01-01	2015-12-31	H3260_v1_5	39130
2018-01-01	2018-12-31	H3260_v1_7	39130
2012-01-01	2015-12-31	H3260_v1_5	39131
2018-01-01	2018-12-31	H3260_v1_7	39131
2012-01-01	2015-12-31	H3260_v1_5	39132
2018-01-01	2018-12-31	H3260_v1_7	39132
2012-01-01	2015-12-31	H3260_v1_5	39133
2018-01-01	2018-12-31	H3260_v1_7	39133
2012-01-01	2015-12-31	H3260_v1_5	39134
2018-01-01	2018-12-31	H3260_v1_7	39134
2012-01-01	2015-12-31	H3260_v1_5	39135
2018-01-01	2018-12-31	H3260_v1_7	39135
2012-01-01	2015-12-31	H3260_v1_5	39136
2018-01-01	2018-12-31	H3260_v1_7	39136
2012-01-01	2015-12-31	H3260_v1_5	39137
2018-01-01	2018-12-31	H3260_v1_7	39137
2012-01-01	2015-12-31	H3260_v1_5	39138
2018-01-01	2018-12-31	H3260_v1_7	39138
2012-01-01	2015-12-31	H3260_v1_5	39139
2018-01-01	2018-12-31	H3260_v1_7	39139
2012-01-01	2015-12-31	H3260_v1_5	39140
2018-01-01	2018-12-31	H3260_v1_7	39140
2012-01-01	2015-12-31	H3260_v1_5	39141
2018-01-01	2018-12-31	H3260_v1_7	39141
2012-01-01	2015-12-31	H3260_v1_5	39142
2018-01-01	2018-12-31	H3260_v1_7	39142
2012-01-01	2015-12-31	H3260_v1_5	39143
2018-01-01	2018-12-31	H3260_v1_7	39143
2012-01-01	2015-12-31	H3260_v1_5	39144
2018-01-01	2018-12-31	H3260_v1_7	39144
2012-01-01	2015-12-31	H3260_v1_5	39145
2018-01-01	2018-12-31	H3260_v1_7	39145
2012-01-01	2015-12-31	H3260_v1_5	39146
2018-01-01	2018-12-31	H3260_v1_7	39146
2012-01-01	2015-12-31	H3260_v1_5	39147
2018-01-01	2018-12-31	H3260_v1_7	39147
2012-01-01	2015-12-31	H3260_v1_5	39148
2018-01-01	2018-12-31	H3260_v1_7	39148
2012-01-01	2015-12-31	H3260_v1_5	39149
2018-01-01	2018-12-31	H3260_v1_7	39149
2012-01-01	2015-12-31	H3260_v1_5	39150
2018-01-01	2018-12-31	H3260_v1_7	39150
2012-01-01	2015-12-31	H3260_v1_5	39151
2018-01-01	2018-12-31	H3260_v1_7	39151
2012-01-01	2015-12-31	H3260_v1_5	39152
2018-01-01	2018-12-31	H3260_v1_7	39152
2012-01-01	2015-12-31	H3260_v1_5	39153
2018-01-01	2018-12-31	H3260_v1_7	39153
2012-01-01	2015-12-31	H3260_v1_5	39154
2018-01-01	2018-12-31	H3260_v1_7	39154
2012-01-01	2015-12-31	H3260_v1_5	39155
2018-01-01	2018-12-31	H3260_v1_7	39155
2012-01-01	2015-12-31	H3260_v1_5	39156
2018-01-01	2018-12-31	H3260_v1_7	39156
2012-01-01	2015-12-31	H3260_v1_5	39157
2018-01-01	2018-12-31	H3260_v1_7	39157
2012-01-01	2015-12-31	H3260_v1_5	39158
2018-01-01	2018-12-31	H3260_v1_7	39158
2012-01-01	2015-12-31	H3260_v1_5	39159
2018-01-01	2018-12-31	H3260_v1_7	39159
2012-01-01	2015-12-31	H3260_v1_5	39160
2018-01-01	2018-12-31	H3260_v1_7	39160
2012-01-01	2015-12-31	H3260_v1_5	39161
2018-01-01	2018-12-31	H3260_v1_7	39161
2012-01-01	2015-12-31	H3260_v1_5	39162
2018-01-01	2018-12-31	H3260_v1_7	39162
2012-01-01	2015-12-31	H3260_v1_5	39163
2018-01-01	2018-12-31	H3260_v1_7	39163
2012-01-01	2015-12-31	H3260_v1_5	39164
2018-01-01	2018-12-31	H3260_v1_7	39164
2012-01-01	2015-12-31	H3260_v1_5	39165
2018-01-01	2018-12-31	H3260_v1_7	39165
2012-01-01	2015-12-31	H3260_v1_5	39166
2018-01-01	2018-12-31	H3260_v1_7	39166
2012-01-01	2015-12-31	H3260_v1_5	39167
2018-01-01	2018-12-31	H3260_v1_7	39167
2012-01-01	2015-12-31	H3260_v1_5	39168
2018-01-01	2018-12-31	H3260_v1_7	39168
2012-01-01	2015-12-31	H3260_v1_5	39169
2018-01-01	2018-12-31	H3260_v1_7	39169
2012-01-01	2015-12-31	H3260_v1_5	39170
2018-01-01	2018-12-31	H3260_v1_7	39170
2012-01-01	2015-12-31	H3260_v1_5	39171
2018-01-01	2018-12-31	H3260_v1_7	39171
2012-01-01	2015-12-31	H3260_v1_5	39172
2018-01-01	2018-12-31	H3260_v1_7	39172
2012-01-01	2015-12-31	H3260_v1_5	39173
2018-01-01	2018-12-31	H3260_v1_7	39173
2012-01-01	2015-12-31	H3260_v1_5	39174
2018-01-01	2018-12-31	H3260_v1_7	39174
2012-01-01	2015-12-31	H3260_v1_5	39175
2018-01-01	2018-12-31	H3260_v1_7	39175
2012-01-01	2015-12-31	H3260_v1_5	39176
2018-01-01	2018-12-31	H3260_v1_7	39176
2012-01-01	2015-12-31	H3260_v1_5	39177
2018-01-01	2018-12-31	H3260_v1_7	39177
2012-01-01	2015-12-31	H3260_v1_5	39178
2018-01-01	2018-12-31	H3260_v1_7	39178
2012-01-01	2015-12-31	H3260_v1_5	39179
2018-01-01	2018-12-31	H3260_v1_7	39179
2012-01-01	2015-12-31	H3260_v1_5	39180
2018-01-01	2018-12-31	H3260_v1_7	39180
2012-01-01	2015-12-31	H3260_v1_5	39181
2018-01-01	2018-12-31	H3260_v1_7	39181
2012-01-01	2015-12-31	H3260_v1_5	39182
2018-01-01	2018-12-31	H3260_v1_7	39182
2012-01-01	2015-12-31	H3260_v1_5	39183
2018-01-01	2018-12-31	H3260_v1_7	39183
2012-01-01	2015-12-31	H3260_v1_5	39184
2018-01-01	2018-12-31	H3260_v1_7	39184
2012-01-01	2015-12-31	H3260_v1_5	39185
2018-01-01	2018-12-31	H3260_v1_7	39185
2012-01-01	2015-12-31	H3260_v1_5	39186
2018-01-01	2018-12-31	H3260_v1_7	39186
2012-01-01	2015-12-31	H3260_v1_5	39187
2018-01-01	2018-12-31	H3260_v1_7	39187
2012-01-01	2015-12-31	H3260_v1_5	39188
2018-01-01	2018-12-31	H3260_v1_7	39188
2012-01-01	2015-12-31	H3260_v1_5	39189
2018-01-01	2018-12-31	H3260_v1_7	39189
2012-01-01	2015-12-31	H3260_v1_5	39190
2018-01-01	2018-12-31	H3260_v1_7	39190
2012-01-01	2015-12-31	H3260_v1_5	39191
2018-01-01	2018-12-31	H3260_v1_7	39191
2012-01-01	2015-12-31	H3260_v1_5	39192
2018-01-01	2018-12-31	H3260_v1_7	39192
2012-01-01	2015-12-31	H3260_v1_5	39193
2018-01-01	2018-12-31	H3260_v1_7	39193
2012-01-01	2015-12-31	H3260_v1_5	39194
2018-01-01	2018-12-31	H3260_v1_7	39194
2012-01-01	2015-12-31	H3260_v1_5	39195
2018-01-01	2018-12-31	H3260_v1_7	39195
2012-01-01	2015-12-31	H3260_v1_5	39196
2018-01-01	2018-12-31	H3260_v1_7	39196
2012-01-01	2015-12-31	H3260_v1_5	39197
2018-01-01	2018-12-31	H3260_v1_7	39197
2012-01-01	2015-12-31	H3260_v1_5	39198
2018-01-01	2018-12-31	H3260_v1_7	39198
2012-01-01	2015-12-31	H3260_v1_5	39199
2018-01-01	2018-12-31	H3260_v1_7	39199
2012-01-01	2015-12-31	H3260_v1_5	39200
2018-01-01	2018-12-31	H3260_v1_7	39200
