stratum	sp_poststratum	panel_set	panel_address	panel_id
30	3	1	53	44
30	3	1	54	6
30	3	1	55	26
30	3	1	56	24
30	3	1	59	40
30	3	1	60	14
30	3	1	61	46
30	3	1	62	1
30	3	1	63	30
30	3	2	0	48
30	3	2	1	8
30	3	2	2	39
30	3	2	3	19
30	3	2	6	28
30	3	2	7	11
30	3	2	8	44
30	3	2	9	4
30	3	2	10	34
30	3	2	11	24
30	3	2	14	31
30	3	2	15	14
30	3	2	16	45
30	3	2	17	5
30	3	2	18	38
30	3	2	19	18
30	3	2	22	25
30	3	2	23	9
30	3	2	24	41
30	3	2	25	1
30	3	2	26	35
30	3	2	27	21
30	3	2	30	29
30	3	2	31	15
30	3	2	32	47
30	3	2	33	7
30	3	2	34	40
30	3	2	35	20
30	3	2	38	27
30	3	2	39	12
30	3	2	40	43
30	3	2	41	3
30	3	2	42	33
30	3	2	43	23
30	3	2	46	32
30	3	2	47	13
30	3	2	48	46
30	3	2	49	6
30	3	2	50	37
30	3	2	51	17
30	3	2	54	26
30	3	2	55	10
30	3	2	56	42
30	3	2	57	2
30	3	2	58	36
30	3	2	59	22
30	3	2	62	30
30	3	2	63	16
30	4	1	0	21
30	4	1	3	25
30	4	1	4	15
30	4	1	5	43
30	4	1	6	2
30	4	1	7	39
30	4	1	8	19
30	4	1	11	30
30	4	1	12	12
30	4	1	13	48
30	4	1	14	7
30	4	1	15	35
30	4	1	16	23
30	4	1	19	27
30	4	1	20	13
30	4	1	21	42
30	4	1	22	4
30	4	1	23	38
30	4	1	24	17
30	4	1	27	32
30	4	1	28	9
30	4	1	29	45
30	4	1	30	5
30	4	1	31	33
30	4	1	32	22
30	4	1	35	26
30	4	1	36	16
30	4	1	37	44
30	4	1	38	1
30	4	1	39	40
30	4	1	40	20
30	4	1	43	29
30	4	1	44	11
30	4	1	45	47
30	4	1	46	8
30	4	1	47	36
30	4	1	48	24
30	4	1	51	28
30	4	1	52	14
30	4	1	53	41
30	4	1	54	3
30	4	1	55	37
30	4	1	56	18
30	4	1	59	31
30	4	1	60	10
30	4	1	61	46
30	4	1	62	6
30	4	1	63	34
30	4	2	0	39
30	4	2	1	1
30	4	2	2	41
30	4	2	3	14
30	4	2	4	25
30	4	2	7	24
30	4	2	8	33
30	4	2	9	6
30	4	2	10	45
30	4	2	11	9
30	4	2	12	30
30	4	2	15	20
30	4	2	16	38
30	4	2	17	4
30	4	2	18	43
30	4	2	19	16
30	4	2	20	27
30	4	2	23	22
30	4	2	24	36
30	4	2	25	7
30	4	2	26	47
30	4	2	27	11
30	4	2	28	32
30	4	2	31	18
30	4	2	32	40
30	4	2	33	2
30	4	2	34	42
30	4	2	35	13
30	4	2	36	26
30	4	2	39	23
30	4	2	40	34
30	4	2	41	5
30	4	2	42	46
30	4	2	43	10
30	4	2	44	29
30	4	2	47	19
30	4	2	48	37
30	4	2	49	3
30	4	2	50	44
30	4	2	51	15
30	4	2	52	28
30	4	2	55	21
30	4	2	56	35
30	4	2	57	8
30	4	2	58	48
30	4	2	59	12
30	4	2	60	31
30	4	2	63	17
30	5	1	0	24
30	5	1	1	33
30	5	1	2	6
30	5	1	4	9
30	5	1	5	32
30	5	1	7	47
30	5	1	8	17
30	5	1	9	39
30	5	1	10	4
30	5	1	12	14
30	5	1	13	28
30	5	1	15	44
30	5	1	16	22
30	5	1	17	36
30	5	1	18	8
30	5	1	20	11
30	5	1	21	30
30	5	1	23	46
30	5	1	24	20
30	5	1	25	38
30	5	1	26	2
30	5	1	28	16
30	5	1	29	26
30	5	1	31	41
30	5	1	32	23
30	5	1	33	34
30	5	1	34	5
30	5	1	36	10
30	5	1	37	31
30	5	1	39	48
30	5	1	40	18
30	5	1	41	40
30	5	1	42	3
30	5	1	44	13
30	5	1	45	27
30	5	1	47	43
30	5	1	48	21
30	5	1	49	35
30	5	1	50	7
30	5	1	52	12
30	5	1	53	29
30	5	1	55	45
30	5	1	56	19
30	5	1	57	37
30	5	1	58	1
30	5	1	60	15
30	5	1	61	25
30	5	1	63	42
30	6	1	0	33
30	6	1	2	46
30	6	1	3	16
30	6	1	4	29
30	6	1	5	2
30	6	1	7	21
30	6	1	8	40
30	6	1	10	43
30	6	1	11	12
30	6	1	12	26
30	6	1	13	7
30	6	1	15	20
30	6	1	16	36
30	6	1	18	47
30	6	1	19	13
30	6	1	20	31
30	6	1	21	3
30	6	1	23	24
30	6	1	24	37
30	6	1	26	41
30	6	1	27	10
30	6	1	28	27
30	6	1	29	6
30	6	1	31	18
30	6	1	32	34
30	6	1	34	45
30	6	1	35	15
30	6	1	36	30
30	6	1	37	1
30	6	1	39	22
30	6	1	40	39
30	6	1	42	44
30	6	1	43	11
30	6	1	44	25
30	6	1	45	8
30	6	1	47	19
30	6	1	48	35
30	6	1	50	48
30	6	1	51	14
30	6	1	52	32
30	6	1	53	4
30	6	1	55	23
30	6	1	56	38
30	6	1	58	42
30	6	1	59	9
30	6	1	60	28
30	6	1	61	5
30	6	1	63	17
31	1	2	0	28
31	1	2	1	4
31	1	2	3	23
31	1	2	4	37
31	1	2	6	42
31	1	2	7	11
31	1	2	8	32
31	1	2	9	5
31	1	2	11	17
31	1	2	12	35
31	1	2	14	45
31	1	2	15	13
31	1	2	16	25
31	1	2	17	2
31	1	2	19	21
31	1	2	20	39
31	1	2	22	44
31	1	2	23	10
31	1	2	24	30
31	1	2	25	8
31	1	2	27	19
31	1	2	28	34
31	1	2	30	47
31	1	2	31	15
31	1	2	32	27
31	1	2	33	3
31	1	2	35	24
31	1	2	36	38
31	1	2	38	41
31	1	2	39	12
31	1	2	40	31
31	1	2	41	6
31	1	2	43	18
31	1	2	44	36
31	1	2	46	46
31	1	2	47	14
31	1	2	48	26
31	1	2	49	1
31	1	2	51	22
31	1	2	52	40
31	1	2	54	43
31	1	2	55	9
31	1	2	56	29
31	1	2	57	7
31	1	2	59	20
31	1	2	60	33
31	1	2	62	48
31	1	2	63	16
31	2	1	0	43
31	2	1	1	1
31	2	1	2	25
31	2	1	3	24
31	2	1	6	36
31	2	1	7	16
31	2	1	8	46
31	2	1	9	7
31	2	1	10	31
31	2	1	11	20
31	2	1	14	37
31	2	1	15	11
31	2	1	16	42
31	2	1	17	3
31	2	1	18	28
31	2	1	19	21
31	2	1	22	33
31	2	1	23	14
31	2	1	24	48
31	2	1	25	5
31	2	1	26	29
31	2	1	27	17
31	2	1	30	39
31	2	1	31	10
31	2	1	32	44
31	2	1	33	2
31	2	1	34	26
31	2	1	35	23
31	2	1	38	35
31	2	1	39	15
31	2	1	40	45
31	2	1	41	8
31	2	1	42	32
31	2	1	43	19
31	2	1	46	38
31	2	1	47	12
31	2	1	48	41
31	2	1	49	4
31	2	1	50	27
31	2	1	51	22
31	2	1	54	34
31	2	1	55	13
31	2	1	56	47
31	2	1	57	6
31	2	1	58	30
31	2	1	59	18
31	2	1	62	40
31	2	1	63	9
31	4	1	0	4
31	4	1	1	36
31	4	1	2	16
31	4	1	3	48
31	4	1	5	31
31	4	1	6	23
31	4	1	8	5
31	4	1	9	39
31	4	1	10	12
31	4	1	11	43
31	4	1	13	25
31	4	1	14	19
31	4	1	16	1
31	4	1	17	34
31	4	1	18	13
31	4	1	19	45
31	4	1	21	29
31	4	1	22	21
31	4	1	24	8
31	4	1	25	37
31	4	1	26	10
31	4	1	27	42
31	4	1	29	27
31	4	1	30	18
31	4	1	32	3
31	4	1	33	35
31	4	1	34	15
31	4	1	35	47
31	4	1	37	32
31	4	1	38	24
31	4	1	40	6
31	4	1	41	40
31	4	1	42	11
31	4	1	43	44
31	4	1	45	26
31	4	1	46	20
31	4	1	48	2
31	4	1	49	33
31	4	1	50	14
31	4	1	51	46
31	4	1	53	30
31	4	1	54	22
31	4	1	56	7
31	4	1	57	38
31	4	1	58	9
31	4	1	59	41
31	4	1	61	28
31	4	1	62	17
31	6	1	0	42
31	6	1	1	7
31	6	1	2	34
31	6	1	3	21
31	6	1	6	29
31	6	1	7	14
31	6	1	8	47
31	6	1	9	3
31	6	1	10	39
31	6	1	11	19
31	6	1	14	28
31	6	1	15	12
31	6	1	16	43
31	6	1	17	5
31	6	1	18	35
31	6	1	19	23
31	6	1	22	32
31	6	1	23	16
31	6	1	24	45
31	6	1	25	1
31	6	1	26	37
31	6	1	27	17
31	6	1	30	25
31	6	1	31	9
31	6	1	32	41
31	6	1	33	8
31	6	1	34	33
31	6	1	35	22
31	6	1	38	30
31	6	1	39	13
31	6	1	40	48
31	6	1	41	4
31	6	1	42	40
31	6	1	43	20
31	6	1	46	27
31	6	1	47	11
31	6	1	48	44
31	6	1	49	6
31	6	1	50	36
31	6	1	51	24
31	6	1	54	31
31	6	1	55	15
31	6	1	56	46
31	6	1	57	2
31	6	1	58	38
31	6	1	59	18
31	6	1	62	26
31	6	1	63	10
32	1	1	0	6
32	1	1	1	31
32	1	1	2	22
32	1	1	3	45
32	1	1	5	33
32	1	1	6	13
32	1	1	8	2
32	1	1	9	25
32	1	1	10	20
32	1	1	11	42
32	1	1	13	37
32	1	1	14	11
32	1	1	16	7
32	1	1	17	30
32	1	1	18	23
32	1	1	19	48
32	1	1	21	36
32	1	1	22	16
32	1	1	24	3
32	1	1	25	28
32	1	1	26	17
32	1	1	27	43
32	1	1	29	39
32	1	1	30	9
32	1	1	32	5
32	1	1	33	32
32	1	1	34	21
32	1	1	35	46
32	1	1	37	34
32	1	1	38	14
32	1	1	40	1
32	1	1	41	26
32	1	1	42	19
32	1	1	43	41
32	1	1	45	38
32	1	1	46	12
32	1	1	48	8
32	1	1	49	29
32	1	1	50	24
32	1	1	51	47
32	1	1	53	35
32	1	1	54	15
32	1	1	56	4
32	1	1	57	27
32	1	1	58	18
32	1	1	59	44
32	1	1	61	40
32	1	1	62	10
32	1	2	2	16
32	1	2	3	28
32	1	2	4	2
32	1	2	5	41
32	1	2	6	19
32	1	2	7	37
32	1	2	10	12
32	1	2	11	31
32	1	2	12	7
32	1	2	13	48
32	1	2	14	23
32	1	2	15	33
32	1	2	18	14
32	1	2	19	25
32	1	2	20	3
32	1	2	21	43
32	1	2	22	18
32	1	2	23	39
32	1	2	26	9
32	1	2	27	30
32	1	2	28	5
32	1	2	29	45
32	1	2	30	22
32	1	2	31	36
32	1	2	34	15
32	1	2	35	27
32	1	2	36	1
32	1	2	37	42
32	1	2	38	20
32	1	2	39	38
32	1	2	42	11
32	1	2	43	32
32	1	2	44	8
32	1	2	45	47
32	1	2	46	24
32	1	2	47	34
32	1	2	50	13
32	1	2	51	26
32	1	2	52	4
32	1	2	53	44
32	1	2	54	17
32	1	2	55	40
32	1	2	58	10
32	1	2	59	29
32	1	2	60	6
32	1	2	61	46
32	1	2	62	21
32	1	2	63	35
33	2	1	1	26
33	2	1	2	18
33	2	1	3	44
33	2	1	4	8
33	2	1	5	34
33	2	1	6	15
33	2	1	9	29
33	2	1	10	21
33	2	1	11	46
33	2	1	12	4
33	2	1	13	40
33	2	1	14	11
33	2	1	17	28
33	2	1	18	19
33	2	1	19	42
33	2	1	20	5
33	2	1	21	36
33	2	1	22	13
33	2	1	25	32
33	2	1	26	23
33	2	1	27	47
33	2	1	28	1
33	2	1	29	38
33	2	1	30	9
33	2	1	33	25
33	2	1	34	17
33	2	1	35	43
33	2	1	36	7
33	2	1	37	33
33	2	1	38	16
33	2	1	41	30
33	2	1	42	22
33	2	1	43	45
33	2	1	44	3
33	2	1	45	39
33	2	1	46	12
33	2	1	49	27
33	2	1	50	20
33	2	1	51	41
33	2	1	52	6
33	2	1	53	35
33	2	1	54	14
33	2	1	57	31
33	2	1	58	24
33	2	1	59	48
33	2	1	60	2
33	2	1	61	37
33	2	1	62	10
33	2	2	0	48
33	2	2	1	9
33	2	2	2	30
33	2	2	5	24
33	2	2	6	35
33	2	2	7	5
33	2	2	8	43
33	2	2	9	15
33	2	2	10	27
33	2	2	13	17
33	2	2	14	40
33	2	2	15	2
33	2	2	16	45
33	2	2	17	12
33	2	2	18	32
33	2	2	21	21
33	2	2	22	33
33	2	2	23	7
33	2	2	24	41
33	2	2	25	13
33	2	2	26	26
33	2	2	29	20
33	2	2	30	37
33	2	2	31	4
33	2	2	32	47
33	2	2	33	10
33	2	2	34	29
33	2	2	37	23
33	2	2	38	36
33	2	2	39	6
33	2	2	40	44
33	2	2	41	16
33	2	2	42	28
33	2	2	45	18
33	2	2	46	39
33	2	2	47	1
33	2	2	48	46
33	2	2	49	11
33	2	2	50	31
33	2	2	53	22
33	2	2	54	34
33	2	2	55	8
33	2	2	56	42
33	2	2	57	14
33	2	2	58	25
33	2	2	61	19
33	2	2	62	38
33	2	2	63	3
33	4	1	0	4
33	4	1	1	48
33	4	1	2	17
33	4	1	3	40
33	4	1	6	13
33	4	1	7	28
33	4	1	8	6
33	4	1	9	42
33	4	1	10	23
33	4	1	11	33
33	4	1	14	11
33	4	1	15	31
33	4	1	16	2
33	4	1	17	45
33	4	1	18	20
33	4	1	19	38
33	4	1	22	15
33	4	1	23	25
33	4	1	24	8
33	4	1	25	43
33	4	1	26	21
33	4	1	27	35
33	4	1	30	10
33	4	1	31	29
33	4	1	32	3
33	4	1	33	47
33	4	1	34	18
33	4	1	35	39
33	4	1	38	14
33	4	1	39	27
33	4	1	40	5
33	4	1	41	41
33	4	1	42	24
33	4	1	43	34
33	4	1	46	12
33	4	1	47	32
33	4	1	48	1
33	4	1	49	46
33	4	1	50	19
33	4	1	51	37
33	4	1	54	16
33	4	1	55	26
33	4	1	56	7
33	4	1	57	44
33	4	1	58	22
33	4	1	59	36
33	4	1	62	9
33	4	1	63	30
33	4	2	1	47
33	4	2	2	20
33	4	2	3	31
33	4	2	4	5
33	4	2	6	11
33	4	2	7	35
33	4	2	9	43
33	4	2	10	24
33	4	2	11	25
33	4	2	12	4
33	4	2	14	15
33	4	2	15	40
33	4	2	17	45
33	4	2	18	17
33	4	2	19	30
33	4	2	20	8
33	4	2	22	9
33	4	2	23	34
33	4	2	25	41
33	4	2	26	22
33	4	2	27	27
33	4	2	28	1
33	4	2	30	13
33	4	2	31	37
33	4	2	33	48
33	4	2	34	19
33	4	2	35	32
33	4	2	36	6
33	4	2	38	12
33	4	2	39	36
33	4	2	41	44
33	4	2	42	23
33	4	2	43	26
33	4	2	44	3
33	4	2	46	16
33	4	2	47	39
33	4	2	49	46
33	4	2	50	18
33	4	2	51	29
33	4	2	52	7
33	4	2	54	10
33	4	2	55	33
33	4	2	57	42
33	4	2	58	21
33	4	2	59	28
33	4	2	60	2
33	4	2	62	14
33	4	2	63	38
33	6	1	0	39
33	6	1	1	12
33	6	1	4	32
33	6	1	5	19
33	6	1	6	42
33	6	1	7	8
33	6	1	8	33
33	6	1	9	16
33	6	1	12	26
33	6	1	13	22
33	6	1	14	47
33	6	1	15	2
33	6	1	16	37
33	6	1	17	9
33	6	1	20	29
33	6	1	21	17
33	6	1	22	43
33	6	1	23	5
33	6	1	24	36
33	6	1	25	13
33	6	1	28	28
33	6	1	29	24
33	6	1	30	45
33	6	1	31	4
33	6	1	32	40
33	6	1	33	11
33	6	1	36	31
33	6	1	37	20
33	6	1	38	41
33	6	1	39	7
33	6	1	40	34
33	6	1	41	15
33	6	1	44	25
33	6	1	45	21
33	6	1	46	48
33	6	1	47	1
33	6	1	48	38
33	6	1	49	10
33	6	1	52	30
33	6	1	53	18
33	6	1	54	44
33	6	1	55	6
33	6	1	56	35
33	6	1	57	14
33	6	1	60	27
33	6	1	61	23
33	6	1	62	46
33	6	1	63	3
34	1	2	0	7
34	1	2	1	39
34	1	2	2	16
34	1	2	3	43
34	1	2	5	27
34	1	2	6	23
34	1	2	8	4
34	1	2	9	36
34	1	2	10	9
34	1	2	11	45
34	1	2	13	32
34	1	2	14	19
34	1	2	16	6
34	1	2	17	37
34	1	2	18	14
34	1	2	19	42
34	1	2	21	25
34	1	2	22	22
34	1	2	24	1
34	1	2	25	33
34	1	2	26	12
34	1	2	27	47
34	1	2	29	30
34	1	2	30	17
34	1	2	32	8
34	1	2	33	40
34	1	2	34	15
34	1	2	35	44
34	1	2	37	28
34	1	2	38	24
34	1	2	40	3
34	1	2	41	35
34	1	2	42	10
34	1	2	43	46
34	1	2	45	31
34	1	2	46	20
34	1	2	48	5
34	1	2	49	38
34	1	2	50	13
34	1	2	51	41
34	1	2	53	26
34	1	2	54	21
34	1	2	56	2
34	1	2	57	34
34	1	2	58	11
34	1	2	59	48
34	1	2	61	29
34	1	2	62	18
34	4	1	1	17
34	4	1	2	25
34	4	1	3	8
34	4	1	4	45
34	4	1	5	12
34	4	1	6	35
34	4	1	9	24
34	4	1	10	30
34	4	1	11	1
34	4	1	12	41
34	4	1	13	16
34	4	1	14	38
34	4	1	17	20
34	4	1	18	27
34	4	1	19	6
34	4	1	20	48
34	4	1	21	9
34	4	1	22	34
34	4	1	25	22
34	4	1	26	32
34	4	1	27	4
34	4	1	28	43
34	4	1	29	14
34	4	1	30	39
34	4	1	33	18
34	4	1	34	26
34	4	1	35	7
34	4	1	36	46
34	4	1	37	11
34	4	1	38	36
34	4	1	41	23
34	4	1	42	29
34	4	1	43	2
34	4	1	44	42
34	4	1	45	15
34	4	1	46	37
34	4	1	49	19
34	4	1	50	28
34	4	1	51	5
34	4	1	52	47
34	4	1	53	10
34	4	1	54	33
34	4	1	57	21
34	4	1	58	31
34	4	1	59	3
34	4	1	60	44
34	4	1	61	13
34	4	1	62	40
34	6	1	1	15
34	6	1	2	32
34	6	1	3	4
34	6	1	4	47
34	6	1	5	23
34	6	1	6	40
34	6	1	9	11
34	6	1	10	25
34	6	1	11	6
34	6	1	12	44
34	6	1	13	19
34	6	1	14	34
34	6	1	17	14
34	6	1	18	29
34	6	1	19	1
34	6	1	20	46
34	6	1	21	22
34	6	1	22	37
34	6	1	25	10
34	6	1	26	28
34	6	1	27	8
34	6	1	28	41
34	6	1	29	17
34	6	1	30	36
34	6	1	33	16
34	6	1	34	31
34	6	1	35	3
34	6	1	36	48
34	6	1	37	24
34	6	1	38	39
34	6	1	41	12
34	6	1	42	26
34	6	1	43	5
34	6	1	44	43
34	6	1	45	20
34	6	1	46	33
34	6	1	49	13
34	6	1	50	30
34	6	1	51	2
34	6	1	52	45
34	6	1	53	21
34	6	1	54	38
34	6	1	57	9
34	6	1	58	27
34	6	1	59	7
34	6	1	60	42
34	6	1	61	18
34	6	1	62	35
35	1	1	0	12
35	1	1	3	31
35	1	1	4	23
35	1	1	5	46
35	1	1	6	7
35	1	1	7	36
35	1	1	8	13
35	1	1	11	26
35	1	1	12	18
35	1	1	13	41
35	1	1	14	4
35	1	1	15	40
35	1	1	16	10
35	1	1	19	29
35	1	1	20	21
35	1	1	21	48
35	1	1	22	6
35	1	1	23	33
35	1	1	24	16
35	1	1	27	28
35	1	1	28	19
35	1	1	29	43
35	1	1	30	1
35	1	1	31	37
35	1	1	32	11
35	1	1	35	32
35	1	1	36	24
35	1	1	37	45
35	1	1	38	8
35	1	1	39	35
35	1	1	40	14
35	1	1	43	25
35	1	1	44	17
35	1	1	45	42
35	1	1	46	3
35	1	1	47	39
35	1	1	48	9
35	1	1	51	30
35	1	1	52	22
35	1	1	53	47
35	1	1	54	5
35	1	1	55	34
35	1	1	56	15
35	1	1	59	27
35	1	1	60	20
35	1	1	61	44
35	1	1	62	2
35	1	1	63	38
35	1	2	1	7
35	1	2	2	35
35	1	2	3	21
35	1	2	4	47
35	1	2	6	31
35	1	2	7	15
35	1	2	9	4
35	1	2	10	40
35	1	2	11	18
35	1	2	12	42
35	1	2	14	26
35	1	2	15	12
35	1	2	17	6
35	1	2	18	34
35	1	2	19	24
35	1	2	20	46
35	1	2	22	29
35	1	2	23	13
35	1	2	25	2
35	1	2	26	37
35	1	2	27	20
35	1	2	28	43
35	1	2	30	27
35	1	2	31	10
35	1	2	33	8
35	1	2	34	36
35	1	2	35	22
35	1	2	36	48
35	1	2	38	32
35	1	2	39	16
35	1	2	41	3
35	1	2	42	39
35	1	2	43	17
35	1	2	44	41
35	1	2	46	25
35	1	2	47	11
35	1	2	49	5
35	1	2	50	33
35	1	2	51	23
35	1	2	52	45
35	1	2	54	30
35	1	2	55	14
35	1	2	57	1
35	1	2	58	38
35	1	2	59	19
35	1	2	60	44
35	1	2	62	28
35	1	2	63	9
36	1	1	2	14
36	1	1	3	27
36	1	1	4	6
36	1	1	5	47
36	1	1	6	17
36	1	1	7	40
36	1	1	10	10
36	1	1	11	30
36	1	1	12	2
36	1	1	13	43
36	1	1	14	24
36	1	1	15	34
36	1	1	18	16
36	1	1	19	25
36	1	1	20	8
36	1	1	21	45
36	1	1	22	19
36	1	1	23	37
36	1	1	26	12
36	1	1	27	31
36	1	1	28	4
36	1	1	29	42
36	1	1	30	22
36	1	1	31	36
36	1	1	34	13
36	1	1	35	28
36	1	1	36	5
36	1	1	37	48
36	1	1	38	18
36	1	1	39	39
36	1	1	42	9
36	1	1	43	29
36	1	1	44	1
36	1	1	45	44
36	1	1	46	23
36	1	1	47	33
36	1	1	50	15
36	1	1	51	26
36	1	1	52	7
36	1	1	53	46
36	1	1	54	20
36	1	1	55	38
36	1	1	58	11
36	1	1	59	32
36	1	1	60	3
36	1	1	61	41
36	1	1	62	21
36	1	1	63	35
36	1	2	0	15
36	1	2	2	7
36	1	2	3	29
36	1	2	4	21
36	1	2	5	45
36	1	2	7	40
36	1	2	8	12
36	1	2	10	2
36	1	2	11	26
36	1	2	12	17
36	1	2	13	43
36	1	2	15	34
36	1	2	16	13
36	1	2	18	6
36	1	2	19	31
36	1	2	20	23
36	1	2	21	48
36	1	2	23	38
36	1	2	24	10
36	1	2	26	4
36	1	2	27	28
36	1	2	28	19
36	1	2	29	41
36	1	2	31	36
36	1	2	32	16
36	1	2	34	8
36	1	2	35	30
36	1	2	36	22
36	1	2	37	46
36	1	2	39	39
36	1	2	40	11
36	1	2	42	1
36	1	2	43	25
36	1	2	44	18
36	1	2	45	44
36	1	2	47	33
36	1	2	48	14
36	1	2	50	5
36	1	2	51	32
36	1	2	52	24
36	1	2	53	47
36	1	2	55	37
36	1	2	56	9
36	1	2	58	3
36	1	2	59	27
36	1	2	60	20
36	1	2	61	42
36	1	2	63	35
37	1	2	2	32
37	1	2	3	23
37	1	2	4	48
37	1	2	5	1
37	1	2	6	33
37	1	2	7	11
37	1	2	10	26
37	1	2	11	18
37	1	2	12	42
37	1	2	13	6
37	1	2	14	40
37	1	2	15	14
37	1	2	18	30
37	1	2	19	22
37	1	2	20	45
37	1	2	21	4
37	1	2	22	36
37	1	2	23	10
37	1	2	26	28
37	1	2	27	20
37	1	2	28	43
37	1	2	29	8
37	1	2	30	37
37	1	2	31	15
37	1	2	34	31
37	1	2	35	24
37	1	2	36	47
37	1	2	37	2
37	1	2	38	34
37	1	2	39	12
37	1	2	42	25
37	1	2	43	17
37	1	2	44	41
37	1	2	45	5
37	1	2	46	39
37	1	2	47	13
37	1	2	50	29
37	1	2	51	21
37	1	2	52	46
37	1	2	53	3
37	1	2	54	35
37	1	2	55	9
37	1	2	58	27
37	1	2	59	19
37	1	2	60	44
37	1	2	61	7
37	1	2	62	38
37	1	2	63	16
37	2	1	0	25
37	2	1	1	5
37	2	1	2	45
37	2	1	3	9
37	2	1	4	36
37	2	1	7	20
37	2	1	8	29
37	2	1	9	4
37	2	1	10	43
37	2	1	11	15
37	2	1	12	37
37	2	1	15	23
37	2	1	16	28
37	2	1	17	8
37	2	1	18	47
37	2	1	19	11
37	2	1	20	34
37	2	1	23	18
37	2	1	24	32
37	2	1	25	1
37	2	1	26	42
37	2	1	27	13
37	2	1	28	40
37	2	1	31	22
37	2	1	32	26
37	2	1	33	6
37	2	1	34	46
37	2	1	35	10
37	2	1	36	35
37	2	1	39	19
37	2	1	40	30
37	2	1	41	3
37	2	1	42	44
37	2	1	43	16
37	2	1	44	38
37	2	1	47	24
37	2	1	48	27
37	2	1	49	7
37	2	1	50	48
37	2	1	51	12
37	2	1	52	33
37	2	1	55	17
37	2	1	56	31
37	2	1	57	2
37	2	1	58	41
37	2	1	59	14
37	2	1	60	39
37	2	1	63	21
37	4	1	0	22
37	4	1	1	41
37	4	1	3	25
37	4	1	4	13
37	4	1	6	7
37	4	1	7	38
37	4	1	8	17
37	4	1	9	45
37	4	1	11	32
37	4	1	12	10
37	4	1	14	4
37	4	1	15	36
37	4	1	16	23
37	4	1	17	43
37	4	1	19	28
37	4	1	20	16
37	4	1	22	6
37	4	1	23	39
37	4	1	24	20
37	4	1	25	48
37	4	1	27	30
37	4	1	28	12
37	4	1	30	2
37	4	1	31	34
37	4	1	32	21
37	4	1	33	42
37	4	1	35	26
37	4	1	36	14
37	4	1	38	8
37	4	1	39	37
37	4	1	40	18
37	4	1	41	46
37	4	1	43	31
37	4	1	44	9
37	4	1	46	3
37	4	1	47	35
37	4	1	48	24
37	4	1	49	44
37	4	1	51	27
37	4	1	52	15
37	4	1	54	5
37	4	1	55	40
37	4	1	56	19
37	4	1	57	47
37	4	1	59	29
37	4	1	60	11
37	4	1	62	1
37	4	1	63	33
37	4	2	1	10
37	4	2	2	31
37	4	2	4	45
37	4	2	5	20
37	4	2	6	33
37	4	2	7	7
37	4	2	9	16
37	4	2	10	25
37	4	2	12	41
37	4	2	13	22
37	4	2	14	40
37	4	2	15	2
37	4	2	17	12
37	4	2	18	30
37	4	2	20	48
37	4	2	21	17
37	4	2	22	35
37	4	2	23	5
37	4	2	25	13
37	4	2	26	28
37	4	2	28	43
37	4	2	29	24
37	4	2	30	37
37	4	2	31	3
37	4	2	33	9
37	4	2	34	32
37	4	2	36	46
37	4	2	37	19
37	4	2	38	34
37	4	2	39	8
37	4	2	41	15
37	4	2	42	26
37	4	2	44	42
37	4	2	45	21
37	4	2	46	39
37	4	2	47	1
37	4	2	49	11
37	4	2	50	29
37	4	2	52	47
37	4	2	53	18
37	4	2	54	36
37	4	2	55	6
37	4	2	57	14
37	4	2	58	27
37	4	2	60	44
37	4	2	61	23
37	4	2	62	38
37	4	2	63	4
37	6	1	0	40
37	6	1	1	1
37	6	1	3	11
37	6	1	4	31
37	6	1	6	41
37	6	1	7	18
37	6	1	8	35
37	6	1	9	6
37	6	1	11	16
37	6	1	12	27
37	6	1	14	48
37	6	1	15	21
37	6	1	16	38
37	6	1	17	4
37	6	1	19	9
37	6	1	20	30
37	6	1	22	43
37	6	1	23	19
37	6	1	24	34
37	6	1	25	7
37	6	1	27	13
37	6	1	28	26
37	6	1	30	45
37	6	1	31	24
37	6	1	32	39
37	6	1	33	2
37	6	1	35	12
37	6	1	36	32
37	6	1	38	42
37	6	1	39	17
37	6	1	40	36
37	6	1	41	5
37	6	1	43	15
37	6	1	44	28
37	6	1	46	47
37	6	1	47	22
37	6	1	48	37
37	6	1	49	3
37	6	1	51	10
37	6	1	52	29
37	6	1	54	44
37	6	1	55	20
37	6	1	56	33
37	6	1	57	8
37	6	1	59	14
37	6	1	60	25
37	6	1	62	46
37	6	1	63	23
37	6	2	1	11
37	6	2	2	32
37	6	2	4	44
37	6	2	5	21
37	6	2	6	33
37	6	2	7	1
37	6	2	9	15
37	6	2	10	26
37	6	2	12	46
37	6	2	13	17
37	6	2	14	38
37	6	2	15	8
37	6	2	17	10
37	6	2	18	29
37	6	2	20	42
37	6	2	21	24
37	6	2	22	36
37	6	2	23	4
37	6	2	25	13
37	6	2	26	27
37	6	2	28	48
37	6	2	29	20
37	6	2	30	39
37	6	2	31	5
37	6	2	33	12
37	6	2	34	31
37	6	2	36	43
37	6	2	37	22
37	6	2	38	34
37	6	2	39	2
37	6	2	41	16
37	6	2	42	25
37	6	2	44	45
37	6	2	45	18
37	6	2	46	37
37	6	2	47	7
37	6	2	49	9
37	6	2	50	30
37	6	2	52	41
37	6	2	53	23
37	6	2	54	35
37	6	2	55	3
37	6	2	57	14
37	6	2	58	28
