stratum	sp_poststratum	panel_set	panel_address	panel_id
7	1	2	49	23
7	1	2	50	44
7	1	2	51	8
7	1	2	52	37
7	1	2	53	9
7	1	2	56	27
7	1	2	57	20
7	1	2	58	48
7	1	2	59	4
7	1	2	60	33
7	1	2	61	14
8	1	1	0	47
8	1	1	1	22
8	1	1	2	32
8	1	1	3	7
8	1	1	5	14
8	1	1	6	39
8	1	1	8	43
8	1	1	9	19
8	1	1	10	28
8	1	1	11	4
8	1	1	13	9
8	1	1	14	36
8	1	1	16	46
8	1	1	17	23
8	1	1	18	30
8	1	1	19	5
8	1	1	21	15
8	1	1	22	38
8	1	1	24	41
8	1	1	25	18
8	1	1	26	25
8	1	1	27	1
8	1	1	29	11
8	1	1	30	33
8	1	1	32	48
8	1	1	33	21
8	1	1	34	31
8	1	1	35	8
8	1	1	37	13
8	1	1	38	40
8	1	1	40	44
8	1	1	41	20
8	1	1	42	27
8	1	1	43	3
8	1	1	45	10
8	1	1	46	35
8	1	1	48	45
8	1	1	49	24
8	1	1	50	29
8	1	1	51	6
8	1	1	53	16
8	1	1	54	37
8	1	1	56	42
8	1	1	57	17
8	1	1	58	26
8	1	1	59	2
8	1	1	61	12
8	1	1	62	34
8	1	2	1	1
8	1	2	2	34
8	1	2	3	22
8	1	2	4	43
8	1	2	6	31
8	1	2	7	13
8	1	2	9	8
8	1	2	10	37
8	1	2	11	20
8	1	2	12	48
8	1	2	14	26
8	1	2	15	10
8	1	2	17	4
8	1	2	18	35
8	1	2	19	23
8	1	2	20	41
8	1	2	22	29
8	1	2	23	16
8	1	2	25	5
8	1	2	26	40
8	1	2	27	17
8	1	2	28	45
8	1	2	30	28
8	1	2	31	11
8	1	2	33	2
8	1	2	34	33
8	1	2	35	21
8	1	2	36	44
8	1	2	38	32
8	1	2	39	14
8	1	2	41	7
8	1	2	42	38
8	1	2	43	19
8	1	2	44	47
8	1	2	46	25
8	1	2	47	9
8	1	2	49	3
8	1	2	50	36
8	1	2	51	24
8	1	2	52	42
8	1	2	54	30
8	1	2	55	15
8	1	2	57	6
8	1	2	58	39
8	1	2	59	18
8	1	2	60	46
8	1	2	62	27
8	1	2	63	12
9	1	1	1	33
9	1	1	2	12
9	1	1	4	8
9	1	1	5	30
9	1	1	6	20
9	1	1	7	44
9	1	1	9	37
9	1	1	10	15
9	1	1	12	1
9	1	1	13	27
9	1	1	14	24
9	1	1	15	47
9	1	1	17	35
9	1	1	18	10
9	1	1	20	6
9	1	1	21	32
9	1	1	22	17
9	1	1	23	41
9	1	1	25	39
9	1	1	26	13
9	1	1	28	3
9	1	1	29	25
9	1	1	30	21
9	1	1	31	45
9	1	1	33	34
9	1	1	34	11
9	1	1	36	7
9	1	1	37	29
9	1	1	38	19
9	1	1	39	43
9	1	1	41	38
9	1	1	42	16
9	1	1	44	2
9	1	1	45	28
9	1	1	46	23
9	1	1	47	48
9	1	1	49	36
9	1	1	50	9
9	1	1	52	5
9	1	1	53	31
9	1	1	54	18
9	1	1	55	42
9	1	1	57	40
9	1	1	58	14
9	1	1	60	4
9	1	1	61	26
9	1	1	62	22
9	1	1	63	46
9	1	2	0	44
9	1	2	1	20
9	1	2	2	33
9	1	2	5	10
9	1	2	6	25
9	1	2	7	2
9	1	2	8	45
9	1	2	9	23
9	1	2	10	37
9	1	2	13	13
9	1	2	14	32
9	1	2	15	5
9	1	2	16	41
9	1	2	17	17
9	1	2	18	35
9	1	2	21	11
9	1	2	22	28
9	1	2	23	3
9	1	2	24	48
9	1	2	25	21
9	1	2	26	40
9	1	2	29	16
9	1	2	30	30
9	1	2	31	8
9	1	2	32	43
9	1	2	33	19
9	1	2	34	34
9	1	2	37	9
9	1	2	38	26
9	1	2	39	1
9	1	2	40	46
9	1	2	41	24
9	1	2	42	38
9	1	2	45	14
9	1	2	46	31
9	1	2	47	6
9	1	2	48	42
9	1	2	49	18
9	1	2	50	36
9	1	2	53	12
9	1	2	54	27
9	1	2	55	4
9	1	2	56	47
9	1	2	57	22
9	1	2	58	39
9	1	2	61	15
9	1	2	62	29
9	1	2	63	7
10	1	1	0	31
10	1	1	1	3
10	1	1	2	43
10	1	1	3	14
10	1	1	4	34
10	1	1	7	22
10	1	1	8	26
10	1	1	9	5
10	1	1	10	46
10	1	1	11	12
10	1	1	12	38
10	1	1	15	17
10	1	1	16	30
10	1	1	17	2
10	1	1	18	41
10	1	1	19	16
10	1	1	20	35
10	1	1	23	24
10	1	1	24	28
10	1	1	25	7
10	1	1	26	48
10	1	1	27	10
10	1	1	28	40
10	1	1	31	19
10	1	1	32	32
10	1	1	33	4
10	1	1	34	44
10	1	1	35	13
10	1	1	36	33
10	1	1	39	21
10	1	1	40	25
10	1	1	41	6
10	1	1	42	45
10	1	1	43	11
10	1	1	44	37
10	1	1	47	18
10	1	1	48	29
10	1	1	49	1
10	1	1	50	42
10	1	1	51	15
10	1	1	52	36
10	1	1	55	23
10	1	1	56	27
10	1	1	57	8
10	1	1	58	47
10	1	1	59	9
10	1	1	60	39
10	1	1	63	20
10	1	2	0	34
10	1	2	1	8
10	1	2	3	21
10	1	2	4	26
10	1	2	6	46
10	1	2	7	10
10	1	2	8	37
10	1	2	9	1
10	1	2	11	20
10	1	2	12	29
10	1	2	14	42
10	1	2	15	16
10	1	2	16	35
10	1	2	17	6
10	1	2	19	24
10	1	2	20	28
10	1	2	22	47
10	1	2	23	12
10	1	2	24	40
10	1	2	25	3
10	1	2	27	18
10	1	2	28	31
10	1	2	30	44
10	1	2	31	14
10	1	2	32	33
10	1	2	33	7
10	1	2	35	22
10	1	2	36	25
10	1	2	38	45
10	1	2	39	9
10	1	2	40	38
10	1	2	41	2
10	1	2	43	19
10	1	2	44	30
10	1	2	46	41
10	1	2	47	15
10	1	2	48	36
10	1	2	49	5
10	1	2	51	23
10	1	2	52	27
10	1	2	54	48
10	1	2	55	11
10	1	2	56	39
10	1	2	57	4
10	1	2	59	17
10	1	2	60	32
10	1	2	62	43
10	1	2	63	13
11	1	1	0	29
11	1	1	1	5
11	1	1	2	45
11	1	1	3	20
11	1	1	4	40
11	1	1	7	11
11	1	1	8	28
11	1	1	9	1
11	1	1	10	43
11	1	1	11	23
11	1	1	12	33
11	1	1	15	13
11	1	1	16	31
11	1	1	17	7
11	1	1	18	48
11	1	1	19	17
11	1	1	20	37
11	1	1	23	10
11	1	1	24	25
11	1	1	25	4
11	1	1	26	42
11	1	1	27	22
11	1	1	28	35
11	1	1	31	15
11	1	1	32	30
11	1	1	33	6
11	1	1	34	46
11	1	1	35	19
11	1	1	36	39
11	1	1	39	12
11	1	1	40	27
11	1	1	41	2
11	1	1	42	44
11	1	1	43	24
11	1	1	44	34
11	1	1	47	14
11	1	1	48	32
11	1	1	49	8
11	1	1	50	47
11	1	1	51	18
11	1	1	52	38
11	1	1	55	9
11	1	1	56	26
11	1	1	57	3
11	1	1	58	41
11	1	1	59	21
11	1	1	60	36
11	1	1	63	16
11	1	2	0	36
11	1	2	1	21
11	1	2	2	41
11	1	2	4	26
11	1	2	5	9
11	1	2	7	4
11	1	2	8	38
11	1	2	9	17
11	1	2	10	48
11	1	2	12	32
11	1	2	13	14
11	1	2	15	6
11	1	2	16	33
11	1	2	17	23
11	1	2	18	43
11	1	2	20	28
11	1	2	21	12
11	1	2	23	1
11	1	2	24	40
11	1	2	25	20
11	1	2	26	46
11	1	2	28	29
11	1	2	29	16
11	1	2	31	7
11	1	2	32	35
11	1	2	33	22
11	1	2	34	42
11	1	2	36	25
11	1	2	37	10
11	1	2	39	3
11	1	2	40	37
11	1	2	41	18
11	1	2	42	47
11	1	2	44	31
11	1	2	45	13
11	1	2	47	5
11	1	2	48	34
11	1	2	49	24
11	1	2	50	44
11	1	2	52	27
11	1	2	53	11
11	1	2	55	2
11	1	2	56	39
11	1	2	57	19
11	1	2	58	45
11	1	2	60	30
11	1	2	61	15
11	1	2	63	8
12	1	1	1	33
12	1	1	2	9
12	1	1	4	3
12	1	1	5	31
12	1	1	6	21
12	1	1	7	44
12	1	1	9	39
12	1	1	10	13
12	1	1	12	7
12	1	1	13	25
12	1	1	14	17
12	1	1	15	46
12	1	1	17	36
12	1	1	18	12
12	1	1	20	2
12	1	1	21	29
12	1	1	22	23
12	1	1	23	42
12	1	1	25	37
12	1	1	26	15
12	1	1	28	6
12	1	1	29	27
12	1	1	30	20
12	1	1	31	47
12	1	1	33	34
12	1	1	34	10
12	1	1	36	4
12	1	1	37	32
12	1	1	38	22
12	1	1	39	43
12	1	1	41	40
12	1	1	42	14
12	1	1	44	8
12	1	1	45	26
12	1	1	46	18
12	1	1	47	45
12	1	1	49	35
12	1	1	50	11
12	1	1	52	1
12	1	1	53	30
12	1	1	54	24
12	1	1	55	41
12	1	1	57	38
12	1	1	58	16
12	1	1	60	5
12	1	1	61	28
12	1	1	62	19
12	1	1	63	48
12	1	2	0	1
12	1	2	2	24
12	1	2	3	36
12	1	2	5	41
12	1	2	6	12
12	1	2	7	28
12	1	2	8	5
12	1	2	10	20
12	1	2	11	39
12	1	2	13	48
12	1	2	14	15
12	1	2	15	30
12	1	2	16	3
12	1	2	18	21
12	1	2	19	34
12	1	2	21	44
12	1	2	22	10
12	1	2	23	25
12	1	2	24	7
12	1	2	26	17
12	1	2	27	37
12	1	2	29	46
12	1	2	30	14
12	1	2	31	32
12	1	2	32	2
12	1	2	34	23
12	1	2	35	35
12	1	2	37	42
12	1	2	38	11
12	1	2	39	27
12	1	2	40	6
12	1	2	42	19
12	1	2	43	40
12	1	2	45	47
12	1	2	46	16
12	1	2	47	29
12	1	2	48	4
12	1	2	50	22
12	1	2	51	33
12	1	2	53	43
12	1	2	54	9
12	1	2	55	26
12	1	2	56	8
12	1	2	58	18
12	1	2	59	38
12	1	2	61	45
12	1	2	62	13
12	1	2	63	31
16	1	1	1	26
16	1	1	2	13
16	1	1	3	46
16	1	1	4	3
16	1	1	5	35
16	1	1	6	20
16	1	1	9	29
16	1	1	10	11
16	1	1	11	43
16	1	1	12	5
16	1	1	13	38
16	1	1	14	21
16	1	1	17	27
16	1	1	18	16
16	1	1	19	48
16	1	1	20	1
16	1	1	21	33
16	1	1	22	17
16	1	1	25	31
16	1	1	26	9
16	1	1	27	41
16	1	1	28	7
16	1	1	29	39
16	1	1	30	24
16	1	1	33	25
16	1	1	34	14
16	1	1	35	45
16	1	1	36	4
16	1	1	37	36
16	1	1	38	19
16	1	1	41	30
16	1	1	42	12
16	1	1	43	44
16	1	1	44	6
16	1	1	45	37
16	1	1	46	22
16	1	1	49	28
16	1	1	50	15
16	1	1	51	47
16	1	1	52	2
16	1	1	53	34
16	1	1	54	18
16	1	1	57	32
16	1	1	58	10
16	1	1	59	42
16	1	1	60	8
16	1	1	61	40
16	1	1	62	23
16	1	2	0	33
16	1	2	2	46
16	1	2	3	17
16	1	2	4	28
16	1	2	5	1
16	1	2	7	14
16	1	2	8	40
16	1	2	10	42
16	1	2	11	22
16	1	2	12	31
16	1	2	13	8
16	1	2	15	11
16	1	2	16	35
16	1	2	18	48
16	1	2	19	20
16	1	2	20	26
16	1	2	21	3
16	1	2	23	15
16	1	2	24	38
16	1	2	26	44
16	1	2	27	24
16	1	2	28	30
16	1	2	29	6
16	1	2	31	10
16	1	2	32	34
16	1	2	34	45
16	1	2	35	18
16	1	2	36	27
16	1	2	37	2
16	1	2	39	13
16	1	2	40	39
16	1	2	42	41
16	1	2	43	21
16	1	2	44	32
16	1	2	45	7
16	1	2	47	12
16	1	2	48	36
16	1	2	50	47
16	1	2	51	19
16	1	2	52	25
16	1	2	53	4
16	1	2	55	16
16	1	2	56	37
16	1	2	58	43
16	1	2	59	23
16	1	2	60	29
16	1	2	61	5
16	1	2	63	9
17	1	1	0	27
17	1	1	1	19
17	1	1	2	46
17	1	1	4	39
17	1	1	5	12
17	1	1	7	2
17	1	1	8	29
17	1	1	9	22
17	1	1	10	44
17	1	1	12	34
17	1	1	13	16
17	1	1	15	8
17	1	1	16	25
17	1	1	17	18
17	1	1	18	48
17	1	1	20	37
17	1	1	21	9
17	1	1	23	3
17	1	1	24	31
17	1	1	25	23
17	1	1	26	41
17	1	1	28	36
17	1	1	29	13
17	1	1	31	5
17	1	1	32	28
17	1	1	33	20
17	1	1	34	45
17	1	1	36	40
17	1	1	37	11
17	1	1	39	1
17	1	1	40	30
17	1	1	41	21
17	1	1	42	43
17	1	1	44	33
17	1	1	45	15
17	1	1	47	7
17	1	1	48	26
17	1	1	49	17
17	1	1	50	47
17	1	1	52	38
17	1	1	53	10
17	1	1	55	4
17	1	1	56	32
17	1	1	57	24
17	1	1	58	42
17	1	1	60	35
17	1	1	61	14
17	1	1	63	6
17	1	2	0	13
17	1	2	1	45
17	1	2	2	6
17	1	2	3	34
17	1	2	4	17
17	1	2	7	28
17	1	2	8	9
17	1	2	9	42
17	1	2	10	4
17	1	2	11	39
17	1	2	12	24
17	1	2	15	32
17	1	2	16	16
17	1	2	17	48
17	1	2	18	7
17	1	2	19	35
17	1	2	20	19
17	1	2	23	26
17	1	2	24	12
17	1	2	25	44
17	1	2	26	2
17	1	2	27	38
17	1	2	28	22
17	1	2	31	29
17	1	2	32	14
17	1	2	33	46
17	1	2	34	5
17	1	2	35	33
17	1	2	36	18
17	1	2	39	27
17	1	2	40	10
17	1	2	41	41
17	1	2	42	3
17	1	2	43	40
17	1	2	44	23
17	1	2	47	31
17	1	2	48	15
17	1	2	49	47
17	1	2	50	8
17	1	2	51	36
17	1	2	52	20
17	1	2	55	25
17	1	2	56	11
17	1	2	57	43
17	1	2	58	1
17	1	2	59	37
17	1	2	60	21
17	1	2	63	30
18	1	1	0	2
18	1	1	1	44
18	1	1	2	21
18	1	1	3	27
18	1	1	6	12
18	1	1	7	36
18	1	1	8	6
18	1	1	9	48
18	1	1	10	18
18	1	1	11	31
18	1	1	14	13
18	1	1	15	37
18	1	1	16	3
18	1	1	17	42
18	1	1	18	24
18	1	1	19	25
18	1	1	22	9
18	1	1	23	34
18	1	1	24	8
18	1	1	25	45
18	1	1	26	19
18	1	1	27	30
18	1	1	30	16
18	1	1	31	40
18	1	1	32	1
18	1	1	33	43
18	1	1	34	22
18	1	1	35	28
18	1	1	38	11
18	1	1	39	35
18	1	1	40	5
18	1	1	41	47
18	1	1	42	17
18	1	1	43	32
18	1	1	46	14
18	1	1	47	38
18	1	1	48	4
18	1	1	49	41
18	1	1	50	23
18	1	1	51	26
18	1	1	54	10
18	1	1	55	33
18	1	1	56	7
18	1	1	57	46
18	1	1	58	20
18	1	1	59	29
18	1	1	62	15
18	1	1	63	39
18	1	2	1	15
18	1	2	2	40
18	1	2	4	42
18	1	2	5	18
18	1	2	6	27
18	1	2	7	3
18	1	2	9	9
18	1	2	10	35
18	1	2	12	48
18	1	2	13	21
18	1	2	14	30
18	1	2	15	8
18	1	2	17	14
18	1	2	18	38
18	1	2	20	43
18	1	2	21	20
18	1	2	22	25
18	1	2	23	2
18	1	2	25	12
18	1	2	26	34
18	1	2	28	46
18	1	2	29	24
18	1	2	30	32
18	1	2	31	5
18	1	2	33	16
18	1	2	34	39
18	1	2	36	41
18	1	2	37	17
18	1	2	38	28
18	1	2	39	4
18	1	2	41	10
18	1	2	42	36
18	1	2	44	47
18	1	2	45	22
18	1	2	46	29
18	1	2	47	7
18	1	2	49	13
18	1	2	50	37
18	1	2	52	44
18	1	2	53	19
18	1	2	54	26
18	1	2	55	1
18	1	2	57	11
18	1	2	58	33
18	1	2	60	45
18	1	2	61	23
18	1	2	62	31
18	1	2	63	6
19	1	1	0	21
19	1	1	1	35
19	1	1	4	12
19	1	1	5	27
19	1	1	6	8
19	1	1	7	44
19	1	1	8	19
19	1	1	9	38
19	1	1	12	16
19	1	1	13	29
19	1	1	14	1
19	1	1	15	48
19	1	1	16	23
19	1	1	17	34
19	1	1	20	10
19	1	1	21	26
19	1	1	22	5
19	1	1	23	42
19	1	1	24	17
19	1	1	25	40
19	1	1	28	13
19	1	1	29	31
19	1	1	30	4
19	1	1	31	46
19	1	1	32	22
19	1	1	33	36
19	1	1	36	11
19	1	1	37	28
19	1	1	38	7
19	1	1	39	43
19	1	1	40	20
19	1	1	41	37
19	1	1	44	15
19	1	1	45	30
19	1	1	46	2
19	1	1	47	47
19	1	1	48	24
19	1	1	49	33
19	1	1	52	9
19	1	1	53	25
19	1	1	54	6
19	1	1	55	41
19	1	1	56	18
19	1	1	57	39
19	1	1	60	14
19	1	1	61	32
19	1	1	62	3
19	1	1	63	45
19	1	2	0	19
19	1	2	1	43
19	1	2	3	40
19	1	2	4	11
19	1	2	6	3
19	1	2	7	25
19	1	2	8	22
19	1	2	9	46
19	1	2	11	33
19	1	2	12	13
19	1	2	14	6
19	1	2	15	30
19	1	2	16	17
19	1	2	17	42
19	1	2	19	37
19	1	2	20	10
19	1	2	22	1
19	1	2	23	28
19	1	2	24	24
19	1	2	25	48
19	1	2	27	35
19	1	2	28	15
19	1	2	30	8
19	1	2	31	31
19	1	2	32	20
19	1	2	33	44
19	1	2	35	39
19	1	2	36	12
19	1	2	38	4
19	1	2	39	26
19	1	2	40	21
19	1	2	41	45
19	1	2	43	34
19	1	2	44	14
19	1	2	46	5
19	1	2	47	29
19	1	2	48	18
19	1	2	49	41
19	1	2	51	38
19	1	2	52	9
19	1	2	54	2
19	1	2	55	27
19	1	2	56	23
19	1	2	57	47
19	1	2	59	36
19	1	2	60	16
19	1	2	62	7
19	1	2	63	32
20	2	1	0	17
20	2	1	1	34
20	2	1	4	12
20	2	1	5	28
20	2	1	6	4
20	2	1	7	41
20	2	1	8	24
20	2	1	9	37
20	2	1	12	15
20	2	1	13	31
20	2	1	14	8
20	2	1	15	48
20	2	1	16	20
20	2	1	17	35
20	2	1	20	9
20	2	1	21	26
20	2	1	22	1
20	2	1	23	43
20	2	1	24	21
20	2	1	25	39
20	2	1	28	13
20	2	1	29	29
20	2	1	30	5
20	2	1	31	46
20	2	1	32	18
20	2	1	33	33
20	2	1	36	11
20	2	1	37	27
20	2	1	38	3
20	2	1	39	42
20	2	1	40	23
20	2	1	41	38
20	2	1	44	16
20	2	1	45	32
20	2	1	46	7
20	2	1	47	47
20	2	1	48	19
20	2	1	49	36
20	2	1	52	10
20	2	1	53	25
20	2	1	54	2
20	2	1	55	44
20	2	1	56	22
20	2	1	57	40
20	2	1	60	14
20	2	1	61	30
20	2	1	62	6
20	2	1	63	45
20	2	2	0	36
20	2	2	1	9
20	2	2	3	3
20	2	2	4	30
20	2	2	5	22
20	2	2	6	47
20	2	2	8	40
20	2	2	9	14
20	2	2	11	6
20	2	2	12	26
20	2	2	13	20
20	2	2	14	44
20	2	2	16	34
20	2	2	17	11
20	2	2	19	1
20	2	2	20	32
20	2	2	21	24
20	2	2	22	45
20	2	2	24	37
20	2	2	25	16
20	2	2	27	7
20	2	2	28	27
20	2	2	29	17
20	2	2	30	41
20	2	2	32	35
20	2	2	33	10
20	2	2	35	4
20	2	2	36	29
20	2	2	37	21
20	2	2	38	48
20	2	2	40	39
20	2	2	41	13
20	2	2	43	5
20	2	2	44	25
20	2	2	45	19
20	2	2	46	43
20	2	2	48	33
20	2	2	49	12
20	2	2	51	2
20	2	2	52	31
20	2	2	53	23
20	2	2	54	46
20	2	2	56	38
20	2	2	57	15
20	2	2	59	8
20	2	2	60	28
20	2	2	61	18
20	2	2	62	42
20	3	1	1	24
20	3	1	2	38
20	3	1	3	6
20	3	1	4	42
20	3	1	5	13
20	3	1	6	27
20	3	1	9	20
20	3	1	10	34
20	3	1	11	4
20	3	1	12	46
20	3	1	13	9
20	3	1	14	32
20	3	1	17	21
20	3	1	18	40
20	3	1	19	8
20	3	1	20	44
20	3	1	21	16
20	3	1	22	26
20	3	1	25	17
20	3	1	26	35
20	3	1	27	1
20	3	1	28	48
20	3	1	29	12
20	3	1	30	30
20	3	1	33	23
20	3	1	34	37
20	3	1	35	5
20	3	1	36	41
20	3	1	37	14
20	3	1	38	28
20	3	1	41	19
20	3	1	42	33
20	3	1	43	3
20	3	1	44	45
20	3	1	45	10
20	3	1	46	31
20	3	1	49	22
20	3	1	50	39
20	3	1	51	7
20	3	1	52	43
20	3	1	53	15
20	3	1	54	25
20	3	1	57	18
20	3	1	58	36
20	3	1	59	2
20	3	1	60	47
20	3	1	61	11
20	3	1	62	29
20	3	2	1	47
20	3	2	2	16
20	3	2	3	37
20	3	2	4	5
20	3	2	6	20
20	3	2	7	27
20	3	2	9	42
20	3	2	10	11
20	3	2	11	35
20	3	2	12	4
20	3	2	14	21
20	3	2	15	29
20	3	2	17	46
20	3	2	18	14
20	3	2	19	40
20	3	2	20	7
20	3	2	22	18
20	3	2	23	25
20	3	2	25	44
20	3	2	26	10
20	3	2	27	33
20	3	2	28	2
20	3	2	30	24
20	3	2	31	31
20	3	2	33	48
20	3	2	34	15
20	3	2	35	38
20	3	2	36	6
20	3	2	38	19
20	3	2	39	28
20	3	2	41	41
20	3	2	42	12
20	3	2	43	36
20	3	2	44	3
20	3	2	46	22
20	3	2	47	30
20	3	2	49	45
20	3	2	50	13
20	3	2	51	39
20	3	2	52	8
20	3	2	54	17
20	3	2	55	26
20	3	2	57	43
20	3	2	58	9
20	3	2	59	34
20	3	2	60	1
20	3	2	62	23
20	3	2	63	32
20	4	1	0	3
20	4	1	2	18
20	4	1	3	33
20	4	1	5	45
20	4	1	6	12
20	4	1	7	32
20	4	1	8	7
20	4	1	10	21
20	4	1	11	38
20	4	1	13	42
20	4	1	14	15
20	4	1	15	27
20	4	1	16	2
20	4	1	18	20
20	4	1	19	35
20	4	1	21	47
20	4	1	22	10
20	4	1	23	30
20	4	1	24	6
20	4	1	26	24
20	4	1	27	40
20	4	1	29	44
20	4	1	30	13
20	4	1	31	25
20	4	1	32	4
20	4	1	34	17
20	4	1	35	34
20	4	1	37	46
20	4	1	38	11
20	4	1	39	31
20	4	1	40	8
20	4	1	42	22
20	4	1	43	37
20	4	1	45	41
20	4	1	46	16
20	4	1	47	28
20	4	1	48	1
20	4	1	50	19
20	4	1	51	36
20	4	1	53	48
20	4	1	54	9
20	4	1	55	29
20	4	1	56	5
20	4	1	58	23
20	4	1	59	39
20	4	1	61	43
20	4	1	62	14
20	4	1	63	26
20	4	2	0	38
20	4	2	1	20
20	4	2	3	8
20	4	2	4	27
20	4	2	5	13
20	4	2	6	41
20	4	2	8	34
20	4	2	9	21
20	4	2	11	2
20	4	2	12	30
20	4	2	13	11
20	4	2	14	48
20	4	2	16	40
20	4	2	17	18
20	4	2	19	5
20	4	2	20	26
20	4	2	21	15
20	4	2	22	43
20	4	2	24	36
20	4	2	25	23
20	4	2	27	4
20	4	2	28	31
20	4	2	29	9
20	4	2	30	46
20	4	2	32	37
20	4	2	33	19
20	4	2	35	7
20	4	2	36	28
20	4	2	37	14
20	4	2	38	42
20	4	2	40	33
20	4	2	41	22
20	4	2	43	1
20	4	2	44	29
20	4	2	45	12
20	4	2	46	47
20	4	2	48	39
20	4	2	49	17
20	4	2	51	6
20	4	2	52	25
20	4	2	53	16
20	4	2	54	44
20	4	2	56	35
20	4	2	57	24
20	4	2	59	3
20	4	2	60	32
20	4	2	61	10
20	4	2	62	45
20	5	1	0	17
20	5	1	3	30
20	5	1	4	14
20	5	1	5	48
20	5	1	6	5
20	5	1	7	38
20	5	1	8	22
20	5	1	11	25
20	5	1	12	12
20	5	1	13	44
20	5	1	14	4
20	5	1	15	33
20	5	1	16	20
20	5	1	19	32
20	5	1	20	15
20	5	1	21	45
20	5	1	22	8
20	5	1	23	40
20	5	1	24	23
20	5	1	27	28
20	5	1	28	10
20	5	1	29	41
20	5	1	30	2
20	5	1	31	35
20	5	1	32	18
20	5	1	35	29
20	5	1	36	13
20	5	1	37	47
20	5	1	38	6
20	5	1	39	37
20	5	1	40	21
20	5	1	43	26
20	5	1	44	11
20	5	1	45	43
20	5	1	46	3
20	5	1	47	34
20	5	1	48	19
20	5	1	51	31
20	5	1	52	16
20	5	1	53	46
20	5	1	54	7
20	5	1	55	39
20	5	1	56	24
20	5	1	59	27
20	5	1	60	9
20	5	1	61	42
20	5	1	62	1
20	5	1	63	36
20	5	2	0	28
20	5	2	1	8
