polygon_legacyid,x,y,annotation,ranknr,active_in_db_from,active_in_db_till
ANTGEE0889,191466.32,198650.5737,AN_ZAM_001,911,2018-12-14,2018-12-14
ANTGEE0889,191466.32,198650.5737,AN_ZAM_001,911,2018-12-14,9999-12-31
ANTHEI0549,173816.9873,197967.04,AN_AVE_001,917,2018-12-14,2018-12-14
ANTHEI0549,173816.9873,197967.04,AN_AVE_001,917,2018-12-14,9999-12-31
ANTHGS0010,180686.8575,242951.801,AN_ELS_002,804,2018-12-14,2018-12-14
ANTHGS0010,180686.8575,242951.801,AN_ELS_002,804,2018-12-14,9999-12-31
ANTHGS0029,180292.2572,242267.1638,AN_ELS_001,805,2018-12-14,2018-12-14
ANTHGS0029,180292.2572,242267.1638,AN_ELS_001,805,2018-12-14,9999-12-31
ANTHGS0196,176535.6426,240775.3606,AN_VVM_004,806,2018-12-14,2018-12-14
ANTHGS0196,176535.6426,240775.3606,AN_VVM_004,806,2018-12-14,9999-12-31
ANTHGS0465,182609.9323,233919.0839,AN_VVM_002,850,2018-12-14,2018-12-14
ANTHGS0465,182609.9323,233919.0839,AN_VVM_002,850,2018-12-14,9999-12-31
ANTHGS0496,181868.1714,233596.6885,AN_VVM_001,848,2018-12-14,2018-12-14
ANTHGS0496,181868.1714,233596.6885,AN_VVM_001,848,2018-12-14,9999-12-31
ANTHGS0569,182533.4014,233672.2933,AN_VVM_006,849,2018-12-14,2018-12-14
ANTHGS0569,182533.4014,233672.2933,AN_VVM_006,849,2018-12-14,9999-12-31
ANTHGS0622,176572.6578,240570.9167,AN_VVM_003,807,2018-12-14,2018-12-14
ANTHGS0622,176572.6578,240570.9167,AN_VVM_003,807,2018-12-14,9999-12-31
ANTHST0089,184429.6549,190287.663,AN_LAN_001,1085,2018-12-14,2018-12-14
ANTHST0089,184429.6549,190287.663,AN_LAN_001,1085,2018-12-14,9999-12-31
ANTHST0141,184581.9451,190789.7068,AN_LAN_003,919,2018-12-14,2018-12-14
ANTHST0141,184581.9451,190789.7068,AN_LAN_003,919,2018-12-14,9999-12-31
ANTHST0346,185089.6357,191197.6619,AN_LAN_007,918,2018-12-14,2018-12-14
ANTHST0346,185089.6357,191197.6619,AN_LAN_007,918,2018-12-14,9999-12-31
ANTHST0414,184962.4114,190491.895,AN_LAN_008,921,2018-12-14,2018-12-14
ANTHST0414,184962.4114,190491.895,AN_LAN_008,921,2018-12-14,9999-12-31
ANTHST0458,184354.91,190731.1055,AN_LAN_002,1086,2018-12-14,2018-12-14
ANTHST0458,184354.91,190731.1055,AN_LAN_002,1086,2018-12-14,9999-12-31
ANTHST0460,184573.324,191086.4946,AN_LAN_004,1087,2018-12-14,2018-12-14
ANTHST0460,184573.324,191086.4946,AN_LAN_004,1087,2018-12-14,9999-12-31
ANTHST0479,184224.9128,194071.7074,AN_HGA_004,914,2018-12-14,2018-12-14
ANTHST0479,184224.9128,194071.7074,AN_HGA_004,914,2018-12-14,9999-12-31
ANTHST0507,184928.4661,191240.112,AN_LAN_006,1088,2018-12-14,2018-12-14
ANTHST0507,184928.4661,191240.112,AN_LAN_006,1088,2018-12-14,9999-12-31
ANTHST0508,184637.2915,191331.5257,AN_LAN_005,1089,2018-12-14,2018-12-14
ANTHST0508,184637.2915,191331.5257,AN_LAN_005,1089,2018-12-14,9999-12-31
ANTHST0665,185044.6706,190570.5691,AN_LAN_009,920,2024-03-22,9999-12-31
ANTHTS0090,179518.5737,207815.6924,AN_ENK_002,1319,2018-12-14,2018-12-14
ANTHTS0090,179518.5737,207815.6924,AN_ENK_002,1319,2018-12-14,9999-12-31
ANTHTS0097,179565.5849,207741.8176,AN_ENK_001,1320,2018-12-14,2018-12-14
ANTHTS0097,179565.5849,207741.8176,AN_ENK_001,1320,2018-12-14,9999-12-31
ANTHTS0151,185651.7613,209855.0271,AN_SNE_003,935,2018-12-14,2018-12-14
ANTHTS0151,185651.7613,209855.0271,AN_SNE_003,935,2018-12-14,9999-12-31
ANTHUL0132,184797.1795,194947.3387,AN_HGA_001,1092,2018-12-14,2018-12-14
ANTHUL0132,184797.1795,194947.3387,AN_HGA_001,1092,2018-12-14,9999-12-31
ANTHUL0218,183911.209,194600.2931,AN_HGA_005,916,2018-12-14,2018-12-14
ANTHUL0218,183911.209,194600.2931,AN_HGA_005,916,2018-12-14,9999-12-31
ANTHUL0219,184005.8093,194581.3927,AN_HGA_003,1090,2018-12-14,2018-12-14
ANTHUL0219,184005.8093,194581.3927,AN_HGA_003,1090,2018-12-14,9999-12-31
ANTHUL0273,184026.9512,195060.325,AN_WES_002,915,2018-12-14,2018-12-14
ANTHUL0273,184026.9512,195060.325,AN_WES_002,915,2018-12-14,9999-12-31
ANTHUL0276,184657.8497,194822.9313,AN_HGA_002,1091,2018-12-14,2018-12-14
ANTHUL0276,184657.8497,194822.9313,AN_HGA_002,1091,2018-12-14,9999-12-31
ANTKAL0001,155325.0413,229241.9406,ANTKAL0001,3988,2024-05-30,9999-12-31
ANTKAL0004,154034.3268,233087.3011,ANTKAL0004,3999,2024-05-31,9999-12-31
ANTKAL0004,154357.866,233252.0466,AN_KAL_003,813,2018-12-14,2018-12-14
ANTKAL0004,154357.866,233252.0466,AN_KAL_003,813,2018-12-14,9999-12-31
ANTKAL0011,154012.5405,232623.0859,ANTKAL0011,3997,2024-05-31,9999-12-31
ANTKAL0019,153546.3322,233789.5708,AN_KAL_007,812,2018-12-14,2018-12-14
ANTKAL0019,153546.3322,233789.5708,AN_KAL_007,812,2018-12-14,9999-12-31
ANTKAL0019,153605.3048,233559.8956,ANTKAL0019,4000,2024-05-31,9999-12-31
ANTKAL0021,154868.5897,229396.7171,ANTKAL0021,3989,2024-05-30,9999-12-31
ANTKAL0057,159131.6003,227893.828,ANTKAL0057,4026,2024-05-31,9999-12-31
ANTKAL0093,159158.3067,227762.1594,ANTKAL0093,4023,2024-05-31,9999-12-31
ANTKAL0123,155930.5607,228656.1485,ANTKAL0123,3987,2024-05-30,9999-12-31
ANTKAL0126,158691.2557,228738.4946,ANTKAL0126,4011,2024-05-31,9999-12-31
ANTKAL0217,152368.6369,233006.2778,ANTKAL0217,4005,2024-05-31,9999-12-31
ANTKAL0232,159009.8689,227637.3227,ANTKAL0232,4025,2024-05-31,9999-12-31
ANTKAL0233,158963.9091,227706.2624,ANTKAL0233,4024,2024-05-31,9999-12-31
ANTKAL0235,158995.4558,227879.2221,AN_KSV_001,821,2018-12-14,2018-12-14
ANTKAL0235,158995.4558,227879.2221,AN_KSV_001,821,2018-12-14,2024-09-02
ANTKAL0235,158995.4558,227879.2221,AN_KSV_001,821,2024-09-02,9999-12-31
ANTKAL0235,159024.7748,227872.0903,ANTKAL0235,4022,2024-05-31,2024-09-02
ANTKAL0247,158685.1541,227926.3137,AN_KSV_004,822,2018-12-14,2018-12-14
ANTKAL0247,158685.1541,227926.3137,AN_KSV_004,822,2018-12-14,9999-12-31
ANTKAL0247,158702.4352,227920.5344,ANTKAL0247,4019,2024-05-31,9999-12-31
ANTKAL0248,158532.2597,227974.5682,ANTKAL0248,4018,2024-05-31,9999-12-31
ANTKAL0249,158675.1077,228054.0663,ANTKAL0249,4021,2024-05-31,9999-12-31
ANTKAL0250,158706.7827,228003.1378,ANTKAL0250,4020,2024-05-31,9999-12-31
ANTKAL0253,158920.3424,228263.0759,ANTKAL0253,4027,2024-05-31,9999-12-31
ANTKAL0255,158840.3145,228440.9981,ANTKAL0255,4013,2024-05-31,9999-12-31
ANTKAL0257,158722.9307,228350.3206,ANTKAL0257,4014,2024-05-31,9999-12-31
ANTKAL0258,158446.5509,228390.0697,ANTKAL0258,4015,2024-05-31,9999-12-31
ANTKAL0259,158369.5371,228288.2128,ANTKAL0259,4016,2024-05-31,9999-12-31
ANTKAL0260,158501.8636,228140.362,AN_KSV_002,823,2018-12-14,2018-12-14
ANTKAL0260,158501.8636,228140.362,AN_KSV_002,823,2018-12-14,2024-09-02
ANTKAL0260,158501.8636,228140.362,AN_KSV_002,823,2024-09-02,9999-12-31
ANTKAL0260,158511.7641,228134.1854,ANTKAL0260,4017,2024-09-02,2024-09-02
ANTKAL0267,158848.3886,228551.55,ANTKAL0267,4012,2024-09-02,9999-12-31
ANTKAL0269,158578.0748,227370.4274,AN_KSV_005,820,2018-12-14,2018-12-14
ANTKAL0269,158578.0748,227370.4274,AN_KSV_005,820,2018-12-14,9999-12-31
ANTKAL0276,154248.9674,231470.0786,ANTKAL0276,4009,2024-05-31,9999-12-31
ANTKAL0284,153940.4782,232701.8517,ANTKAL0284,3998,2024-05-31,9999-12-31
ANTKAL0288,154333.3346,234248.6789,ANTKAL0288,3995,2024-05-31,9999-12-31
ANTKAL0288,154351.3815,234226.8176,AN_NOL_003,811,2018-12-14,2018-12-14
ANTKAL0288,154351.3815,234226.8176,AN_NOL_003,811,2018-12-14,9999-12-31
ANTKAL0289,153258.5815,233771.0627,ANTKAL0289,4002,2024-05-31,9999-12-31
ANTKAL0306,153206.0799,233747.4184,ANTKAL0306,4001,2024-05-31,9999-12-31
ANTKAL0309,153281.1088,233745.1843,ANTKAL0309,4003,2024-05-31,9999-12-31
ANTKAL0319,153423.6409,233218.6131,AN_KAL_001,979,2018-12-14,2018-12-14
ANTKAL0319,153423.6409,233218.6131,AN_KAL_001,979,2018-12-14,9999-12-31
ANTKAL0330,154894.1114,232616.0311,AN_KAL_002,815,2018-12-14,2018-12-14
ANTKAL0330,154894.1114,232616.0311,AN_KAL_002,815,2018-12-14,9999-12-31
ANTKAL0330,154992.1989,232557.0178,ANTKAL0330,3991,2024-05-30,9999-12-31
ANTKAL0344,155326.6329,231153.665,ANTKAL0344,3990,2024-05-30,9999-12-31
ANTKAL0345,155202.0605,231376.879,AN_KAL_004,816,2018-12-14,2018-12-14
ANTKAL0345,155202.0605,231376.879,AN_KAL_004,816,2018-12-14,9999-12-31
ANTKAL0350,153421.9857,232599.2126,ANTKAL0350,4007,2024-05-31,9999-12-31
ANTKAL0356,152955.5543,233436.1472,ANTKAL0356,4004,2024-05-31,9999-12-31
ANTKAL0383,154472.7709,234646.0965,ANTKAL0383,3996,2024-05-31,9999-12-31
ANTKAL0383,154543.8134,234652.898,AN_NOL_001,810,2018-12-14,2018-12-14
ANTKAL0383,154543.8134,234652.898,AN_NOL_001,810,2018-12-14,9999-12-31
ANTKAL0384,152858.0153,232239.0766,ANTKAL0384,4006,2024-05-31,9999-12-31
ANTKAL0385,154887.8037,231464.2219,ANTKAL0385,3986,2024-08-21,9999-12-31
ANTKAL0386,154294.3354,230274.0902,ANTKAL0386a,3867,2024-03-21,9999-12-31
ANTKAL0386,154669.171,230041.8551,ANTKAL0386b,3868,2024-03-21,2024-05-30
ANTKAL0386,154669.171,230041.8551,ANTKAL0386b,3868,2024-05-30,9999-12-31
ANTKAL0387,154958.1407,232731.9188,AN_KAL_006,814,2018-12-14,2018-12-14
ANTKAL0387,154958.1407,232731.9188,AN_KAL_006,814,2018-12-14,9999-12-31
ANTKAL0387,155392.2497,233242.8192,ANTKAL0387,3992,2024-05-30,9999-12-31
ANTKAL0478,154035.0658,231671.2969,ANTKAL0478,4010,2024-05-31,9999-12-31
ANTKAL0482,155170.1747,234113.3799,ANTKAL0482,3994,2024-05-31,9999-12-31
ANTKAL0483,155314.0552,234046.7686,ANTKAL0483,3993,2024-05-31,9999-12-31
ANTKAL0492,153148.5121,231269.2483,ANTKAL0492,4008,2024-05-31,9999-12-31
ANTKAP0220,153967.202,226332.2095,AN_FER_001,977,2018-12-14,2018-12-14
ANTKAP0220,153967.202,226332.2095,AN_FER_001,977,2018-12-14,2021-03-15
ANTKAP0220,153967.202,226332.2095,AN_ATG_002,977,2021-03-15,9999-12-31
ANTKAS0008,185869.7449,210130.9871,AN_SNE_006,937,2018-12-14,2018-12-14
ANTKAS0008,185869.7449,210130.9871,AN_SNE_006,937,2018-12-14,9999-12-31
ANTKAS0017,185332.4827,210224.7566,AN_SNE_002,934,2018-12-14,2018-12-14
ANTKAS0017,185332.4827,210224.7566,AN_SNE_002,934,2018-12-14,9999-12-31
ANTKAS0030,185748.2374,209981.5952,AN_SNE_004,936,2018-12-14,2018-12-14
ANTKAS0030,185748.2374,209981.5952,AN_SNE_004,936,2018-12-14,9999-12-31
ANTKAS0033,186110.7279,210354.4811,AN_SNE_007,938,2018-12-14,2018-12-14
ANTKAS0033,186110.7279,210354.4811,AN_SNE_007,938,2018-12-14,9999-12-31
ANTKAS0098,189155.519,216920.7888,ANTKAS0098,4749,2025-07-29,9999-12-31
ANTKAS0119,189080.1101,216568.6629,ANTKAS0119,4750,2025-07-29,9999-12-31
ANTKAS0150,188888.3268,216232.866,ANTKAS0150,4751,2025-07-29,9999-12-31
ANTKAS0151,188588.6889,216538.1441,ANTKAS0151,4754,2025-07-29,9999-12-31
ANTKAS0191,188447.724,217706.3984,ANTKAS0191,4755,2025-07-29,9999-12-31
ANTKAS0194,188949.139,217059.6239,ANTKAS0194,4748,2025-07-29,9999-12-31
ANTKAS0213,188947.402,217006.1653,AN_TIE_005,945,2018-12-14,2018-12-14
ANTKAS0213,188947.402,217006.1653,AN_TIE_005,945,2018-12-14,9999-12-31
ANTKAS0259,188729.6022,216032.5339,ANTKAS0259,4752,2025-07-29,9999-12-31
ANTKAS0268,188364.3263,217601.9673,AN_TIE_006,969,2018-12-14,2018-12-14
ANTKAS0268,188364.3263,217601.9673,AN_TIE_006,969,2018-12-14,9999-12-31
ANTKAS0295,195837.5071,216377.2177,AN_KAS_003,941,2018-12-14,2018-12-14
ANTKAS0295,195837.5071,216377.2177,AN_KAS_003,941,2018-12-14,9999-12-31
ANTKAS0302,195111.1145,216434.3862,AN_KAS_001,1193,2018-12-14,2018-12-14
ANTKAS0302,195111.1145,216434.3862,AN_KAS_001,1193,2018-12-14,9999-12-31
ANTKAS0349,193958.2473,218775.8027,AN_TIK_002,944,2018-12-14,2018-12-14
ANTKAS0349,193958.2473,218775.8027,AN_TIK_002,944,2018-12-14,9999-12-31
ANTKAS0403,190766.6251,214944.549,AN_KAS_002,940,2018-12-14,2018-12-14
ANTKAS0403,190766.6251,214944.549,AN_KAS_002,940,2018-12-14,9999-12-31
ANTKAS0426,188686.9272,216480.14,ANTKAS0426,4753,2025-07-29,9999-12-31
ANTKAS0431,188692.0125,216845.2454,AN_TIE_004,946,2018-12-14,2018-12-14
ANTKAS0431,188692.0125,216845.2454,AN_TIE_004,946,2018-12-14,9999-12-31
ANTKAS0454,188483.6025,218473.6966,ANTKAS0454,5149,2025-07-29,9999-12-31
ANTKAS0459,188179.5867,217873.7599,ANTKAS0459,5148,2025-07-29,9999-12-31
ANTKAS0463,187864.3673,217436.0881,ANTKAS0463,5147,2025-07-29,2025-07-30
ANTKAS0463,187864.3677,217436.0876,AN_TIE_002,948,2018-12-14,2018-12-14
ANTKAS0463,187864.3677,217436.0876,AN_TIE_002,948,2018-12-14,9999-12-31
ANTKAS0467,187909.2147,216935.6272,AN_TIE_003,947,2018-12-14,2018-12-14
ANTKAS0467,187909.2147,216935.6272,AN_TIE_003,947,2018-12-14,9999-12-31
ANTKAS0474,188151.3089,217474.9814,AN_TIE_007,949,2018-12-14,2018-12-14
ANTKAS0474,188151.3089,217474.9814,AN_TIE_007,949,2018-12-14,9999-12-31
ANTKAS0501,185267.605,211177.9984,AN_SNE_008,939,2018-12-14,2018-12-14
ANTKAS0501,185267.605,211177.9984,AN_SNE_008,939,2018-12-14,9999-12-31
ANTKAS0514,193833.1256,218911.9311,AN_TIK_004,942,2018-12-14,2018-12-14
ANTKAS0514,193833.1256,218911.9311,AN_TIK_004,942,2018-12-14,9999-12-31
ANTKAS0515,193970.9474,218824.6978,AN_TIK_003,943,2018-12-14,2018-12-14
ANTKAS0515,193970.9474,218824.6978,AN_TIK_003,943,2018-12-14,9999-12-31
ANTKAS616,185553.6395,210055.7914,AN_SNE_001,1194,2018-12-14,2018-12-14
ANTKAS616,185553.6395,210055.7914,AN_SNE_001,1194,2018-12-14,9999-12-31
ANTKON0018,154246.1222,203602.7194,AN_VUI_001,1336,2018-12-14,2018-12-14
ANTKON0018,154246.1222,203602.7194,AN_VUI_001,1336,2018-12-14,9999-12-31
ANTLIL0004,180379.9781,219663.381,AN_LIL_003,952,2018-12-14,2018-12-14
ANTLIL0004,180379.9781,219663.381,AN_LIL_003,952,2018-12-14,9999-12-31
ANTLIL0243,179992.9449,215269.1458,AN_KDN_003,956,2018-12-14,2018-12-14
ANTLIL0243,179992.9449,215269.1458,AN_KDN_003,956,2018-12-14,9999-12-31
ANTLIL0293,180601.2232,216867.6027,AN_LIL_002,954,2018-12-14,2018-12-14
ANTLIL0293,180601.2232,216867.6027,AN_LIL_002,954,2018-12-14,9999-12-31
ANTLIL0303,179682.0941,214160.4865,AN_KDN_005,958,2018-12-14,2018-12-14
ANTLIL0303,179682.0941,214160.4865,AN_KDN_005,958,2018-12-14,9999-12-31
ANTLIL0362,179506.1106,215010.3828,AN_KDN_002,957,2018-12-14,2018-12-14
ANTLIL0362,179506.1106,215010.3828,AN_KDN_002,957,2018-12-14,9999-12-31
ANTLIL0415,186024.1208,219497.6589,AN_GIE_001,950,2018-12-14,2018-12-14
ANTLIL0415,186024.1208,219497.6589,AN_GIE_001,950,2018-12-14,9999-12-31
ANTLIL0528,179854.0383,215286.0792,AN_KDN_001,955,2018-12-14,2018-12-14
ANTLIL0528,179854.0383,215286.0792,AN_KDN_001,955,2018-12-14,9999-12-31
ANTLIL0547,181694.3249,218141.7328,AN_LIL_001,953,2018-12-14,2018-12-14
ANTLIL0547,181694.3249,218141.7328,AN_LIL_001,953,2018-12-14,9999-12-31
ANTLKD0263,192154.2487,192768.5771,AN_ABH_007,909,2018-12-14,2018-12-14
ANTLKD0263,192154.2487,192768.5771,AN_ABH_007,909,2018-12-14,9999-12-31
ANTMAL0060,177160.0807,215633.6542,AN_WZA_001,959,2018-12-14,2018-12-14
ANTMAL0060,177160.0807,215633.6542,AN_WZA_001,959,2018-12-14,9999-12-31
ANTMAL0136,174437.1338,224138.0856,AN_DVH_001,1098,2018-12-14,2018-12-14
ANTMAL0136,174437.1338,224138.0856,AN_DVH_001,1098,2018-12-14,9999-12-31
ANTMAL0275,174681.9423,223646.1639,AN_DVH_010,841,2018-12-14,2018-12-14
ANTMAL0275,174681.9423,223646.1639,AN_DVH_010,841,2018-12-14,9999-12-31
ANTMEC0030,155371.9624,194454.7256,AN_GVM_001,1329,2018-12-14,2018-12-14
ANTMEC0030,155371.9624,194454.7256,AN_GVM_001,1329,2018-12-14,9999-12-31
ANTMEC0180,155538.2312,194993.292,AN_WKV_001,1330,2018-12-14,2018-12-14
ANTMEC0180,155538.2312,194993.292,AN_WKV_001,1330,2018-12-14,9999-12-31
ANTMEC0257,159857.7107,189617.535,AN_MEC_002,930,2018-12-14,2018-12-14
ANTMEC0257,159857.7107,189617.535,AN_MEC_002,930,2018-12-14,9999-12-31
ANTMEC0388,160281.2743,190267.2007,AN_MEC_001,1183,2018-12-14,2018-12-14
ANTMEC0388,160281.2743,190267.2007,AN_MEC_001,1183,2018-12-14,9999-12-31
ANTMEE0178,195632.6957,203718.3431,AN_SPB_002,1106,2018-12-14,2018-12-14
ANTMEE0178,195632.6957,203718.3431,AN_SPB_002,1106,2018-12-14,9999-12-31
ANTMEE0180,195349.9746,203717.3377,AN_SPB_001,1105,2018-12-14,2018-12-14
ANTMEE0180,195349.9746,203717.3377,AN_SPB_001,1105,2018-12-14,9999-12-31
ANTMOL0036,206216.7837,213576.9774,AN_MOL_002,964,2018-12-14,2018-12-14
ANTMOL0036,206216.7837,213576.9774,AN_MOL_002,964,2018-12-14,9999-12-31
ANTMOL0066,205654.8143,219027.3454,AN_MUI_003,872,2018-12-14,2018-12-14
ANTMOL0066,205654.8143,219027.3454,AN_MUI_003,872,2018-12-14,9999-12-31
ANTMOL0067,205293.2848,218876.231,AN_MUI_002,989,2018-12-14,2018-12-14
ANTMOL0067,205293.2848,218876.231,AN_MUI_002,989,2018-12-14,9999-12-31
ANTMOL0068,206365.082,213583.8607,AN_MOL_004,876,2018-12-14,2018-12-14
ANTMOL0068,206365.082,213583.8607,AN_MOL_004,876,2018-12-14,9999-12-31
ANTMOL0088,204866.5111,219958.2467,AN_RPT_002,987,2018-12-14,2018-12-14
ANTMOL0088,204866.5111,219958.2467,AN_RPT_002,987,2018-12-14,9999-12-31
ANTMOL0089,204223.3574,221257.2317,An-RPT_005,869,2018-12-14,2018-12-14
ANTMOL0089,204223.3574,221257.2317,An-RPT_005,869,2018-12-14,2024-03-22
ANTMOL0089,204223.3574,221257.2317,AN_RPT_005,869,2024-03-22,9999-12-31
ANTMOL0099,203896.3847,220622.2304,AN_RPT_004,870,2018-12-14,2018-12-14
ANTMOL0099,203896.3847,220622.2304,AN_RPT_004,870,2018-12-14,9999-12-31
ANTMOL0143,207802.0226,214971.7731,AN_DIE_002,874,2018-12-14,2018-12-14
ANTMOL0143,207802.0226,214971.7731,AN_DIE_002,874,2018-12-14,9999-12-31
ANTMOL0152,208059.3193,215181.8373,AN_DIE_001,962,2018-12-14,2018-12-14
ANTMOL0152,208059.3193,215181.8373,AN_DIE_001,962,2018-12-14,9999-12-31
ANTMOL0164,207932.8747,212965.9474,AN_MOL_001,963,2018-12-14,2018-12-14
ANTMOL0164,207932.8747,212965.9474,AN_MOL_001,963,2018-12-14,9999-12-31
ANTMOL0353,199653.1202,206037.2339,AN_VOL_002,1317,2018-12-14,2018-12-14
ANTMOL0353,199653.1202,206037.2339,AN_VOL_002,1317,2018-12-14,9999-12-31
ANTMOL0539,208966.1602,210034.2293,AN_BAL_001,1182,2018-12-14,2018-12-14
ANTMOL0539,208966.1602,210034.2293,AN_BAL_001,1182,2018-12-14,9999-12-31
ANTMOL0546,206607.7803,212218.7889,AN_BG0_002,1316,2018-12-14,2018-12-14
ANTMOL0546,206607.7803,212218.7889,AN_BG0_002,1316,2018-12-14,2024-03-22
ANTMOL0546,206607.7803,212218.7889,AN_BGO_002,1316,2024-03-22,9999-12-31
ANTMOL0555,207743.1009,214068.7877,AN_MOL_003,875,2018-12-14,2018-12-14
ANTMOL0555,207743.1009,214068.7877,AN_MOL_003,875,2018-12-14,9999-12-31
ANTMOL0568,204634.7112,220535.0765,AN_RPT_003,871,2018-12-14,2018-12-14
ANTMOL0568,204634.7112,220535.0765,AN_RPT_003,871,2018-12-14,9999-12-31
ANTMOL0576,205407.5082,211741.6715,AN_BGO_001,1315,2018-12-14,2018-12-14
ANTMOL0576,205407.5082,211741.6715,AN_BGO_001,1315,2018-12-14,9999-12-31
ANTMOL0607,199638.6714,205665.5077,AN_VOL_001,1318,2018-12-14,2018-12-14
ANTMOL0607,199638.6714,205665.5077,AN_VOL_001,1318,2018-12-14,9999-12-31
ANTMOL0659,204988.3519,218977.4343,AN_MUI_001,988,2018-12-14,2018-12-14
ANTMOL0659,204988.3519,218977.4343,AN_MUI_001,988,2018-12-14,9999-12-31
ANTMOL0716,205615.1841,217485.0816,AN_DES_004,873,2018-12-14,2018-12-14
ANTMOL0716,205615.1841,217485.0816,AN_DES_004,873,2018-12-14,9999-12-31
ANTMOL0720,205404.9392,220199.018,AN_RPT_001,986,2018-12-14,2018-12-14
ANTMOL0720,205404.9392,220199.018,AN_RPT_001,986,2018-12-14,9999-12-31
ANTMRK0177,188731.7458,228909.1181,ANTMRK0177,3479,2024-03-22,9999-12-31
ANTMRK0204,188361.4982,229882.6825,ANTMRK0204,3484,2024-03-22,9999-12-31
ANTMRK0206,187836.3906,229700.9723,ANTMRK0206,3485,2024-03-22,9999-12-31
ANTNIJ0045,166546.0656,205004.4809,AN_STB_001,1094,2018-12-14,2018-12-14
ANTNIJ0045,166546.0656,205004.4809,AN_STB_001,1094,2018-12-14,9999-12-31
ANTOLE0018,185396.3091,208982.0142,AN_OLB_003,933,2018-12-14,2018-12-14
ANTOLE0018,185396.3091,208982.0142,AN_OLB_003,933,2018-12-14,9999-12-31
ANTOLE0052,185390.4882,208939.4162,AN_OLB_002,932,2018-12-14,2018-12-14
ANTOLE0052,185390.4882,208939.4162,AN_OLB_002,932,2018-12-14,9999-12-31
ANTOTH0015,191823.2966,228252.4005,AN_TUR_001,983,2018-12-14,2018-12-14
ANTOTH0015,191823.2966,228252.4005,AN_TUR_001,983,2018-12-14,9999-12-31
ANTOTH0270,195684.3195,225595.5181,AN_LDL_003,864,2018-12-14,2018-12-14
ANTOTH0270,195684.3195,225595.5181,AN_LDL_003,864,2018-12-14,9999-12-31
ANTOTH0271,196064.5323,225504.4486,ANTOTH0271,3866,2024-03-22,9999-12-31
ANTOTH0271,196071.5874,225500.8606,AN_LDL_001,984,2018-12-14,2018-12-14
ANTOTH0271,196071.5874,225500.8606,AN_LDL_001,984,2018-12-14,9999-12-31
ANTOTH0306,195489.4592,224215.8591,ANTOTH0306,3865,2024-03-22,9999-12-31
ANTOTH0306,195490.0488,224209.5881,AN_LDL_002,865,2018-12-14,2018-12-14
ANTOTH0306,195490.0488,224209.5881,AN_LDL_002,865,2018-12-14,9999-12-31
ANTOTH0324,194800.4021,224586.1438,AN_LDL_004,866,2018-12-14,2018-12-14
ANTOTH0324,194800.4021,224586.1438,AN_LDL_004,866,2018-12-14,9999-12-31
ANTOTH0324,194800.4021,224586.1438,ANTOTH0324,3864,2024-03-22,9999-12-31
ANTRAN0277,166536.8246,212266.2259,AN_VRI_001,976,2018-12-14,2018-12-14
ANTRAN0277,166536.8246,212266.2259,AN_VRI_001,976,2018-12-14,9999-12-31
ANTRAV0014,192058.9412,231780.6035,ANTRAV0014,3984,2024-05-30,9999-12-31
ANTRAV0052,197391.3507,235230.0998,ANTRAV0052,3860,2024-03-22,9999-12-31
ANTRAV0052,197396.5007,234690.5028,AN_BOG_001,859,2018-12-14,2018-12-14
ANTRAV0052,197396.5007,234690.5028,AN_BOG_001,859,2018-12-14,2023-03-08
ANTRAV0052,197502.5988,234780.9906,AN_BOG_001,859,2023-03-08,9999-12-31
ANTRAV0122,192245.2139,230994.2224,ANTRAV0122,3861,2024-03-22,9999-12-31
ANTRAV0134,197418.0624,233979.1156,ANTRAV0134,3985,2024-05-30,9999-12-31
ANTRAV0175,199193.8415,232779.898,ANTRAV0175,3858,2024-03-22,9999-12-31
ANTRAV0188,195280.7715,228329.6603,ANTRAV0188,3488,2024-03-22,9999-12-31
ANTRAV0208,199228.5549,232677.7475,ANTRAV0208,3859,2024-03-22,9999-12-31
ANTRAV0211,195212.8869,227690.2782,ANTRAV0211,3490,2024-03-22,9999-12-31
ANTRAV0230,194636.7075,228083.8764,ANTRAV0230,3487,2024-03-22,2024-09-02
ANTRAV0230,194704.2639,228095.6159,AN_KVD_003,856,2018-12-14,2018-12-14
ANTRAV0230,194704.2639,228095.6159,AN_KVD_003,856,2018-12-14,2024-09-02
ANTRAV0230,194704.2639,228095.6159,AN_KVD_003,856,2024-09-02,9999-12-31
ANTRAV0293,195553.9107,227992.484,ANTRAV0293,3489,2024-03-22,2024-09-02
ANTRAV0293,195557.5468,227994.6111,AN_KVD_002,857,2018-12-14,2018-12-14
ANTRAV0293,195557.5468,227994.6111,AN_KVD_002,857,2018-12-14,2024-09-02
ANTRAV0293,195557.5468,227994.6111,AN_KVD_002,857,2024-09-02,9999-12-31
ANTRAV0296,197218.6166,229494.0184,AN_RAV_004,863,2018-12-14,2018-12-14
ANTRAV0296,197218.6166,229494.0184,AN_RAV_004,863,2018-12-14,9999-12-31
ANTRAV0297,196947.4093,229738.2028,AN_RAV_001,862,2018-12-14,2018-12-14
ANTRAV0297,196947.4093,229738.2028,AN_RAV_001,862,2018-12-14,9999-12-31
ANTRAV0369,197895.1487,234855.7619,AN_RAV_003,860,2018-12-14,2018-12-14
