processed,source_id,version_id,version_doi,filename,xxh64sum
FALSE,ecoregions,ecoregions_v2,10.5281/zenodo.3386208,ecoregions.dbf,0dbfe3813965f6d7
FALSE,ecoregions,ecoregions_v2,10.5281/zenodo.3386208,ecoregions.prj,e5c09a62bc6ba475
FALSE,ecoregions,ecoregions_v2,10.5281/zenodo.3386208,ecoregions.shp,68a5a3220aadb356
FALSE,ecoregions,ecoregions_v2,10.5281/zenodo.3386208,ecoregions.shx,29c0aad572c37186
FALSE,flanders,flanders_2018-05-16,10.5281/zenodo.3386224,flanders.dbf,d21a599325723682
FALSE,flanders,flanders_2018-05-16,10.5281/zenodo.3386224,flanders.prj,2f10404ffd869596
FALSE,flanders,flanders_2018-05-16,10.5281/zenodo.3386224,flanders.shp,72fff53084b356be
FALSE,flanders,flanders_2018-05-16,10.5281/zenodo.3386224,flanders.shx,1880e141bbcdc6ca
FALSE,floodsensitive,floodsensitive_2017,10.5281/zenodo.3386897,floodsensitive.dbf,b3a124d68b0e6643
FALSE,floodsensitive,floodsensitive_2017,10.5281/zenodo.3386897,floodsensitive.prj,7e64ff1751a50937
FALSE,floodsensitive,floodsensitive_2017,10.5281/zenodo.3386897,floodsensitive.shp,0d55956252fbef45
FALSE,floodsensitive,floodsensitive_2017,10.5281/zenodo.3386897,floodsensitive.shx,891753738d391213
FALSE,GRTSmaster_habitats,GRTSmaster_habitats_v2,10.5281/zenodo.2682323,GRTSmaster_habitats.tif,e22984efe95ca2be
FALSE,habitatmap,habitatmap_2018,10.5281/zenodo.3354382,habitatmap.dbf,0d4d6c7de9e54733
FALSE,habitatmap,habitatmap_2018,10.5281/zenodo.3354382,habitatmap.lyr,3de8e47a37c6ac44
FALSE,habitatmap,habitatmap_2018,10.5281/zenodo.3354382,habitatmap.prj,7e64ff1751a50937
FALSE,habitatmap,habitatmap_2018,10.5281/zenodo.3354382,habitatmap.shp,b7417f9a28e91350
FALSE,habitatmap,habitatmap_2018,10.5281/zenodo.3354382,habitatmap.shx,8b3ec0b8d2485055
FALSE,habitatmap,habitatmap_2020,10.5281/zenodo.4428002,habitatmap.dbf,17b720eb712ee6eb
FALSE,habitatmap,habitatmap_2020,10.5281/zenodo.4428002,habitatmap.lyr,a5155a89746f55d1
FALSE,habitatmap,habitatmap_2020,10.5281/zenodo.4428002,habitatmap.prj,7e64ff1751a50937
FALSE,habitatmap,habitatmap_2020,10.5281/zenodo.4428002,habitatmap.shp,2b0248771887f121
FALSE,habitatmap,habitatmap_2020,10.5281/zenodo.4428002,habitatmap.shx,179d488e026f54d8
FALSE,habitatmap,habitatmap_2023,10.5281/zenodo.10167695,habitatmap.dbf,47a16ae7a7f0f5f4
FALSE,habitatmap,habitatmap_2023,10.5281/zenodo.10167695,habitatmap.lyr,a5155a89746f55d1
FALSE,habitatmap,habitatmap_2023,10.5281/zenodo.10167695,habitatmap.prj,7e64ff1751a50937
FALSE,habitatmap,habitatmap_2023,10.5281/zenodo.10167695,habitatmap.shp,78f8266de1543bb3
FALSE,habitatmap,habitatmap_2023,10.5281/zenodo.10167695,habitatmap.shx,ed3a85db9abb41f7
FALSE,habitatmap,habitatmap_2023,10.5281/zenodo.10167695,habitatmap.sld,0e4baf84eddfed92
FALSE,habitatmap,habitatmap_2024_v99_interim,NA,habitatmap.gpkg,afb279f2b15814ee
FALSE,habitatmap,habitatmap_2025,NA,habitatmap.dbf,586dc150ba9e9c59
FALSE,habitatmap,habitatmap_2025,NA,habitatmap.lyr,a0a4b5f97046224e
FALSE,habitatmap,habitatmap_2025,NA,habitatmap.prj,7e64ff1751a50937
FALSE,habitatmap,habitatmap_2025,NA,habitatmap.shp,15b686d4a9093d95
FALSE,habitatmap,habitatmap_2025,NA,habitatmap.shx,9c3b2f25ddd278c2
FALSE,habitatmap,habitatmap_2025,NA,habitatmap.sld,0e4baf84eddfed92
FALSE,habitatquarries,habitatquarries_2020v1,10.5281/zenodo.4072968,habitatquarries.gpkg,2c7a387e46c9579a
FALSE,habitatsprings,habitatsprings_2019v1,10.5281/zenodo.3550995,habitatsprings.geojson,de222d1bc42b003c
