ChemMetingWID	StaalID	ChemMetingID	DatumWID	OperatorWID	ChemVarWID	PeilpuntWID	MeetpuntWID	GebiedWID	Meetwaarde	MeetwaardeMEQ	MetingStatusCode	MetingStatus	ChemVarID	ChemVarCode	ChemVarNaam	ChemVarEenheid	Coefficient	Ion	MeetpuntCode	MeetpuntXCoordinaat	MeetpuntYCoordinaat	MeetpuntRegio	NAAM	optional	Cluster	PeilpuntCode	ReferentieNiveauMaaiveld	PeilbuisLengte	FilterLengte	Onderkant	Bovenkant	HAB1	HAB2	pHAB1	pHAB2	Bodemserie	Bodem	EcoRegio	DISTRICT	GEBCODE	SBZ	FysRegio	ligging2	Habitat	HabitatGroep	Jaar	Maand	LogMeetwaarde
116064	9030	15251925	20050926	-1	6	4994	416	380	0.17	0.0164675492	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	DORP021	158103	183853	72	1	1	1	DORP021X	0.52	3	0.3	-2.48	-2.18	6510_hu	NA	100	0	Uep	1	7	23	NA	0	15	24	6510_hu	3	2005	9	-1.7719568419318752
116065	9065	15251955	20050704	-1	6	4994	416	380	0.16	0.0154988698	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	DORP021	158103	183853	72	1	1	1	DORP021X	0.52	3	0.3	-2.48	-2.18	6510_hu	NA	100	0	Uep	1	7	23	NA	0	15	24	6510_hu	3	2005	7	-1.8325814637483102
116081	10122	15261259	20100222	-1	6	6020	4142	226	0.016	0.0015498869	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	DYLP109	169049	168137	77	1	1	75	DYLP109A	0.47	3.44	0.3	-2.97	-2.67	91E0_va	NA	100	0	ADp	1	11	2	32	1	1	24	91E0_va	4	2010	2	-4.135166556742356
116109	10122	15261892	20100222	-1	7	6020	4142	226	0.05	0.0035688793	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	DYLP109	169049	168137	77	1	1	75	DYLP109A	0.47	3.44	0.3	-2.97	-2.67	91E0_va	NA	100	0	ADp	1	11	2	32	1	1	24	91E0_va	4	2010	2	-2.995732273553991
116110	10122	15262525	20100222	-1	9	6020	4142	226	6.35	0.4532476802	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	DYLP109	169049	168137	77	1	1	75	DYLP109A	0.47	3.44	0.3	-2.97	-2.67	91E0_va	NA	100	0	ADp	1	11	2	32	1	1	24	91E0_va	4	2010	2	1.8484548129046001
116111	10956	15275067	20090519	-1	10	8514	9016	55	1058	22.0278992296	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	HDPP006	165628	187463	107	1	1	13	HDPP006X	0.93	3.57	0.5	-2.64	-2.14	gh	9120	70	30	Ldp	2	8	20	28	1	15	24	9120	2	2009	5	6.964135612418245
116122	6344	15221925	20000815	-1	6	28259	7019	325	0.073	0.0070713593	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	VRIP004	166402	212699	316	1	1	25	VRIP004X	0.18	3.11	0.3	-2.93	-2.63	91E0_va	NA	100	0	Zap	2	3	3	3	1	5	7	91E0_va	4	2e3	8	-2.617295837833746
116125	10122	15263135	20100222	-1	10	6020	4142	226	1.99	0.041432438	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	DYLP109	169049	168137	77	1	1	75	DYLP109A	0.47	3.44	0.3	-2.97	-2.67	91E0_va	NA	100	0	ADp	1	11	2	32	1	1	24	91E0_va	4	2010	2	0.688134638736401
116147	9925	15261062	20050509	-1	6	37525	3116	216	0.05	0.0048433968	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	KEMP003	40561	163750	142	1	1	3	KEMP003X	0.3	1.8	0.7	-1.5	-0.8	91E0_vc	NA	100	0	Efp	1	12	26	37	1	17	24	91E0_vc	4	2005	5	-2.995732273553991
116150	9925	15261695	20050509	-1	7	37525	3116	216	0.023	0.0016416845	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	KEMP003	40561	163750	142	1	1	3	KEMP003X	0.3	1.8	0.7	-1.5	-0.8	91E0_vc	NA	100	0	Efp	1	12	26	37	1	17	24	91E0_vc	4	2005	5	-3.7722610630529876
116151	7002	15223948	20001003	-1	6	30671	9508	167	0.01	9.686793e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	WELP034	129060	176759	325	1	1	43	WELP034A	0.5	2.05	0.3	-1.55	-1.25	91E0_vn	NA	100	0	Lhp	2	12	36	27	1	4	24	91E0_vn	4	2e3	10	-4.605170185988091
116158	6851	15225625	19940706	-1	10	29690	6304	347	21	0.4372267332	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	WALP085	185266	179615	321	1	1	55	WALP085X	0.43	1.5	0.3	-1.07	-0.77	91E0_vo	NA	100	0	Edb	1	11	1	33	1	6	7	91E0_vo	2	1994	7	3.044522437723423
116159	7002	15225776	20001003	-1	10	30671	9508	167	160	3.3312513012	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	WELP034	129060	176759	325	1	1	43	WELP034A	0.5	2.05	0.3	-1.55	-1.25	91E0_vn	NA	100	0	Lhp	2	12	36	27	1	4	24	91E0_vn	4	2e3	10	5.075173815233827
116181	8053	15240978	19920918	-1	6	36274	2605	375	0.005	4.843396e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	GUPP034	78199	197378	98	1	1	13	GUPP034X	0.27	0.83	0	-0.56	-0.56	4010	6230_hmo	70	28	Zep	2	1	28	38	1	21	24	7140_oli	1	1992	9	-5.298317366548036
116200	9926	15261063	20050811	-1	6	37525	3116	216	0.05	0.0048433968	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	KEMP003	40561	163750	142	1	1	3	KEMP003X	0.3	1.8	0.7	-1.5	-0.8	91E0_vc	NA	100	0	Efp	1	12	26	37	1	17	24	91E0_vc	4	2005	8	-2.995732273553991
116201	9926	15261696	20050811	-1	7	37525	3116	216	0.023	0.0016416845	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	KEMP003	40561	163750	142	1	1	3	KEMP003X	0.3	1.8	0.7	-1.5	-0.8	91E0_vc	NA	100	0	Efp	1	12	26	37	1	17	24	91E0_vc	4	2005	8	-3.7722610630529876
116206	6850	15226403	19940310	-1	7	29690	6304	347	0.21	0.0149892933	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	WALP085	185266	179615	321	1	1	55	WALP085X	0.43	1.5	0.3	-1.07	-0.77	91E0_vo	NA	100	0	Edb	1	11	1	33	1	6	7	91E0_vo	2	1994	3	-1.5606477482646683
116211	6850	15225624	19940310	-1	10	29690	6304	347	24	0.4996876951	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	WALP085	185266	179615	321	1	1	55	WALP085X	0.43	1.5	0.3	-1.07	-0.77	91E0_vo	NA	100	0	Edb	1	11	1	33	1	6	7	91E0_vo	2	1994	3	3.1780538303479458
116239	8054	15240979	19931122	-1	6	36274	2605	375	0.01	9.686793e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	GUPP034	78199	197378	98	1	1	13	GUPP034X	0.27	0.83	0	-0.56	-0.56	4010	6230_hmo	70	28	Zep	2	1	28	38	1	21	24	7140_oli	1	1993	11	-4.605170185988091
116267	8055	15243994	19940726	-1	9	36274	2605	375	0.17	0.0121341898	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	GUPP034	78199	197378	98	1	1	13	GUPP034X	0.27	0.83	0	-0.56	-0.56	4010	6230_hmo	70	28	Zep	2	1	28	38	1	21	24	7140_oli	1	1994	7	-1.7719568419318752
116280	6598	15222179	19940706	-1	6	29486	5889	347	0.005	4.843396e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	WALP033	185081	179478	321	1	1	75	WALP033X	0.21	2.08	0.3	-1.87	-1.57	9160	NA	100	0	Efp	1	11	1	33	1	6	7	9160	3	1994	7	-5.298317366548036
116288	6598	15226151	19940706	-1	7	29486	5889	347	0.2	0.0142755174	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	WALP033	185081	179478	321	1	1	75	WALP033X	0.21	2.08	0.3	-1.87	-1.57	9160	NA	100	0	Efp	1	11	1	33	1	6	7	9160	3	1994	7	-1.6094379124341003
116289	6849	15226402	19930503	-1	7	29690	6304	347	0.04	0.0028551034	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	WALP085	185266	179615	321	1	1	55	WALP085X	0.43	1.5	0.3	-1.07	-0.77	91E0_vo	NA	100	0	Edb	1	11	1	33	1	6	7	91E0_vo	2	1993	5	-3.2188758248682006
116296	6849	15225623	19930503	-1	10	29690	6304	347	22	0.4580470539	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	WALP085	185266	179615	321	1	1	55	WALP085X	0.43	1.5	0.3	-1.07	-0.77	91E0_vo	NA	100	0	Edb	1	11	1	33	1	6	7	91E0_vo	2	1993	5	3.091042453358316
116297	7436	15235269	20020308	-1	7	37417	2086	262	0.47	0.033547466	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	KBRP039	145965	203970	141	1	1	29	KBRP039X	0.73	1.457	0.5	-0.727	-0.227	91E0_vn	NA	100	0	Eep	1	9	5	26	1	22	24	91E0_vn	4	2002	3	-0.7550225842780328
116300	9208	15251373	20061107	-1	7	25274	8376	75	0.21	0.0149892933	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	VDBP023	202886	192471	297	1	1	90	VDBP023X	1.38	2.536	0.44	-1.156	-0.716	6430	rbbsf	80	20	V	3	3	35	34	1	7	24	6430	4	2006	11	-1.5606477482646683
116304	9927	15261064	20051208	-1	6	37525	3116	216	0.05	0.0048433968	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	KEMP003	40561	163750	142	1	1	3	KEMP003X	0.3	1.8	0.7	-1.5	-0.8	91E0_vc	NA	100	0	Efp	1	12	26	37	1	17	24	91E0_vc	4	2005	12	-2.995732273553991
116307	9927	15261697	20051208	-1	7	37525	3116	216	0.023	0.0016416845	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	KEMP003	40561	163750	142	1	1	3	KEMP003X	0.3	1.8	0.7	-1.5	-0.8	91E0_vc	NA	100	0	Efp	1	12	26	37	1	17	24	91E0_vc	4	2005	12	-3.7722610630529876
116310	9927	15262330	20051208	-1	9	37525	3116	216	0.075	0.005353319	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	KEMP003	40561	163750	142	1	1	3	KEMP003X	0.3	1.8	0.7	-1.5	-0.8	91E0_vc	NA	100	0	Efp	1	12	26	37	1	17	24	91E0_vc	4	2005	12	-2.5902671654458267
116313	9927	15262960	20051208	-1	10	37525	3116	216	46	0.9577347491	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	KEMP003	40561	163750	142	1	1	3	KEMP003X	0.3	1.8	0.7	-1.5	-0.8	91E0_vc	NA	100	0	Efp	1	12	26	37	1	17	24	91E0_vc	4	2005	12	3.828641396489095
116319	6852	15221655	19950626	-1	9	29690	6304	347	0.03	0.0021413276	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	WALP085	185266	179615	321	1	1	55	WALP085X	0.43	1.5	0.3	-1.07	-0.77	91E0_vo	NA	100	0	Edb	1	11	1	33	1	6	7	91E0_vo	2	1995	6	-3.506557897319982
116330	6852	15226405	19950626	-1	7	29690	6304	347	0.02	0.0014275517	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	WALP085	185266	179615	321	1	1	55	WALP085X	0.43	1.5	0.3	-1.07	-0.77	91E0_vo	NA	100	0	Edb	1	11	1	33	1	6	7	91E0_vo	2	1995	6	-3.912023005428146
116335	6852	15225626	19950626	-1	10	29690	6304	347	31	0.6454299396	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	WALP085	185266	179615	321	1	1	55	WALP085X	0.43	1.5	0.3	-1.07	-0.77	91E0_vo	NA	100	0	Edb	1	11	1	33	1	6	7	91E0_vo	2	1995	6	3.4339872044851463
116342	10111	15261248	20100222	-1	6	5835	51	226	0.016	0.0015498869	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	DYLP072	169307	167493	77	1	1	2	DYLP072X	0.42	2.18	0.3	-1.76	-1.46	6430	gh	70	30	Efp	1	11	2	32	1	1	24	rbbvos	4	2010	2	-4.135166556742356
116346	10111	15261881	20100222	-1	7	5835	51	226	0.03	0.0021413276	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	DYLP072	169307	167493	77	1	1	2	DYLP072X	0.42	2.18	0.3	-1.76	-1.46	6430	gh	70	30	Efp	1	11	2	32	1	1	24	rbbvos	4	2010	2	-3.506557897319982
116356	8554	15244489	20050111	-1	9	14974	9526	317	0.83	0.0592433975	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	LIEP014	194794	225553	171	1	1	91	LIEP014B	0.06	1.55	0.3	-1.49	-1.19	4010	NA	100	0	Zfg	2	3	16	6	1	8	7	7140_oli	1	2005	1	-0.18632957819149348
116369	10111	15263124	20100222	-1	10	5835	51	226	1.6	0.033312513	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	DYLP072	169307	167493	77	1	1	2	DYLP072X	0.42	2.18	0.3	-1.76	-1.46	6430	gh	70	30	Efp	1	11	2	32	1	1	24	rbbvos	4	2010	2	0.47000362924573563
116410	10989	15275086	20080702	-1	10	7898	6231	195	5.4	0.1124297314	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	GWZP008	137649	193724	99	1	1	8	GWZP008A	1.29	3.38	0.5	-2.09	-1.59	gh	6430	70	30	Eep	1	9	5	26	1	3	24	6430	4	2008	7	1.6863989535702288
116430	7981	15240910	20030729	-1	6	3519	4081	286	0.049	0.0047465288	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BURP003	103438	166096	49	1	1	1	BURP003X	0.1	1.55	0.3	-1.45	-1.15	gh	rbbhc	70	30	LDx	2	12	36	27	1	18	18	rbbhc	3	2003	7	-3.0159349808715104
116460	10104	15261874	20100216	-1	7	5799	4118	226	0.011	7.851534e-4	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	DYLP063	169628	167768	77	1	1	74	DYLP063A	0.03	1.002	0.3	-0.972	-0.672	rbbhc	NA	100	0	Agp	1	11	4	32	1	1	24	rbbhc	3	2010	2	-4.509860006183766
116461	9461	15262000	20121203	-1	9	5689	5786	226	0.039	0.0027837259	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	DYLP039	169626	167500	77	1	1	100	DYLP039A	0.53	1.8	0.3	-1.27	-0.97	rbbhc	NA	100	0	AIp	1	11	4	32	1	1	24	rbbmc	4	2012	12	-3.2441936328524905
116466	10104	15262507	20100216	-1	9	5799	4118	226	0.039	0.0027837259	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	DYLP063	169628	167768	77	1	1	74	DYLP063A	0.03	1.002	0.3	-0.972	-0.672	rbbhc	NA	100	0	Agp	1	11	4	32	1	1	24	rbbhc	3	2010	2	-3.2441936328524905
116467	9461	15262630	20121203	-1	10	5689	5786	226	0.49	0.0102019571	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	DYLP039	169626	167500	77	1	1	100	DYLP039A	0.53	1.8	0.3	-1.27	-0.97	rbbhc	NA	100	0	AIp	1	11	4	32	1	1	24	rbbmc	4	2012	12	-0.7133498878774648
116534	5913	15216837	19990222	-1	9	28111	4989	101	0.1	0.0071377587	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	VOTP037	179901	184712	315	1	1	30	VOTP037X	0.73	2.42	0.3	-1.69	-1.39	91E0_vm	rbbso	70	20	V	3	11	1	34	1	6	7	91E0_vm	3	1999	2	-2.3025850929940455
116539	9021	15251916	20050926	-1	6	4967	4499	380	0.02	0.0019373587	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	DORP012	155522	191733	72	1	1	15	DORP012X	0.56	2.07	0.3	-1.51	-1.21	91E0_vn	NA	100	0	Lep	2	8	20	NA	0	15	24	rbbhc	3	2005	9	-3.912023005428146
116542	9021	15253322	20050926	-1	10	4967	4499	380	515	10.7224651259	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	DORP012	155522	191733	72	1	1	15	DORP012X	0.56	2.07	0.3	-1.51	-1.21	91E0_vn	NA	100	0	Lep	2	8	20	NA	0	15	24	rbbhc	3	2005	9	6.244166900663736
116564	8773	15251674	20041213	-1	6	14554	1702	210	0.01	9.686793e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	LDOP036	185321	190835	166	1	1	9	LDOP036X	0.76	2.76	0.3	-2	-1.7	91E0_vm	NA	100	0	Lfc	2	3	35	8	1	7	24	91E0_vm	3	2004	12	-4.605170185988091
116596	8823	15251723	19890529	-1	6	3261	3627	305	0.007	6.780755e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP204	206543	212111	47	1	1	31	BUIP204X	0.065	1.46	0	-1.395	-1.395	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	5	-4.961845129926823
116603	8823	15252425	19890529	-1	9	3261	3627	305	0.031	0.0022127052	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	BUIP204	206543	212111	47	1	1	31	BUIP204X	0.065	1.46	0	-1.395	-1.395	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	5	-3.473768074496991
116604	8823	15253128	19890529	-1	10	3261	3627	305	94	1.9571101394	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP204	206543	212111	47	1	1	31	BUIP204X	0.065	1.46	0	-1.395	-1.395	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	5	4.543294782270004
116624	2392	15170779	19850624	-1	10	3312	7656	305	47.7	0.9931292941	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP219	206487	212247	47	1	1	59	BUIP219X	0.03	0.67	0	-0.64	-0.64	4010	7230	40	30	Zdg	2	3	3	7	1	5	7	4010	1	1985	6	3.8649313978942956
116625	2399	15170783	19841210	-1	10	3312	7656	305	59.8	1.2450551738	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP219	206487	212247	47	1	1	59	BUIP219X	0.03	0.67	0	-0.64	-0.64	4010	7230	40	30	Zdg	2	3	3	7	1	5	7	4010	1	1984	12	4.091005660956586
116656	5875	15216799	19980629	-1	9	28159	3852	101	0.04	0.0028551034	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	VOTP047	179783	185162	315	1	1	24	VOTP047X	0.77	2.55	0.3	-1.78	-1.48	6430	91E0_vn	70	30	Eep	1	11	1	34	1	6	7	6430	4	1998	6	-3.2188758248682006
116657	6054	15216978	19990222	-1	9	40753	207	101	0.32	0.0228408279	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	VOTP001	179852	184577	315	1	1	3	VOTP001A	0.85	1.72	0.3	-0.87	-0.57	6410_mo	7140	70	30	V	3	11	1	34	1	6	7	rbbms	2	1999	2	-1.1394342831883648
116658	6136	15217060	19940712	-1	9	29431	3965	347	0.2	0.0142755174	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	WALP022	185082	179687	321	1	1	52	WALP022X	0.11	1.05	0.3	-0.94	-0.64	91E0_vm	NA	100	0	V	3	11	1	33	1	6	7	91E0_vm	3	1994	7	-1.6094379124341003
116706	8998	15252596	20050111	-1	9	15013	2445	317	1.45	0.1034975017	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	LIEP022	195718	225422	171	1	1	27	LIEP022X	0.09	1.62	0.3	-1.53	-1.23	4010	NA	100	0	Zfg	2	3	16	6	1	8	7	4010	1	2005	1	0.371563556432483
116711	10620	15267906	20090224	205	7	28850	6154	129	0.1	0.0071377587	SDV	Betrouwbaar (systeem)	9	2	N-NO3	mg/l	14.01	AN	WAHP330	139417	220200	320	1	1	82	WAHP330X	0.432	1.62	0.97	-1.188	-0.218	1330_hpr	rbbzil	80	20	Pgp	2	9	5	NA	0	19	26	1330_hpr	4	2009	2	-2.3025850929940455
116713	10620	15268510	20090224	205	6	28850	6154	129	0.65	0.0629641588	SDV	Betrouwbaar (systeem)	8	3	P-PO4	mg/l	10.3233333333	AN	WAHP330	139417	220200	320	1	1	82	WAHP330X	0.432	1.62	0.97	-1.188	-0.218	1330_hpr	rbbzil	80	20	Pgp	2	9	5	NA	0	19	26	1330_hpr	4	2009	2	-0.4307829160924542
116715	10620	15269115	20090224	205	9	28850	6154	129	29.36	2.0956459671	SDV	Betrouwbaar (systeem)	12	1	N-NH4	mg/l	14.01	KAT	WAHP330	139417	220200	320	1	1	82	WAHP330X	0.432	1.62	0.97	-1.188	-0.218	1330_hpr	rbbzil	80	20	Pgp	2	9	5	NA	0	19	26	1330_hpr	4	2009	2	3.3796332037463146
116745	36214	15301724	20110203	-1	9	22535	1007	248	0.57	0.0406852248	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	STAP051	242726	208048	273	1	1	3	STAP051X	0.93	2.91	0	-1.98	-1.98	91E0_vn	NA	100	0	V	3	3	21	15	1	11	7	91E0_vm	3	2011	2	-0.5621189181535413
116750	4914	15207255	19941011	-1	10	19840	8926	229	7	0.1457422444	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	RODP004	167301	162414	241	1	1	46	RODP004X	0.41	1.71	0.6	-1.3	-0.7	91E0_vm	rbbmr	70	30	AIp	1	11	2	32	1	1	24	91E0_vn	4	1994	10	1.9459101490553132
116751	5182	15207522	19970218	-1	10	22132	9514	139	202	4.2057047678	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	SNOP033	183103	169551	269	1	1	42	SNOP033X	0.63	2.4	0.3	-1.77	-1.47	9160	NA	100	0	Afp	1	11	4	NA	0	6	7	9160	3	1997	2	5.308267697401205
116756	8744	15249575	20041025	-1	7	36791	6541	296	0.05	0.0035688793	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	ITTP003	237518	199947	129	1	1	13	ITTP003X	0.68	2.66	0.3	-1.98	-1.68	91E0_vm	NA	100	0	Vf	3	3	18	16	1	11	7	91E0_vm	3	2004	10	-2.995732273553991
116795	5937	15216861	19980223	-1	9	28099	5838	101	0.1	0.0071377587	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	VOTP034	179953	184709	315	1	1	33	VOTP034X	0.48	1.61	0.3	-1.13	-0.83	91E0_vm	rbbso	70	20	V	3	11	1	34	1	6	7	rbbms	2	1998	2	-2.3025850929940455
116796	6069	15216993	19980223	-1	9	40762	2351	101	0.14	0.0099928622	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	VOTP005	179682	184696	315	1	1	16	VOTP005X	0.14	1.24	0.3	-1.1	-0.8	6430	7140	70	30	V	3	11	1	34	1	6	7	rbbhc	3	1998	2	-1.9661128563728327
116797	6210	15217134	19930121	-1	9	29395	7251	347	0.24	0.0171306209	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	WALP016	185002	179543	321	1	1	88	WALP016B	0.23	1.26	0.3	-1.03	-0.73	9160	NA	100	0	V	3	11	1	33	1	6	7	9160	3	1993	1	-1.4271163556401458
116809	8741	15252343	20040827	-1	9	33060	7915	342	0.08	0.0057102069	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	ZUVP015	140353	163669	346	1	1	9	ZUVP015X	0.2	2.2	1	-2	-1	rbbmr	NA	100	0	Aep	1	12	36	30	1	4	24	rbbmr	4	2004	8	-2.5257286443082556
116818	7867	15240797	20010813	-1	6	35281	1919	326	0.418	0.0404907975	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BRAP009	165408	210432	36	1	1	8	BRAP009X	0.69	1.9	1.2	-1.21	-0.01	91E0_va	NA	100	0	Lfe	2	1	34	3	1	5	7	91E0_va	4	2001	8	-0.8722738464573808
116819	7881	15240811	20030610	-1	6	26315	7342	336	0.139	0.0134646432	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	VIEP174	192711	188697	302	1	1	53	VIEP174B	0.13	2.2	0.3	-2.07	-1.77	6430	NA	100	0	Efp	1	3	35	34	1	7	24	6430	4	2003	6	-1.973281345851445
116875	9044	15252639	20050926	-1	9	4943	1771	380	0.04	0.0028551034	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	DORP004	154347	192887	72	1	1	7	DORP004X	0.4	2.22	0.3	-1.82	-1.52	6430	NA	100	0	Uep	1	9	5	NA	0	15	24	6430	4	2005	9	-3.2188758248682006
116876	9069	15252662	20050330	-1	9	5006	9388	380	0.04	0.0028551034	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	DORP024	154823	182431	72	1	1	9	DORP024X	0.37	3.08	0.3	-2.71	-2.41	gh	6510_hus	100	0	Eep	1	7	15	28	1	15	24	6510_hus	3	2005	3	-3.2188758248682006
116881	10741	15268027	20081124	-1	7	2267	1656	326	0.08	0.0057102069	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BRAP016	164272	210225	36	1	1	7	BRAP016X	0.3	1.3	1	-1	0	91E0_vm	NA	100	0	Lfe	2	1	34	3	1	2	25	91E0_vm	3	2008	11	-2.5257286443082556
116909	6709	15222290	19930517	-1	6	29814	9136	347	0.03	0.0029060381	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	WALP115	186118	180123	321	1	1	105	WALP115X	0.13	0.96	0.3	-0.83	-0.53	rbbhc	rbbms	60	20	Eeb	1	11	1	33	1	6	7	rbbhc	3	1993	5	-3.506557897319982
116910	6710	15222291	19940630	-1	6	29814	9136	347	0.005	4.843396e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	WALP115	186118	180123	321	1	1	105	WALP115X	0.13	0.96	0.3	-0.83	-0.53	rbbhc	rbbms	60	20	Eeb	1	11	1	33	1	6	7	rbbhc	3	1994	6	-5.298317366548036
116917	4752	15207125	20020308	-1	10	37371	295	262	45.2	0.9410784926	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	KBRP004	146706	206789	141	1	1	6	KBRP004X	0.47	1.48	0.5	-1.01	-0.51	91E0_vn	NA	100	0	Egp	1	9	5	26	1	22	24	91E0_vn	4	2002	3	3.8110970868381857
116919	5052	15207393	19990525	-1	10	38422	7042	98	71	1.4782427649	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	MESP103	189397	187624	191	1	1	14	MESP103X	-0.02	1.93	0.3	-1.95	-1.65	rbbhc	6510_hu	70	30	Efp	1	11	1	34	1	6	7	rbbhc	3	1999	5	4.2626798770413155
116934	3166	15171307	20030215	-1	9	27394	9153	271	0.08	0.0057102069	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	VISP126	179786	215239	305	1	1	59	VISP126X	0	1.33	0.3	-1.33	-1.03	91E0_vm	NA	100	0	Sfp	2	3	3	3	1	5	7	91E0_vm	3	2003	2	-2.5257286443082556
116959	2367	15170757	19890904	-1	10	3321	7383	305	82.8	1.7239225484	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP226	206385	212228	47	1	1	58	BUIP226X	0.03	1.5	0.25	-1.47	-1.22	4010	7230	40	30	Zcg	2	3	3	7	1	5	4	4010	1	1989	9	4.416428061391214
