"x"
"Grondwater - alkaliniteit"
"Grondwater - H+"
"Grondwater - HCO3-"
"Grondwater - Ca2+"
"Grondwater - K+"
"Grondwater - Mg2+"
"Grondwater - N"
"Grondwater - Na+"
"Grondwater - Cl-"
"Grondwater - SO42-"
"Grondwater - P"
"Grondwater - polluenten (milieuvreemde): zware metalen & organische"
"Grondwater - waterpeil (ook waterregime bv. GxG, Pxx duurlijn, amplitude,?)"
"Waterbodem - Ca2+ (geadsorbeerd / in suspensie / in bodemvocht)"
"Waterbodem - Cl- (bodemvocht)"
"Waterbodem - K+ (bodemvocht)"
"Waterbodem - Mg2+ (geadsorbeerd / in suspensie / in bodemvocht)"
"Waterbodem - N"
"Waterbodem - Na+ (geadsorbeerd / in suspensie / in bodemvocht)"
"Waterbodem - P"
"Waterbodem - fysische stabiliteit van de bodem"
"Bodem - K+ (geadsorbeerd /bodemvocht)"
"Bodem - Ca2+ (geadsorbeerd / in neerslag / in bodemvocht)"
"Bodem - Na+ (geadsorbeerd / in neerslag / in bodemvocht)"
"Bodem - P"
"Bodem - Mg2+ (geadsorbeerd / in neerslag / in bodemvocht)"
"Bodem - Cl- (bodemvocht/neerslag)"
"Bodem - N"
"Bodem - fysische stabiliteit van de bodem"
"Bodem - H+ (geadsorbeerd /bodemvocht)"
"Bodem - H2O"
"Bodem - temperatuur"
"Bodem - alkaliniteit (bodemvocht)"
"Bodem - polluenten (milieuvreemde): zware metalen & organische"
"Waterkolom - Ca2+"
"Waterkolom - K+"
"Waterkolom - Mg2+"
"Waterkolom - P"
"Waterkolom - Na+"
"Waterkolom - Cl-"
"Waterkolom - N"
"Waterkolom - SO42-"
"Waterkolom - turbiditeit"
"Waterkolom - alkaliniteit"
"Waterkolom - H+"
"Waterkolom - licht (plantbeschikbaar / fotosynthetisch actieve straling)"
"Waterkolom - vorst"
"Waterkolom - stroming water / golfslag"
"Waterkolom - waterpeil (waterregime / droogval)"
"Waterkolom - polluenten (milieuvreemde): zware metalen & organische"
"Inundatiewater - Ca2+"
"Inundatiewater - K+"
"Inundatiewater - Mg2+"
"Inundatiewater - P"
"Inundatiewater - Na+"
"Inundatiewater - Cl-"
"Inundatiewater - N"
"Inundatiewater - SO42-"
"Inundatiewater - alkaliniteit"
"Inundatiewater - H+"
"Inundatiewater - dikte afgezet sediment"
"Inundatiewater - turbiditeit"
"Inundatiewater - waterpeil"
"Inundatiewater - stroming water / golfslag"
"Inundatiewater - licht (plantbeschikbaar / fotosynthetisch actieve straling)"
"Inundatiewater - vorst"
"Inundatiewater - temperatuur"
"Inundatiewater - polluenten (milieuvreemde): zware metalen & organische"
"Atmosfeer - NHy"
"Atmosfeer - NOx"
"Atmosfeer - SOx"
"Atmosfeer - H+"
"Atmosfeer - neerslag"
"Atmosfeer - vorst"
"Atmosfeer - temperatuur"
"Atmosfeer - wind"
"Atmosfeer - luchtvochtigheid (relatieve)"
"Atmosfeer - CO2"
"Atmosfeer - organische polluenten (en pesticiden) + zware metalen"
"Atmosfeer - O3"
