loc_code	FieldSamplingDate	habfield	x	y	area	nh4	no3	ptot	target
AN_ABH_007	1529280000	3130_aom	192154.25	192768.578125	39479.7265625	0.0698833724162564	0.085842	0.0205	1
AN_ABH_007	1532995200	3130_aom	192154.25	192768.578125	39479.7265625	0.0388240957868091	0.056475	0.0533	1
AN_ABH_007	1535328000	3130_aom	192154.25	192768.578125	39479.7265625	0.0388240957868091	0.038403	0.1119	1
AN_ABH_007	1544486400	3130_aom	192154.25	192768.578125	39479.7265625	0.116472287360427	0.079065	0.0216	1
AN_ARE_001	1433116800	3130_aom	203427.90625	221564.15625	112980.3671875	0.186355659776684	0.27108	0.02	1
AN_ARE_001	1433116800	3130_na	203427.90625	221564.15625	112980.3671875	0.186355659776684	0.27108	0.02	1
AN_ARE_001	1436140800	3130_aom	203427.90625	221564.15625	112980.3671875	0.0776481915736183	0.241713	0.02	1
AN_ARE_001	1436140800	3130_na	203427.90625	221564.15625	112980.3671875	0.0776481915736183	0.241713	0.02	1
AN_ARE_001	1438041600	3130_aom	203427.90625	221564.15625	112980.3671875	0.0388240957868091	0.327555	0.044	1
AN_ARE_001	1438041600	3130_na	203427.90625	221564.15625	112980.3671875	0.0388240957868091	0.327555	0.044	1
AN_ARE_001	1440460800	3130_aom	203427.90625	221564.15625	112980.3671875	0.0388240957868091	0.119727	0.02	1
AN_ARE_001	1440460800	3130_na	203427.90625	221564.15625	112980.3671875	0.0388240957868091	0.119727	0.02	1
AN_ARE_001	1442880000	3130_aom	203427.90625	221564.15625	112980.3671875	0.0388240957868091	0.108432	0.02	1
AN_ARE_001	1442880000	3130_na	203427.90625	221564.15625	112980.3671875	0.0388240957868091	0.108432	0.02	1
AN_ARE_001	1445904000	3130_aom	203427.90625	221564.15625	112980.3671875	0.100942649045704	0.144576	0.02	1
AN_ARE_001	1445904000	3130_na	203427.90625	221564.15625	112980.3671875	0.100942649045704	0.144576	0.02	1
AN_ARE_001	1448236800	3130_aom	203427.90625	221564.15625	112980.3671875	0.232944574720855	0.092619	0.03	1
AN_ARE_001	1448236800	3130_na	203427.90625	221564.15625	112980.3671875	0.232944574720855	0.092619	0.03	1
AN_ARE_001	1451865600	3130_aom	203427.90625	221564.15625	112980.3671875	0.248474213035578	0.124245	0.02	1
AN_ARE_001	1451865600	3130_na	203427.90625	221564.15625	112980.3671875	0.248474213035578	0.124245	0.02	1
AN_ARE_001	1454371200	3130_aom	203427.90625	221564.15625	112980.3671875	0.155296383147237	0.289152	0.02	1
AN_ARE_001	1454371200	3130_na	203427.90625	221564.15625	112980.3671875	0.155296383147237	0.289152	0.02	1
AN_ARE_001	1456790400	3130_aom	203427.90625	221564.15625	112980.3671875	0.116472287360427	0.492462	0.02	1
AN_ARE_001	1456790400	3130_na	203427.90625	221564.15625	112980.3671875	0.116472287360427	0.492462	0.02	1
AN_ARE_001	1459728000	3130_aom	203427.90625	221564.15625	112980.3671875	0.0621185532588946	0.501498	0.02	1
AN_ARE_001	1459728000	3130_na	203427.90625	221564.15625	112980.3671875	0.0621185532588946	0.501498	0.02	1
AN_ARE_001	1462147200	3130_aom	203427.90625	221564.15625	112980.3671875	0.100942649045704	0.467613	0.02	1
AN_ARE_001	1462147200	3130_na	203427.90625	221564.15625	112980.3671875	0.100942649045704	0.467613	0.02	1
AN_BAS_001	1497830400	3150	207029.21875	204705.8125	25126.517578125	0.0388240957868091	0.058734	0.086	1
