"gemeente";"provincie";"loc_code";"habfield";"x_check";"y_check";"geometry"
"Aalter";"Oost-Vlaanderen";"OV_KRA_002";"3130_aom;3130_na";"87811,8912909335";"196717,052581641";c(87800.5546875, 196521.296875)
"Aalter";"Oost-Vlaanderen";"OV_KRA_BLO";"-";"87782,9868527585";"196183,110407791";c(87782.984375, 196183.109375)
"Aarschot";"Vlaams Brabant";"VB_VOR_002";"3150";"179796,096500749";"184789,830476821";c(179795.390625, 184791.65625)
"Aarschot";"Vlaams Brabant";"VB_VOR_003";"3150";"179804,141079644";"184806,563857743";c(179804.515625, 184804.03125)
"Aarschot";"Vlaams Brabant";"VB_VOR_004";"3130_aom;3140;3150";"179495,086702675";"184778,79053203";c(179530.640625, 184774.484375)
"Aarschot";"Vlaams Brabant";"VB_VOR_005";"3130_aom;3150";"179814,600986081";"184646,858161794";c(179813.578125, 184647.140625)
"Antwerpen";"Antwerpen";"AN_BPE_001";"3140;3150";"151993,746027037";"219304,798360046";c(151454.859375, 219382.53125)
"Antwerpen";"Antwerpen";"AN_HOP_001";"3150";"148288,37234873";"208724,53354548";c(148381.15625, 208669.40625)
"Arendonk";"Antwerpen";"AN_ARE_001";"3130_aom;3130_na";"203149,878067495";"221433,666078597";c(203427.90625, 221564.15625)
"Arendonk";"Antwerpen";"AN_GRD_003";"3130_na;3140";"202161,530290467";"224290,750250378";c(202222.640625, 224309.859375)
"Arendonk";"Antwerpen";"AN_RAV_002";"3130_aom";"198862,971753295";"231082,58814065";c(198847.484375, 231074.75)
"As";"Limburg";"LI_HEU_003";"3160";"238106,680356922";"190582,266366866";c(238097.984375, 190648.1875)
"Baarle-Hertog";"Antwerpen";"AN_MOE_001";"3130_aom;3140";"187252,774436089";"232387,424813007";c(187252.671875, 232387.328125)
"Baarle-Hertog";"Antwerpen";"AN_VVM_005";"3130_na";"185901,841799669";"234171,431836778";c(185899.015625, 234175.09375)
"Balen";"Antwerpen";"AN_BAS_001";"3150";"206979,675241721";"204718,570668895";c(207029.21875, 204705.8125)
"Balen";"Antwerpen";"AN_BAS_002";"3150";"206875,163526608";"204543,090836235";c(206888.703125, 204549.1875)
"Balen";"Antwerpen";"AN_BAS_003";"3130_aom";"207633,674997881";"204665,96356952";c(207633.671875, 204665.96875)
"Balen";"Antwerpen";"AN_BAV_001";"3150";"208529,216710353";"206151,287135515";c(208525.3125, 206174.265625)
"Balen";"Antwerpen";"AN_BAV_002";"3150";"208207,998483139";"206239,899862145";c(208219.375, 206223.921875)
"Balen";"Antwerpen";"AN_MOS_001";"gh";"211061,127636393";"207364,027455526";c(211036.6875, 207406.515625)
"Balen";"Antwerpen";"AN_MOS_002";"3160";"210933,688475225";"207811,200561228";c(210933.6875, 207812.171875)
"Beernem";"West-Vlaanderen";"WV_BBV_001";"3130_aom";"74798,7930302858";"200232,256071918";c(74791.59375, 200228.90625)
"Beernem";"West-Vlaanderen";"WV_BBV_002";"3130_aom;3130_na";"74555,9861886347";"200470,235645869";c(74577.546875, 200454.15625)
"Beernem";"West-Vlaanderen";"WV_BUL_001";"3130_aom";"75659,6877476732";"200433,426195402";c(75697.34375, 200419.921875)
"Beernem";"West-Vlaanderen";"WV_BUL_002";"3130_aom;3160";"75685,4487825143";"200516,101476527";c(75705.6796875, 200526.421875)
"Beerse";"Antwerpen";"AN_BEE_001";"3130_aom;3130_na";"181298,277844506";"224241,704471125";c(181311.546875, 224246.703125)
"Beerse";"Antwerpen";"AN_BEE_002";"3130_aom";"181409,669443302";"224207,122465249";c(181411.109375, 224207.953125)
"Beerse";"Antwerpen";"AN_BLA_001";"3130_aom;3130_na";"181402,718039859";"224883,015069985";c(181371.15625, 224970.140625)
"Beerse";"Antwerpen";"AN_BLA_002";"3130_aom;3130_na";"180796,830141357";"225283,856935449";c(180985.0625, 225024.34375)
"Beerse";"Antwerpen";"AN_BLA_003";"3130_aom;3130_na";"181021,014245219";"224841,070512851";c(181020.265625, 224966.40625)
"Beerse";"Antwerpen";"AN_BLA_004";"3130_aom;3130_na;3140";"181667,86095874";"224488,426154903";c(181695.921875, 224533.453125)
"Beerse";"Antwerpen";"AN_GKH_001";"3130_na";"183134,986256961";"224781,922129052";c(183212.921875, 224814.640625)
"Beerse";"Antwerpen";"AN_GKH_002";"gh";"183130,081873057";"224879,134158947";c(183121.265625, 224877.9375)
"Beerse";"Antwerpen";"AN_HUF_001";"3130_na";"184711,14381707";"225061,10935436";c(184843.421875, 224959.15625)
"Beerse";"Antwerpen";"AN_LIL_004";"3130_aom;3140";"180926,47131678";"220423,585199246";c(180930.46875, 220425.96875)
"Beringen";"Limburg";"LI_VZB_006";"3160";"217545,012037162";"197717,092777366";c(217503.65625, 197733.984375)
"Beringen";"Limburg";"LI_VZB_008";"3160";"217599,609286887";"197890,103923935";c(217601.515625, 197915.9375)
"Berlare";"Oost-Vlaanderen";"OV_DON_001";"3140";"122396,858405975";"191640,860323262";c(122274.8359375, 191612.4375)
"Berlare";"Oost-Vlaanderen";"OV_DON_002";"3150";"122561,533132963";"192565,59062463";c(122460.9609375, 192991.0625)
"Berlare";"Oost-Vlaanderen";"OV_DON_003";"3150";"123744,093928816";"190798,995477479";c(123753.9609375, 190798.5625)
"Berlare";"Oost-Vlaanderen";"OV_HEI_001";"3150";"120001,171279178";"189456,592666574";c(120003.5625, 189464.484375)
"Beveren";"Oost-Vlaanderen";"OV_LIO_001";"3140";"138991,159129899";"215096,141071177";c(138975.65625, 215092.984375)
"Bilzen";"Limburg";"LI_HOE_001";"3130_aom";"234613,146679934";"176892,434442235";c(234605.90625, 176845.734375)
"Bilzen";"Limburg";"LI_MUN_001";"gh";"232419,614371827";"177406,057785199";c(232386.671875, 177352.203125)
"Bilzen";"Limburg";"LI_MUN_002";"3130_na";"232487,580711637";"177552,187373373";c(232515.734375, 177527.0625)
"Blankenberge";"West-Vlaanderen";"WV_ZEB_001";"2190_a";"65125,2165036726";"224199,513671152";c(65181.39453125, 224203.09375)
"Bocholt";"Limburg";"LI_KBR_002";"3150";"240172,574119472";"208823,03915343";c(240230.96875, 208797.4375)
"Bocholt";"Limburg";"LI_KOL_001";"3130_aom";"228126,328211965";"210208,415841115";c(228129.328125, 210214.421875)
"Bornem";"Antwerpen";"AN_KRA_001";"gh";"141521,228637103";"199782,397328972";c(141566.640625, 199937.046875)
"Brasschaat";"Antwerpen";"AN_E10_001";"3130_aom;3130_na;3140";"161671,739847546";"221489,08331029";c(161606.953125, 221461.40625)
"Brasschaat";"Antwerpen";"AN_FOR_001";"3130_aom";"158865,758431961";"224380,960342243";c(158763.25, 224483.484375)
"Brasschaat";"Antwerpen";"AN_KSV_006";"3130_aom";"158819,076516046";"225359,388311052";c(158799.609375, 225374.046875)
"Brecht";"Antwerpen";"AN_GSV_002";"3130_na";"163073,919753172";"225016,012051628";c(163229.109375, 225139.265625)
"Brecht";"Antwerpen";"AN_GSV_003";"3130_aom";"163216,080297083";"225180,920516058";c(163212.46875, 225174.359375)
"Brecht";"Antwerpen";"AN_GSV_004";"3140;3150";"162710,003483498";"225035,211366869";c(162719.6875, 225033.875)
"Brecht";"Antwerpen";"AN_GSV_005";"3160";"163493,090620469";"226410,009248051";c(163559.75, 226428.9375)
"Brecht";"Antwerpen";"AN_GSV_006";"3160";"163454,535995717";"226522,754114233";c(163455.25, 226544.671875)
"Brecht";"Antwerpen";"AN_GSV_007";"3160";"165750,141360417";"227641,233725";c(165722.140625, 227681.015625)
"Brecht";"Antwerpen";"AN_KOO_001";"3130_na";"170332,50170556";"224183,766448635";c(170195.046875, 224044.25)
"Brecht";"Antwerpen";"AN_KOO_002";"gh";"169942,94578582";"224671,036855818";c(169889.34375, 224720.265625)
"Brecht";"Antwerpen";"AN_RVS_001";"-";"173080,194410539";"225909,126785195";c(173051.90625, 225898.609375)
"Brecht";"Antwerpen";"AN_RVS_002";"3130_na";"173487,930933795";"226024,748275512";c(173364.0625, 226086.953125)
"Brecht";"Antwerpen";"ANTBCT0400";"gh";"169501,036008709";"224774,16487974";c(169501.03125, 224774.171875)
"Brecht";"Antwerpen";"ANTBCT0794";"gh";"169805,122198514";"224656,440505818";c(169731.109375, 224733.421875)
"Bredene";"West-Vlaanderen";"WV_BRE_010";"2190_a";"53286,3515213713";"217365,768483828";c(53287.79296875, 217363.84375)
"Bredene";"West-Vlaanderen";"WV_DHE_002";"2190_a";"53854,186764886";"216280,465788014";c(53854.80078125, 216280.421875)
"Bredene";"West-Vlaanderen";"WV_DHE_005";"2190_a";"54259,5169903703";"216338,836561449";c(54256.69921875, 216339.65625)
"Bredene";"West-Vlaanderen";"WV_DHE_020";"2190_a";"54195,3625319383";"216181,354656857";c(54195.36328125, 216181.359375)
"Bredene";"West-Vlaanderen";"WV_DHE_023";"2190_a";"54219,9670146052";"216167,526101133";c(54198.3046875, 216181.125)
"Bree";"Limburg";"LI_KBR_001";"3130_na";"240117,160623636";"208649,832732271";c(240310.671875, 208595.6875)
"Bree";"Limburg";"LI_LUY_001";"3130_aom";"240202,632354955";"206980,015575346";c(240200.75, 206979.578125)
"Brugge";"West-Vlaanderen";"WV_ASS_001";"3150";"72657,2307154128";"210503,326943601";c(72647.8515625, 210504.75)
"Brugge";"West-Vlaanderen";"WV_ZEB_003";"2190_a";"65505,9549005666";"224363,3307573";c(65559.6953125, 224346.390625)
"Brugge";"West-Vlaanderen";"WV_ZEB_004";"2190_a";"65729,6414246373";"224432,466854508";c(65703.5390625, 224411.265625)
"Brugge";"West-Vlaanderen";"WV_ZEB_007";"2190_a";"66639,4756668883";"224767,801398323";c(66551.1328125, 224715.78125)
"Damme";"West-Vlaanderen";"WV_DAM_001";"3150";"73718,3520948173";"216323,650042042";c(73747.59375, 216354.671875)
"De Haan";"West-Vlaanderen";"WV_BDH_002";"2190_a";"58690,0518904331";"220381,524143874";c(58695.25, 220383.859375)
"De Haan";"West-Vlaanderen";"WV_BDH_006";"2190_a";"57566,8923370352";"219954,479660972";c(57568.3359375, 219955.28125)
"De Haan";"West-Vlaanderen";"WV_BDH_008";"2190_a";"59443,2177126983";"221438,365193831";c(59443.44140625, 221440.734375)
"De Panne";"West-Vlaanderen";"WV_CAB_010";"2190_a";"25630,1203645353";"196982,967142771";c(25581.5390625, 196978.078125)
"De Panne";"West-Vlaanderen";"WV_CAB_023";"2190_a";"23891,2186224874";"196079,679043048";c(23891.390625, 196079.0625)
"De Panne";"West-Vlaanderen";"WV_CAB_031";"2190_a";"24276,9438574447";"196028,020332125";c(24276.9609375, 196027.34375)
"De Panne";"West-Vlaanderen";"WV_HOS_001";"2190_a";"25946,3757600496";"200462,417426993";c(25943.890625, 200463.015625)
"De Panne";"West-Vlaanderen";"WV_WES_003";"2190_a";"23331,7412781887";"198204,092961434";c(23331.56640625, 198202.3125)
"De Panne";"West-Vlaanderen";"WV_WES_006";"2190_a";"23163,9377347956";"198291,014621183";c(23164.548828125, 198289.75)
"De Panne";"West-Vlaanderen";"WV_WES_007";"2190_a";"23183,8282745131";"198202,625905758";c(23183.142578125, 198201.25)
"De Panne";"West-Vlaanderen";"WV_WES_009";"2190_a";"23090,8574252993";"198250,151016215";c(23089.466796875, 198249.765625)
"De Panne";"West-Vlaanderen";"WV_WES_012";"2190_a";"22869,3318784447";"198422,894908081";c(22869.56640625, 198422.484375)
"De Panne";"West-Vlaanderen";"WV_WES_014";"2190_a";"22798,4215959068";"198419,738391768";c(22798.794921875, 198419.296875)
"De Panne";"West-Vlaanderen";"WV_WES_018";"2190_a";"22781,6044279646";"199063,044354981";c(22781.501953125, 199064.296875)
"De Panne";"West-Vlaanderen";"WV_WES_031";"2190_a";"22723,789922951";"199084,266033818";c(22723.33203125, 199089.015625)
"De Panne";"West-Vlaanderen";"WV_WES_038";"2190_a";"24282,4800353103";"199027,46068456";c(24306.9375, 199038.671875)
"De Panne";"West-Vlaanderen";"WV_WES_044";"2190_a";"23870,6035148756";"198222,540516967";c(23869.7734375, 198223.09375)
"Deinze";"Oost-Vlaanderen";"OV_VOS_001";"3150";"93270,4713154948";"187656,178132652";c(92676.1640625, 187733.953125)
"Dessel";"Antwerpen";"AN_DES_003";"3150";"204071,117905693";"217403,33436808";c(203876.765625, 217264.703125)
"Destelbergen";"Oost-Vlaanderen";"OV_DAM_001";"3150";"112338,572003059";"194128,864597184";c(112363.7265625, 194172.984375)
"Diepenbeek";"Limburg";"LI_LAN_003";"3150";"223907,614418139";"182225,283023987";c(223873.921875, 182157.59375)
"Diepenbeek";"Limburg";"LI_LAN_005";"3130_na;3150";"223633,385186555";"181946,641371551";c(223689.71875, 181906.265625)
"Diepenbeek";"Limburg";"LI_LAN_008";"3150";"223379,871172911";"181758,382398439";c(223296.5, 181749.359375)
"Diepenbeek";"Limburg";"LI_MAT_012";"3130_na";"224977,050267834";"181793,978330086";c(224842.734375, 181896.984375)
"Diest";"Vlaams Brabant";"VB_ASD_001";"3130_aom";"197168,475830464";"189860,450175164";c(197135.96875, 189862.265625)
"Diest";"Vlaams Brabant";"VB_VDB_001";"3150";"202010,630323926";"191027,2789145";c(202022.328125, 191033.171875)
"Diest";"Vlaams Brabant";"VB_VDB_002";"3150";"202480,951100502";"192307,594476199";c(202488.1875, 192297.75)
"Diksmuide";"West-Vlaanderen";"WV_BLA_001";"3150";"44611,101997526";"186984,150765584";c(44615.96875, 186972.359375)
"Diksmuide";"West-Vlaanderen";"WV_BLA_002";"3150";"44284,9916759405";"187103,373068719";c(44311.69921875, 187081.390625)
"Dilsen-Stokkem";"Limburg";"LI_EIM_001";"3130_aom;3130_na";"241818,581248505";"188573,818613694";c(242220.78125, 189161.625)
"Dilsen-Stokkem";"Limburg";"LI_HEU_001";"3110;3130_aom; 3160";"239706,691195295";"190490,087711615";c(239773.703125, 190505.765625)
"Dilsen-Stokkem";"Limburg";"LI_HEU_002";"3160";"239071,285024461";"190188,649414659";c(239121.46875, 190224.09375)
"Dilsen-Stokkem";"Limburg";"LI_HEU_004";"3160";"240107,911835805";"189993,619888754";c(240150.53125, 189939.125)
"Dilsen-Stokkem";"Limburg";"LI_MAA_001";"3150";"248370,851496828";"190917,319438065";c(248290.203125, 190735.046875)
"Dudzele";"West-Vlaanderen";"WV_DDP_001";"-";"69512,1032192212";"220348,846359307";c(69512.1015625, 220348.84375)
"Dudzele";"West-Vlaanderen";"WV_DDP_002";"-";"69163,0609887229";"220649,039184179";c(69163.0625, 220649.046875)
"Essen";"Antwerpen";"AN_DEB_001";"3130_aom";"154969,820935201";"239133,211541579";c(154891.859375, 239202.484375)
"Essen";"Antwerpen";"AN_NOL_001";"3160";"154427,187802111";"234684,283631342";c(154543.8125, 234652.890625)
"Essen";"Antwerpen";"AN_NOL_002";"3130_aom;3160";"155953,863428689";"234610,669434812";c(156176.421875, 234608.671875)
"Geel";"Antwerpen";"AN_NEE_001";"3130_aom";"189732,402681171";"208330,95322393";c(189736.484375, 208326.03125)
"Geel";"Antwerpen";"AN_SEL_002";"3150";"197979,877515744";"207175,800693032";c(197976.546875, 207155.109375)
"Geel";"Antwerpen";"AN_ZAM_001";"3150";"191463,604471497";"198658,548377669";c(191466.3125, 198650.578125)
"Geel";"Antwerpen";"AN_ZAM_002";"3150";"191504,044529116";"198836,535027416";c(191516.921875, 198850.671875)
"Geel";"Antwerpen";"AN_ZAM_003";"3150";"191550,185140165";"198809,945760935";c(191578.4375, 198839.421875)
"Geel";"Antwerpen";"AN_ZEG_001";"3150";"189981,568791758";"209763,972882252";c(190000.171875, 209732.6875)
"Geel";"Antwerpen";"AN_ZEG_002";"3130_aom;3130_na;3150";"189358,922094704";"209945,604780125";c(189425.125, 210062.8125)
"Geel";"Antwerpen";"AN_ZEG_003";"3150";"189588,252529057";"210091,101428045";c(189545.34375, 210103.953125)
"Geel";"Antwerpen";"AN_ZEG_004";"3130_aom;3150";"189880,174513002";"209491,947605269";c(189865.90625, 209502.546875)
"Genk";"Limburg";"LI_BOK_001";"3150";"222054,058827714";"183753,069667962";c(222063.515625, 183724.609375)
"Genk";"Limburg";"LI_BOK_002";"3130_na";"221661,082638759";"183558,203444814";c(221766.15625, 183584.875)
"Genk";"Limburg";"LI_BOK_003";"3130_na";"221917,778530971";"183664,40103926";c(221877.15625, 183587.25)
"Genk";"Limburg";"LI_BOK_004";"3130_aom;3130_na";"221833,749995265";"184050,039346053";c(221885.890625, 184125.6875)
"Genk";"Limburg";"LI_BOK_005";"gh";"221908,33802947";"183406,462491625";c(221833.03125, 183478.171875)
"Genk";"Limburg";"LI_BOK_007";"3130_aom;3130_na";"221993,693476134";"184178,683699007";c(221916.984375, 184180.90625)
"Genk";"Limburg";"LI_BOK_008";"3130_aom;3130_na";"221536,00842745";"183680,052614102";c(221573.75, 183647.1875)
"Genk";"Limburg";"LI_MAT_001";"3130_na";"227193,517188904";"183799,345659317";c(227166.46875, 183856.890625)
"Genk";"Limburg";"LI_MAT_002";"3130_aom;3130_na;3140";"226258,96915649";"183132,895247865";c(226270.71875, 183121.53125)
"Genk";"Limburg";"LI_MAT_003";"3150";"226206,291186815";"182810,17334581";c(226232.359375, 182801.25)
"Genk";"Limburg";"LI_MAT_004";"3130_na";"225975,683733484";"182748,773653637";c(226070.6875, 182767.78125)
"Genk";"Limburg";"LI_MAT_005";"3150";"225535,158307973";"182260,610922936";c(225512.796875, 182315.8125)
"Genk";"Limburg";"LI_MAT_006";"gh";"227111,237166072";"183921,825418843";c(227075.84375, 183868.53125)
"Genk";"Limburg";"LI_MAT_007";"3140;3150";"225895,656107838";"182441,294473798";c(225920.25, 182492.15625)
"Genk";"Limburg";"LI_MAT_008";"gh";"225589,410094448";"182344,71629628";c(225509.09375, 182339.890625)
"Genk";"Limburg";"LI_MAT_009";"3130_na";"226908,714973627";"183620,382357468";c(226821.046875, 183611.875)
"Genk";"Limburg";"LI_MAT_010";"3130_aom;3130_na";"225458,634473412";"183049,918511196";c(225528.140625, 183052.421875)
"Genk";"Limburg";"LI_MAT_011";"3130_na";"225856,0237964";"183166,416790317";c(225663.078125, 183169.890625)
"Genk";"Limburg";"LI_MAT_013";"3130_na";"225719,400259347";"182587,568986175";c(225782.140625, 182532.375)
"Genk";"Limburg";"LI_MAT_015";"3130_na";"226710,484313253";"183476,113728875";c(226683.9375, 183415.71875)
"Genk";"Limburg";"LI_MAT_016";"3130_na";"226580,78120881";"183323,263943874";c(226597.078125, 183362.765625)
"Genk";"Limburg";"LI_MAT_017";"3130_na";"226616,14406943";"183162,382322275";c(226608.515625, 183162.875)
"Genk";"Limburg";"LI_STI_001";"3130_aom";"228974,432736434";"185986,295397981";c(228990.84375, 185973.3125)
"Genk";"Limburg";"LI_WIK_001";"3130_aom;3130_na";"223561,24348345";"185060,596890432";c(223521.875, 185019.1875)
"Genk";"Limburg";"LI_WIK_002";"3130_aom";"223762,673037621";"185181,790106521";c(223767.859375, 185133.90625)
"Genk";"Limburg";"LI_WIK_003";"3130_aom";"224467,177691151";"184980,723114498";c(224438.453125, 185083.890625)
"Genk";"Limburg";"LI_WIK_004";"3160";"224759,868140965";"184945,584957281";c(224671.65625, 184978.265625)
"Genk";"Limburg";"LI_WIK_005";"3130_aom";"224358,528007655";"185079,977968975";c(224286.921875, 185015.59375)
"Genk";"Limburg";"LI_WIK_006";"3130_aom";"224373,952851618";"185196,275137771";c(224320.421875, 185191.484375)
"Genk";"Limburg";"LI_WIK_007";"3130_aom;3130_na";"224474,183738326";"184807,762908892";c(224424.421875, 184776.21875)
"Genk";"Limburg";"LI_WIK_008";"3130_aom";"224205,422523842";"185295,312790293";c(224195.28125, 185237.125)
"Genk";"Limburg";"LI_WIK_009";"3130_aom;3130_na";"223850,094100567";"185225,556333522";c(223858.671875, 185189.96875)
"Gent";"Oost-Vlaanderen";"OV_BLA_001";"3140";"102111,988136695";"192757,202156557";c(101978.0234375, 192892.578125)
"Halen";"Limburg";"LI_HAL_002";"3150";"201676,892113603";"186244,757069823";c(201697.484375, 186270.921875)
"Halen";"Limburg";"LI_HAL_003";"3150";"200694,055740838";"185504,320544312";c(200690.53125, 185517.546875)
"Hamont-Achel";"Limburg";"LI_ACH_002";"3130_aom";"228332,149742459";"219441,833343493";c(228349.5625, 219520.796875)
"Hamont-Achel";"Limburg";"LI_WAR_001";"gh";"228407,674604511";"216403,142247984";c(228368.09375, 216403.296875)
"Harelbeke";"West-Vlaanderen";"WV_GAV_001";"3140;3150";"76322,8082969369";"170776,606504104";c(76046.0859375, 170385.03125)
"Hasselt";"Limburg";"LI_BOK_006";"3130_aom;3130_na";"221126,300024107";"182692,984661832";c(221087.171875, 182685.875)
"Hasselt";"Limburg";"LI_MLV_002";"3130_na";"215890,853731962";"185576,878315691";c(215883.671875, 185536.203125)
"Hasselt";"Limburg";"LI_MLV_003";"3130_aom.3130_na";"215643,505209837";"185407,384813973";c(215602.671875, 185405.703125)
"Hasselt";"Limburg";"LI_MLV_004";"3130_aom";"215324,947836759";"185348,639767717";c(215334.96875, 185356.265625)
"Hasselt";"Limburg";"LI_MLV_010";"3130_aom;3130_na;3140";"216630,514658596";"185455,416195061";c(216593.484375, 185412.84375)
"Hasselt";"Limburg";"LI_MLV_011";"3130_na";"215333,095099629";"184226,045021018";c(215280.09375, 184172)
"Hasselt";"Limburg";"LI_MLV_017";"?";"215333,010838439";"184017,03662809";c(215313.6875, 184095.109375)
"Hasselt";"Limburg";"LI_MLV_025";"3130_aom;3130_na;3140";"215468,976584019";"185309,902373106";c(215570.953125, 185347.203125)
"Hasselt";"Limburg";"LI_MLV_026";"3130_aom;3130_na";"215718,033134032";"185507,935020711";c(215740.265625, 185502.59375)
"Hasselt";"Limburg";"LI_MLV_027";"gh";"215477,323711936";"184324,129053286";c(215415.453125, 184241.90625)
"Hasselt";"Limburg";"LI_MLV_029";"3130_na";"216596,807607869";"183721,734644646";c(216558.5625, 183644.96875)
"Hasselt";"Limburg";"LI_TOM_001";"3150";"215869,424230186";"180806,277773269";c(215869.171875, 180807.5)
"Hasselt";"Limburg";"LI_TOM_002";"3130_aom;3150";"216066,298207081";"180686,451539599";c(216064.625, 180688.453125)
"Hechtel-Eksel";"Limburg";"LI_BEG_001";"3130_aom";"221631,935576278";"200286,463088873";c(221604.46875, 200327.984375)
"Hechtel-Eksel";"Limburg";"LI_BEG_003";"3130_aom";"221686,829812366";"199694,761806584";c(221679.890625, 199685.5)
"Hechtel-Eksel";"Limburg";"LI_DOM_002";"3150";"223920,034547095";"205677,68087754";c(223910.046875, 205672.703125)
"Hechtel-Eksel";"Limburg";"LI_EKS_001";"3150";"217622,445501469";"205655,191887198";c(217623.609375, 205665.875)
"Hechtel-Eksel";"Limburg";"LI_PIJ_002";"3130_aom";"218977,452525833";"207562,477698635";c(218941.21875, 207582.0625)
"Hechtel-Eksel";"Limburg";"LI_VZB_004";"3130_aom;3150;3160";"218995,521886865";"198887,253714044";c(218953.6875, 198862.578125)
"Heers";"Limburg";"LI_EGO_001";"3150";"213214,834415396";"160341,485219757";c(213213.765625, 160340.03125)
"Heist-op-den-Berg";"Antwerpen";"AN_AVE_001";"gh";"173825,146498939";"197967,043501793";c(173816.984375, 197967.046875)
"Herentals";"Antwerpen";"AN_ENK_001";"3130_aom;3160";"179575,262955062";"207731,350189739";c(179565.578125, 207741.8125)
"Herentals";"Antwerpen";"AN_ENK_002";"3130_aom;3160";"179530,51920945";"207826,329310812";c(179518.578125, 207815.6875)
"Herselt";"Antwerpen";"AN_HGA_004";"3130_aom";"184238,459596379";"194072,036570109";c(184224.90625, 194071.703125)
"Herselt";"Antwerpen";"AN_LAN_001";"gh";"184426,16477697";"190281,897250296";c(184429.65625, 190287.65625)
"Herselt";"Antwerpen";"AN_LAN_002";"gh";"184358,077395238";"190732,645509753";c(184354.90625, 190731.109375)
"Herselt";"Antwerpen";"AN_LAN_003";"gh";"184577,315689983";"190800,53372036";c(184581.9375, 190789.703125)
"Herselt";"Antwerpen";"AN_LAN_004";"3130_aom";"184569,529690424";"191075,89226467";c(184573.328125, 191086.5)
"Herselt";"Antwerpen";"AN_LAN_005";"3130_aom";"184660,714176513";"191328,84877662";c(184637.296875, 191331.53125)
"Herselt";"Antwerpen";"AN_LAN_006";"3130_aom";"184931,566458578";"191244,998172275";c(184928.46875, 191240.109375)
