"gemeente";"provincie";"loc_code";"habfield";"x_check";"y_check";"geometry"
"Oud-Heverlee";"Vlaams Brabant";"VB_DIJ_001";"?";"170163,1502337";"169940,071423771";c(170327.09375, 169938.796875)
"Oudsbergen";"Limburg";"LI_BBV_001";"3130_aom";"236552,328104344";"192244,44845335";c(236557.21875, 192255.34375)
"Oudsbergen";"Limburg";"LI_DON_001";"gh";"230360,575762458";"195211,281994094";c(230369.09375, 195246.640625)
"Oudsbergen";"Limburg";"LI_DON_002";"3130_aom;3160";"230242,548671881";"194241,266435268";c(230201.390625, 194435.484375)
"Oudsbergen";"Limburg";"LI_DON_003";"3160";"230024,845592121";"194449,811282";c(230028.328125, 194452.40625)
"Oudsbergen";"Limburg";"LI_DON_004";"3130_aom;3130_na";"230465,12138873";"195440,142394828";c(230563.828125, 195555.90625)
"Oudsbergen";"Limburg";"LI_OPH_001";"gh";"232946,326179804";"195201,743092065";c(233012.28125, 195217.46875)
"Oudsbergen";"Limburg";"LI_OPH_002";"gh";"233128,937792486";"195057,541837308";c(233148.734375, 195085.90625)
"Oudsbergen";"Limburg";"LI_OPH_003";"gh";"233201,838772364";"194986,158219103";c(233238.171875, 194985.890625)
"Oudsbergen";"Limburg";"LI_OPH_004";"3160";"232599,404705636";"194472,18112044";c(232614.484375, 194567.03125)
"Oudsbergen";"Limburg";"LI_OPH_005";"3160";"231816,851403364";"193821,627098643";c(231848.984375, 193868.046875)
"Oudsbergen";"Limburg";"LI_OPH_006";"3160";"232352,392463056";"193786,090844001";c(232369.421875, 193828.78125)
"Oud-Turnhout";"Antwerpen";"AN_LDL_001";"3160";"196032,12902508";"225560,892582721";c(196071.59375, 225500.859375)
"Oud-Turnhout";"Antwerpen";"AN_LDL_002";"3130_aom";"195495,479875711";"224209,411226672";c(195490.046875, 224209.59375)
"Oud-Turnhout";"Antwerpen";"AN_LDL_003";"3160";"195691,759547021";"225598,690624805";c(195684.3125, 225595.515625)
"Oud-Turnhout";"Antwerpen";"AN_LDL_004";"3130_aom";"194806,410429942";"224574,669216256";c(194800.40625, 224586.140625)
"Oud-Turnhout";"Antwerpen";"AN_MEL_001";"3130_aom;3130_na;3140";"191836,906115806";"220787,436701203";c(191463.609375, 220697.828125)
"Oud-Turnhout";"Antwerpen";"AN_TUR_001";"3130_aom";"191824,074599509";"228251,107848324";c(191823.296875, 228252.40625)
"Oud-Turnhout";"Antwerpen";"AN_TUR_002";"3150";"192299,890921582";"228015,464884239";c(192299.296875, 228130.09375)
"Peer";"Limburg";"LI_BEG_002";"3130_aom";"221503,588301835";"200625,409928093";c(221469.4375, 200665.21875)
"Pelt";"Limburg";"LI_DOM_001";"3150";"224656,180075856";"207715,114759547";c(224666.625, 207638.75)
"Pelt";"Limburg";"LI_HAG_001";"3160";"223285,233130398";"217472,30687063";c(223306.71875, 217502.640625)
"Pelt";"Limburg";"LI_HAG_003";"3160";"223156,084502169";"217286,41894759";c(223143.15625, 217277.53125)
"Pelt";"Limburg";"LI_PIJ_001";"3160";"218785,608534083";"208565,766786535";c(218793.96875, 208559.71875)
"Ranst";"Antwerpen";"AN_VRI_001";"3130_aom";"166604,004125793";"212255,053773638";c(166536.828125, 212266.21875)
"Ravels";"Antwerpen";"AN_BOG_001";"3130_aom;3130_na";"197471,628374109";"234961,040338455";c(197396.5, 234690.5)
"Ravels";"Antwerpen";"AN_KVD_002";"3130_aom";"195557,606837322";"228002,447992354";c(195557.546875, 227994.609375)
"Ravels";"Antwerpen";"AN_KVD_003";"3130_aom;3160";"194680,501130522";"228097,277499708";c(194704.265625, 228095.609375)
"Ravels";"Antwerpen";"AN_RAV_001";"3130_aom;3160";"196932,043150808";"229760,47335811";c(196947.40625, 229738.203125)
"Ravels";"Antwerpen";"AN_RAV_003";"3130_aom";"197868,778642281";"234800,412659451";c(197895.15625, 234855.765625)
"Ravels";"Antwerpen";"AN_RAV_004";"3130_aom;3160";"197196,233359875";"229536,781035639";c(197218.609375, 229494.015625)
"Retie";"Antwerpen";"AN_GOO_001";"3130_aom";"201625,462796046";"220229,325948423";c(201625.15625, 220217.34375)
"Retie";"Antwerpen";"AN_GOO_002";"3130_aom;3140";"201867,251835058";"220494,98419451";c(202003.609375, 220382.875)
"Retie";"Antwerpen";"AN_RET_001";"3140";"196434,115182621";"212725,917937795";c(196301.609375, 212819.609375)
"Rijkevorsel";"Antwerpen";"AN_DVH_001";"3130_na";"174383,070216795";"224003,129681327";c(174437.140625, 224138.078125)
"Rijkevorsel";"Antwerpen";"AN_DVH_002";"3130_aom;3130_na";"174715,197521748";"224407,873810757";c(174496.671875, 224144.03125)
"Rijkevorsel";"Antwerpen";"AN_DVH_003";"3130_na";"175538,150148772";"224044,824183469";c(175515.453125, 224001.421875)
"Rijkevorsel";"Antwerpen";"AN_DVH_004";"3130_na;3140";"175001,075570379";"224826,99016889";c(175010.625, 224807.5)
"Rijkevorsel";"Antwerpen";"AN_DVH_005";"3130_aom;3130_na";"175195,587343114";"224429,022133274";c(175257.71875, 224580.078125)
"Rijkevorsel";"Antwerpen";"AN_DVH_006";"3130_na";"174936,096163435";"224220,217285954";c(174986, 224341.171875)
"Rijkevorsel";"Antwerpen";"AN_DVH_007";"3130_na";"175682,237522956";"224583,741684641";c(175692.625, 224558.046875)
"Rijkevorsel";"Antwerpen";"AN_DVH_008";"3150";"175525,12323953";"224468,380889996";c(175541.828125, 224506.390625)
"Rijkevorsel";"Antwerpen";"AN_DVH_009";"3130_na";"175153,338968626";"224146,690904038";c(175188.0625, 224113.421875)
"Rijkevorsel";"Antwerpen";"AN_SLH_001";"3130_na";"174913,733915723";"228592,04526139";c(174907.171875, 228560.8125)
"Ruiselede";"West-Vlaanderen";"WV_GUP_001";"3130_aom";"78285,7219032814";"196635,096550191";c(78293.6171875, 196644.734375)
"Scherpenheuvel-Zichem";"Vlaams Brabant";"VB_ABH_009";"3130_aom";"193317,936688265";"191230,294412179";c(193264.515625, 191265.75)
"Scherpenheuvel-Zichem";"Vlaams Brabant";"VB_VIE_001";"3130_aom";"192673,680131527";"189782,036408755";c(192672.375, 189782.375)
"Scherpenheuvel-Zichem";"Vlaams Brabant";"VB_VIE_002";"3150";"192656,246452613";"189578,883774515";c(192662.1875, 189575.9375)
"Scherpenheuvel-Zichem";"Vlaams Brabant";"VB_VIE_003";"3150";"192559,359173228";"189888,379762064";c(192564.796875, 189888.953125)
"Scherpenheuvel-Zichem";"Vlaams Brabant";"VB_VIE_004";"3130_aom;3150";"192717,381302733";"189776,264437428";c(192711.15625, 189772.296875)
"Scherpenheuvel-Zichem";"Vlaams Brabant";"VB_VIE_005";"3150";"192707,866640298";"189695,17984127";c(192703.109375, 189693.640625)
"Scherpenheuvel-Zichem";"Vlaams Brabant";"VB_VIE_006";"3150";"192659,833922276";"189621,781166636";c(192670.484375, 189628.859375)
"Scherpenheuvel-Zichem";"Vlaams Brabant";"VB_VIE_007";"3150";"192662,888051604";"189661,05271062";c(192674.515625, 189663.46875)
"Scherpenheuvel-Zichem";"Vlaams Brabant";"VB_VIE_008";"3150";"192560,495292437";"189801,770347827";c(192565.59375, 189816.9375)
"Schilde";"Antwerpen";"AN_RIN_001";"3130_aom";"164846,756536067";"219155,555455911";c(164801.796875, 219100.90625)
"Sint-Niklaas";"Oost-Vlaanderen";"OV_FON_001";"3150";"124948,83328584";"207420,979085564";c(124956.859375, 207415.796875)
"Sint-Niklaas";"Oost-Vlaanderen";"OV_FON_002";"3140";"124832,665963135";"207078,221398006";c(124827.3203125, 207065.578125)
"Stekene";"Oost-Vlaanderen";"OV_STB_001";"3130_aom;3140";"129193,08934661";"214922,164558343";c(129192.0546875, 214922.34375)
"Stekene";"Oost-Vlaanderen";"OV_STB_002";"3130_aom;3140";"129104,200156441";"214832,567676717";c(129128.3515625, 214835.703125)
"Tessenderlo";"Limburg";"LI_ABH_002";"3130_aom";"195020,999977244";"192948,268058789";c(194985.828125, 192950.953125)
"Tessenderlo";"Limburg";"LI_ABH_011";"3160";"196071,593722405";"193508,829583366";c(196032.53125, 193529.21875)
"Tongeren";"Limburg";"LI_DKV_001";"3140";"228667,70410825";"163549,636445227";c(228667.390625, 163548.375)
"Tongeren";"Limburg";"LI_DKV_002";"3140";"228701,111371199";"163527,61179632";c(228701.703125, 163526.078125)
"Turnhout";"Antwerpen";"AN_DUI_001";"3150";"189568,420088718";"217615,083486182";c(189578.65625, 217608.265625)
"Turnhout";"Antwerpen";"AN_DUI_002";"gh";"190183,508891451";"218335,368168134";c(190090.421875, 218362.171875)
"Turnhout";"Antwerpen";"AN_TVG_001";"3130_aom";"189725,014704452";"228982,086020824";c(189758.375, 228993.96875)
"Turnhout";"Antwerpen";"AN_TVG_002";"3110;3130_aom;3130_na";"190015,355609772";"229208,021891163";c(189915.90625, 229130.421875)
"Turnhout";"Antwerpen";"AN_TVG_003";"3130_aom;3130_na";"189380,68238261";"229111,568687469";c(189374.140625, 229237.984375)
"Turnhout";"Antwerpen";"AN_TVG_004";"3130_aom";"189500,693470321";"229041,48741131";c(189494.859375, 229054.046875)
"Turnhout";"Antwerpen";"AN_TVG_005";"3110;3130_aom;3130_na;3160";"189553,417550855";"228494,259791798";c(189519.265625, 228505.265625)
"Turnhout";"Antwerpen";"AN_TVG_006";"-";"189046,466340967";"228073,1923853";c(189097.421875, 228021.125)
"Veurne";"West-Vlaanderen";"WV_VEU_001";"-";"29955,1443218811";"197187,920051785";c(29955.14453125, 197187.921875)
"Vlissegem";"West-Vlaanderen";"WV_VLI_001";"-";"58980,6994087868";"217567,607862402";c(58985.71875, 217567.09375)
"Vorselaar";"Antwerpen";"AN_BLO_001";"gh";"177244,405738266";"215318,337829493";c(177388.625, 215235.46875)
"Wellen";"Limburg";"LI_BRB_001";"gh";"217905,160718051";"170242,81605913";c(217899.28125, 170241.984375)
"Westerlo";"Antwerpen";"AN_WES_001";"-";"182532,57104356";"195038,140824432";c(182505.28125, 195033.890625)
"Willebroek";"Antwerpen";"AN_HAZ_001";"3140";"151434,930117388";"195187,07271256";c(152465.109375, 194667.53125)
"Wingene";"West-Vlaanderen";"WV_GUP_002";"3130_aom;3130_na";"78146,8474233115";"196829,841306747";c(78154.046875, 196864.640625)
"Wuustwezel";"Antwerpen";"AN_E10_002";"3130_aom;3150";"165766,092778019";"229655,090545566";c(166511.9375, 229677.59375)
"Wuustwezel";"Antwerpen";"AN_GSV_008";"3130_aom";"166393,964647354";"229388,258095737";c(166408.6875, 229395.015625)
"Zandhoven";"Antwerpen";"AN_PUL_001";"3130_na;3150";"174286,897153035";"212315,484475379";c(174230.90625, 212262.296875)
"Zandhoven";"Antwerpen";"AN_PUL_002";"3150";"174396,948054337";"212510,297395012";c(174393.28125, 212493.8125)
"Zandhoven";"Antwerpen";"AN_PUL_003";"3130_na;3150";"174518,621876411";"212430,062698293";c(174466.25, 212543.515625)
"Zandhoven";"Antwerpen";"AN_PUL_004";"gh";"173964,957348365";"212079,040127051";c(173950.046875, 212228.4375)
"Zonhoven";"Limburg";"LI_MLV_005";"3130_aom;3130_na";"217205,286099513";"185799,572701786";c(217188.921875, 185826.28125)
"Zonhoven";"Limburg";"LI_MLV_006";"3130_na";"218290,421099334";"184807,204552949";c(218439.671875, 184739.234375)
"Zonhoven";"Limburg";"LI_MLV_007";"gh";"218460,199467461";"185594,810808564";c(218474.734375, 185491.71875)
"Zonhoven";"Limburg";"LI_MLV_008";"3130_aom";"216651,939234601";"186213,402338656";c(216562.203125, 186274.0625)
"Zonhoven";"Limburg";"LI_MLV_009";"gh";"217702,698945497";"185310,778982776";c(217702.734375, 185297.796875)
"Zonhoven";"Limburg";"LI_MLV_013";"3130_aom;3130_na";"218403,885427334";"184975,119910202";c(218508.15625, 184778.0625)
"Zonhoven";"Limburg";"LI_MLV_014";"3130_na";"218031,370681318";"184480,166194268";c(217921.421875, 184584.171875)
"Zonhoven";"Limburg";"LI_MLV_015";"3130_aom;3130_na";"217675,284542845";"185800,357760809";c(217752.453125, 185736.890625)
"Zonhoven";"Limburg";"LI_MLV_016";"3130_aom;3130_na;3140";"216800,54292574";"186123,860857086";c(216701.109375, 186049.171875)
"Zonhoven";"Limburg";"LI_MLV_018";"gh";"216884,291320324";"185961,386764674";c(216869.796875, 185860.3125)
"Zonhoven";"Limburg";"LI_MLV_020";"3130_aom;3130_na";"216927,438550159";"186212,389656303";c(216922.296875, 186184.625)
"Zonhoven";"Limburg";"LI_MLV_021";"3130_na";"217513,221573242";"186491,083547862";c(217522.375, 186440.265625)
"Zonhoven";"Limburg";"LI_MLV_022";"3130_na";"217562,583215499";"186584,392382319";c(217606.078125, 186503.234375)
"Zonhoven";"Limburg";"LI_MLV_023";"gh";"218186,511150837";"186058,139345848";c(218132, 186099.640625)
"Zonhoven";"Limburg";"LI_SBB_001";"3130_aom";"222739,066568155";"187222,918953965";c(222769.34375, 187264.140625)
"Zonhoven";"Limburg";"LI_SBB_002";"3130_aom";"222416,081718478";"186831,504737738";c(222373.25, 186695.734375)
"Zonhoven";"Limburg";"LI_SBB_003";"3150";"222188,853726655";"186843,858442525";c(222211.453125, 186773.921875)
"Zonhoven";"Limburg";"LI_SBB_004";"3130_aom;3130_na";"221558,236460876";"186289,51680464";c(221581.875, 186296.8125)
"Zonhoven";"Limburg";"LI_SBB_005";"3130_aom;3160";"223027,951408955";"187469,074753543";c(222968.765625, 187536.71875)
"Zonhoven";"Limburg";"LI_TER_001";"-";"218676,751305524";"185821,811307728";c(218676.75, 185821.8125)
"Zonhoven";"Limburg";"LI_TEU_001";"3130_aom;3160";"224731,206951943";"188394,824764929";c(224729.484375, 188414.890625)
"Zonhoven";"Limburg";"LI_TEU_002";"3130_aom;3160";"223344,181659785";"188401,257725313";c(223371.1875, 188410.6875)
"Zonhoven";"Limburg";"LI_TEU_003";"3110;3160";"224889,578193201";"188841,154653558";c(224869.796875, 188885.03125)
"Zonhoven";"Limburg";"LI_TEU_004";"3130_aom;3160";"223506,353779353";"188600,22152282";c(223425.90625, 188509.59375)
"Zonhoven";"Limburg";"LI_TEU_005";"3130_aom;3160";"225875,083351669";"188326,878074097";c(225814.28125, 188375.40625)
"Zonhoven";"Limburg";"LI_TEU_006";"3130_aom;3140";"224788,56009064";"188661,677446406";c(224717.59375, 188676.96875)
"Zonhoven";"Limburg";"LI_TEU_007";"3130_aom;3160";"224741,02147162";"188747,794108794";c(224668.5, 188738.34375)
"Zonnebeke";"West-Vlaanderen";"WV_POB_001";"3130_aom";"52891,5117551682";"172292,150917336";c(52891.51171875, 172292.15625)
"Zoutleeuw";"Vlaams Brabant";"VB_VIN_001";"gh";"203431,512055662";"170186,960522756";c(203001.359375, 170001.84375)
"Zoutleeuw";"Vlaams Brabant";"VB_VIN_002";"3150";"203639,568971396";"169930,589061073";c(203638.46875, 169926.921875)
"Zutendaal";"Limburg";"LI_ZUT_001";"3130_aom;3140";"232093,320908223";"178528,697165353";c(232076.15625, 178523.515625)
