rank,x,y,date,nh4,no3,po4,po4f,period_min,period_max,source
213836,241452,197091,2004-01-19,0.29,4.82,0,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2004-01-20,NA,6.87,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2004-01-20,0.66,3.4,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123574,187346,210000,2004-02-04,0.67,3.08,0.11,NA,2000-01-01,2006-12-31,H3260_v1_0
221004,245672,183550,2000-10-18,1.21,2.06,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
47686,179707,243397,2000-10-19,0.11,10.4,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111617,186904,232114,2000-10-19,0.98,3.18,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2000-10-20,NA,8.17,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2000-10-20,0.29,4.98,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2000-10-26,NA,1.67,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
259130,199929,215582,2000-10-26,0.17,1.31,0,NA,2000-01-01,2006-12-31,H3260_v1_0
204986,244766,184401,2000-07-26,1.69,0.55,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
212371,244877,161556,2000-07-26,0.13,6.27,0.21,NA,2000-01-01,2006-12-31,H3260_v1_0
241434,238265,208445,2000-07-31,0.39,4.7,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123559,185896,209550,2000-09-18,0.74,1.59,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
38402,197860,216731,2000-09-18,0.77,1.19,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
204986,244766,184401,2000-09-19,2.28,0.28,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
212371,244877,161556,2000-09-19,0.16,6.76,0.19,NA,2000-01-01,2006-12-31,H3260_v1_0
241434,238265,208445,2000-09-20,0.73,6.32,0.15,NA,2000-01-01,2006-12-31,H3260_v1_0
124176,204796,204545,2000-10-09,0.9,0.56,0.09,NA,2000-01-01,2006-12-31,H3260_v1_0
241434,238265,208445,2001-02-21,0.39,7.7,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
212371,244877,161556,2001-02-23,0.3,6.79,0,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2000-10-09,0.63,15,0.05,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2001-02-20,1.5,6.1,0.12,NA,2000-01-01,2006-12-31,H3260_v1_0
40171,250075,162498,2001-02-23,0.15,9.46,0,NA,2000-01-01,2006-12-31,H3260_v1_0
213836,241452,197091,2001-02-27,0.41,4.38,0,NA,2000-01-01,2006-12-31,H3260_v1_0
204986,244766,184401,2001-02-27,2.33,0.67,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
241434,238265,208445,2001-02-27,0.26,8.06,0,NA,2000-01-01,2006-12-31,H3260_v1_0
38402,197860,216731,2001-03-07,1.65,1.23,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
123559,185896,209550,2001-03-07,2.12,1.76,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
124176,204796,204545,2001-03-09,0.32,1.32,0,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2001-02-28,NA,16.7,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2001-02-28,1.33,5.95,0,NA,2000-01-01,2006-12-31,H3260_v1_0
40171,250075,162498,2002-08-27,0.33,13.8,0,NA,2000-01-01,2006-12-31,H3260_v1_0
213836,241452,197091,2002-08-29,1.24,0.59,0.3,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2002-08-30,0.72,4.37,0.15,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2002-08-30,0.07,12.9,0,NA,2000-01-01,2006-12-31,H3260_v1_0
35602,224807,211917,2002-08-30,1.97,4.71,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
123574,187346,210000,2002-09-10,0.13,1.17,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
40171,250075,162498,2002-09-25,0.08,13.6,0,NA,2000-01-01,2006-12-31,H3260_v1_0
213836,241452,197091,2002-09-26,0.58,1.09,0.15,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2002-09-27,1.22,3.64,0.17,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2002-09-27,0.1,10.7,0,NA,2000-01-01,2006-12-31,H3260_v1_0
212371,244877,161556,2002-08-27,0.08,5.7,0.31,NA,2000-01-01,2006-12-31,H3260_v1_0
241434,238265,208445,2002-08-29,0.11,6.11,0.26,NA,2000-01-01,2006-12-31,H3260_v1_0
204986,244766,184401,2002-08-29,5.92,0.41,3.12,NA,2000-01-01,2006-12-31,H3260_v1_0
123559,185896,209550,2002-09-10,0.17,1.18,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
38402,197860,216731,2002-09-10,0,0.59,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
212371,244877,161556,2002-09-25,0.48,5.6,0.45,NA,2000-01-01,2006-12-31,H3260_v1_0
35602,224807,211917,2002-09-27,0.71,4.43,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
206698,206838,210770,2002-10-03,0.21,0.87,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
123574,187346,210000,2002-10-11,0.06,1.17,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2002-10-08,0,3.6,0.14,NA,2000-01-01,2006-12-31,H3260_v1_0
40171,250075,162498,2002-10-29,0.13,13.4,0,NA,2000-01-01,2006-12-31,H3260_v1_0
213836,241452,197091,2002-10-30,0.19,3.17,0,NA,2000-01-01,2006-12-31,H3260_v1_0
204986,244766,184401,2002-09-26,3.64,0.26,0.55,NA,2000-01-01,2006-12-31,H3260_v1_0
241434,238265,208445,2002-09-26,0.86,6.11,0.23,NA,2000-01-01,2006-12-31,H3260_v1_0
124176,204796,204545,2002-10-10,0.18,0.56,0,NA,2000-01-01,2006-12-31,H3260_v1_0
38402,197860,216731,2002-10-11,0.12,0.5,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
123559,185896,209550,2002-10-11,0.33,1.2,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2002-10-31,0.97,4.01,0,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2002-10-31,0.1,12.4,0,NA,2000-01-01,2006-12-31,H3260_v1_0
35602,224807,211917,2002-10-31,0.49,5.75,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2002-10-22,0,12,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123574,187346,210000,2002-11-12,0.44,2.02,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2000-01-17,NA,2.7,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
259130,199929,215582,2000-01-17,0.33,1.8,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123478,178983,208404,2000-01-14,2.06,2.3,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
206652,203131,209305,2000-01-17,0.45,1.79,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
47686,179707,243397,2000-01-18,0.43,19.6,0,NA,2000-01-01,2006-12-31,H3260_v1_0
124176,204796,204545,2002-09-09,0.08,0.58,0.18,NA,2000-01-01,2006-12-31,H3260_v1_0
212371,244877,161556,2002-10-29,0.18,6.73,0,NA,2000-01-01,2006-12-31,H3260_v1_0
204986,244766,184401,2002-10-30,4.3,0.37,0.94,NA,2000-01-01,2006-12-31,H3260_v1_0
241434,238265,208445,2002-10-30,0.26,5.11,0.15,NA,2000-01-01,2006-12-31,H3260_v1_0
123574,187346,210000,2004-03-05,0.48,1.98,0.08,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2004-03-16,0,14,0,NA,2000-01-01,2006-12-31,H3260_v1_0
213836,241452,197091,2004-03-17,0,3.61,0,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2004-03-18,NA,13.6,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2004-03-18,0.92,5.3,0.16,NA,2000-01-01,2006-12-31,H3260_v1_0
111617,186904,232114,2000-01-18,0.85,8.53,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2000-01-19,1.86,8.08,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2000-01-19,NA,17.5,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
206652,203131,209305,2000-02-03,0.39,3.23,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
123478,178983,208404,2000-02-07,1,2.23,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2000-02-07,NA,2.57,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
259130,199929,215582,2000-02-07,0.49,1.62,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123574,187346,210000,2004-04-08,0.47,1.51,0.06,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2004-04-13,1.3,3.3,0.07,NA,2000-01-01,2006-12-31,H3260_v1_0
213836,241452,197091,2004-04-19,0,3.53,0.06,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2004-04-20,NA,11.2,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2004-04-20,0.73,5.18,0.13,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2000-02-18,0.34,2.8,0.13,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2000-02-18,0,14,0.05,NA,2000-01-01,2006-12-31,H3260_v1_0
47686,179707,243397,2000-02-15,0.48,16.3,0.2,NA,2000-01-01,2006-12-31,H3260_v1_0
111617,186904,232114,2000-02-15,0.72,9.02,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2000-02-16,NA,14.6,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2000-02-16,0.35,8.23,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
123574,187346,210000,2004-05-07,0,1.13,0,NA,2000-01-01,2006-12-31,H3260_v1_0
213836,241452,197091,2004-05-14,0.18,3.64,0.14,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2004-05-15,NA,9.59,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2004-05-15,0.46,3.9,0.24,NA,2000-01-01,2006-12-31,H3260_v1_0
123574,187346,210000,2004-06-07,0,0.8,0.07,NA,2000-01-01,2006-12-31,H3260_v1_0
221004,245672,183550,2000-02-17,4.98,1.48,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
47686,179707,243397,2000-05-26,0.35,12.5,0.15,NA,2000-01-01,2006-12-31,H3260_v1_0
111617,186904,232114,2000-05-26,0.74,3.5,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2000-05-29,NA,15.2,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2000-05-29,0.44,5.94,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
221004,245672,183550,2000-05-30,7.4,0.21,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2004-06-08,0.44,2.6,0.09,NA,2000-01-01,2006-12-31,H3260_v1_0
213836,241452,197091,2004-06-14,0.19,2.95,0.1,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2004-06-15,0.39,2.84,0.19,NA,2000-01-01,2006-12-31,H3260_v1_0
124176,204796,204545,2002-11-11,0.19,1.86,0.15,NA,2000-01-01,2006-12-31,H3260_v1_0
38402,197860,216731,2002-11-12,0.31,1.6,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
123559,185896,209550,2002-11-12,0.42,2.09,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
38402,197860,216731,2004-03-05,0.68,1.27,0.07,NA,2000-01-01,2006-12-31,H3260_v1_0
123559,185896,209550,2004-03-05,0.56,1.95,0.1,NA,2000-01-01,2006-12-31,H3260_v1_0
124176,204796,204545,2004-03-15,0,2.3,0,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2004-06-15,NA,6.62,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
123574,187346,210000,2004-07-06,0,0.54,0,NA,2000-01-01,2006-12-31,H3260_v1_0
213836,241452,197091,2004-07-15,0.23,2.92,0.12,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2004-07-16,NA,6.13,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
212371,244877,161556,2004-03-16,0,7.03,0.12,NA,2000-01-01,2006-12-31,H3260_v1_0
204986,244766,184401,2004-03-17,10.2,0.83,0.88,NA,2000-01-01,2006-12-31,H3260_v1_0
255345,228587,215507,2004-03-18,0.19,4.56,0.04,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2004-07-16,0.29,4.89,0.15,NA,2000-01-01,2006-12-31,H3260_v1_0
123574,187346,210000,2004-08-03,0.16,0.91,0.11,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2004-08-03,0,4.1,0.07,NA,2000-01-01,2006-12-31,H3260_v1_0
38402,197860,216731,2004-04-08,0.46,1.33,0.04,NA,2000-01-01,2006-12-31,H3260_v1_0
123559,185896,209550,2004-04-08,0.87,2.3,0.05,NA,2000-01-01,2006-12-31,H3260_v1_0
204986,244766,184401,2004-04-19,11.3,0,1.09,NA,2000-01-01,2006-12-31,H3260_v1_0
255345,228587,215507,2004-04-20,0,3.77,0,NA,2000-01-01,2006-12-31,H3260_v1_0
213836,241452,197091,2004-08-17,0.19,2.7,0.11,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2004-08-18,NA,4.55,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2004-08-18,0,4.4,0.15,NA,2000-01-01,2006-12-31,H3260_v1_0
123574,187346,210000,2004-09-02,0,0.95,0.09,NA,2000-01-01,2006-12-31,H3260_v1_0
212371,244877,161556,2004-04-21,0,5.76,0.25,NA,2000-01-01,2006-12-31,H3260_v1_0
38402,197860,216731,2004-05-07,0.18,0,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123559,185896,209550,2004-05-07,0.18,1.1,0,NA,2000-01-01,2006-12-31,H3260_v1_0
204986,244766,184401,2004-05-14,5.28,1.56,0.75,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2004-09-14,NA,5.06,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2004-09-14,0.65,3.54,0.12,NA,2000-01-01,2006-12-31,H3260_v1_0
213836,241452,197091,2004-09-16,0.27,2.66,0.09,NA,2000-01-01,2006-12-31,H3260_v1_0
123574,187346,210000,2004-10-04,0,1.19,0.11,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2000-07-12,NA,1.94,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
259130,199929,215582,2000-07-12,0.18,1.87,0,NA,2000-01-01,2006-12-31,H3260_v1_0
255345,228587,215507,2004-05-15,0.16,3.21,0.13,NA,2000-01-01,2006-12-31,H3260_v1_0
212371,244877,161556,2004-05-17,0.25,6.59,0.42,NA,2000-01-01,2006-12-31,H3260_v1_0
38402,197860,216731,2004-06-07,0.22,0,0.05,NA,2000-01-01,2006-12-31,H3260_v1_0
123559,185896,209550,2004-06-07,0,0.79,0.07,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2004-09-28,0.36,3.8,0.04,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2004-10-14,NA,5.76,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2004-10-14,0.39,4.4,0.15,NA,2000-01-01,2006-12-31,H3260_v1_0
213836,241452,197091,2004-10-15,0,3.17,0.07,NA,2000-01-01,2006-12-31,H3260_v1_0
123574,187346,210000,2004-11-03,0.28,1.15,0,NA,2000-01-01,2006-12-31,H3260_v1_0
213836,241452,197091,2004-11-16,0,3.32,0,NA,2000-01-01,2006-12-31,H3260_v1_0
206652,203131,209305,2000-07-13,0.36,1.15,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
221004,245672,183550,2000-07-26,2.86,0.37,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
47686,179707,243397,2000-07-27,0.17,10.1,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111617,186904,232114,2000-07-27,0.51,2.72,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2000-07-28,NA,4.29,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2000-07-28,0.72,3.73,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
123478,178983,208404,2000-09-18,0.76,1.74,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2000-09-18,NA,1.28,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
204986,244766,184401,2004-06-14,12.3,0,1.87,NA,2000-01-01,2006-12-31,H3260_v1_0
255345,228587,215507,2004-06-15,0,2.28,0.13,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2004-11-18,NA,4.59,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2004-11-18,3.19,4.39,0.264,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2004-11-23,0.34,4.3,0.18,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2004-11-24,0.38,8.6,0,NA,2000-01-01,2006-12-31,H3260_v1_0
213836,241452,197091,2004-12-16,0,3.68,0,NA,2000-01-01,2006-12-31,H3260_v1_0
259130,199929,215582,2000-09-18,0.24,1.9,0,NA,2000-01-01,2006-12-31,H3260_v1_0
221004,245672,183550,2000-09-19,2.34,0.2,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2000-09-21,NA,13,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2000-09-21,0.55,5.34,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
47686,179707,243397,2000-09-22,0.13,11.2,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111617,186904,232114,2000-09-22,0,2.37,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238759,225609,198258,2004-12-17,NA,9.55,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238515,223950,218080,2004-12-17,1.17,5.53,0.138,NA,2000-01-01,2006-12-31,H3260_v1_0
123574,187346,210000,2004-12-02,0.47,1.82,0.088,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2000-10-06,0.72,1.2,0.07,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2000-10-09,0.77,14,0,NA,2000-01-01,2006-12-31,H3260_v1_0
47686,179707,243397,2001-02-22,0.51,12.6,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111617,186904,232114,2001-02-22,0.78,4.98,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
221004,245672,183550,2001-02-27,4.81,0.49,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2001-02-28,NA,16.9,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2001-02-28,0.83,9.11,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2001-03-07,NA,1.87,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
259130,199929,215582,2001-03-07,0.44,1.88,0.17,NA,2000-01-01,2006-12-31,H3260_v1_0
123478,178983,208404,2001-03-07,0.78,1.78,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
206652,203131,209305,2001-03-08,0.41,1.71,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2000-04-05,NA,1.58,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
259130,199929,215582,2000-04-05,0.43,1.43,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123478,178983,208404,2000-04-05,0.66,2.16,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
206652,203131,209305,2000-04-06,0.4,1.93,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
47686,179707,243397,2000-04-26,0.21,10.1,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111617,186904,232114,2000-04-26,0.6,3.6,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2000-04-27,NA,16.3,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2000-04-27,0.58,7.26,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
221004,245672,183550,2000-04-25,5.45,0.94,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2000-05-03,NA,1.44,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
259130,199929,215582,2000-05-03,0.21,1.44,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123478,178983,208404,2000-05-03,0.54,1.91,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
206652,203131,209305,2000-05-05,0.39,1.24,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
212371,244877,161556,2004-06-16,0,5.42,0.31,NA,2000-01-01,2006-12-31,H3260_v1_0
38402,197860,216731,2004-07-06,0.27,0,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123559,185896,209550,2004-07-06,0,0.56,0,NA,2000-01-01,2006-12-31,H3260_v1_0
212371,244877,161556,2004-07-14,0.16,5.35,0.37,NA,2000-01-01,2006-12-31,H3260_v1_0
206652,203131,209305,2000-11-20,0.37,1.54,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
47686,179707,243397,2000-12-07,0.41,15.4,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111617,186904,232114,2000-12-07,0.6,4.54,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2000-12-08,NA,12.7,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2000-12-08,0.64,7.21,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
221004,245672,183550,2000-12-11,4.7,0.52,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
204986,244766,184401,2004-07-15,1.15,0.78,0.08,NA,2000-01-01,2006-12-31,H3260_v1_0
255345,228587,215507,2004-07-16,0,2.25,0.07,NA,2000-01-01,2006-12-31,H3260_v1_0
123559,185896,209550,2004-08-03,0,0.9,0.11,NA,2000-01-01,2006-12-31,H3260_v1_0
38402,197860,216731,2004-08-03,0,0.57,0.1,NA,2000-01-01,2006-12-31,H3260_v1_0
204986,244766,184401,2004-08-17,0.95,0.56,0.07,NA,2000-01-01,2006-12-31,H3260_v1_0
255345,228587,215507,2004-08-18,0,1.9,0.08,NA,2000-01-01,2006-12-31,H3260_v1_0
212371,244877,161556,2004-08-19,0,3.61,0.38,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2000-12-14,NA,2.46,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
259130,199929,215582,2000-12-14,0.41,2.13,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123478,178983,208404,2000-12-14,0.51,2.49,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
206652,203131,209305,2000-12-15,0.41,1.67,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
123478,178983,208404,2000-07-10,0.8,1.93,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
123478,178983,208404,2000-08-18,0.24,1.72,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2000-08-18,NA,0.84,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
259130,199929,215582,2000-08-18,0.14,1.06,0,NA,2000-01-01,2006-12-31,H3260_v1_0
206652,203131,209305,2000-08-21,0.13,1.42,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
221004,245672,183550,2000-08-22,2.88,0.72,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
123559,185896,209550,2004-09-02,0,0.98,0.08,NA,2000-01-01,2006-12-31,H3260_v1_0
38402,197860,216731,2004-09-02,0.24,1.06,0.05,NA,2000-01-01,2006-12-31,H3260_v1_0
255345,228587,215507,2004-09-14,0,1.81,0,NA,2000-01-01,2006-12-31,H3260_v1_0
47686,179707,243397,2000-08-23,0.43,8.23,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111617,186904,232114,2000-08-23,0.24,1.84,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2000-08-24,NA,14,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2000-08-24,0.39,6.46,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
206652,203131,209305,2000-09-14,0.1,1.45,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2001-01-15,1,2,0.08,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2001-01-16,0.39,18,0.05,NA,2000-01-01,2006-12-31,H3260_v1_0
206652,203131,209305,2001-01-09,0.35,2.01,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
123478,178983,208404,2001-01-08,0.49,2.9,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2001-01-08,NA,2.73,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
259130,199929,215582,2001-01-08,0.17,2.29,0,NA,2000-01-01,2006-12-31,H3260_v1_0
212371,244877,161556,2004-09-15,0,5.91,0.61,NA,2000-01-01,2006-12-31,H3260_v1_0
204986,244766,184401,2004-09-16,1.2,1.27,0.05,NA,2000-01-01,2006-12-31,H3260_v1_0
38402,197860,216731,2004-10-04,0,0.78,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123559,185896,209550,2004-10-04,0,1.23,0.08,NA,2000-01-01,2006-12-31,H3260_v1_0
47686,179707,243397,2001-01-31,0.43,16.6,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111617,186904,232114,2001-01-31,0.69,5.57,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
221004,245672,183550,2001-01-29,2.3,1.12,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2001-02-02,NA,2.53,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
259130,199929,215582,2001-02-02,0.44,1.96,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123478,178983,208404,2001-02-02,1,2.3,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2001-01-26,NA,12.2,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2001-01-26,0.67,7.4,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
206652,203131,209305,2001-02-06,0.37,1.98,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2001-04-09,0,1.5,0,NA,2000-01-01,2006-12-31,H3260_v1_0
47686,179707,243397,2001-04-25,0.46,9.3,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111617,186904,232114,2001-04-25,0.64,3.34,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
221004,245672,183550,2001-04-27,3.78,1.14,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2001-04-30,0.59,7.98,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2001-04-30,NA,13.9,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
206652,203131,209305,2001-05-03,0.28,1.28,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
123478,178983,208404,2001-05-04,0.65,1.6,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
