CODEPLAS	index_0m	index_50m	index_100m	index_150m	index_200m
WVLHAR0040	2.680412371	3.58988764	4.193766938	4.150065531	3.895543175
WVLHAR0041	3.052631579	3.744565217	3.809037901	4.0351418	3.122538293
WVLHAR0042	2.983606557	3.89673913	3.717836257	4.207964602	3.997191011
WVLHAR0043	2.333333333	3.703488372	4.139175258	4.299615877	3.979166667
WVLHAR0044	2.418181818	4.006097561	2.941011236	4.292941176	3.301815431
WVLHAR0045	3.169811321	4.056818182	3.816353887	4.32382763	3.997165131
WVLHAR0046	2.770833333	3.954545455	3.83919598	4.154425612	3.938590821
WVLHAR0047	2.818181818	4	3.543478261	4.25	3.909350464
WVLHAR0048	2.342105263	3.245901639	4.174157303	3.9765625	3.884005764
WVLHAR0049	2.837349398	4.579787234	4.235294118	3.849299065	3.96519411
WVLHAR0050	3.05	4	3.094748858	3.815374507	3.568459658
WVLHAR0051	3.224637681	3.958823529	4.018427518	4.217250324	3.936797753
WVLHAR0052	3.627659574	4.161904762	4.160904255	4.16835443	3.926080893
WVLHAR0053	3.258426966	3.451923077	4.307594937	3.888888889	4.025928521
WVLHAR0054	2.428571429	3.931034483	3.948648649	4.244764398	3.909903714
WVLHAR0055	2.770833333	4.327586207	4.360986547	4.211562116	3.910769231
WVLHAR0056	3.205645161	4.084337349	4.248641304	4.112101911	3.985984583
WVLHAR0057	3	4.406976744	4.259036145	4.306451613	3.946627131
WVLHAR0058	2.631578947	3.689189189	4.138676845	3.971643519	3.540714286
WVLHAR0059	3.212765957	3.382352941	3.896766169	4.242086753	3.938804896
WVLHAR0060	2.952380952	3.356481481	4.001420455	4.210025381	3.782032401
WVLHAR0061	2.853535354	3.873563218	4.150666667	4.374378109	3.81547619
WVLHAR0062	3.066666667	3.424418605	4.100566572	4.139747191	3.939985539
WVLHAR0063	2.878787879	3.366533865	4.012676056	4.188303342	3.99113082
WVLHAR0064	3.276041667	3.848314607	4.127659574	4.164540816	3.923293455
WVLHAR0065	2.639784946	3.905882353	3.672972973	4.196428571	3.985936343
WVLHAR0066	2.6	4.073033708	4.127819549	4.267688679	3.984126984
WVLHAR0067	2.948051948	4.143678161	4.3275	4.293040293	4.00746826
WVLHAR0068	2.826086957	4.23255814	2.540229885	4.278255528	3.923366834
WVLHAR0069	2.653543307	3.638297872	3.419836957	4.221794872	3.229671897
WVLHAR0070	2.266129032	4.22815534	4.208333333	4.054913295	3.674208145
WVLHAR0071	3	3.794444444	3.178654292	4.136200717	3.978947368
WVLHAR0072	2.622302158	3.558823529	4.259179266	4.189086294	3.981132075
WVLHAR0073	2.768907563	3.957894737	4.409348442	4.012305699	3.978386167
WVLHAR0074	3.073891626	3.905555556	4.208823529	3.994323557	3.986263736
WVLHAR0075	2.451612903	3.989247312	3.754285714	4.140296663	3.422137405
WVLHAR0076	3.233333333	4.123529412	3.964102564	4.310096154	3.850549451
WVLHAR0077	3.444444444	4.158823529	4.196721311	4.172009864	3.732732733
WVLHAR0078	3.078651685	2.705645161	3.917948718	4.191396509	3.292460015
WVLHAR0079	2.844298246	3.844827586	3.553164557	4.077313054	3.911272727
WVLHAR0080	2.964285714	3.911764706	3.493055556	3.939783491	3.952274422
WVLHAR0081	3.170454545	4.126436782	3.568831169	4.012163892	3.606911447
WVLHAR0082	2.22826087	4.03030303	4.168367347	4.287220844	4.035311796
WVLHAR0083	2.911764706	4.005681818	2.857142857	4.323047859	3.939564301
WVLHAR0084	3.408450704	3.869047619	3.611111111	4.388957816	3.849775785
WVLHAR0085	3.034883721	4.06097561	4.333333333	4.290513834	3.968382353
WVLHAR0086	2.546875	3.938202247	3.861189802	4.218149038	3.937154696
WVLHAR0087	3.011627907	3.860215054	3.785714286	4.413071066	3.124002901
WVLHAR0088	2.921686747	4.119318182	4.152	3.996174863	3.914492754
WVLHAR0089	2.869565217	3.870967742	3.294621027	4.181203931	3.9724438
WVLHAR0090	3.3046875	3.775862069	4.135309278	4.225029377	4.041252865
WVLHAR0091	2.825	3.867816092	3.848445596	4.061302682	4.010512484
WVLHAR0092	2.964285714	3.965909091	2.886554622	4.011070111	4.038017651
WVLHAR0093	2.846153846	3.827380952	4.247395833	4.185987261	3.883561644
WVLHAR0094	2.777217742	3.916666667	3.956578947	4.018726592	3.939169139
WVLHAR0095	3.233695652	3.93258427	3.257534247	4	3.759090909
WVLHAR0096	3.618421053	3.863095238	4.025132275	3.999466382	3.991501416
WVLHAR0097	2.163934426	4.162790698	3.038461538	4.361676647	3.986466165
WVLHAR0098	2.769230769	3.88372093	4.196327684	4.245061728	3.424743444
WVLHAR0099	2.601955307	4.052941176	3.248626374	4.193034238	4.015232292
WVLHAR0100	3.402439024	4.042682927	3.079012346	4.416666667	3.965568862
WVLHAR0101	3.127737226	3.767857143	4.320422535	4.225097025	3.720092025
WVLHAR0102	2.970414201	3.839285714	3.989071038	4.054627249	3.004521477
WVLHAR0103	3.112	3.966666667	4.197142857	4.054637865	4.016405136
WVLHAR0104	2.688405797	3.850574713	4.215492958	4.259064327	4.026726058
WVLHAR0105	2.91025641	3.515957447	3.525	4.174358974	3.993630573
WVLHAR0106	2.866071429	3.747368421	4.335492228	3.955555556	3.991784914
WVLHAR0107	2.615384615	3.633333333	3.980855856	4.121586476	3.558659218
WVLHAR0108	2.932291667	4.14893617	4.352054795	4.2374541	3.995680346
WVLHAR0109	2.942622951	2.009433962	4.162412993	3.749698432	4.013679891
WVLHAR0110	2.5	3.640804598	4.116	4.316167665	4.032444124
WVLHAR0111	3.181318681	3.313559322	4.183760684	4.046113307	3.966517857
WVLHAR0112	2.623376623	3.936170213	4.123324397	4.214285714	3.935553946
WVLHAR0113	3.121495327	3.5	3.776762402	3.569587629	3.876732312
WVLHAR0114	2.770053476	4.043956044	3.846855984	3.829545455	3.967834167
WVLHAR0115	2.820512821	4.094444444	4.397172237	3.950199203	3.956035768
WVLHAR0116	2.90625	3.93373494	4.297333333	3.917405765	3.992
WVLHAR0117	2.794871795	3.951807229	4.096401028	4.442708333	3.951091046
WVLHAR0118	2.686915888	3.436046512	4.256544503	3.029553679	3.920487106
WVLHAR0119	2.612359551	4.01744186	4.289141414	2.521810251	3.49604601
WVLHAR0120	2.727272727	3.718390805	4.173134328	4.290942928	3.860918817
WVLHAR0123	2.804761905	3.911764706	3.719753086	4.101096224	3.976353928
WVLHAR0124	2.568627451	4.066326531	4.070876289	4.424648787	3.98204023
WVLHAR0125	2.672619048	3.989583333	4.05511811	3.852009744	3.862897527
WVLHAR0126	2.29787234	3.882352941	3.933333333	4.269230769	3.733895706
WVLHAR0127	3.342465753	3.852941176	3.898457584	3.885658915	3.946348733
WVLHAR0128	2.574626866	4.082417582	4.242857143	4.161270237	3.76083707
WVLHAR0129	3.441489362	3.137037037	4.203216374	3.99758162	2.867069486
WVLHAR0130	2.807860262	3.194968553	4.149874055	4.259043928	3.379310345
WVLHAR0131	2.610108303	4.004201681	4.036175711	4.317509248	4.005586592
WVLHAR0132	3	2.960526316	4.442666667	4.338770389	3.925461255
WVLHAR0133	2.402439024	3.108146067	4.371501272	2.674507659	4.014705882
WVLHAR0134	2.891791045	3.395	4.029745042	4.233821734	3.832564272
WVLHAR0135	3.25	4.032608696	4.101671309	4.223163842	3.904831625
WVLHAR0137	3.098039216	4.20754717	4.077411168	4.32806574	3.978367062
WVLHAR0138	2.862676056	3.844	4.097826087	4.082041344	3.956748695
WVLHAR0139	2.777777778	4.087912088	4.251870324	4.18159204	3.682843472
WVLHAR0140	3.115384615	3.239361702	4.168055556	3.389412998	3.957356077
WVLHAR0141	2.964539007	4.14516129	4.078740157	4.146226415	3.97790449
WVLHAR0142	2.936305732	4.357142857	3.300518135	4.133872976	4.021602787
WVLHAR0143	2.621890547	3.814516129	4.224514563	4.245180723	3.959285714
WVLHAR0144	2.834183673	3.9425	4.057831325	4.211734694	4.011134308
WVLHAR0145	2.763313609	3.747311828	4.302898551	4.158	3.967953387
WVLHAR0146	3.52238806	3.345	4.256944444	4.464878672	3.489122281
WVLHAR0147	2.50625	3.893129771	4.192753623	4.211928934	3.862172285
WVLHAR0148	3.346153846	4.461111111	4.242339833	4.234629862	4.047619048
WVLHAR0149	3.2	3.582706767	4.236585366	4.087112172	3.629385965
WVLHAR0150	2.793333333	3.517482517	4.283068783	3.079445145	3.881088825
WVLHAR0151	3.5	2.381764993	3.941558442	4.191846523	3.95
WVLHAR0152	3.5	4.362318841	4.016372796	4.331606218	3.788375559
WVLHAR0153	3.60989011	3.943965517	4.081196581	3.42226614	3.994856723
WVLHAR0154	3.582089552	3.863636364	3.925587467	4.283373786	3.540662651
WVLHAR0155	3.712121212	3.134782609	4.127371274	3.987594391	3.980980249
WVLHAR0156	3.77027027	4.163551402	4.311813187	4.156826568	3.140323824
WVLHAR0157	3.5	3.821100917	4.009009009	4.149375	3.865277778
WVLHAR0158	3.134433962	4.277777778	4.104679803	4.187358916	4.005208333
WVLHAR0159	2.93697479	4.3	4.237837838	3.878269618	3.999252057
WVLHAR0161	3.236842105	3.201986755	4.115315315	4.341346154	3.834381551
WVLHAR0164	3.225	4.039215686	4.162729659	4.205707491	3.613050076
WVLHAR0165	3.5	2.345794393	3.961152882	4.303464755	4.00279916
WVLHAR0166	3.137096774	4.071428571	3.855421687	4.151285047	3.967672414
WVLHAR0167	3.390410959	3.877659574	3.93079096	4.326042726	3.547314578
WVLHAR0168	4.131578947	4.043269231	4.201949861	4.196878752	3.879098361
WVLHAR0169	3.355932203	3.566666667	4.144	4.134020619	3.99389002
WVLHAR0170	4.0625	4.12109375	3.896805897	3.785272277	3.751687922
WVLHAR0171	3.42	3.966019417	4.305714286	4.441614907	3.714179104
WVLHAR0172	3.112903226	3.98	4.107049608	3.748081841	4.033576642
WVLHAR0173	3.5	4.211538462	4.071232877	4.05974026	3.783096485
WVLHAR0174	3.227272727	3.22972973	4.187943262	4.262141968	3.850691916
WVLHAR0175	3.5	4.343137255	3.909952607	4.136071887	3.896017699
WVLHAR0176	3.34375	4.073913043	4.170702179	3.992771084	3.994126285
WVLHAR0177	4.108108108	3.622641509	4.353658537	4.184447301	3.991294886
WVLHAR0178	3.444444444	2.489795918	4.245945946	4.359452736	3.961373391
WVLHAR0179	3.230769231	2.862962963	4.478947368	4.317532468	3.87382161
WVLHAR0180	3.5	4.259433962	4.123955432	4.284375	3.5625
WVLHAR0181	3.5	3.877358491	4.026315789	3.410800971	3.946103423
WVLHAR0182	4.428571429	4	4.112771739	3.949275362	3.974016333
WVLHAR0183	3.25	3.63559322	4.135869565	4.424278846	3.873722628
WVLHAR0184	3.163265306	4.058558559	4.22195122	4.296781883	3.358345021
WVLHAR0185	3.588235294	3.48989899	4.294642857	4.106832298	3.859770115
WVLHAR0186	2.626373626	3.943396226	4.299485861	4.297438882	3.982810164
WVLHAR0187	3.840909091	3.867021277	4.211325967	3.502666667	3.977272727
WVLHAR0188	3.306451613	3.622340426	4.046539379	4.217639594	3.951983299
WVLHAR0189	3.5	3.892638037	4.055555556	3.869250986	3.95979021
WVLHAR0190	2	3.26	4.056910569	3.451203209	4.020958084
WVLHAR0191	3.285714286	3.785046729	4.026388889	4.328105395	2.531757755
WVLHAR0192	3.95	3.975	3.989071038	4.3046875	3.968836565
WVLHAR0193	3.371794872	3.675257732	4.084635417	3.667288557	3.970092025
WVLHAR0194	3.32	4.004901961	4.191435768	4.28496732	3.937762238
WVLHAR0195	4.85	4.282051282	4.07480315	4.198067633	3.745098039
WVLHAR0196	3.5	2.954545455	4.171052632	4.404980341	4.006258693
WVLHAR0197	3.552631579	4.064516129	4.015320334	4.396815287	2.920799408
WVLHAR0198	2.679487179	4.045454545	3.955163043	4.29009434	3.97641857
WVLHAR0200	3.706896552	4.338842975	3.975146199	3.248125	3.995594714
WVLHAR0201	3.101449275	3.90952381	4.031855956	4.069548872	3.796783626
WVLHAR0202	4	4.12585034	4.235449735	4.306390977	3.934357542
WVLHAR0203	2.436170213	4.067961165	4.304289544	4.402684564	4.013456091
WVLHAR0204	3.416666667	3.984615385	4.44973545	4.206270627	3.857036485
WVLHAR0205	3.191176471	4.207627119	4.24	4.419930876	4.017094017
WVLHAR0206	4.294117647	3.794354839	4.184343434	4.016042781	4.015669516
WVLHAR0209	3.964285714	4.030612245	4.101434426	4.118523316	3.920671243
WVLHAR0210	3.303571429	4.198198198	4.396174863	4.00265252	3.782608696
WVLHAR0211	3.5	4.083333333	3.936946903	4.369987849	3.928024502
WVLHAR0212	3.5	3.826315789	4.129533679	4.214473684	3.910724638
WVLHAR0213	3.206896552	4.153153153	4.073849879	3.383472609	3.970341715
WVLHAR0214	3.5	3.185185185	4.021857923	4.313413015	4.003728561
WVLHAR0215	3.5	4.070833333	4.045103093	4.355832241	3.971556886
WVLHAR0216	3	4.286885246	4.153116531	4.023616734	3.838755304
WVLHAR0217	3.407407407	3.404255319	4.022606383	3.058047493	3.12398524
WVLHAR0218	3.234375	2.021052632	3.994285714	4.255528256	3.497851003
WVLHAR0219	3.290322581	3.206730769	3.956289979	4.346701164	3.91623806
WVLHAR0220	3.4	4.194915254	4.337531486	4.294188862	4.002115656
WVLHAR0221	3.5	3.167883212	4.093264249	4.073472042	3.924872356
WVLHAR0222	4.477272727	4.086092715	4.067567568	3.86829559	3.215568862
WVLHAR0223	3	4.219387755	4.425126904	4.480173482	3.948250729
WVLHAR0224	3.458333333	3.926966292	4.212201592	4.362790698	3.976101568
WVLHAR0225	3.247058824	3.612244898	3.980769231	4.27300995	3.560303239
WVLHAR0226	3.540540541	3.675213675	3.986338798	4.24611399	4.032854209
WVLHAR0227	3	4.105769231	4.136803874	4.341022444	3.941660947
WVLHAR0228	3.868421053	3.867521368	4.122252747	3.999368687	3.998514116
WVLHAR0229	2.754385965	3.408333333	3.924675325	4.371146732	3.923850575
WVLHAR0230	2.170731707	2.401960784	3.95480226	4.299095607	4.014760148
WVLHAR0231	3.5	3.448275862	4.229381443	4.383647799	4.002888087
WVLHAR0232	3.25	3.961864407	3.830808081	4.102748691	3.540195342
WVLHAR0233	4.071428571	2.3125	4.222636816	4.32037037	3.711394303
WVLHAR0234	3.636363636	3.509009009	4.010115607	3.286419753	3.963963964
WVLHAR0235	3.207792208	4.259259259	4.161038961	4.141361257	4.008727273
WVLHAR0236	3.491803279	3.828125	3.415966387	4.173333333	3.984408221
WVLHAR0237	3.240740741	3.732142857	3.909620991	4.291201983	3.914552737
WVLHAR0238	3.5	4.013761468	3.817002882	4.21030303	3.609665428
WVLHAR0239	3.263157895	3.030769231	3.550675676	3.973226238	3.717375631
WVLHAR0240	3.219246032	4.103448276	4.379603399	4.217532468	3.957416608
WVLHAR0241	4.083333333	3.808695652	2.813451777	4.13559322	3.88957476
WVLHAR0242	3.5	2.445	2.426373626	2.7176781	3.68962963
WVLHAR0243	3.78125	3.991071429	4.217105263	3.263959391	4.018646409
WVLHAR0244	3	4.204545455	4.092875318	4.465352449	3.986813187
WVLHAR0245	3.5	3.872727273	4.400826446	4.172215109	3.80816922
WVLHAR0246	3.411764706	3.082524272	3.747409326	4.218301435	3.972063037
WVLHAR0247	3.509615385	3.968181818	4.245382586	4.256651885	3.953558052
WVLHAR0248	3	2.882352941	4.074229692	4.351077313	4.018374558
WVLHAR0249	3.5	4.355	3.993403694	4.169258373	4.013615734
WVLHAR0250	4.148648649	2.880952381	4.010126582	4.358625162	3.932397959
WVLHAR0251	3.413043478	2.47983871	4.247222222	3.952595937	3.728496634
WVLHAR0252	3.375	4.448148148	4.294041451	4.392288862	3.973537604
WVLHAR0253	3.333333333	3.62745098	4.215608466	4.314792176	3.9724438
WVLHAR0254	3.941176471	3.963157895	2.313053097	4.279220779	3.55187638
WVLHAR0255	2	4.163265306	4.231865285	4.233990148	3.996301775
WVLHAR0257	3.416666667	3.64516129	4.191685912	4.246737841	3.984229391
WVLHAR0258	3	4.262931034	4.355227882	4.332075472	3.988319273
WVLHAR0259	3.303571429	3.930555556	4.082402235	3.444589309	4.089142091
WVLHAR0260	3.275	4.466346154	4.109210526	4.131510417	3.817293233
WVLHAR0261	3.5	3.982142857	3.174686192	4.146126761	3.984760522
WVLHAR0262	3.5	4.041284404	4.110294118	4.005681818	3.908893709
WVLHAR0263	4.05	4.056701031	4.159630607	4.199017199	3.992360581
WVLHAR0264	3.5	3.981481481	4.179292929	4.458579882	4.004267425
WVLHAR0265	4.014285714	3.707964602	4.168956044	4.134241245	3.641353383
WVLHAR0266	4.181818182	3.81871345	3.960869565	4.255089059	3.38960313
WVLHAR0267	3.6125	4.322033898	4.48489011	3.506535948	3.759943182
WVLHAR0268	3.8125	4.15	4.15902965	4.206179067	4.015239478
WVLHAR0269	3.5	3.905172414	4.20855615	3.065807327	3.9496997
WVLHAR0270	3.5	3.768181818	3.971177945	4.187943262	3.994912791
WVLHAR0271	3.416666667	4.358333333	3.119565217	4.23540856	3.969805895
WVLHAR0272	3.5	3.989247312	4.162436548	4.427178153	3.962071481
WVLHAR0273	3.5	3.798387097	4.30027933	4.297377831	3.729801325
WVLHAR0274	3.5	3.982758621	3.380747126	3.745333333	3.743311641
WVLHAR0275	3.738095238	3.540909091	4.167938931	4.319327731	3.974833457
WVLHAR0276	3.62	3.637254902	4.041304348	4.133456335	3.892228739
WVLHAR0277	3.615384615	3.5	4.045336788	3.683360258	3.624150943
WVLHAR0278	3	4.160714286	4.115691489	4.27636153	3.996307238
WVLHAR0279	3.416666667	3.844086022	4.119815668	4.316666667	3.962906889
WVLHAR0280	3.166666667	4.008333333	3.740667976	3.813315927	3.944341373
WVLHAR0281	3.1875	3.931034483	4.431077694	4.112046632	3.800423131
WVLHAR0282	3.347826087	4.37037037	4.325870647	4.100505689	3.974877879
WVLHAR0283	3	4.066666667	4.3275	4.125326371	3.757532281
WVLHAR0284	3.487804878	3.969387755	3.976829268	4.086818758	3.931884058
WVLHAR0285	3.5	3.914141414	4.329365079	4.265984655	3.960244648
WVLHAR0286	3.333333333	3.974576271	4.08625	4.22866242	4.004946996
WVLHAR0287	2	3.981481481	4.084722222	4.28765324	3.90494012
WVLHAR0288	2.703431373	4.148760331	3.883507853	4.369618696	3.97173913
WVLHAR0289	3.148809524	4.118811881	4.370712401	4.143929912	3.918032787
WVLHAR0291	2.686046512	3.96460177	3.633879781	3.8045	3.929098966
WVLHAR0292	3.5	3.403508772	4.015449438	4.122641509	3.927963327
WVLHAR0293	3.0625	4.1171875	4.271164021	4.394430052	3.475501114
WVLHAR0294	3.371794872	4.158730159	4.077777778	4.235741445	3.993396919
WVLHAR0295	3.5	4.053763441	3.924936387	3.521058965	3.896797153
WVLHAR0296	3.8	4.185	4.171270718	4.263368984	3.786140089
WVLHAR0297	3.5	4.076086957	4.306578947	4.198567708	3.625368732
WVLHAR0298	3.25	4.245	4.181179775	4.117723157	3.98964497
WVLHAR0299	3.5	4.102362205	4.131742739	4.371010638	3.926533524
WVLHAR0300	3.133333333	4.154545455	3.320051414	4.415576694	3.177147239
WVLHAR0301	3.288888889	3.916666667	3.903458213	4.252376426	3.9375
WVLHAR0302	3.954545455	3.890756303	4.36375	4.224183007	3.995597946
WVLHAR0303	3.5	4.101010101	4.155940594	2.629820051	4.005943536
WVLHAR0304	3.14	3.668316832	3.970899471	4.369976359	3.996934866
WVLHAR0305	3.5	3.879310345	4.204819277	4.094885599	3.632823366
WVLHAR0306	2.27826087	4.027777778	3.467930029	4.385167464	2.650262467
WVLHAR0307	3.326347305	4.223809524	4.208672087	3.869974874	3.825633383
WVLHAR0308	2.752873563	3.917218543	3.679083095	4.413690476	2.984536082
WVLHAR0309	3.095588235	3.866935484	3.483823529	2.80587484	3.994126285
WVLHAR0310	2.911512027	4.028301887	4.290106952	4.209821429	4.01230992
WVLHAR0311	3	4.086206897	4.189606742	4.28425096	3.853156146
WVLHAR0312	4	4.145454545	3.501312336	3.997607656	3.80458221
WVLHAR0313	3.5	3.867768595	4.323943662	4.377245509	3.960565476
WVLHAR0314	3.161904762	3.968992248	4.167085427	4.45934466	3.936826992
WVLHAR0315	4.227272727	3.87755102	4.492997199	4.154792746	4.012241775
WVLHAR0317	3	4.225	4.360881543	4.288508557	3.774658574
WVLHAR0318	3.553571429	4.00462963	4.31004902	4.288156288	3.935906773
WVLHAR0319	3.817073171	3.951612903	3.3230563	4.204272363	3.993248312
WVLHAR0320	3.127358491	4.329896907	4.031830239	4.164169788	3.96277738
WVLHAR0321	3.5	3.960176991	4.248670213	4.156123822	3.57986374
WVLHAR0322	3.338709677	4.038095238	4.442815249	4.30217186	3.993318486
WVLHAR0323	3	4.007518797	4.163310962	4.284324324	3.928327645
WVLHAR0324	2.888349515	3.848484848	4.424170616	4.414935065	3.947683109
WVLHAR0325	4.482758621	4.071428571	4.023460411	4.241558442	2.840994725
WVLHAR0327	2.770491803	4.154867257	4.008403361	4.010856454	3.947717231
WVLHAR0328	2.689440994	3.862903226	3.764450867	3.240693196	3.612664005
WVLHAR0329	2.123024605	4.102803738	4.294871795	3.531941032	3.940828402
WVLHAR0330	3.43442623	4.53125	4.08739255	4.01660281	3.742588576
WVLHEU0001	3.134615385	3.99009901	3.18125	4.310983397	3.891991183
WVLHEU0002	2.676923077	3.727722772	4.357142857	4.357142857	3.940714286
WVLHEU0003	2	4.028571429	4.345609065	4.252223634	3.821665438
WVLHEU0004	3.166666667	3.95754717	4.128012048	3.299475754	3.41163311
WVLHEU0005	2.8	4.12992126	3.330945559	4.228589421	3.917320029
WVLHEU0006	3.221153846	4.360869565	4.146529563	4.275390625	3.827794562
WVLHEU0007	3.637254902	4.165217391	4.34084507	3.702576112	3.611402851
WVLHEU0008	2.496688742	4.184466019	4.297468354	4.290940767	3.970845481
WVLHEU0009	4	3.92248062	3.987288136	4.219883041	3.636805556
WVLHEU0010	2	4.066666667	3.695	4.216774194	3.990220049
WVLHEU0011	3.514285714	3.803738318	4.471279373	4.342821782	3.932960894
WVLHEU0012	2.857142857	4.075	4.314903846	4.315483871	3.766123317
WVLHEU0013	3.350877193	3.970149254	4.243421053	4.282973621	3.937184116
WVLHEU0014	2.583690987	4.044642857	4.269553073	3.478431373	3.940228341
WVLHEU0015	2.785714286	3.950413223	4.303947368	4.115837696	3.845229682
WVLHEU0016	3.189655172	4.053571429	3.744623656	4.164108619	4.008961912
WVLHEU0017	3.355932203	4.102678571	4.235751295	4.22875	3.997216423
WVLHEU0018	3.325842697	4	4.245833333	4.21030303	3.914670659
WVLHEU0019	3.087719298	3.825688073	4.310160428	4.367266592	4.00427655
WVLHEU0020	2.971014493	3.978494624	4.386612022	3.622727273	3.937454545
WVLHEU0021	3.945454545	4.067307692	3.991525424	4.215965347	3.908339076
WVLHEU0022	2.684210526	4.125	4.401574803	4.199023199	3.609445277
WVLHEU0023	2.696721311	4.204761905	3.122047244	4.016998828	3.486772487
WVLHEU0024	2	4.495495495	3.862785863	4.122093023	3.963382157
WVLHEU0025	2.733333333	4.270833333	4.126822157	4.320376914	4.009817672
WVLHEU0026	3.144067797	3.991803279	4.218586387	4.276299113	3.984972678
WVLHEU0027	3.050847458	4.094594595	3.978481013	4.150063052	3.954545455
WVLHEU0028	3.131578947	4.139534884	3.986764706	4.320073439	3.977695167
WVLHEU0029	2.726190476	4.385714286	4.259831461	4.028683181	3.985380117
WVLHEU0030	2.597014925	3.802013423	4.073863636	4.311594203	3.979472141
WVLHEU0031	3	3.923076923	2.229885057	4.35515873	3.891911765
WVLHEU0033	3.127272727	3.903100775	3.150273224	4.095440085	3.983358548
WVLHEU0034	2.444646098	3.965346535	4.437343358	4.025357607	3.970254958
WVLHEU0035	2.629032258	3.913043478	4.196428571	4.156956005	3.96685879
WVLHEU0036	3.470588235	3.966019417	4.1275	4.260025063	3.911065852
WVLHEU0037	2.937142857	3.963963964	4.054054054	3.650318471	3.776486671
WVLHEU0038	3.348837209	3.979166667	4.405405405	4.129820051	3.435448578
WVLHEU0039	2.798387097	3.98089172	4.13681592	4.337237978	4.001997337
WVLHEU0040	2.590909091	4.2875	4.376404494	4.448745911	3.878932969
WVLHEU0041	3	4.026086957	3.790993072	4.286764706	3.019765287
WVLHEU0042	4	4.007936508	4.398195876	4.01372549	3.984815618
WVLHEU0043	3.577777778	4.417355372	4.207792208	4.217418546	3.961680177
WVLHEU0044	2.59765625	4.115740741	4.14408867	4.040422886	3.995542348
WVLHEU0045	2.965517241	4.004901961	4.182170543	4.379518072	3.95565093
WVLHEU0046	2.696969697	3.929245283	4.109181141	4.277777778	3.94934976
WVLHEU0047	2.971264368	4.019379845	4.261394102	3.868938401	3.872152829
WVLHEU0048	3.122807018	3.970873786	3.443181818	3.311431143	3.921863261
WVLHEU0049	2.818181818	3.98245614	4.06920904	3.835164835	3.856109906
WVLHEU0050	3.054545455	3.685	4.127737226	4.377972466	4.013554217
WVLHEU0051	2.845454545	4.103092784	3.891129032	4.211942257	3.992103374
WVLHEU0052	3.409638554	4.139830508	4.155844156	4.4175	3.879971077
WVLHEU0053	2.778947368	3.323529412	4.463325183	4.275092937	3.947252747
WVLHEU0054	2.717948718	4.057377049	4.088235294	4.285082174	3.982443307
WVLHEU0055	3.956521739	4	4.128378378	4.022346369	3.730629978
WVLHEU0056	3.333333333	4.00877193	3.350852273	3.93258427	3.943722944
WVLHEU0057	2.315789474	3.544554455	4.189189189	4.132561133	3.751729439
WVLHEU0058	3.277777778	3.860215054	2.818862275	4.129277567	4.003703704
WVLHEU0059	2.327868852	3.584210526	4.292079208	3.580921053	3.803711635
WVLHEU0060	2.787234043	2.59375	4.261235955	4.363286264	3.908831909
WVLHEU0061	3.35	4.214285714	4.402266289	4.356389987	3.92512599
WVLHEU0062	4	2.731092437	4.436724566	4.217791411	3.80565371
WVLHEU0063	2	2.234693878	3.893586006	4.164449819	3.80952381
WVLHEU0064	2.991071429	4.13963964	4.273869347	4.2	3.979591837
WVLHEU0065	2.885542169	4.042372881	4.071989529	4.082711443	3.935205184
WVLHEU0066	2.695833333	4.252427184	3.576866764	4.385050251	3.974089636
WVLHEU0067	2.693877551	3.560869565	4.13064133	4.172086721	3.940746159
WVLHEU0068	2.888888889	4.031531532	4.225235849	4.289346247	3.568452381
WVLHEU0069	2.433333333	4.074257426	3.557746479	4.095424837	3.723602484
WVLHEU0070	3.5	3.869369369	4.282303371	4.3425	3.943828529
WVLHEU0071	2.24	3.995726496	4.067934783	3.971763085	3.798125451
WVLHEU0072	3.296296296	4.117924528	4.058238636	4.32544757	3.947368421
WVLHEU0073	2.936708861	4.173267327	4.190026954	4.348518112	3.823328786
WVLHEU0074	2.609195402	4.129464286	4.153846154	3.440990991	4.024981631
WVLHEU0075	2	3.899082569	4.134986226	4.376433121	3.980505415
WVLHEU0076	2.319277108	1.917808219	4.287479407	4.128973105	3.905539773
WVLHEU0077	2.721590909	4.169565217	4.343342037	4.068270481	3.954478708
WVLHEU0078	2.119402985	4.105839416	4.191292876	3.950127877	3.953888507
WVLHEU0079	2.632352941	4.371559633	3.609496124	4.293324775	3.977366255
WVLHEU0080	3.64516129	4.084158416	4.022666667	4.310344828	3.941637011
WVLHEU0081	2.964285714	4.063636364	4.469273743	3.221997301	3.982430454
WVLHEU0082	3.054054054	2.786163522	4.144594595	4.35372005	3.72860278
WVLHEU0083	4.15	4.2265625	3.466080402	4.30393401	3.899636364
WVLHEU0084	2	4.074074074	4.219298246	4.453488372	3.259814418
WVLHEU0085	2.735294118	4.237288136	4.16056338	4.215909091	3.981021898
WVLHEU0086	2.835443038	4.115384615	4.161082474	3.803804994	3.959039548
WVLHEU0087	2	3.704301075	4.380057803	2.444505495	4.014136905
WVLHEU0088	3.146666667	4.476190476	4.336658354	4.18134715	3.988174427
WVLHEU0090	2.908450704	4.014018692	4.195612431	3.194267516	3.898706897
WVLHEU0091	3.257352941	4.163551402	4.197183099	4.310673443	3.816606498
