loc_code	date	type	x	y	area	nh4	no3	ptot	target	codeplas	index_0m	index_50m	index_100m	index_150m	index_200m	ecoregion	soilclass	year	sixyear
AN_KSV_004	17337	7	158685.15625	227926.3125	1780.52319335938	0.0388240957868091	0.036144	0.02	1	ANTKAL0247	1.224852071	1	1	3.264705882	3.819325329	5	2	2017	1
AN_KSV_004	17359	7	158685.15625	227926.3125	1780.52319335938	0.108707468203066	0.038403	0.0299	1	ANTKAL0247	1.224852071	1	1	3.264705882	3.819325329	5	2	2017	1
AN_KSV_004	17379	7	158685.15625	227926.3125	1780.52319335938	0.0388240957868091	0.029367	0.02	1	ANTKAL0247	1.224852071	1	1	3.264705882	3.819325329	5	2	2017	1
AN_KSV_004	17421	7	158685.15625	227926.3125	1780.52319335938	0.473653968599071	0.079065	0.0213	1	ANTKAL0247	1.224852071	1	1	3.264705882	3.819325329	5	2	2017	1
AN_KSV_004	17449	7	158685.15625	227926.3125	1780.52319335938	0.0543537341015328	0.060993	0.02	1	ANTKAL0247	1.224852071	1	1	3.264705882	3.819325329	5	2	2017	1
AN_KSV_004	17477	7	158685.15625	227926.3125	1780.52319335938	0.396005777025453	0.074547	0.02	1	ANTKAL0247	1.224852071	1	1	3.264705882	3.819325329	5	2	2017	1
AN_KSV_004	17505	7	158685.15625	227926.3125	1780.52319335938	0.667774447533117	0.149094	0.02	1	ANTKAL0247	1.224852071	1	1	3.264705882	3.819325329	5	2	2017	1
AN_KSV_004	17534	7	158685.15625	227926.3125	1780.52319335938	0.155296383147237	0.11295	0.02	1	ANTKAL0247	1.224852071	1	1	3.264705882	3.819325329	5	2	2018	1
AN_KSV_004	17568	7	158685.15625	227926.3125	1780.52319335938	0.17082602146196	0.124245	0.02	1	ANTKAL0247	1.224852071	1	1	3.264705882	3.819325329	5	2	2018	1
AN_KSV_004	17610	7	158685.15625	227926.3125	1780.52319335938	0.0621185532588946	0.169425	0.02	1	ANTKAL0247	1.224852071	1	1	3.264705882	3.819325329	5	2	2018	1
AN_KSV_004	17631	7	158685.15625	227926.3125	1780.52319335938	0.0388240957868091	0.024849	0.02	1	ANTKAL0247	1.224852071	1	1	3.264705882	3.819325329	5	2	2018	1
AN_KSV_004	17674	7	158685.15625	227926.3125	1780.52319335938	0.0388240957868091	0.033885	0.02	1	ANTKAL0247	1.224852071	1	1	3.264705882	3.819325329	5	2	2018	1
AN_KSV_005	17337	7	158578.078125	227370.421875	3638.41870117188	0.100942649045704	0.13554	0.041	1	ANTKAL0269	1.308219178	1	1.885185185	2.138512369	3.596504559	5	2	2017	1
AN_KSV_005	17359	7	158578.078125	227370.421875	3638.41870117188	1.02495612877176	0.106173	0.0976	1	ANTKAL0269	1.308219178	1	1.885185185	2.138512369	3.596504559	5	2	2017	1
AN_KSV_005	17379	7	158578.078125	227370.421875	3638.41870117188	0.124237106517789	0.126504	0.0742	1	ANTKAL0269	1.308219178	1	1.885185185	2.138512369	3.596504559	5	2	2017	1
AN_KSV_005	17421	7	158578.078125	227370.421875	3638.41870117188	0.574596617644775	0.219123	0.0345	1	ANTKAL0269	1.308219178	1	1.885185185	2.138512369	3.596504559	5	2	2017	1
AN_KSV_005	17449	7	158578.078125	227370.421875	3638.41870117188	0.0621185532588946	0.094878	0.0384	1	ANTKAL0269	1.308219178	1	1.885185185	2.138512369	3.596504559	5	2	2017	1
AN_KSV_005	17477	7	158578.078125	227370.421875	3638.41870117188	0.419300234497539	0.097137	0.035	1	ANTKAL0269	1.308219178	1	1.885185185	2.138512369	3.596504559	5	2	2017	1
AN_KSV_005	17505	7	158578.078125	227370.421875	3638.41870117188	0.271768670507664	0.079065	0.02	1	ANTKAL0269	1.308219178	1	1.885185185	2.138512369	3.596504559	5	2	2017	1
AN_KSV_005	17534	7	158578.078125	227370.421875	3638.41870117188	0.17082602146196	0.063252	0.022	1	ANTKAL0269	1.308219178	1	1.885185185	2.138512369	3.596504559	5	2	2018	1
AN_KSV_005	17568	7	158578.078125	227370.421875	3638.41870117188	0.0698833724162564	0.070029	0.02	1	ANTKAL0269	1.308219178	1	1.885185185	2.138512369	3.596504559	5	2	2018	1
AN_KSV_005	17610	7	158578.078125	227370.421875	3638.41870117188	0.0388240957868091	0.083583	0.02	1	ANTKAL0269	1.308219178	1	1.885185185	2.138512369	3.596504559	5	2	2018	1
AN_KSV_005	17631	7	158578.078125	227370.421875	3638.41870117188	0.0388240957868091	0.040662	0.02	1	ANTKAL0269	1.308219178	1	1.885185185	2.138512369	3.596504559	5	2	2018	1
AN_KSV_005	17674	7	158578.078125	227370.421875	3638.41870117188	0.0776481915736183	0.11295	0.02	1	ANTKAL0269	1.308219178	1	1.885185185	2.138512369	3.596504559	5	2	2018	1
LI_DOM_002	17330	6	223910.046875	205672.703125	1412.15588378906	0.116472287360427	0.038403	0.1272	1	LIMHEC0201	2.539473684	1	3.847701149	3.95392022	1.623111782	5	4	2017	1
LI_DOM_002	17372	6	223910.046875	205672.703125	1412.15588378906	0.0388240957868091	0.065511	0.09	1	LIMHEC0201	2.539473684	1	3.847701149	3.95392022	1.623111782	5	4	2017	1
LI_DOM_002	17386	6	223910.046875	205672.703125	1412.15588378906	0.0543537341015328	0.058734	0.178	1	LIMHEC0201	2.539473684	1	3.847701149	3.95392022	1.623111782	5	4	2017	1
LI_DOM_002	17420	6	223910.046875	205672.703125	1412.15588378906	0.0698833724162564	0.056475	0.1688	1	LIMHEC0201	2.539473684	1	3.847701149	3.95392022	1.623111782	5	4	2017	1
LI_DOM_002	17434	6	223910.046875	205672.703125	1412.15588378906	0.194120478934046	0.033885	0.477	1	LIMHEC0201	2.539473684	1	3.847701149	3.95392022	1.623111782	5	4	2017	1
LI_DOM_002	17463	6	223910.046875	205672.703125	1412.15588378906	0.0388240957868091	0.029367	0.2026	1	LIMHEC0201	2.539473684	1	3.847701149	3.95392022	1.623111782	5	4	2017	1
LI_DOM_002	17498	6	223910.046875	205672.703125	1412.15588378906	0.178590840619322	0.038403	0.26	1	LIMHEC0201	2.539473684	1	3.847701149	3.95392022	1.623111782	5	4	2017	1
LI_DOM_002	17518	6	223910.046875	205672.703125	1412.15588378906	0.264003851350302	0.036144	0.1556	1	LIMHEC0201	2.539473684	1	3.847701149	3.95392022	1.623111782	5	4	2017	1
LI_DOM_002	17547	6	223910.046875	205672.703125	1412.15588378906	0.372711319553368	0.056475	0.158	1	LIMHEC0201	2.539473684	1	3.847701149	3.95392022	1.623111782	5	4	2018	1
LI_DOM_002	17575	6	223910.046875	205672.703125	1412.15588378906	0.0543537341015328	0.047439	0.1095	1	LIMHEC0201	2.539473684	1	3.847701149	3.95392022	1.623111782	5	4	2018	1
