loc_code	codeplas	index_0m	index_50m	index_100m	index_150m	index_200m
AN_TVG_001	ANTTUR0301	2.542944785	2.98540146	3.230964467	2.704600484	3.665641814
ANTTUR0302	ANTTUR0302	2.788519637	2.821052632	3.365625	2.85924933	3.752869166
AN_TVG_002	ANTTUR0304	2.587505742	2.732323232	2.337792642	3.299207398	3.575193798
AN_TIE_001	ANTTUR0347	2.447154472	3.396875	3.134943182	3.68024032	2.495946942
AN_BLO_001	ANTVOR0058	2.563765941	2.522857143	3.663204748	2.567057292	3.330137807
AN_WES_001	ANTWES0062	2.335038363	3.56185567	3.848857645	2.993512974	2.753793103
AN_ENG_001	ANTWES0133	1.544117647	2.29	2.414851485	4.137297297	3.318631179
AN_HAZ_001	ANTWIL0020	2.793421053	2.762376238	3.689095128	2.211165049	3.031375167
AN_BLB_001	ANTWIL0084	2.529311326	2.19212963	1.846635368	3.176177536	3.049376017
AN_GSV_008	ANTWUU0140	1.430501931	3.406896552	4.440871369	2.6796875	1.815096953
AN_E10_002	ANTWUU0153	1.738100366	3.476635514	3.786350148	2.5	3.446526151
AN_PUL_001	ANTZAN0122	2.492192804	3.905882353	3.781170483	3.570666667	3.372127502
NA	ANTZAN0152	3.109311741	3.267241379	3.870639535	3.792389853	3.456422018
AN_PUL_004	ANTZAN0172	2.361796982	2.623287671	3.659400545	4.004516129	3.10261708
AN_PUL_003	ANTZAN0175	1.830218069	3.235099338	3.583737864	3.662790698	3.659606657
AN_PUL_002	ANTZAN0176	2.298469388	3.046728972	3.566576087	3.578266494	3.435435435
LI_HEU_003	LIMAS224	NA	NA	NA	NA	NA
LI_HOE_001	LIMBIL0097	1.916666667	2.933333333	3.540772532	3.88744884	3.053398058
LI_MUN_001	LIMBIL0100	2.258333333	1.166666667	4.114058355	3.532085561	3.272030651
LI_MUN_002	LIMBIL0336	2.313858696	3.174846626	2.426267281	3.580166271	3.232962448
LI_KBR_002	LIMBOC0235	2.014236411	2.052173913	2.959657702	2.607888631	3.755925689
NA	LIMBRE0071	2.201680672	3.129554656	3.731481481	3.550375134	2.296590008
LI_KBR_004	LIMBRE0077	2.469346734	2.327067669	3.90797546	3.246575342	3.379240163
NA	LIMBRE0113	2.629849138	3.790697674	2.760824742	2.348744642	2.307854137
LI_LUY_001	LIMBRE0263	2	3.975961538	3.047945205	3.209228824	3.345705968
LI_KBR_001	LIMBRE0283	2.815386718	3.032163743	3.725146199	3.274070022	2.899934598
LI_KBR_003	LIMBRE0285	2.502069781	3.195187166	2.476406534	2.962848297	2.434023286
NA	LIMBRE0286	2.452247191	2.296728972	2.784688995	2.898533007	2.733887734
LI_VZB_006	LIMBRG0182	1.446902655	1.595238095	3.039149888	3.494750656	2.348692403
LI_VZB_008	LIMBRG0199	2.262396694	3.764367816	2.621212121	3.449129853	1.632923833
LI_MAT_014	LIMDPB0032	1.390469417	3.258064516	2.498947368	2.759872611	2.954031117
LI_LAN_003	LIMDPB0057	2.492682927	2.568965517	3.668956044	3.780470914	2.465063862
NA	LIMDPB0100	2.490853659	2.600591716	4.05899705	2.499393939	3.78828125
LI_MAT_012	LIMDPB0158	2.152801358	3.004716981	3.649595687	3.974282297	3.430525558
LI_LAN_009	LIMDPB0249	2.799342105	3.389312977	3.795945946	3.863387978	2.024634334
LI_LAN_005	LIMDPB0311	2.46822542	3.509541001	2.994680851	3.004065041	3.07296467
LI_LAN_008	LIMDPB0315	2.169266055	4.507936508	3.450684932	2.445897741	3.050151976
LI_HEU_002	LIMDST0104	2.810541311	4.335106383	2.697969543	3.721166893	3.882309942
LI_HEU_001	LIMDST0108	2.418997669	2.00304878	3.960055096	4.23687664	3.997030438
LI_MAA_001	LIMDST0178	2	3.532258065	3.802292264	3.711819389	2.802914643
LI_HEU_004	LIMDST0215	1.89826087	3.535	2.063388626	1.97007617	2.049454078
LI_MAT_008	LIMGNK0010	2.447952218	3.072	1.59762533	3.273386034	2.91889824
LI_MAT_005	LIMGNK0025	3.02200489	2	3.554192229	1.779069767	3.108251325
LI_MAT_007	LIMGNK0035	1.812133072	2.13190184	2.380649718	3.098933649	3.089542893
LI_BOK_008	LIMGNK0040	2.54340836	2.680327869	3.336291913	2.069400631	3.133079848
NA	LIMGNK0046	2.587004405	2.734375	2.094700261	2.124219725	3.206923077
LI_MAT_009	LIMGNK0050	1.999192246	2.304263566	2.277210884	3.11441048	2.84841954
LI_MAT_011	LIMGNK0055	1.548139159	1.536697248	2.100183824	3.835990888	3.376327769
LI_BOK_007	LIMGNK0060	2.221581549	3.4375	1.728015075	3.301597052	2.361130255
LI_MAT_003	LIMGNK0062	2.75	1.859126984	1.713560886	3.238780207	2.773038842
LI_BOK_001	LIMGNK0064	2.43620178	3.9375	1.681710214	3.091894977	2.853810264
LI_WIK_004	LIMGNK0066	2.50596817	2.287878788	2.08356546	2.851102941	2.869538462
LI_MAT_016	LIMGNK0081	1.883435583	2.287272727	2.903846154	3.197164948	2.810067462
LI_WIK_005	LIMGNK0089	2.115303983	2.772222222	3.099740933	3.266098485	2.886277483
LI_WIK_003	LIMGNK0095	2.764631043	3.210526316	2.219321149	3.69189907	2.954545455
LI_WIK_009	LIMGNK0103	2.292792793	2.825203252	3.581081081	3.147933884	3.921458626
LI_MAT_015	LIMGNK0118	1.657348243	2.75	3.296961326	2.064209275	3.208921933
LI_MAT_004	LIMGNK0119	1.15625	2.604545455	3.378186969	2.993564994	3.266233766
LI_BOK_002	LIMGNK0127	2.241263441	3.147540984	3.288311688	3.147251309	2.599705666
LI_MAT_010	LIMGNK0142	1.938259109	3.326530612	1.693406593	4.09029484	2.827799228
LI_WIK_007	LIMGNK0144	2.537662338	2.86637931	2.974015748	3.827896513	2.379310345
LI_BOK_003	LIMGNK0147	2.379401408	2.671532847	2.998659517	3.718377088	2.976443769
LI_STI_001	LIMGNK0152	2.847402597	2.441935484	2.20212766	3.285082174	3.004246285
LI_WIK_008	LIMGNK0156	2.303370787	2.58677686	3.602631579	2.396144279	2.094252874
LI_BOK_005	LIMGNK0167	2.136363636	2.983146067	3.102601156	2.646049896	2.366756393
NA	LIMGNK0173	1.772482014	3.286082474	3.35755814	2.968013468	2.906724512
LI_WIK_006	LIMGNK0177	2.281491003	3.153110048	2.522857143	3.22875817	2.664440735
LI_MAT_017	LIMGNK0180	1.567080745	2.285714286	3.766743649	3.306432039	2.04770017
LI_MAT_002	LIMGNK0182	2.004842615	2.708	3.608731466	3.266304348	2.373003606
LI_WIK_002	LIMGNK0372	2.33	3.248427673	2.763279446	3.502796421	3.382485876
LI_WIK_001	LIMGNK0374	2.669745958	2.940860215	2.145815358	2.754474273	2.762195122
LI_WIK_010	LIMGNK0375	1.318493151	3.330188679	2.290123457	3.699733688	3.737426519
LI_MAT_013	LIMGNK0384	1.451645065	3.420792079	3.830792683	3.925382653	3.570464768
LI_MAT_001	LIMGNK0396	2.073469388	3.472222222	3.306835067	3.716770186	3.058549568
LI_BOK_004	LIMGNK0397	2.311070999	3.760504202	2.588235294	4.099865047	2.932533733
LI_MAT_006	LIMGNK0848	2.358725762	3.618518519	3.254022989	2.902921772	3.427580894
LI_TOM_001	LIMHAS0103	2	3.218934911	3.694070081	3.531481481	2.981788966
LI_TOM_002	LIMHAS0281	2	3.552419355	2.803030303	3.511223345	2.901197605
NA	LIMHAS0453	2.221367521	2.549723757	2.967625899	3.72678762	3.850073855
LI_MLV_004	LIMHAS0462	2.176190476	3.558510638	3.001344086	2.460234681	3.685837527
LI_MLV_029	LIMHAS0463	2.632867133	3.337301587	3.586350975	2.40914787	3.596879064
LI_MLV_024	LIMHAS0479	2.532608696	2.788461538	3.817280453	3.462371722	1.883161512
LI_BOK_006	LIMHAS0482	2.509202454	3.259433962	3.77027027	2.934454756	3.652235628
LI_MLV_026	LIMHAS0514	2.480874317	2.134831461	3.128504673	2.260777385	2.551617874
NA	LIMHAS0531	2.875634518	3.056818182	3.553191489	3.792011019	2.834627329
NA	LIMHAS0540	2.707993475	3.787356322	2.469101124	3.799071618	2.107609531
LI_MLV_003	LIMHAS0541	2.425064599	4.418032787	2.696461825	3.814153439	2.270928463
LI_MLV_002	LIMHAS0544	2.509063444	2	2.027972028	4.203776042	2.171143515
NA	LIMHAS0570	2.567810458	3.796703297	3.744011976	2.545827633	2.233859397
LI_MLV_025	LIMHAS0619	2.817351598	3.875	2.303030303	2.796199214	3.640364188
LI_MLV_017	LIMHAS0621	1.785935884	2.330275229	2	3.439620081	3.699101796
NA	LIMHAS0622	2.805473373	3.532	2.077272727	3.428571429	3.715355805
LI_GDL_001	LIMHAS0629	2.203914591	3.351351351	2.109329446	3.300443459	3.527149321
LI_MLV_027	LIMHAS0671	2.462053571	2	2.555555556	3.719143577	2.833714722
LI_MLV_011	LIMHAS0672	2.895910781	2.005376344	2.875757576	3.624883068	2.587519026
LI_MLV_010	LIMHAS0849	2.387065637	3.440559441	3.719373219	2.682719547	3.508253095
LI_BEG_001	LIMHEC0026	2.759259259	3.204	2.488558352	2.760918253	3.53887762
LI_PIJ_002	LIMHEC0120	1.909937888	2.423913043	2.846846847	1	3.356143079
LI_EKS_001	LIMHEC0128	2.748407643	2.812080537	1	1	1
LI_DOM_002	LIMHEC0201	2.539473684	1	3.847701149	3.95392022	1.623111782
LI_BEG_003	LIMHEC0391	1.983606557	2.103174603	2.256696429	3.049030172	3.505681818
LI_BEG_002	LIMHEC0537	2	2.61440678	3.986842105	3.923406863	4.013006886
LI_VZB_004	LIMHEC0578	1.052493438	3.576086957	3.93685567	3.940107672	2.503676471
LI_EGO_001	LIMHEE0063	2	3.801136364	2.569293478	3.13302139	1.519093079
LI_VZB_002	LIMHHE0001	1.767857143	2.472	3.346590909	2.251794258	2.503316139
LI_VZB_003	LIMHHE0002	1.420571429	2.298969072	2.45034642	1.053406224	3.149440421
LI_VZB_007	LIMHHE0005	1.395306859	2	1.181818182	2.645981087	2.557976107
LI_VZB_005	LIMHHE0008	1.761751152	2.630434783	1.077562327	2.233077905	3.214336918
LI_KEL_001	LIMHHE0112	1.629582807	2.689922481	2.174390244	2.733870968	1.898835517
LI_RDP_001	LIMHHE0114	2.348185484	2.508130081	2.770027003	3.156521739	2.111356932
LI_LBV_004	LIMHHE0285	2.027651269	2.98816568	3.888168558	2.742655699	3.559043348
LI_LBV_001	LIMHHE0286	2.317647059	2.073770492	3.821637427	3.449238579	3.501892506
NA	LIMHHE0312	2.38	3.820833333	3.504830918	3.737414966	3.483724451
LI_THD_003	LIMHHE0315	2.293157076	3.64957265	3.603794643	4.189718482	3.464661654
LI_THD_002	LIMHHE0322	2.366742597	3.440993789	3.568548387	3.137278107	3.604321908
LI_THD_004	LIMHHE0330	2.437694704	3.643478261	3.487723214	3.640996602	2.101152369
LI_VZB_001	LIMHHE0375	1	2.471794872	3.624633431	4.212710765	3.339311334
LI_HAL_002	LIMHLN0068	2.23877551	3.795	2.927777778	3.538751346	3.32883187
LI_HAL_003	LIMHLN0163	2.115	2.592783505	3.943965517	3.053166069	3.444609665
LI_ACH_001	LIMHMA0012	2.633064516	3.69266055	3.469352014	3.895128552	2.48812095
LI_ACH_002	LIMHMA0271	1.834708122	3.052816901	3.567723343	3.239276139	3.19591528
LI_WAR_001	LIMHMA0273	2.260273973	3.288793103	3.641566265	3.167302799	3.120082816
LI_LBV_003	LIMHVL0092	2.424911661	3.494791667	3.533236994	3.554901961	3.518243661
LI_LBV_002	LIMHVL0144	2.13715637	2.607142857	2.862533693	3.378361076	3.441843453
LI_MOB_001	LIMKIN0100	2	4.132183908	3.144628099	3.238009592	3.271199389
LI_BAT_001	LIMKIN0192	2	2.922727273	3.10058309	4.058863329	3.083395943
LI_KES_001	LIMKIN0231	2.050943396	2.69924812	3.729850746	2.597258486	3.514623955
LI_VBR_001	LIMKIN0235	2.634615385	2.936026936	4.031531532	3.212681638	3.53021148
LI_MAA_002	LIMLNK0018	2.322476526	3.130434783	3.403797468	3.927586207	2.080532213
LI_DRO_001	LIMLNK0055	2.314727955	3.857954545	3.910769231	2.350456621	3.815822002
LI_ASB_001	LIMLNK0083	2.426136364	1.732323232	3.636103152	3.539438503	3.155504234
LI_SLU_001	LIMLNK0086	1.752639517	3.136363636	2.775100402	2.495466321	2.700396825
LI_MAA_003	LIMLNK0101	2	3.651162791	2.658088235	3.952818627	2.897768179
LI_JUF_001	LIMLNK0105	1.863636364	3.958333333	2.214015152	3.962516734	3.381355932
NA	LIMLNK0118	3.486607143	3.829545455	2.842447917	3.61185006	1.693434617
LI_ZPB_001	LIMLNK0167	2	4.348039216	3.430904523	3.884896468	2.302410519
LI_ASP_001	LIMLNK0237	2.472477064	3.577380952	3.699507389	2.99132321	3.506987578
LI_ASP_002	LIMLNK0245	1.240174672	3.276	2.716216216	2.507462687	3.489671002
LI_LOM_001	LIMLOM0030	2	3.627659574	3.726878613	2.644766147	3.327731092
LI_KAT_001	LIMLOM0211	2.41025641	3.007936508	3.89244186	4.105820106	3.406346749
LI_HAG_004	LIMLOM0234	1.738095238	3.103846154	3.940700809	3.234455959	2.371714643
LI_HAG_002	LIMLOM0239	1.718309859	3.345238095	3.828034682	3.856992639	3.680592992
LI_SAH_001	LIMLOM0467	2.203312705	2.959259259	3.978436658	3.576774194	2.969021066
LI_VOS_001	LIMLOM0475	2.559914408	2.979591837	2.780587276	3.395053476	2.786135693
LI_VIJ_001	LIMLUM0054	2.888818297	2.822368421	3.193593315	2.975321888	3.741672835
NA	LIMLUM0240	2.279220779	2.687772926	4.24688057	2.826826827	2.918900344
LI_GRD_001	LIMLUM0401	2.387273179	2	2.129330254	2.750288351	3.446345257
LI_OPH_002	LIMMGR0010	1.969444444	2.417355372	2.291666667	3.620989305	1.509873618
LI_OPH_003	LIMMGR0010	1.969444444	2.417355372	2.291666667	3.620989305	1.509873618
LI_DON_004	LIMMGR0011	2.609028961	2.095679012	2.435760171	3.959224599	1.940449438
LI_OPH_001	LIMMGR0035	2.17027417	2.095890411	3.939759036	3.559331797	3.827113481
LI_DON_001	LIMMGR0253	2.938397129	2.41322314	2.095607235	2.822545847	2.097461929
LI_DON_005	LIMMGR0261	2.620689655	2.96124031	2.327213823	2.829268293	2.881866065
LI_DON_003	LIMMGR0262	2.113333333	2.144508671	2.425968109	2.628120894	2.851315789
LI_DON_002	LIMMGR0376	1.810957367	2.938202247	2.729119639	3.623588457	3.147882736
LI_BER_001	LIMMSK0007	1.603137979	2.119806094	4.072254335	4.079865017	3.567993989
LI_BER_004	LIMMSK0030	1.854077253	2.597156398	3.774932615	4.103153745	2.94921875
LI_BBV_002	LIMMSK0113	2	3.628865979	3.605113636	3.149417853	3.603745318
LI_BER_003	LIMMSK0134	2.784144427	2.026666667	2.976359338	3.881367292	2.328735632
LI_DBR_001	LIMMSK0151	2.865671642	3.586021505	3.5	2.769125683	3.027997128
LI_DBR_003	LIMMSK0163	2.774193548	3.149681529	4.329376855	3.682941904	3.612454212
LI_SCH_001	LIMMSK0341	2	3.706521739	3.153061224	2.124643197	3.266906044
LI_BER_002	LIMMSK0353	2.575382612	3.594771242	2.252799311	3.804491413	2.823255814
LI_DBR_002	LIMMSK0425	2.543577982	2.798507463	2.519329897	1.016129032	1.721088435
LI_HER_001	LIMMSK0456	2.600322646	2.930051813	3.237582781	3.241426404	3.439061317
LI_EIM_001	LIMMSM0026	2.080014749	3.985	3.662121212	3.013917526	3.789473684
LI_VOB_001	LIMMSM0036	1.369586614	3.247368421	3.564692982	4.257656458	3.668199234
LI_HEI_001	LIMMSM0061	2	3.761363636	3.879765396	3.211961722	3.254709872
LI_VOB_002	LIMMSM0167	2.336538462	3.688172043	4.008883249	3.868925831	3.13080772
LI_MEC_001	LIMMSM0197	1.358156028	2.488687783	3.464387464	2.477407848	2.412654746
LI_MEC_002	LIMMSM0198	1.037151703	3.891089109	3.200581395	2.882163324	2.125358166
LI_HAG_001	LIMNEE0011	2.203900709	3.591397849	2.962476548	3.788015464	3.129679144
NA	LIMNEE0147	1.680412371	3.914772727	3.086466165	3.626865672	3.776099803
NA	LIMNEE0167	2.051724138	2.595652174	3.729211087	3.994047619	3.1321882
LI_HAG_003	LIMNEE0213	1.537190083	2.652439024	3.535087719	4.019781719	3.441605839
LI_KOL_001	LIMNEE0254	1.318965517	3.334532374	3.778409091	3.459472656	3.050645995
LI_OPH_008	LIMOPG0001	1.814266487	3.528735632	2.370672098	3.582245431	3.298683299
LI_OPH_006	LIMOPG0009	2.80375	3.89	2.22993311	3.8125	3.678752719
LI_OPH_004	LIMOPG0016	2.171232877	2.598039216	3.209443099	3.700242718	3.771979986
LI_OPH_005	LIMOPG0020	1.668539326	2	3.44057971	3.375322997	3.321585903
LI_OPH_007	LIMOPG0041	1.807890223	2.783163265	3.66152019	3.34529148	3.708588957
LI_BBV_001	LIMOPG0122	2.070866142	3.677290837	4.06097561	3.559474412	3.93388922
LI_PIJ_001	LIMOVP0094	1.947222222	3.049180328	3.131578947	3.212274775	3.804506296
LI_DOM_001	LIMOVP0232	2.094679892	2.160714286	1.852173913	3.021410579	3.860940695
LI_ABH_011	LIMTES0026	1.902061856	2.233974359	3.969117647	3.97826087	3.056547619
LI_ABH_005	LIMTES0032	1.561842105	2.402173913	2.99071618	2.782016349	3.755455229
LI_ABH_004	LIMTES0125	1.452956989	2.854166667	2.229445507	3.958333333	3.013595166
LI_ABH_003	LIMTES0126	2.730181818	2.533112583	3.189271255	3.3675	3.147783251
LI_ABH_002	LIMTES0127	2.363080685	3.744318182	3.213276836	3.789021164	2.597931034
LI_DKV_001	LIMTON0188	4	2.576470588	3.343137255	3.671136654	3.93328279
LI_DKV_002	LIMTON0189	4	3.342857143	3.574494949	4.149439601	3.209154114
LI_BRB_001	LIMWEL0154	1.019607843	2.533854167	2.336206897	2.259046778	2.675296656
LI_MLV_008	LIMZNH0012	2.891855808	3.059602649	2.395683453	2.269366197	1.543922984
LI_MLV_021	LIMZNH0036	2.932659933	2.556737589	2.445595855	2.215571557	2.723008191
LI_MLV_012	LIMZNH0040	2.492007105	2.602608696	2.682942708	2.401818182	3.060899654
NA	LIMZNH0046	2.527700831	2.311965812	2.245454545	2.341584158	2.552333805
NA	LIMZNH0055	2.373638344	3.12568306	2.37480916	2.249167592	2.238742964
LI_MLV_020	LIMZNH0065	2.650170648	2.601626016	2.217131474	3.320197044	2.661572052
NA	LIMZNH0115	2.299342105	2.329861111	2.442776735	2.659629248	3.299772899
LI_MLV_018	LIMZNH0127	2.448892675	3.345132743	2.640438247	1.799371634	3.106153846
LI_MLV_007	LIMZNH0138	2.230352304	2.589805825	1.604807692	1.651228733	2.034278181
NA	LIMZNH0139	3.222675367	2.329411765	1.405420354	3.261682243	2.03871439
NA	LIMZNH0158	2.584705882	3.800884956	2.784246575	2.278648975	2.402049427
LI_MLV_022	LIMZNH0206	2.899421129	2.055319149	2.80170778	1.655801105	3.519450801
NA	LIMZNH0220	2.535964912	3.34047619	3.167979003	2.603349282	2.27063197
LI_MLV_014	LIMZNH0225	2.658831909	2.205035971	2.665280665	2.737819026	3.457439446
LI_SBB_004	LIMZNH0231	1.973588342	2.977777778	3.386094675	2.315677966	3.317092034
LI_MLV_015	LIMZNH0238	2.528358209	2.803149606	3.673716012	2.194273128	2.050734945
LI_MLV_023	LIMZNH0304	2.396678967	2.493939394	2.142026578	2.732546706	2.787049399
LI_TEU_004	LIMZNH0318	1.605769231	2.302521008	2.285714286	2.805725971	2.269654666
LI_TEU_002	LIMZNH0333	2.110169492	2.307189542	3.649122807	3.435371179	2.962885154
LI_TEU_003	LIMZNH0338	1.704252577	1.841666667	2.482281285	1.86465721	2.610878661
LI_TEU_001	LIMZNH0360	1.427906977	2.902255639	2.3988682	2.81922675	2.665571616
LI_TEU_007	LIMZNH0374	2.01635514	2.2470726	3.058884298	2.565391459	2.684139785
LI_SBB_001	LIMZNH0385	2.220952381	2.623287671	3.671662125	2.514527845	2.527114967
LI_MLV_019	LIMZNH0404	2	3.74	2.079896907	2.704026115	2.142061281
LI_MLV_006	LIMZNH0431	1.657423971	3.357142857	2.739823009	3.550458716	2.593382353
LI_MLV_013	LIMZNH0432	2.06702544	2.254208754	2.536956522	2.487931034	2.838574423
LI_MLV_009	LIMZNH0433	2.188034188	2.349127182	3.45465995	3.1	2.925017519
LI_TEU_005	LIMZNH0437	2	3.307888041	2.657831325	3.300623053	2.994764398
LI_MLV_016	LIMZNH0477	2.372011252	3.76119403	2.36761488	3.061155914	3.588764045
LI_MLV_005	LIMZNH0478	2.643396226	3.205	3.212009804	2.272126816	3.690290574
LI_SBB_003	LIMZNH0507	2.547715054	2.247619048	2.998670213	3.145659929	3.542586751
LI_SBB_002	LIMZNH0508	1.789899769	3.091304348	3.591690544	2.944812362	3.332846715
LI_SBB_005	LIMZNH0509	1.454773869	2.06993007	3.865994236	2.59018143	3.833333333
NA	LIMZNH0519	2.647810219	2.515957447	2.337438424	3.842887473	3.147924528
NA	LIMZNH0536	2.609207709	2.755033557	2.293628809	4.123110151	3.111615834
LI_MLV_001	LIMZNH0539	2.59787358	2.896153846	3.247813411	3.365577227	3.646627566
LI_TEU_006	LIMZNH0563	2.562930187	3.594202899	2.545566502	3.448441247	3.452929559
LI_ZUT_001	LIMZUT0080	2.021513353	3.386029412	3.601545254	3.664736165	3.333778371
OV_KRA_002	OVLALT0332	2.367621777	3.474074074	3.883977901	4.138927098	4.142964072
OV_KRA_001	OVLALT0344	2.507736944	3.988095238	3.598011364	3.875333333	3.645705521
OV_DON_001	OVLBLE0018	2.767807586	4.10326087	3.31535649	3.41089613	3.281690141
OV_HEI_001	OVLBLE0139	2.151898734	2.206422018	3.346704871	2.993975904	3.870743034
OV_DON_003	OVLBLE0193	2.237521515	3.486842105	3.133074935	2.924202128	2.452655889
OV_DON_002	OVLBLE0248	2.313873733	2.558035714	3.665151515	3.556876939	3.606595092
OV_LIO_001	OVLBVN0466	3	3.716666667	4.07748184	4.363483146	3.642072214
OV_LIO_002	OVLBVN0467	3.048717949	3.994252874	4.28817734	3.968343452	3.054609929
OV_VOS_001	OVLDEI0194	2.819134003	3.707865169	3.885885886	4.358603667	3.78302583
OV_WEL_001	OVLDNL0075	2	2.53649635	3.593103448	3.195150115	3.385362211
OV_WEL_002	OVLDNL0080	2.149038462	3.498080614	3.719895288	3.599861304	2.9168
OV_DAM_001	OVLDSB0184	2.739685658	3.843137255	3.69460501	3.601997897	3.481397115
OV_LEE_001	OVLGNT0197	2.494887526	4.011627907	3.528431373	3.91697147	3.626635874
OV_BLA_001	OVLGNT0817	2.392857143	3.568181818	2.805882353	2.766776678	2.958567416
OV_LIN_001	OVLLOK0063	2	3.229559748	1.83776868	3.795861298	3.750588235
OV_MOL_001	OVLLOK0348	2.3471654	3.908385093	2.953964194	3.80273224	3.892136395
OV_MOL_002	OVLLOK0354	2.591133005	3.670588235	3.556053812	3.662216288	3.471417966
OV_TUM_001	OVLMOE0016	3.36119403	2.863461538	3.995833333	3.800684932	2.55147541
OV_PAP_001	OVLNAZ0048	2.601293103	3.439814815	4.199088146	3.909030544	3.928867403
OV_FON_001	OVLSIN0011	2	2.916666667	3.542959427	3.881218905	3.745011086
OV_FON_002	OVLSIN0269	2	3.672222222	3.481873112	3.897664835	3.445529677
OV_STB_001	OVLSTK0268	2.880952381	3.933333333	3.955377574	4.406802721	3.888963211
OV_STB_002	OVLSTK0295	2	4.130681818	4.065365854	3.981958763	3.669247009
OV_STR_001	OVLTEM0088	3.340361446	2.635	3.476804124	3.946052632	3.427059713
VB_VOR_002	VBRARS0043	2	3.24	3.446666667	3.038560411	3.602108768
VB_VOR_005	VBRARS0052	2	2.866255144	2.925970874	2.017473118	3.389709907
VB_VOR_003	VBRARS0364	2	3.526666667	3.865435356	4.097074468	3.260530421
VB_VOR_004	VBRARS0370	2.19434629	3.191176471	2.936813187	3.816107383	3.468939394
VB_VDB_002	VBRDIE0220	2.717391304	2.834394904	3.340220386	3.295127353	3.837264151
VB_VDB_001	VBRDIE0330	2.325	3.345528455	3.837349398	3.276859504	3.21257485
VB_ASD_001	VBRDIE0443	3.33496732	3.549450549	3.017985612	3.623350923	3.239849624
VB_HOE_001	VBRHIL0031	2.516666667	2.516393443	1.978036176	3.484888305	3.292261905
NA	VBRHOL0030	2.706982544	3.314393939	3.785340314	2.739884393	3.222805701
NA	VBRHOL0033	2.531021898	3.295918367	4.005773672	3.955213904	2.560836502
VB_HOL_001	VBRHOL0037	2.687323944	2.550458716	3.768678161	3.686800895	2.726726727
VB_KBL_002	VBRHOL0040	3.076923077	3.628318584	3.991017964	3.748387097	3.422641509
VB_KBL_001	VBRHOL0202	4	3.294642857	4.025956284	2.294481982	2.422781272
VB_TOR_003	VBRKAM0021	1.753802281	2.213983051	3.023529412	3.918181818	3.57472119
VB_TOR_001	VBRKAM0057	2.089285714	2.960992908	3.061004785	3.722837022	2.649588868
VB_LAB_001	VBRKAM0120	1.110091743	3.6	3.729661017	3.881313131	3.410355487
VB_KOR_001	VBRKRB0004	2.688311688	3.07486631	4.071856287	3.340586146	3.490909091
VB_SIL_001	VBRKRB0081	1.202531646	2.826923077	3.957983193	3.915531335	2.957327586
VB_DIJ_001	VBROHV0050	2.141203704	3.490825688	2.711448598	3.959207459	3.147771697
VB_ABH_008	VBRSZI0180	2.680327869	2.995327103	3.398016997	3.847019868	3.350150602
VB_VIJ_001	VBRSZI0197	2.432995495	3.752688172	3.876770538	3.63618677	3.30171278
VB_VIE_005	VBRSZI0213	2.2421875	2.047244094	3.094978166	3.803846154	3.595168375
VB_VIE_001	VBRSZI0235	2.105769231	2.255813953	3.992063492	3.942929293	3.579178886
VB_VIE_007	VBRSZI0243	2	3.25462963	3.535305344	3.901041667	3.589917231
VB_VIE_002	VBRSZI0277	2.107142857	1.968382353	4	3.065719361	3.388956311
VB_VIE_004	VBRSZI0297	2.09009009	3.747126437	3.643877551	3.761666667	2.662756598
VB_VIE_006	VBRSZI0315	2.458333333	3.338709677	3.754666667	3.742312423	3.3
VB_ABH_009	VBRSZI0333	2.93768546	3.68	3.601626016	3.789509537	3.520849128
VB_ABH_001	VBRSZI0346	2	3.797709924	3.856287425	3.890909091	3.319882612
VB_VIE_003	VBRSZI0401	2.4	3.967391304	3.414322251	3.760923845	2.953813856
VB_VIJ_002	VBRSZI0433	2.010071339	3.926470588	3.141061453	3.519695044	2.958011583
VB_VIE_008	VBRSZI0435	2.129139073	3.5	3.945619335	2.826254826	2.800446761
VB_ABH_006	VBRSZI0542	2.806697108	2.507716049	4.03422619	3.072671443	2.312127237
VB_TER_001	VBRTRV0025	2.286809816	2.62254902	4.622478386	3.492063492	3.806906272
VB_VIN_001	VBRZOU0028	2.111135042	3.868932039	3.933161954	4.140024783	4.04832978
VB_VIN_002	VBRZOU0046	2.830882353	4.448484848	4.25625	4.426309379	3.943989931
WV_ZEB_002	WVLBLA0081	1.697253433	3.184210526	3.679319372	3.698062433	3.865808824
WV_ZEB_001	WVLBLA0206	2.177506775	3.767857143	2.737309645	3.124327957	3.430583501
WV_DHE_005	WVLBRD0035	2	4.204545455	4.16066482	4.275163399	3.702660407
WV_DHE_002	WVLBRD0039	1.464788732	3.618644068	2.788860104	3.99594046	3.922592826
WV_BRE_010	WVLBRD0077	1.25	4.091666667	4.128787879	3.994557823	2.562787136
WV_DHE_023	WVLBRD0088	2	4.146341463	2.960585586	3.726141079	3.539891557
WV_DHE_020	WVLBRD0124	2	3.495412844	4.00154321	4.054886212	3.668144863
WV_BUL_001	WVLBRN0145	2.358864028	3.791666667	4.323795181	3.050603528	3.611450382
WV_BUL_002	WVLBRN0148	2.555718475	3.677083333	4.009887006	3.890583554	3.686830015
WV_BBV_001	WVLBRN0392	2	3.563636364	4.081039755	3.629049676	3.591246291
