Typeklasse	Hoofdtype	Vegcode	HoofdLogical	Druk	Milieudruk	EffIndActie	Categorie_voorstel	Rang_voorstel	Rang	Categorie
8	31	51	0	9	9	1	1	4	6	2
8	31	51	0	10	10	1	3	11	10	3
8	31	51	0	11	11	1	1	2	4	2
8	31	51	0	12	12	1	2	6	3	1
8	31	51	0	13	13	1	2	7	8	3
8	31	51	0	14	14	1	3	12	11	3
8	31	51	0	15	15	1	NA	NA	NA	4
8	31	51	0	16	16	1	1	1	1	1
8	31	51	0	17	17	1	NA	NA	NA	4
8	31	51	0	18	18	1	2	5	2	1
8	31	51	0	19	19	1	NA	NA	NA	4
8	31	51	0	22	22	1	3	13	12	3
8	31	51	0	26	26	1	NA	NA	NA	4
8	31	51	0	27	27	1	NA	NA	NA	4
8	31	51	0	28	28	1	3	10	9	3
8	31	51	0	29	29	1	NA	NA	NA	4
8	31	51	0	30	30	1	3	10	9	3
8	31	51	0	31	31	1	3	12	11	3
8	31	51	0	32	32	1	NA	NA	NA	5
8	31	51	0	35	35	1	NA	NA	NA	4
8	31	52	0	1	1	1	3	13	9	2
8	31	52	0	4	4	1	2	6	4	2
8	31	52	0	5	5	1	NA	NA	NA	4
8	31	52	0	6	6	1	NA	NA	NA	4
8	31	52	0	7	7	1	2	9	7	2
8	31	52	0	8	8	1	2	4	3	2
8	31	52	0	9	9	1	2	7	5	2
8	31	52	0	10	10	1	2	10	8	2
8	31	52	0	11	11	1	3	11	10	3
8	31	52	0	12	12	1	1	1	1	1
8	31	52	0	13	13	1	3	12	11	3
8	31	52	0	14	14	1	NA	NA	NA	4
8	31	52	0	15	15	1	NA	NA	NA	4
8	31	52	0	16	16	1	3	11	10	3
8	31	52	0	17	17	1	NA	NA	NA	4
8	31	52	0	18	18	1	1	3	2	1
8	31	52	0	19	19	1	NA	NA	NA	4
8	31	52	0	20	20	1	NA	NA	NA	4
8	31	52	0	21	21	1	NA	NA	NA	4
8	31	52	0	22	22	1	3	12	11	3
8	31	52	0	23	23	1	NA	NA	NA	4
8	31	52	0	26	26	1	3	13	12	3
8	31	52	0	27	27	1	3	14	13	3
8	31	52	0	28	28	1	3	11	10	3
8	31	52	0	29	29	1	3	14	13	3
8	31	52	0	30	30	1	3	13	12	3
8	31	52	0	31	31	1	2	8	6	2
8	31	52	0	32	32	1	NA	NA	NA	5
8	31	52	0	35	35	1	NA	NA	NA	4
8	31	53	0	1	1	1	2	5	5	2
8	31	53	0	4	4	1	3	9	9	3
8	31	53	0	5	5	1	NA	NA	NA	4
8	31	53	0	6	6	1	NA	NA	NA	4
8	31	53	0	7	7	1	3	10	10	3
8	31	53	0	8	8	1	1	3	3	2
8	31	53	0	9	9	1	1	2	2	2
8	31	53	0	10	10	1	3	8	8	3
8	31	53	0	11	11	1	2	4	4	2
8	31	53	0	12	12	1	3	7	7	3
8	31	53	0	13	13	1	3	6	6	3
8	31	53	0	14	14	1	3	9	9	3
8	31	53	0	16	16	1	1	1	1	1
8	31	53	0	17	17	1	NA	NA	NA	4
8	31	53	0	18	18	1	NA	NA	NA	4
8	31	53	0	19	19	1	NA	NA	NA	4
8	31	53	0	20	20	1	3	9	9	3
8	31	53	0	21	21	1	3	9	9	3
8	31	53	0	26	26	1	NA	NA	NA	4
8	31	53	0	27	27	1	NA	NA	NA	4
8	31	53	0	28	28	1	3	7	7	3
8	31	53	0	29	29	1	NA	NA	NA	4
8	31	53	0	30	30	1	3	7	7	3
8	31	53	0	31	31	1	NA	NA	NA	4
8	31	53	0	32	32	1	NA	NA	NA	5
8	31	53	0	35	35	1	NA	NA	NA	4
8	32	54	1	1	1	NA	NA	NA	4	2
8	32	54	1	4	4	1	3	5	6	3
8	32	54	1	5	5	1	NA	NA	NA	4
8	32	54	1	6	6	1	NA	NA	NA	4
8	32	54	1	7	7	1	NA	NA	NA	4
8	32	54	1	8	8	1	3	4	5	3
8	32	54	1	9	9	1	1	2	2	1
8	32	54	1	10	10	1	3	5	6	3
8	32	54	1	11	11	1	3	6	7	3
8	32	54	1	12	12	1	2	3	3	2
8	32	54	1	13	13	1	3	7	8	3
8	32	54	1	16	16	1	1	1	1	1
8	32	54	1	17	17	1	3	7	8	3
8	32	54	1	18	18	1	NA	NA	NA	4
8	32	54	1	19	19	1	NA	NA	NA	4
8	32	54	1	26	26	1	NA	NA	NA	4
8	32	54	1	27	27	1	NA	NA	NA	4
8	32	54	1	28	28	1	3	5	6	3
8	32	54	1	29	29	1	NA	NA	NA	4
8	32	54	1	30	30	1	3	7	8	3
8	32	54	1	31	31	1	NA	NA	NA	4
8	32	54	1	32	32	1	NA	NA	NA	5
8	32	54	1	35	35	1	NA	NA	NA	4
8	33	55	1	1	1	1	3	7	9	3
8	33	55	1	4	4	1	2	4	4	2
8	33	55	1	5	5	1	NA	NA	NA	4
8	33	55	1	6	6	1	NA	NA	NA	4
8	33	55	1	7	7	1	3	8	10	3
8	33	55	1	8	8	1	2	3	3	2
8	33	55	1	9	9	1	3	6	6	2
8	33	55	1	10	10	1	3	7	9	3
8	33	55	1	11	11	1	2	2	2	2
8	33	55	1	12	12	1	1	1	1	1
8	33	55	1	14	14	1	3	8	10	3
8	33	55	1	15	15	1	NA	NA	NA	4
8	33	55	1	16	16	1	1	1	7	3
8	33	55	1	18	18	1	NA	NA	NA	4
8	33	55	1	19	19	1	NA	NA	NA	4
8	33	55	1	20	20	1	NA	NA	NA	4
8	33	55	1	21	21	1	3	5	5	2
8	33	55	1	22	22	1	NA	NA	NA	4
8	33	55	1	23	23	1	NA	NA	NA	4
8	33	55	1	26	26	1	NA	NA	NA	4
8	33	55	1	27	27	1	NA	NA	NA	4
8	33	55	1	28	28	1	3	6	8	3
8	33	55	1	29	29	1	NA	NA	NA	4
8	33	55	1	30	30	1	3	6	8	3
8	33	55	1	31	31	1	2	4	4	2
8	33	55	1	32	32	1	NA	NA	NA	5
8	33	55	1	35	35	1	NA	NA	NA	4
8	34	56	1	4	4	1	2	4	4	2
8	34	56	1	5	5	1	3	5	7	3
8	34	56	1	6	6	1	NA	NA	NA	4
8	34	56	1	7	7	1	2	4	4	2
8	34	56	1	8	8	1	NA	NA	NA	4
8	34	56	1	9	9	1	3	5	7	3
8	34	56	1	10	10	1	NA	NA	NA	4
8	34	56	1	11	11	1	1	2	2	1
8	34	56	1	12	12	1	2	4	6	3
8	34	56	1	14	14	1	NA	NA	NA	4
8	34	56	1	15	15	1	NA	NA	NA	4
8	34	56	1	16	16	1	1	1	1	1
8	34	56	1	17	17	1	NA	NA	NA	4
8	34	56	1	20	20	1	3	5	7	3
8	34	56	1	21	21	1	1	3	3	1
8	34	56	1	22	22	1	NA	NA	NA	4
8	34	56	1	23	23	1	NA	NA	NA	4
8	34	56	1	26	26	1	NA	NA	NA	4
8	34	56	1	27	27	1	NA	NA	NA	4
8	34	56	1	28	28	1	NA	NA	NA	4
8	34	56	1	29	29	1	NA	NA	NA	4
8	34	56	1	30	30	NA	NA	NA	5	3
8	34	56	1	31	31	1	NA	NA	NA	4
8	34	56	1	32	32	1	NA	NA	NA	5
8	34	56	1	35	35	1	NA	NA	NA	4
8	35	57	1	1	1	1	3	6	5	3
8	35	57	1	2	2	1	3	7	6	3
8	35	57	1	4	4	1	NA	NA	NA	4
8	35	57	1	5	5	1	3	7	6	3
8	35	57	1	6	6	1	NA	NA	NA	4
8	35	57	1	7	7	1	NA	NA	NA	4
8	35	57	1	8	8	1	1	3	3	2
8	35	57	1	9	9	1	2	4	4	2
8	35	57	1	10	10	1	3	6	5	3
8	35	57	1	11	11	1	1	1	1	1
8	35	57	1	12	12	1	3	6	5	3
8	35	57	1	13	13	1	3	7	7	3
8	35	57	1	14	14	1	3	7	6	3
8	35	57	1	15	15	1	3	7	6	3
8	35	57	1	16	16	1	1	2	2	2
8	35	57	1	17	17	1	3	6	5	3
8	35	57	1	18	18	1	3	7	6	3
8	35	57	1	26	26	1	NA	NA	NA	4
8	35	57	1	27	27	1	NA	NA	NA	4
8	35	57	1	28	28	1	2	4	4	2
8	35	57	1	29	29	1	3	7	6	3
8	35	57	1	30	30	1	3	6	5	3
8	35	57	1	31	31	1	3	6	5	3
8	35	57	1	32	32	1	NA	NA	NA	5
8	35	57	1	35	35	1	NA	NA	NA	4
9	36	58	1	1	1	1	2	5	5	2
9	36	58	1	2	2	1	2	5	5	2
9	36	58	1	4	4	1	1	1	1	1
9	36	58	1	5	5	1	3	9	8	3
9	36	58	1	6	6	1	NA	NA	NA	4
9	36	58	1	7	7	1	3	9	8	3
9	36	58	1	8	8	1	1	3	3	1
9	36	58	1	16	16	1	2	6	6	2
9	36	58	1	18	18	1	NA	NA	NA	4
9	36	58	1	28	28	1	3	9	8	3
9	36	58	1	29	29	1	3	7	7	3
9	36	58	1	30	30	1	3	7	7	3
9	36	58	1	33	33	1	1	3	3	1
9	36	58	1	34	34	1	1	2	2	1
9	36	58	1	35	35	1	2	4	4	2
10	37	59	1	1	1	1	2	4	4	2
10	37	59	1	2	2	1	3	5	5	3
10	37	59	1	4	4	1	2	4	4	2
10	37	59	1	5	5	1	NA	NA	NA	4
10	37	59	1	6	6	1	NA	NA	NA	4
10	37	59	1	7	7	1	NA	NA	NA	4
10	37	59	1	8	8	1	1	3	3	1
10	37	59	1	9	9	1	1	2	2	1
10	37	59	1	10	10	1	NA	NA	NA	4
10	37	59	1	12	12	1	NA	NA	NA	4
10	37	59	1	13	13	2	1	1	1	1
10	37	59	1	15	15	1	NA	NA	NA	4
10	37	59	1	17	17	1	3	5	5	3
10	37	59	1	18	18	1	NA	NA	NA	4
10	37	59	1	27	27	1	NA	NA	NA	4
10	37	59	1	28	28	1	NA	NA	NA	4
10	37	59	1	29	29	1	NA	NA	NA	4
10	37	59	1	31	31	1	NA	NA	NA	4
10	37	59	1	32	32	1	NA	NA	NA	5
10	37	59	1	35	35	1	NA	NA	NA	4
10	38	60	1	1	1	1	2	4	4	2
10	38	60	1	2	2	1	3	5	6	3
10	38	60	1	4	4	1	2	4	4	2
10	38	60	1	5	5	1	NA	NA	NA	4
10	38	60	1	6	6	1	NA	NA	NA	4
10	38	60	1	7	7	1	NA	NA	NA	4
10	38	60	1	8	8	1	1	3	3	1
10	38	60	1	9	9	1	1	2	2	1
10	38	60	1	10	10	1	NA	NA	NA	4
10	38	60	1	11	11	1	NA	NA	NA	4
10	38	60	1	12	12	1	NA	NA	NA	4
10	38	60	1	13	13	1	1	1	1	1
10	38	60	1	14	14	1	NA	NA	NA	4
10	38	60	1	15	15	1	NA	NA	NA	4
10	38	60	1	17	17	1	3	5	5	2
10	38	60	1	18	18	1	NA	NA	NA	4
10	38	60	1	26	26	1	NA	NA	NA	4
10	38	60	1	27	27	1	NA	NA	NA	4
10	38	60	1	28	28	1	NA	NA	NA	4
10	38	60	1	29	29	1	NA	NA	NA	4
10	38	60	1	30	30	1	NA	NA	NA	4
10	38	60	1	31	31	1	NA	NA	NA	4
10	38	60	1	32	32	1	NA	NA	NA	5
10	38	60	1	35	35	1	NA	NA	NA	4
10	39	61	1	1	1	1	2	4	4	2
10	39	61	1	2	2	1	3	5	5	3
10	39	61	1	4	4	1	2	4	4	2
10	39	61	1	5	5	1	NA	NA	NA	4
10	39	61	1	6	6	1	NA	NA	NA	4
10	39	61	1	7	7	1	NA	NA	NA	4
10	39	61	1	8	8	1	1	3	3	1
10	39	61	1	9	9	1	1	2	2	1
10	39	61	1	10	10	1	NA	NA	NA	4
10	39	61	1	11	11	1	2	4	4	2
10	39	61	1	12	12	1	3	5	5	3
10	39	61	1	13	13	1	1	1	1	1
10	39	61	1	14	14	1	NA	NA	NA	4
10	39	61	1	16	16	1	3	5	5	3
10	39	61	1	17	17	1	NA	NA	NA	4
10	39	61	1	18	18	1	NA	NA	NA	4
10	39	61	1	26	26	1	NA	NA	NA	4
10	39	61	1	27	27	1	NA	NA	NA	4
10	39	61	1	28	28	1	NA	NA	NA	4
10	39	61	1	29	29	1	NA	NA	NA	4
10	39	61	1	30	30	1	NA	NA	NA	4
10	39	61	1	31	31	1	NA	NA	NA	4
10	39	61	1	32	32	1	NA	NA	NA	5
10	39	61	1	33	33	1	NA	NA	NA	5
10	39	61	1	34	34	1	NA	NA	NA	5
10	39	61	1	35	35	1	NA	NA	NA	4
10	39	62	1	1	1	1	2	4	4	2
10	39	62	1	2	2	1	3	5	5	3
10	39	62	1	4	4	1	2	4	4	2
10	39	62	1	5	5	1	NA	NA	NA	4
10	39	62	1	6	6	1	NA	NA	NA	4
10	39	62	1	7	7	1	NA	NA	NA	4
10	39	62	1	8	8	1	1	3	3	1
10	39	62	1	9	9	1	1	2	2	1
10	39	62	1	10	10	1	NA	NA	NA	4
10	39	62	1	11	11	1	2	4	4	2
10	39	62	1	12	12	1	3	5	5	3
10	39	62	1	13	13	1	1	1	1	1
10	39	62	1	14	14	1	NA	NA	NA	4
10	39	62	1	16	16	1	3	5	5	3
10	39	62	1	17	17	1	NA	NA	NA	4
10	39	62	1	18	18	1	NA	NA	NA	4
10	39	62	1	26	26	1	NA	NA	NA	4
10	39	62	1	27	27	1	NA	NA	NA	4
10	39	62	1	28	28	1	NA	NA	NA	4
10	39	62	1	29	29	1	NA	NA	NA	4
10	39	62	1	30	30	1	NA	NA	NA	4
10	39	62	1	31	31	1	NA	NA	NA	4
10	39	62	1	32	32	1	NA	NA	NA	5
10	39	62	1	33	33	1	NA	NA	NA	5
10	39	62	1	34	34	1	NA	NA	NA	5
10	39	62	1	35	35	1	NA	NA	NA	4
10	40	63	1	1	1	1	3	4	4	3
10	40	63	1	4	4	1	2	3	3	2
10	40	63	1	5	5	1	NA	NA	NA	4
10	40	63	1	6	6	1	2	3	3	2
10	40	63	1	7	7	1	NA	NA	NA	4
10	40	63	1	8	8	1	1	2	2	1
10	40	63	1	9	9	1	1	1	1	1
10	40	63	1	10	10	1	NA	NA	NA	4
10	40	63	1	13	13	1	2	3	3	2
10	40	63	1	17	17	1	NA	NA	NA	4
10	40	63	1	18	18	1	NA	NA	NA	4
10	40	63	1	28	28	1	NA	NA	NA	4
10	40	63	1	29	29	1	NA	NA	NA	4
10	40	63	1	32	32	1	NA	NA	NA	5
10	40	63	1	33	33	1	NA	NA	NA	5
10	40	63	1	34	34	1	NA	NA	NA	5
10	40	63	1	35	35	1	NA	NA	NA	4
10	41	64	1	1	1	1	3	5	6	3
10	41	64	1	4	4	1	2	4	4	2
10	41	64	1	5	5	1	NA	NA	NA	4
10	41	64	1	6	6	1	NA	NA	NA	4
10	41	64	1	7	7	1	NA	NA	NA	4
10	41	64	1	8	8	1	1	3	3	1
10	41	64	1	9	9	1	1	2	2	1
10	41	64	1	10	10	1	NA	NA	NA	4
10	41	64	1	11	11	1	2	4	4	2
10	41	64	1	12	12	1	3	5	6	3
10	41	64	1	13	13	1	1	1	1	1
10	41	64	1	14	14	1	NA	NA	NA	4
10	41	64	1	16	16	1	3	5	6	3
10	41	64	1	17	17	1	NA	NA	5	2
10	41	64	1	18	18	1	NA	NA	NA	4
10	41	64	1	26	26	1	NA	NA	NA	4
10	41	64	1	27	27	1	NA	NA	NA	4
10	41	64	1	28	28	1	NA	NA	NA	4
10	41	64	1	29	29	1	NA	NA	NA	4
10	41	64	1	30	30	1	NA	NA	NA	4
10	41	64	1	31	31	1	NA	NA	NA	4
10	41	64	1	32	32	1	NA	NA	NA	5
10	41	64	1	35	35	1	NA	NA	NA	4
10	42	65	1	1	1	1	3	5	6	3
10	42	65	1	4	4	1	2	4	4	2
10	42	65	1	5	5	1	3	5	6	3
10	42	65	1	6	6	1	NA	NA	NA	4
10	42	65	1	7	7	1	NA	NA	NA	4
10	42	65	1	8	8	1	1	3	3	1
10	42	65	1	9	9	1	1	1	1	1
10	42	65	1	10	10	1	NA	NA	NA	4
10	42	65	1	11	11	1	3	5	6	3
10	42	65	1	12	12	1	NA	NA	NA	4
10	42	65	1	13	13	1	1	2	2	1
10	42	65	1	14	14	1	NA	NA	NA	4
10	42	65	1	15	15	1	NA	NA	NA	4
10	42	65	1	16	16	1	2	4	4	2
10	42	65	1	17	17	1	NA	NA	5	3
10	42	65	1	18	18	1	NA	NA	NA	4
10	42	65	1	26	26	1	NA	NA	NA	4
10	42	65	1	27	27	1	NA	NA	NA	4
10	42	65	1	28	28	1	NA	NA	NA	4
10	42	65	1	29	29	1	NA	NA	NA	4
10	42	65	1	30	30	1	NA	NA	NA	4
10	42	65	1	31	31	1	NA	NA	NA	4
10	42	65	1	32	32	1	NA	NA	NA	5
10	42	65	1	35	35	1	NA	NA	NA	4
10	43	66	0	4	4	1	2	6	6	2
10	43	66	0	5	5	1	3	8	9	3
10	43	66	0	6	6	1	NA	NA	NA	4
10	43	66	0	7	7	1	2	4	4	2
10	43	66	0	8	8	1	3	7	8	3
10	43	66	0	10	10	NA	NA	NA	7	3
10	43	66	0	11	11	1	3	7	8	3
10	43	66	0	12	12	1	2	4	4	2
10	43	66	0	14	14	1	NA	NA	NA	4
10	43	66	0	15	15	1	NA	NA	NA	4
10	43	66	0	16	16	1	1	3	3	1
10	43	66	0	17	17	1	3	9	10	3
10	43	66	0	18	18	1	1	2	2	1
10	43	66	0	19	19	1	1	1	1	1
10	43	66	0	20	20	1	2	5	5	2
10	43	66	0	21	21	1	3	11	12	3
10	43	66	0	22	22	1	3	12	13	3
10	43	66	0	23	23	1	NA	NA	NA	4
10	43	66	0	26	26	1	NA	NA	NA	4
10	43	66	0	27	27	1	3	10	11	3
10	43	66	0	28	28	1	NA	NA	NA	4
10	43	66	0	29	29	1	NA	NA	NA	4
10	43	66	0	30	30	1	NA	NA	NA	4
10	43	66	0	31	31	1	NA	NA	NA	4
10	43	66	0	32	32	1	NA	NA	NA	5
10	43	66	0	35	35	1	NA	NA	NA	4
10	43	67	0	4	4	1	2	6	6	2
10	43	67	0	5	5	1	NA	NA	NA	4
10	43	67	0	6	6	1	NA	NA	NA	4
10	43	67	0	7	7	1	2	4	4	2
10	43	67	0	8	8	1	2	5	5	2
10	43	67	0	9	9	1	2	6	6	2
10	43	67	0	10	10	NA	NA	NA	6	2
10	43	67	0	11	11	1	1	1	1	1
10	43	67	0	12	12	1	1	2	2	1
10	43	67	0	13	13	1	2	6	6	2
10	43	67	0	14	14	1	NA	NA	NA	4
10	43	67	0	15	15	1	NA	NA	NA	4
10	43	67	0	16	16	1	1	2	2	1
10	43	67	0	17	17	1	1	3	3	1
10	43	67	0	18	18	1	2	6	6	2
10	43	67	0	19	19	1	3	7	7	3
10	43	67	0	20	20	1	3	7	7	3
10	43	67	0	21	21	1	3	7	7	3
10	43	67	0	26	26	1	NA	NA	NA	4
10	43	67	0	27	27	1	NA	NA	NA	4
10	43	67	0	28	28	1	NA	NA	NA	4
10	43	67	0	29	29	1	NA	NA	NA	4
10	43	67	0	30	30	1	NA	NA	NA	4
10	43	67	0	31	31	1	NA	NA	NA	4
10	43	67	0	32	32	1	NA	NA	NA	5
10	43	67	0	35	35	1	NA	NA	NA	4
10	43	68	0	4	4	1	2	5	5	2
10	43	68	0	5	5	1	NA	NA	NA	4
10	43	68	0	6	6	1	NA	NA	NA	4
10	43	68	0	7	7	1	2	4	4	2
10	43	68	0	8	8	1	2	4	4	2
10	43	68	0	9	9	1	2	5	5	2
10	43	68	0	10	10	NA	NA	NA	6	2
10	43	68	0	11	11	1	1	1	1	1
10	43	68	0	12	12	1	2	3	3	2
10	43	68	0	13	13	2	2	5	5	2
10	43	68	0	14	14	1	NA	NA	NA	4
10	43	68	0	15	15	1	NA	NA	NA	4
10	43	68	0	16	16	1	1	2	2	1
10	43	68	0	17	17	1	1	1	1	1
10	43	68	0	18	18	1	NA	NA	NA	4
10	43	68	0	26	26	1	NA	NA	NA	4
10	43	68	0	27	27	1	NA	NA	NA	4
10	43	68	0	28	28	1	NA	NA	NA	4
10	43	68	0	29	29	1	NA	NA	NA	4
10	43	68	0	30	30	1	NA	NA	NA	4
10	43	68	0	31	31	1	NA	NA	NA	4
10	43	68	0	32	32	1	NA	NA	NA	5
10	43	68	0	35	35	1	NA	NA	NA	4
10	43	69	0	4	4	1	2	5	5	2
10	43	69	0	5	5	1	NA	NA	NA	4
10	43	69	0	6	6	1	NA	NA	NA	4
10	43	69	0	7	7	1	2	5	5	2
10	43	69	0	8	8	1	2	4	4	2
10	43	69	0	9	9	1	2	5	5	2
10	43	69	0	10	10	NA	NA	NA	6	2
10	43	69	0	11	11	1	1	2	2	1
10	43	69	0	12	12	1	2	3	3	2
10	43	69	0	13	13	1	2	5	5	2
10	43	69	0	14	14	1	NA	NA	NA	4
10	43	69	0	15	15	1	NA	NA	NA	4
10	43	69	0	16	16	1	1	1	1	1
10	43	69	0	17	17	1	1	1	1	1
10	43	69	0	18	18	1	3	6	7	3
10	43	69	0	19	19	1	NA	NA	NA	4
10	43	69	0	26	26	1	NA	NA	NA	4
10	43	69	0	27	27	1	NA	NA	NA	4
10	43	69	0	28	28	1	NA	NA	NA	4
10	43	69	0	29	29	1	NA	NA	NA	4
10	43	69	0	30	30	1	NA	NA	NA	4
10	43	69	0	31	31	1	NA	NA	NA	4
10	43	69	0	32	32	1	NA	NA	NA	5
10	43	69	0	35	35	1	NA	NA	NA	4
10	43	70	0	4	4	1	2	6	6	2
10	43	70	0	5	5	1	NA	NA	NA	4
10	43	70	0	6	6	1	NA	NA	NA	4
10	43	70	0	7	7	1	2	6	6	2
10	43	70	0	8	8	1	2	5	5	2
10	43	70	0	9	9	1	2	6	6	2
10	43	70	0	10	10	1	NA	NA	NA	4
10	43	70	0	11	11	1	2	4	4	2
10	43	70	0	12	12	1	2	3	3	2
10	43	70	0	13	13	1	2	6	6	2
10	43	70	0	14	14	1	NA	NA	NA	4
10	43	70	0	15	15	1	NA	NA	NA	4
10	43	70	0	16	16	1	1	1	1	1
10	43	70	0	17	17	1	1	2	2	1
10	43	70	0	18	18	1	3	7	7	3
10	43	70	0	19	19	1	NA	NA	NA	4
10	43	70	0	26	26	1	NA	NA	NA	4
10	43	70	0	27	27	1	NA	NA	NA	4
10	43	70	0	28	28	1	NA	NA	NA	4
10	43	70	0	29	29	1	3	7	7	3
10	43	70	0	30	30	1	NA	NA	NA	4
10	43	70	0	31	31	1	NA	NA	NA	4
10	43	70	0	32	32	1	NA	NA	NA	5
10	43	70	0	35	35	1	NA	NA	NA	4
10	43	71	0	4	4	1	2	4	4	2
10	43	71	0	5	5	1	NA	NA	NA	4
10	43	71	0	6	6	1	NA	NA	NA	4
10	43	71	0	7	7	1	2	4	4	2
10	43	71	0	8	8	1	2	3	3	2
10	43	71	0	9	9	1	2	2	2	2
10	43	71	0	10	10	NA	NA	NA	5	2
10	43	71	0	11	11	1	1	1	1	1
10	43	71	0	12	12	1	2	2	2	2
10	43	71	0	13	13	1	2	4	4	2
10	43	71	0	14	14	1	NA	NA	NA	4
10	43	71	0	16	16	1	1	1	1	1
10	43	71	0	17	17	1	1	1	1	1
10	43	71	0	18	18	1	3	5	6	3
10	43	71	0	26	26	1	NA	NA	NA	4
10	43	71	0	27	27	1	NA	NA	NA	4
10	43	71	0	28	28	1	NA	NA	NA	4
10	43	71	0	29	29	1	NA	NA	NA	4
10	43	71	0	30	30	1	NA	NA	NA	4
10	43	71	0	31	31	1	NA	NA	NA	4
10	43	71	0	32	32	1	NA	NA	NA	5
10	43	71	0	35	35	1	NA	NA	NA	4
10	44	72	1	1	1	1	3	6	6	3
10	44	72	1	4	4	1	2	5	5	2
10	44	72	1	5	5	1	NA	NA	NA	4
10	44	72	1	6	6	1	NA	NA	NA	4
10	44	72	1	7	7	1	1	4	4	1
10	44	72	1	8	8	1	1	4	4	1
10	44	72	1	9	9	1	2	5	5	2
10	44	72	1	10	10	1	NA	NA	NA	4
10	44	72	1	12	12	1	1	1	1	1
10	44	72	1	13	13	2	2	5	5	2
10	44	72	1	14	14	1	NA	NA	NA	5
10	44	72	1	15	15	1	NA	NA	NA	4
10	44	72	1	16	16	1	2	5	5	2
10	44	72	1	17	17	1	3	6	6	3
10	44	72	1	18	18	1	1	2	2	1
10	44	72	1	19	19	1	1	3	3	1
10	44	72	1	26	26	1	NA	NA	NA	4
10	44	72	1	27	27	1	NA	NA	NA	4
10	44	72	1	28	28	1	NA	NA	NA	4
10	44	72	1	29	29	1	NA	NA	NA	4
10	44	72	1	30	30	1	NA	NA	NA	4
10	44	72	1	31	31	1	NA	NA	NA	4
10	44	72	1	32	32	1	NA	NA	NA	5
10	44	72	1	35	35	1	NA	NA	NA	4
4	45	73	1	4	4	1	NA	NA	NA	4
4	45	73	1	5	5	1	NA	NA	NA	4
4	45	73	1	6	6	1	NA	NA	NA	4
4	45	73	1	7	7	1	NA	NA	NA	4
4	45	73	1	8	8	1	NA	NA	NA	4
4	45	73	1	9	9	1	NA	NA	NA	4
4	45	73	1	10	10	NA	NA	NA	4	3
4	45	73	1	11	11	1	2	3	3	2
4	45	73	1	12	12	1	1	1	1	1
4	45	73	1	14	14	1	NA	NA	NA	4
4	45	73	1	15	15	1	NA	NA	NA	4
4	45	73	1	16	16	1	NA	NA	NA	4
4	45	73	1	20	20	1	NA	NA	NA	4
4	45	73	1	21	21	1	NA	NA	NA	4
4	45	73	1	22	22	1	NA	NA	NA	4
4	45	73	1	23	23	1	NA	NA	NA	4
4	45	73	1	24	24	1	2	3	3	2
4	45	73	1	25	25	1	1	2	2	1
4	45	73	1	28	28	1	NA	NA	NA	4
4	45	73	1	29	29	NA	NA	NA	4	3
4	45	73	1	30	30	1	2	3	3	2
4	45	73	1	31	31	1	2	3	3	2
4	45	73	1	32	32	1	NA	NA	NA	5
4	45	73	1	33	33	1	NA	NA	NA	5
4	45	73	1	34	34	1	NA	NA	NA	5
4	45	73	1	35	35	1	NA	NA	NA	4
7	60	88	1	4	4	NA	NA	NA	1	1
7	60	88	1	5	5	1	NA	NA	NA	4
7	60	88	1	6	6	1	NA	NA	NA	4
7	60	88	1	7	7	1	NA	NA	NA	4
7	60	88	1	8	8	NA	NA	NA	3	3
7	60	88	1	9	9	NA	NA	NA	1	1
7	60	88	1	10	10	NA	NA	NA	1	1
7	60	88	1	12	12	1	NA	NA	NA	4
7	60	88	1	13	13	NA	NA	NA	2	2
7	60	88	1	17	17	1	NA	NA	NA	4
7	60	88	1	18	18	1	NA	NA	NA	4
7	60	88	1	27	27	1	NA	NA	NA	4
7	60	88	1	28	28	1	NA	NA	NA	4
7	60	88	1	29	29	1	NA	NA	NA	4
7	60	88	1	31	31	1	NA	NA	NA	4
7	60	88	1	32	32	1	NA	NA	NA	5
7	60	88	1	35	35	1	NA	NA	NA	4
7	46	74	1	1	1	1	3	9	11	3
7	46	74	1	2	2	1	3	10	12	3
7	46	74	1	4	4	1	2	5	5	2
7	46	74	1	5	5	1	NA	NA	NA	4
7	46	74	1	6	6	1	NA	NA	NA	4
7	46	74	1	7	7	1	NA	NA	NA	4
7	46	74	1	8	8	1	1	3	3	1
7	46	74	1	9	9	1	3	8	10	3
7	46	74	1	10	10	1	1	4	4	1
7	46	74	1	11	11	1	2	5	5	2
7	46	74	1	12	12	1	1	2	2	1
7	46	74	1	13	13	1	3	11	13	3
7	46	74	1	14	14	1	3	11	8	2
7	46	74	1	15	15	1	NA	NA	NA	4
7	46	74	1	16	16	1	1	1	1	1
7	46	74	1	17	17	1	3	7	9	3
7	46	74	1	18	18	1	2	6	6	2
7	46	74	1	19	19	1	3	10	12	3
7	46	74	1	26	26	1	NA	NA	NA	4
7	46	74	1	27	27	1	NA	NA	NA	4
7	46	74	1	28	28	1	3	10	12	3
7	46	74	1	29	29	1	3	9	7	2
7	46	74	1	30	30	1	3	9	11	3
7	46	74	1	31	31	1	3	9	11	3
7	46	74	1	32	32	1	NA	NA	NA	5
7	46	74	1	33	33	1	NA	NA	NA	5
7	46	74	1	34	34	1	NA	NA	NA	5
