"x"
"Grondwater - waterpeil (ook waterregime bv. GxG, Pxx duurlijn, amplitude,?)"
"Grondwater - Ca2+"
"Grondwater - H+"
"Grondwater - HCO3-"
"Grondwater - Mg2+"
"Grondwater - alkaliniteit"
"Grondwater - K+"
"Grondwater - N"
"Grondwater - P"
"Grondwater - Na+"
"Grondwater - Cl-"
"Grondwater - SO42-"
"Grondwater - polluenten (milieuvreemde): zware metalen & organische"
"Waterbodem - Ca2+ (geadsorbeerd / in suspensie / in bodemvocht)"
"Waterbodem - Cl- (bodemvocht)"
"Waterbodem - K+ (bodemvocht)"
"Waterbodem - Mg2+ (geadsorbeerd / in suspensie / in bodemvocht)"
"Waterbodem - N"
"Waterbodem - Na+ (geadsorbeerd / in suspensie / in bodemvocht)"
"Waterbodem - P"
"Waterbodem - bodemmobilisatie"
"Waterbodem - polluenten (milieuvreemde): zware metalen & organische"
"Waterkolom - N"
"Waterkolom - K+"
"Waterkolom - P"
"Waterkolom - alkaliniteit"
"Waterkolom - H+"
"Waterkolom - HCO3-"
"Waterkolom - Ca2+"
"Waterkolom - Mg2+"
"Waterkolom - SO42-"
"Waterkolom - Cl-"
"Waterkolom - Na+"
"Waterkolom - turbiditeit"
"Waterkolom - licht (plantbeschikbaar / fotosynthetisch actieve straling)"
"Waterkolom - vorst"
"Waterkolom - stroming water / golfslag"
"Waterkolom - waterpeil (waterregime / droogval)"
"Waterkolom - polluenten (milieuvreemde): zware metalen & organische"
"Bodem - H+ (geadsorbeerd /bodemvocht)"
"Bodem - N"
"Bodem - K+ (geadsorbeerd /bodemvocht)"
"Bodem - P"
"Bodem - Cl- (bodemvocht/neerslag)"
"Bodem - alkaliniteit (bodemvocht)"
"Bodem - bodemmobilisatie"
"Bodem - temperatuur"
"Bodem - H2O"
"Bodem - polluenten (milieuvreemde): zware metalen & organische"
"Inundatiewater - K+"
"Inundatiewater - P"
"Inundatiewater - N"
"Inundatiewater - alkaliniteit"
"Inundatiewater - H+"
"Inundatiewater - HCO3-"
"Inundatiewater - SO42-"
"Inundatiewater - Cl-"
"Inundatiewater - Na+"
"Inundatiewater - stroming water / golfslag"
"Inundatiewater - turbiditeit"
"Inundatiewater - licht (plantbeschikbaar / fotosynthetisch actieve straling)"
"Inundatiewater - waterpeil"
"Inundatiewater - dikte afgezet sediment"
"Inundatiewater - vorst"
"Inundatiewater - temperatuur"
"Inundatiewater - polluenten (milieuvreemde): zware metalen & organische"
"Atmosfeer - NOx"
"Atmosfeer - NHy"
"Atmosfeer - H+"
"Atmosfeer - SOx"
"Atmosfeer - neerslag"
"Atmosfeer - wind"
"Atmosfeer - luchtvochtigheid (relatieve)"
"Atmosfeer - temperatuur"
"Atmosfeer - vorst"
"Atmosfeer - CO2"
"Atmosfeer - organische polluenten (en pesticiden) + zware metalen"
"Atmosfeer - O3"
