"Typeklasse","Hoofdtype","Vegcode","HoofdLogical","Druk","Milieudruk","EffIndActie","Categorie_voorstel","Rang_voorstel","Categorie","Rang"
"Heiden","4030","4030",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"Heiden","4030","4030",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Heiden","4030","4030",TRUE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Heiden","4030","4030",TRUE,"Druk9.1","9.1 Geluid en trillingen","",,,"S",
"Heiden","4030","4030",TRUE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Heiden","4030","4030",TRUE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Thermofiel struikgewas","5130","5130",TRUE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",1,"H",1
"Thermofiel struikgewas","5130","5130",TRUE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","","H",2,"H",2
"Thermofiel struikgewas","5130","5130",TRUE,"Druk3.1","3.1 Eutrofiëring via de lucht","","H",3,"H",3
"Thermofiel struikgewas","5130","5130",TRUE,"Druk4.1","4.1 Verzuring via de lucht","","M",4,"M",4
"Thermofiel struikgewas","5130","5130",TRUE,"Druk101","101 Klimaatverandering in droge perioden","","M",5,"M",5
"Thermofiel struikgewas","5130","5130",TRUE,"Druk102","102 Klimaatverandering in natte perioden","","M",6,"M",6
"Thermofiel struikgewas","5130","5130",TRUE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","L",7,"L",7
"Thermofiel struikgewas","5130","5130",TRUE,"Druk3.2","3.2 Eutrofiëring via de bodem","","L",8,"L",8
"Thermofiel struikgewas","5130","5130",TRUE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Thermofiel struikgewas","5130","5130",TRUE,"Druk14","14 Verlies van aquatische connectiviteit","",,,"S",
"Thermofiel struikgewas","5130","5130",TRUE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","",,,"S",
"Thermofiel struikgewas","5130","5130",TRUE,"Druk5.2","5.2 Vernatting via het grondwater","",,,"S",
"Thermofiel struikgewas","5130","5130",TRUE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"Thermofiel struikgewas","5130","5130",TRUE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Thermofiel struikgewas","5130","5130",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"Thermofiel struikgewas","5130","5130",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Thermofiel struikgewas","5130","5130",TRUE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Thermofiel struikgewas","5130","5130",TRUE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Thermofiel struikgewas","5130","5130",TRUE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","","M",5,"H",1
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk14","14 Verlies van aquatische connectiviteit","","M",6,"H",2
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","M",7,"H",3
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","M",4,"M",4
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","H",1,"M",5
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",1,"M",6
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","","L",10,"M",7
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk3.2","3.2 Eutrofiëring via de bodem","","M",3,"L",8
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk3.1","3.1 Eutrofiëring via de lucht","","M",8,"L",9
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk4.1","4.1 Verzuring via de lucht","","L",9,"L",9
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","","L",11,"L",10
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk102","102 Klimaatverandering in natte perioden","","L",12,"L",11
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","","L",12,"L",11
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",12,"L",11
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","","L",12,"L",11
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",12,"L",11
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk5.2","5.2 Vernatting via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","6120","6120",TRUE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","H",1,"H",1
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",2,"H",2
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","H",3,"H",3
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","","H",4,"H",4
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","M",5,"M",5
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",8,"M",6
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk4.1","4.1 Verzuring via de lucht","","L",6,"L",7
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk101","101 Klimaatverandering in droge perioden","","L",7,"L",8
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk102","102 Klimaatverandering in natte perioden","","L",7,"L",8
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",7,"L",8
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","","L",8,"L",9
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","","L",8,"L",9
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","L",9,"L",10
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","","L",9,"L",10
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","6210","6210_hk",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","H",1,"H",1
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",2,"H",2
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","H",3,"H",3
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","","H",4,"H",4
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","M",5,"M",5
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",8,"M",6
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk4.1","4.1 Verzuring via de lucht","","L",6,"L",7
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk101","101 Klimaatverandering in droge perioden","","L",7,"L",8
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk102","102 Klimaatverandering in natte perioden","","L",7,"L",8
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",7,"L",8
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","","L",8,"L",9
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","","L",8,"L",9
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","L",9,"L",10
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","","L",9,"L",10
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","6210","6210_sk",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","H",1,"H",1
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","","H",2,"H",2
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",3,"H",3
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",4,"M",4
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk4.1","4.1 Verzuring via de lucht","","M",5,"M",5
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",6,"L",6
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","","L",6,"L",6
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk101","101 Klimaatverandering in droge perioden","","L",7,"L",7
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk102","102 Klimaatverandering in natte perioden","","L",7,"L",7
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","","L",7,"L",7
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","L",7,"L",7
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",7,"L",7
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","L",8,"L",8
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","","L",8,"L",8
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","6230","6230_ha",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",1,"H",1
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","H",2,"H",2
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","","H",2,"H",2
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","H",2,"H",2
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",3,"M",3
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk5.1","5.1 Verdroging via het grondwater","","M",4,"M",4
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","L",5,"L",5
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",6,"L",6
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk4.1","4.1 Verzuring via de lucht","","L",7,"L",7
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk101","101 Klimaatverandering in droge perioden","","L",8,"L",8
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","","L",8,"L",8
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk102","102 Klimaatverandering in natte perioden","","L",9,"L",9
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","","L",9,"L",9
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",9,"L",9
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","","L",9,"L",9
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","","L",9,"L",9
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","","L",10,"L",10
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","","L",10,"L",10
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","L",11,"L",11
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","L",12,"L",12
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","6230","6230_hmo",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","H",1,"H",1
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",2,"H",2
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","","H",3,"H",3
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",4,"M",4
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk4.1","4.1 Verzuring via de lucht","","M",5,"M",5
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",6,"L",6
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","","L",6,"L",6
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk101","101 Klimaatverandering in droge perioden","","L",7,"L",7
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk102","102 Klimaatverandering in natte perioden","","L",7,"L",7
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","","L",7,"L",7
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","L",7,"L",7
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",7,"L",7
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","L",8,"L",8
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","","L",8,"L",8
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"(Half-)natuurlijke graslanden","6230","6230_hn",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"(Half-)natuurlijke graslanden","6230","6230_hnk",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","H",1,"H",1
