Typeklasse,Hoofdtype,Vegcode,HoofdLogical,Druk,Milieudruk,EffIndActie,Categorie_voorstel,Rang_voorstel,Rang,Categorie
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,M,6,6,M
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,M,4,4,M
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,M,3,3,M
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk4.1,4.1 Verzuring via de lucht,0nvt,M,6,6,M
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,H,1,1,H
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,H,2,2,H
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,L,7,7,L
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,L,7,7,L
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,M,4,4,M
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,M,4,4,M
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,M,3,3,M
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,M,2,2,M
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,NA,NA,NA,5,M
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,H,1,1,H
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,M,2,2,M
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk4.1,4.1 Verzuring via de lucht,0nvt,M,4,4,M
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,H,1,1,H
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,H,1,1,H
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,L,5,6,L
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Bossen en struwelen,91F0,91F0,TRUE,Druk101,101 Klimaatverandering in droge perioden,0nvt,L,6,6,L
Bossen en struwelen,91F0,91F0,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,M,5,5,M
Bossen en struwelen,91F0,91F0,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Bossen en struwelen,91F0,91F0,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Bossen en struwelen,91F0,91F0,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,H,4,4,H
Bossen en struwelen,91F0,91F0,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,4,4,H
Bossen en struwelen,91F0,91F0,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,M,5,5,M
Bossen en struwelen,91F0,91F0,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,NA,NA,NA,S
Bossen en struwelen,91F0,91F0,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,H,1,1,H
Bossen en struwelen,91F0,91F0,TRUE,Druk4.1,4.1 Verzuring via de lucht,BEHOUD,M,5,5,M
Bossen en struwelen,91F0,91F0,TRUE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,NA,NA,NA,P
Bossen en struwelen,91F0,91F0,TRUE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,91F0,91F0,TRUE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,M,5,5,M
Bossen en struwelen,91F0,91F0,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,L,6,6,L
Bossen en struwelen,91F0,91F0,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,H,2,2,H
Bossen en struwelen,91F0,91F0,TRUE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),0nvt,H,3,3,H
Bossen en struwelen,91F0,91F0,TRUE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,91F0,91F0,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,91F0,91F0,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
Bossen en struwelen,91F0,91F0,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Bossen en struwelen,91F0,91F0,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,91F0,91F0,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,91F0,91F0,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Bossen en struwelen,91F0,91F0,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,NA,NA,NA,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,NA,NA,NA,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,NA,NA,NA,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,NA,NA,NA,4,L
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,M,3,3,M
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,H,1,1,H
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,NA,NA,NA,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,NA,NA,NA,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk63,"63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,NA,NA,NA,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk64,"64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,NA,NA,NA,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk65,65  Toename golfslagwerking,0nvt,NA,NA,NA,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk66,66  Afname golfslagwerking,0nvt,NA,NA,NA,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk7.1,7.1 Verzoeting via het grondwater,0nvt,M,3,3,M
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk7.2,7.2 Verzoeting via het oppervlaktewater (incl. overstromingswater),0nvt,H,2,2,H
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,NA,NA,NA,4,L
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,M,3,3,M
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,M,3,3,M
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk9.1,9.1 Geluid en trillingen,0nvt,NA,NA,NA,P
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk9.2,9.2 Licht en straling,0nvt,NA,NA,NA,P
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",NA,NA,NA,1,H
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,NA,NA,NA,3,L
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,NA,NA,NA,1,H
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,NA,NA,NA,1,H
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk4.1,4.1 Verzuring via de lucht,NA,NA,NA,2,M
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk101,101 Klimaatverandering in droge perioden,0nvt,L,9,11,L
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk102,102 Klimaatverandering in natte perioden,0nvt,L,10,12,L
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,M,5,5,M
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,3,3,H
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,L,8,10,L
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,H,4,4,H
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,M,5,5,M
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,H,2,2,H
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk4.1,4.1 Verzuring via de lucht,0nvt,L,11,13,L
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,L,11,8,M
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,H,1,1,H
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,L,7,9,L
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,M,6,6,M
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),0nvt,L,10,12,L
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,L,10,12,L
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,L,9,7,M
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,L,9,11,L
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,L,9,11,L
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk9.1,9.1 Geluid en trillingen,0nvt,NA,NA,NA,P
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk9.2,9.2 Licht en straling,0nvt,NA,NA,NA,P
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,H,3,3,H
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,M,4,4,M
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,L,5,6,L
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,H,1,1,H
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,H,3,3,H
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,H,2,2,H
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,L,7,7,L
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,H,2,2,H
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,NA,NA,NA,5,L
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk9.1,9.1 Geluid en trillingen,0nvt,NA,NA,NA,P
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk9.2,9.2 Licht en straling,0nvt,NA,NA,NA,P
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",NA,NA,NA,1,H
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,NA,NA,NA,2,M
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,NA,NA,NA,1,H
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),NA,NA,NA,2,M
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk5.1,5.1 Verdroging via het grondwater,NA,NA,NA,1,H
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk5.2,5.2 Vernatting via het grondwater,NA,NA,NA,3,L
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),NA,NA,NA,2,M
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk9.1,9.1 Geluid en trillingen,0nvt,NA,NA,NA,P
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk9.2,9.2 Licht en straling,0nvt,NA,NA,NA,P
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbkam,rbbkam,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,H,2,2,H
(Half-)natuurlijke graslanden,rbbkam,rbbkam,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbkam,rbbkam,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbkam,rbbkam,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,rbbkam,rbbkam,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,M,4,4,M
(Half-)natuurlijke graslanden,rbbkam,rbbkam,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,L,6,7,L
