Typeklasse,Hoofdtype,Vegcode,HoofdLogical,Druk,Milieudruk,Categorie
Bossen en struwelen,9130,9130_fm,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),L
Bossen en struwelen,9130,9130_fm,TRUE,Druk4.1,4.1 Verzuring via de lucht,H
Bossen en struwelen,9130,9130_fm,TRUE,Druk5.1,5.1 Verdroging via het grondwater,L
Bossen en struwelen,9150,9150,TRUE,Druk101,101 Klimaatverandering in droge perioden,L
Bossen en struwelen,9150,9150,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",M
Bossen en struwelen,9150,9150,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,H
Bossen en struwelen,9150,9150,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,S
Bossen en struwelen,9150,9150,TRUE,Druk4.1,4.1 Verzuring via de lucht,M
Bossen en struwelen,9160,9160,TRUE,Druk101,101 Klimaatverandering in droge perioden,L
Bossen en struwelen,9160,9160,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,H
Bossen en struwelen,9160,9160,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,S
Bossen en struwelen,9160,9160,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
Bossen en struwelen,9160,9160,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),L
Bossen en struwelen,9160,9160,TRUE,Druk4.1,4.1 Verzuring via de lucht,H
Bossen en struwelen,9160,9160,TRUE,Druk5.1,5.1 Verdroging via het grondwater,L
Bossen en struwelen,9160,9160,TRUE,Druk5.2,5.2 Vernatting via het grondwater,M
Bossen en struwelen,9190,9190,TRUE,Druk101,101 Klimaatverandering in droge perioden,L
Bossen en struwelen,9190,9190,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,H
Bossen en struwelen,9190,9190,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,S
Bossen en struwelen,9190,9190,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,L
Bossen en struwelen,9190,9190,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),S
Bossen en struwelen,9190,9190,TRUE,Druk4.1,4.1 Verzuring via de lucht,H
Bossen en struwelen,9190,9190,TRUE,Druk5.1,5.1 Verdroging via het grondwater,M
Bossen en struwelen,91E0,91E0_sf,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,L
Bossen en struwelen,91E0,91E0_sf,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,L
Bossen en struwelen,91E0,91E0_sf,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),M
Bossen en struwelen,91E0,91E0_sf,FALSE,Druk5.1,5.1 Verdroging via het grondwater,H
Bossen en struwelen,91E0,91E0_sf,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),H
Bossen en struwelen,91E0,91E0_sf,FALSE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),H
Bossen en struwelen,91E0,91E0_sf,FALSE,Druk63,"63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan",M
Bossen en struwelen,91E0,91E0_va,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,M
Bossen en struwelen,91E0,91E0_va,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,M
Bossen en struwelen,91E0,91E0_va,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,H
Bossen en struwelen,91E0,91E0_va,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
Bossen en struwelen,91E0,91E0_va,FALSE,Druk4.1,4.1 Verzuring via de lucht,M
Bossen en struwelen,91E0,91E0_va,FALSE,Druk5.1,5.1 Verdroging via het grondwater,H
Bossen en struwelen,91E0,91E0_va,FALSE,Druk5.2,5.2 Vernatting via het grondwater,H
Bossen en struwelen,91E0,91E0_va,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),M
Bossen en struwelen,91E0,91E0_va,FALSE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),L
Bossen en struwelen,91E0,91E0_vc,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,M
Bossen en struwelen,91E0,91E0_vc,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,M
Bossen en struwelen,91E0,91E0_vc,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,H
Bossen en struwelen,91E0,91E0_vc,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),M
Bossen en struwelen,91E0,91E0_vc,FALSE,Druk4.1,4.1 Verzuring via de lucht,M
Bossen en struwelen,91E0,91E0_vc,FALSE,Druk5.1,5.1 Verdroging via het grondwater,H
Bossen en struwelen,91E0,91E0_vc,FALSE,Druk5.2,5.2 Vernatting via het grondwater,H
Bossen en struwelen,91E0,91E0_vm,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,M
Bossen en struwelen,91E0,91E0_vm,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,M
Bossen en struwelen,91E0,91E0_vm,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,H
Bossen en struwelen,91E0,91E0_vm,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),M
Bossen en struwelen,91E0,91E0_vm,FALSE,Druk4.1,4.1 Verzuring via de lucht,M
Bossen en struwelen,91E0,91E0_vm,FALSE,Druk5.1,5.1 Verdroging via het grondwater,H
Bossen en struwelen,91E0,91E0_vm,FALSE,Druk5.2,5.2 Vernatting via het grondwater,H
Bossen en struwelen,91E0,91E0_vm,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),L
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,M
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),M
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk4.1,4.1 Verzuring via de lucht,M
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk5.1,5.1 Verdroging via het grondwater,H
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk5.2,5.2 Vernatting via het grondwater,H
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),L
Bossen en struwelen,91E0,91E0_vn,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,L
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,M
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,M
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,H
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),M
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk4.1,4.1 Verzuring via de lucht,M
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk5.1,5.1 Verdroging via het grondwater,H
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk5.2,5.2 Vernatting via het grondwater,H
Bossen en struwelen,91E0,91E0_vo,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),L
Bossen en struwelen,91F0,91F0,TRUE,Druk101,101 Klimaatverandering in droge perioden,L
Bossen en struwelen,91F0,91F0,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,M
Bossen en struwelen,91F0,91F0,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
Bossen en struwelen,91F0,91F0,TRUE,Druk4.1,4.1 Verzuring via de lucht,M
Bossen en struwelen,91F0,91F0,TRUE,Druk5.1,5.1 Verdroging via het grondwater,M
Bossen en struwelen,91F0,91F0,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),H
Bossen en struwelen,91F0,91F0,TRUE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),H
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,L
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk5.1,5.1 Verdroging via het grondwater,S
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk7.1,7.1 Verzoeting via het grondwater,M
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk7.2,7.2 Verzoeting via het oppervlaktewater (incl. overstromingswater),H
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,L
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,M
Zoete en brakke wateren,rbbah,rbbah,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),M
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,H
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,H
(Half-)natuurlijke graslanden,rbbha,rbbha,TRUE,Druk4.1,4.1 Verzuring via de lucht,M
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk101,101 Klimaatverandering in droge perioden,L
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,L
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,H
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk4.2,4.2 Verzuring via het grondwater,M
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk5.1,5.1 Verdroging via het grondwater,H
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),M
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),L
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,L
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,M
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,L
(Half-)natuurlijke graslanden,rbbhc,rbbhc,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,L
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,H
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk5.1,5.1 Verdroging via het grondwater,H
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),H
(Half-)natuurlijke graslanden,rbbhf,rbbhf,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,L
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,H
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),M
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk5.1,5.1 Verdroging via het grondwater,H
(Half-)natuurlijke graslanden,rbbhfl,rbbhfl,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),M
(Half-)natuurlijke graslanden,rbbkam,rbbkam,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,L
(Half-)natuurlijke graslanden,rbbkam,rbbkam,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,H
(Half-)natuurlijke graslanden,rbbkam,rbbkam,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,L
(Half-)natuurlijke graslanden,rbbkam,rbbkam,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),M
(Half-)natuurlijke graslanden,rbbkam,rbbkam,TRUE,Druk4.1,4.1 Verzuring via de lucht,L
(Half-)natuurlijke graslanden,rbbkam,rbbkam,TRUE,Druk5.1,5.1 Verdroging via het grondwater,P
(Half-)natuurlijke graslanden,rbbkam,rbbkam,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),M
(Half-)natuurlijke graslanden,rbbkam,rbbkam,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,M
(Half-)natuurlijke graslanden,rbbkam,rbbkam,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,L
(Half-)natuurlijke graslanden,rbbkam,rbbkam,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),M
Moerassen,rbbmc,rbbmc,TRUE,Druk101,101 Klimaatverandering in droge perioden,L
Moerassen,rbbmc,rbbmc,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,L
Moerassen,rbbmc,rbbmc,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,L
Moerassen,rbbmc,rbbmc,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,L
Moerassen,rbbmc,rbbmc,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),S
Moerassen,rbbmc,rbbmc,TRUE,Druk5.1,5.1 Verdroging via het grondwater,H
Moerassen,rbbmc,rbbmc,TRUE,Druk5.2,5.2 Vernatting via het grondwater,H
Moerassen,rbbmc,rbbmc,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),L
Moerassen,rbbmc,rbbmc,TRUE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),M
Moerassen,rbbmc,rbbmc,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,L
Moerassen,rbbmc,rbbmc,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,L
Moerassen,rbbmc,rbbmc,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
Moerassen,rbbmr,rbbmr,TRUE,Druk101,101 Klimaatverandering in droge perioden,L
Moerassen,rbbmr,rbbmr,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,L
Moerassen,rbbmr,rbbmr,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,L
Moerassen,rbbmr,rbbmr,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
Moerassen,rbbmr,rbbmr,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),L
Moerassen,rbbmr,rbbmr,TRUE,Druk5.1,5.1 Verdroging via het grondwater,H
Moerassen,rbbmr,rbbmr,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),L
Moerassen,rbbmr,rbbmr,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,L
Moerassen,rbbmr,rbbmr,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,L
Moerassen,rbbmr,rbbmr,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
Moerassen,rbbms,rbbms,TRUE,Druk101,101 Klimaatverandering in droge perioden,L
Moerassen,rbbms,rbbms,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,M
Moerassen,rbbms,rbbms,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,L
Moerassen,rbbms,rbbms,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,H
Moerassen,rbbms,rbbms,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),M
Moerassen,rbbms,rbbms,TRUE,Druk5.1,5.1 Verdroging via het grondwater,H
Moerassen,rbbms,rbbms,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),H
Moerassen,rbbms,rbbms,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,L
Moerassen,rbbms,rbbms,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,L
Moerassen,rbbms,rbbms,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,L
Bossen en struwelen,rbbppm,rbbppm,TRUE,Druk101,101 Klimaatverandering in droge perioden,L
Bossen en struwelen,rbbppm,rbbppm,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,H
Bossen en struwelen,rbbppm,rbbppm,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,S
Bossen en struwelen,rbbppm,rbbppm,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),S
Bossen en struwelen,rbbppm,rbbppm,TRUE,Druk4.1,4.1 Verzuring via de lucht,H
Bossen en struwelen,rbbppm,rbbppm,TRUE,Druk5.1,5.1 Verdroging via het grondwater,M
Bossen en struwelen,rbbsf,rbbsf,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,M
Bossen en struwelen,rbbsf,rbbsf,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,M
Bossen en struwelen,rbbsf,rbbsf,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,H
Bossen en struwelen,rbbsf,rbbsf,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
Bossen en struwelen,rbbsf,rbbsf,TRUE,Druk5.1,5.1 Verdroging via het grondwater,H
Bossen en struwelen,rbbsf,rbbsf,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),L
Bossen en struwelen,rbbsf,rbbsf,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,L
Heiden,rbbsg,rbbsg,TRUE,Druk101,101 Klimaatverandering in droge perioden,L
Heiden,rbbsg,rbbsg,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,L
Heiden,rbbsg,rbbsg,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,S
Heiden,rbbsg,rbbsg,TRUE,Druk4.1,4.1 Verzuring via de lucht,S
Heiden,rbbsm,rbbsm,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,L
Heiden,rbbsm,rbbsm,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,L
Heiden,rbbsm,rbbsm,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,H
Heiden,rbbsm,rbbsm,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),M
Heiden,rbbsm,rbbsm,TRUE,Druk5.1,5.1 Verdroging via het grondwater,H
Heiden,rbbsm,rbbsm,TRUE,Druk5.2,5.2 Vernatting via het grondwater,M
Bossen en struwelen,rbbso,rbbso,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,H
Bossen en struwelen,rbbso,rbbso,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,M
Bossen en struwelen,rbbso,rbbso,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,H
Bossen en struwelen,rbbso,rbbso,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
Bossen en struwelen,rbbso,rbbso,TRUE,Druk4.1,4.1 Verzuring via de lucht,M
Bossen en struwelen,rbbso,rbbso,TRUE,Druk5.1,5.1 Verdroging via het grondwater,H
Bossen en struwelen,rbbso,rbbso,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),L
Bossen en struwelen,rbbsp,rbbsp,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,H
Bossen en struwelen,rbbsp,rbbsp,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,M
Bossen en struwelen,rbbsp,rbbsp,TRUE,Druk4.1,4.1 Verzuring via de lucht,L
(Half-)natuurlijke graslanden,rbbvos,rbbvos,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,L
(Half-)natuurlijke graslanden,rbbvos,rbbvos,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,H
(Half-)natuurlijke graslanden,rbbvos,rbbvos,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,L
(Half-)natuurlijke graslanden,rbbvos,rbbvos,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
(Half-)natuurlijke graslanden,rbbvos,rbbvos,TRUE,Druk5.1,5.1 Verdroging via het grondwater,H
(Half-)natuurlijke graslanden,rbbvos,rbbvos,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),L
(Half-)natuurlijke graslanden,rbbvos,rbbvos,TRUE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),L
(Half-)natuurlijke graslanden,rbbvos,rbbvos,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,L
(Half-)natuurlijke graslanden,rbbvos,rbbvos,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,M
(Half-)natuurlijke graslanden,rbbvos,rbbvos,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,L
(Half-)natuurlijke graslanden,rbbvos,rbbvos,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
(Half-)natuurlijke graslanden,rbbzil,rbbzil,TRUE,Druk101,101 Klimaatverandering in droge perioden,L
(Half-)natuurlijke graslanden,rbbzil,rbbzil,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,L
(Half-)natuurlijke graslanden,rbbzil,rbbzil,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,H
(Half-)natuurlijke graslanden,rbbzil,rbbzil,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
(Half-)natuurlijke graslanden,rbbzil,rbbzil,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
(Half-)natuurlijke graslanden,rbbzil,rbbzil,TRUE,Druk5.1,5.1 Verdroging via het grondwater,H
(Half-)natuurlijke graslanden,rbbzil,rbbzil,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),L
(Half-)natuurlijke graslanden,rbbzil,rbbzil,TRUE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),M
(Half-)natuurlijke graslanden,rbbzil,rbbzil,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,M
(Half-)natuurlijke graslanden,rbbzil,rbbzil,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,L
(Half-)natuurlijke graslanden,rbbzil,rbbzil,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
