loc_code	date_sampling	variable	value	below_loq	loq
343	17625	3	0.024	0	NA
343	17680	1	NA	1	0.05
343	17680	2	0.5	0	NA
343	17680	3	0.1367	0	NA
344	17344	1	NA	1	0.05
344	17344	2	0.24	0	NA
344	17344	3	0.038	0	NA
344	17372	1	0.07	0	NA
344	17372	2	0.17	0	NA
344	17372	3	0.04	0	NA
344	17399	1	NA	1	0.05
344	17399	2	0.1	0	NA
344	17399	3	NA	1	0.02
344	17434	1	NA	1	0.05
344	17434	2	0.18	0	NA
344	17434	3	NA	1	0.02
344	17462	1	NA	1	0.05
344	17462	2	0.2	0	NA
344	17462	3	NA	1	0.02
344	17490	1	NA	1	0.05
344	17490	2	0.12	0	NA
344	17490	3	NA	1	0.02
344	17519	1	NA	1	0.05
344	17519	2	0.53	0	NA
344	17519	3	0.1182	0	NA
344	17553	1	NA	1	0.05
344	17553	2	0.15	0	NA
344	17553	3	NA	1	0.02
344	17581	1	NA	1	0.05
344	17581	2	0.17	0	NA
344	17581	3	NA	1	0.02
344	17602	1	NA	1	0.05
344	17602	2	0.21	0	NA
344	17602	3	0.037	0	NA
344	17625	1	NA	1	0.05
344	17625	2	NA	1	0.1
344	17625	3	0.021	0	NA
344	17680	1	NA	1	0.05
344	17680	2	0.13	0	NA
344	17680	3	0.041	0	NA
345	16195	1	NA	1	0.1
345	16195	2	0.14	0	NA
345	16231	1	NA	1	0.1
345	16231	2	0.24	0	NA
345	16259	1	NA	1	0.1
345	16259	2	NA	1	0.1
345	16294	1	NA	1	0.1
345	16294	2	0.1	0	NA
345	16329	1	NA	1	0.1
345	16329	2	NA	1	0.1
345	16370	1	NA	1	0.1
345	16370	2	NA	1	0.1
346	16195	1	NA	1	0.1
346	16195	2	0.12	0	NA
346	16231	1	NA	1	0.1
346	16231	2	0.1	0	NA
346	16259	1	NA	1	0.1
346	16259	2	0.1	0	NA
346	16294	1	NA	1	0.1
346	16294	2	NA	1	0.1
346	16329	1	NA	1	0.1
346	16329	2	0.12	0	NA
346	16370	1	NA	1	0.1
346	16370	2	0.12	0	NA
347	16195	1	NA	1	0.1
347	16195	2	NA	1	0.1
347	16231	1	NA	1	0.1
347	16231	2	0.13	0	NA
347	16259	1	NA	1	0.1
347	16259	2	0.14	0	NA
347	16294	1	NA	1	0.1
347	16294	2	NA	1	0.1
347	16329	1	NA	1	0.1
347	16329	2	0.15	0	NA
347	16370	1	NA	1	0.1
347	16370	2	0.18	0	NA
348	16573	1	NA	1	0.05
348	16573	2	0.15	0	NA
348	16573	3	0.0591	0	NA
348	16588	1	NA	1	0.05
348	16588	2	0.13	0	NA
348	16588	3	0.0712	0	NA
348	16616	1	NA	1	0.05
348	16616	2	0.18	0	NA
348	16616	3	0.0509	0	NA
348	16644	1	NA	1	0.05
348	16644	2	NA	1	0.1
348	16644	3	0.09	0	NA
348	16672	1	NA	1	0.05
348	16672	2	0.13	0	NA
348	16672	3	0.0692	0	NA
348	16700	1	NA	1	0.05
348	16700	2	0.12	0	NA
348	16700	3	0.0397	0	NA
348	16735	1	NA	1	0.05
348	16735	2	0.15	0	NA
348	16735	3	0.04	0	NA
348	16763	1	0.05	0	NA
348	16763	2	0.17	0	NA
348	16763	3	0.032	0	NA
348	16804	1	NA	1	0.05
348	16804	2	NA	1	0.1
348	16804	3	0.0363	0	NA
348	16833	1	NA	1	0.05
348	16833	2	0.23	0	NA
348	16833	3	0.0414	0	NA
348	16860	1	NA	1	0.05
348	16860	2	NA	1	0.1
348	16860	3	0.0668	0	NA
348	16895	1	NA	1	0.05
348	16895	2	0.38	0	NA
348	16895	3	0.0517	0	NA
348	16923	1	0.09	0	NA
348	16923	2	0.14	0	NA
348	16923	3	0.062	0	NA
349	16573	1	NA	1	0.05
349	16573	2	0.13	0	NA
349	16573	3	0.0689	0	NA
349	16588	1	NA	1	0.05
349	16588	2	0.13	0	NA
349	16588	3	0.0656	0	NA
349	16616	1	0.07	0	NA
349	16616	2	0.21	0	NA
349	16616	3	0.0296	0	NA
349	16644	1	NA	1	0.05
349	16644	2	NA	1	0.1
349	16644	3	0.053	0	NA
349	16672	1	NA	1	0.05
349	16672	2	0.17	0	NA
349	16672	3	0.0631	0	NA
349	16700	1	NA	1	0.05
349	16700	2	0.19	0	NA
349	16700	3	0.044	0	NA
349	16735	1	NA	1	0.05
349	16735	2	NA	1	0.1
349	16735	3	0.04	0	NA
349	16763	1	NA	1	0.05
349	16763	2	NA	1	0.1
349	16763	3	0.033	0	NA
349	16804	1	NA	1	0.05
349	16804	2	0.12	0	NA
349	16804	3	0.0339	0	NA
349	16833	1	NA	1	0.05
349	16833	2	0.2	0	NA
349	16833	3	0.0315	0	NA
349	16860	1	NA	1	0.05
349	16860	2	0.22	0	NA
349	16860	3	0.0417	0	NA
349	16895	1	NA	1	0.05
349	16895	2	0.16	0	NA
349	16895	3	0.0428	0	NA
349	16923	1	NA	1	0.05
349	16923	2	0.27	0	NA
349	16923	3	0.0458	0	NA
350	16573	1	NA	1	0.05
350	16573	2	NA	1	0.1
350	16573	3	0.0445	0	NA
350	16588	1	NA	1	0.05
350	16588	2	0.2	0	NA
350	16588	3	0.057	0	NA
350	16616	1	NA	1	0.05
350	16616	2	0.11	0	NA
350	16616	3	0.0322	0	NA
350	16644	1	NA	1	0.05
350	16644	2	NA	1	0.1
350	16644	3	0.042	0	NA
350	16672	1	NA	1	0.05
350	16672	2	NA	1	0.1
350	16672	3	0.0331	0	NA
350	16700	1	0.05	0	NA
350	16700	2	0.19	0	NA
350	16700	3	0.043	0	NA
350	16735	1	NA	1	0.05
350	16735	2	NA	1	0.1
350	16735	3	0.04	0	NA
350	16763	1	0.34	0	NA
350	16763	2	0.14	0	NA
350	16763	3	0.036	0	NA
350	16804	1	NA	1	0.05
350	16804	2	0.11	0	NA
350	16804	3	0.0664	0	NA
350	16833	1	NA	1	0.05
350	16833	2	0.2	0	NA
350	16833	3	0.1092	0	NA
350	16860	1	NA	1	0.05
350	16860	2	NA	1	0.1
350	16860	3	0.0876	0	NA
350	16895	1	NA	1	0.05
350	16895	2	0.27	0	NA
350	16895	3	0.0573	0	NA
350	16923	1	NA	1	0.05
350	16923	2	NA	1	0.1
350	16923	3	0.0636	0	NA
351	16965	1	NA	1	0.05
351	16965	2	0.57	0	NA
351	16965	3	0.1868	0	NA
351	16986	1	0.6	0	NA
351	16986	2	NA	1	0.1
351	16986	3	0.4344	0	NA
351	17029	1	NA	1	0.05
351	17029	2	NA	1	0.1
351	17029	3	0.1715	0	NA
351	17063	1	NA	1	0.05
351	17063	2	NA	1	0.1
351	17063	3	0.0963	0	NA
351	17091	1	NA	1	0.05
351	17091	2	NA	1	0.1
351	17091	3	0.0383	0	NA
351	17112	1	NA	1	0.05
351	17112	2	NA	1	0.1
351	17112	3	0.0738	0	NA
351	17133	1	0.32	0	NA
351	17133	2	0.17	0	NA
351	17133	3	0.0889	0	NA
351	17175	1	0.24	0	NA
351	17175	2	0.25	0	NA
351	17175	3	0.1198	0	NA
351	17203	1	NA	1	0.05
351	17203	2	0.2	0	NA
351	17203	3	0.0689	0	NA
351	17224	1	0.09	0	NA
351	17224	2	0.19	0	NA
351	17224	3	0.0657	0	NA
351	17259	1	NA	1	0.05
351	17259	2	0.25	0	NA
351	17259	3	NA	1	0.02
351	17295	1	0.06	0	NA
351	17295	2	0.73	0	NA
351	17295	3	0.041	0	NA
352	16965	1	0.26	0	NA
352	16965	2	0.47	0	NA
352	16965	3	0.3375	0	NA
352	16986	1	0.72	0	NA
352	16986	2	NA	1	0.1
352	16986	3	0.7225	0	NA
352	17029	1	NA	1	0.05
352	17029	2	NA	1	0.1
352	17029	3	0.1193	0	NA
352	17063	1	NA	1	0.05
352	17063	2	NA	1	0.1
352	17063	3	0.1134	0	NA
352	17091	1	NA	1	0.05
352	17091	2	NA	1	0.1
352	17091	3	0.0687	0	NA
352	17112	1	NA	1	0.05
352	17112	2	NA	1	0.1
352	17112	3	0.1035	0	NA
352	17133	1	NA	1	0.05
352	17133	2	0.34	0	NA
352	17133	3	0.0781	0	NA
352	17175	1	NA	1	0.05
352	17175	2	0.16	0	NA
352	17175	3	0.051	0	NA
352	17203	1	NA	1	0.05
352	17203	2	0.15	0	NA
352	17203	3	0.0637	0	NA
352	17224	1	NA	1	0.05
352	17224	2	0.13	0	NA
352	17224	3	0.0573	0	NA
352	17259	1	NA	1	0.05
352	17259	2	0.2	0	NA
352	17259	3	0.0206	0	NA
352	17295	1	NA	1	0.05
352	17295	2	0.21	0	NA
352	17295	3	0.039	0	NA
353	17693	1	NA	1	0.05
353	17693	2	0.11	0	NA
353	17693	3	0.095	0	NA
353	17714	1	0.07	0	NA
353	17714	2	0.29	0	NA
353	17714	3	0.0614	0	NA
353	17749	1	0.05	0	NA
353	17749	2	0.21	0	NA
353	17749	3	0.1868	0	NA
353	17798	1	0.22	0	NA
353	17798	2	NA	1	0.1
353	17798	3	0.0913	0	NA
353	17827	1	0.13	0	NA
353	17827	2	1.41	0	NA
353	17827	3	0.1138	0	NA
353	17854	1	1.61	0	NA
353	17854	2	NA	1	0.1
353	17854	3	0.1253	0	NA
353	17883	1	1.01	0	NA
353	17883	2	0.85	0	NA
353	17883	3	0.0507	0	NA
354	17336	1	2.17	0	NA
354	17336	2	0.55	0	NA
354	17336	3	1.5938	0	NA
354	17350	1	NA	1	0.05
354	17350	2	0.34	0	NA
354	17350	3	0.854	0	NA
354	17400	1	0.16	0	NA
354	17400	2	0.52	0	NA
354	17400	3	0.468	0	NA
354	17434	1	0.06	0	NA
354	17434	2	0.39	0	NA
354	17434	3	0.698	0	NA
354	17456	1	0.53	0	NA
354	17456	2	0.72	0	NA
354	17456	3	1.695	0	NA
354	17497	1	0.05	0	NA
354	17497	2	0.26	0	NA
354	17497	3	0.403	0	NA
354	17512	1	0.58	0	NA
354	17512	2	0.35	0	NA
354	17512	3	0.9811	0	NA
354	17539	1	0.59	0	NA
354	17539	2	0.23	0	NA
354	17539	3	0.2996	0	NA
354	17567	1	0.55	0	NA
354	17567	2	0.15	0	NA
354	17567	3	0.129	0	NA
354	17609	1	NA	1	0.05
354	17609	2	0.37	0	NA
354	17609	3	0.104	0	NA
354	17637	1	NA	1	0.05
354	17637	2	0.15	0	NA
354	17637	3	0.0851	0	NA
354	17680	1	NA	1	0.05
354	17680	2	NA	1	0.1
354	17680	3	0.3852	0	NA
355	17336	1	0.52	0	NA
355	17336	2	0.2	0	NA
355	17336	3	0.6687	0	NA
355	17350	1	0.26	0	NA
355	17350	2	0.13	0	NA
355	17350	3	0.4131	0	NA
355	17400	1	NA	1	0.05
355	17400	2	0.13	0	NA
355	17400	3	0.328	0	NA
355	17434	1	NA	1	0.05
355	17434	2	NA	1	0.1
355	17434	3	0.084	0	NA
355	17456	1	0.07	0	NA
355	17456	2	0.24	0	NA
355	17456	3	0.2759	0	NA
355	17497	1	0.12	0	NA
355	17497	2	0.18	0	NA
355	17497	3	0.418	0	NA
355	17512	1	0.54	0	NA
355	17512	2	0.15	0	NA
355	17512	3	0.5636	0	NA
355	17539	1	0.81	0	NA
355	17539	2	0.37	0	NA
355	17539	3	0.1225	0	NA
355	17567	1	0.05	0	NA
355	17567	2	0.19	0	NA
355	17567	3	0.263	0	NA
355	17609	1	0.21	0	NA
355	17609	2	0.17	0	NA
355	17609	3	0.11	0	NA
355	17637	1	NA	1	0.05
355	17637	2	0.19	0	NA
355	17637	3	0.0703	0	NA
355	17680	1	NA	1	0.05
355	17680	2	0.14	0	NA
355	17680	3	0.1145	0	NA
356	17336	1	NA	1	0.05
356	17336	2	0.18	0	NA
356	17336	3	0.091	0	NA
356	17350	1	0.05	0	NA
356	17350	2	0.12	0	NA
356	17350	3	0.1674	0	NA
356	17400	1	NA	1	0.05
356	17400	2	0.14	0	NA
356	17400	3	0.021	0	NA
356	17434	1	NA	1	0.05
356	17434	2	0.38	0	NA
356	17434	3	0.026	0	NA
356	17456	1	NA	1	0.05
356	17456	2	0.17	0	NA
356	17456	3	0.0323	0	NA
356	17497	1	0.12	0	NA
356	17497	2	0.9	0	NA
356	17497	3	0.173	0	NA
356	17512	1	0.36	0	NA
356	17512	2	1.52	0	NA
356	17512	3	0.1609	0	NA
356	17539	1	0.36	0	NA
356	17539	2	0.36	0	NA
356	17539	3	0.2958	0	NA
356	17567	1	0.65	0	NA
356	17567	2	0.26	0	NA
356	17567	3	0.126	0	NA
356	17609	1	0.28	0	NA
356	17609	2	0.26	0	NA
356	17609	3	0.138	0	NA
356	17637	1	NA	1	0.05
356	17637	2	0.38	0	NA
356	17637	3	0.165	0	NA
356	17680	1	0.38	0	NA
356	17680	2	0.18	0	NA
356	17680	3	0.0812	0	NA
357	17700	1	0.26	0	NA
357	17700	2	0.4	0	NA
357	17700	3	0.3327	0	NA
357	17743	1	0.33	0	NA
357	17743	2	0.18	0	NA
357	17743	3	0.2132	0	NA
357	17770	1	NA	1	0.05
357	17770	2	0.17	0	NA
357	17770	3	0.1896	0	NA
357	17798	1	NA	1	0.05
357	17798	2	0.12	0	NA
357	17798	3	0.1078	0	NA
357	17827	1	0.06	0	NA
357	17827	2	0.17	0	NA
357	17827	3	0.057	0	NA
357	17854	1	NA	1	0.05
357	17854	2	NA	1	0.1
357	17854	3	0.141	0	NA
357	17876	1	0.05	0	NA
357	17876	2	0.19	0	NA
357	17876	3	0.1123	0	NA
358	16195	1	NA	1	0.1
358	16195	2	0.1	0	NA
358	16245	1	NA	1	0.1
358	16245	2	NA	1	0.1
358	16274	1	0.12	0	NA
358	16274	2	0.13	0	NA
358	16308	1	NA	1	0.1
358	16308	2	NA	1	0.1
358	16342	1	NA	1	0.1
358	16342	2	0.11	0	NA
358	16392	1	0.28	0	NA
358	16392	2	0.11	0	NA
359	17336	1	NA	1	0.05
359	17336	2	0.11	0	NA
359	17336	3	NA	1	0.02
359	17351	1	NA	1	0.05
359	17351	2	0.16	0	NA
359	17351	3	NA	1	0.02
359	17385	1	NA	1	0.05
359	17385	2	0.12	0	NA
359	17385	3	NA	1	0.02
359	17435	1	NA	1	0.05
359	17435	2	0.12	0	NA
359	17435	3	NA	1	0.02
359	17456	1	0.06	0	NA
359	17456	2	0.22	0	NA
359	17456	3	NA	1	0.02
359	17476	1	NA	1	0.05
359	17476	2	0.13	0	NA
359	17476	3	NA	1	0.02
359	17504	1	0.37	0	NA
359	17504	2	2.18	0	NA
359	17504	3	NA	1	0.02
359	17533	1	0.46	0	NA
359	17533	2	3.19	0	NA
359	17533	3	0.033	0	NA
359	17560	1	0.05	0	NA
359	17560	2	0.34	0	NA
359	17560	3	0.026	0	NA
359	17575	1	0.12	0	NA
359	17575	2	1.26	0	NA
359	17575	3	NA	1	0.02
359	17637	1	NA	1	0.05
359	17637	2	0.24	0	NA
359	17637	3	NA	1	0.02
359	17666	1	NA	1	0.05
359	17666	2	0.11	0	NA
359	17666	3	NA	1	0.02
360	17336	1	0.15	0	NA
360	17336	2	0.33	0	NA
360	17336	3	0.093	0	NA
360	17351	1	0.33	0	NA
360	17351	2	0.3	0	NA
360	17351	3	0.0716	0	NA
360	17385	1	0.12	0	NA
360	17385	2	0.13	0	NA
360	17385	3	0.047	0	NA
360	17435	1	NA	1	0.05
360	17435	2	0.19	0	NA
360	17435	3	0.055	0	NA
360	17456	1	0.06	0	NA
360	17456	2	0.26	0	NA
360	17456	3	0.0364	0	NA
360	17476	1	0.21	0	NA
360	17476	2	0.28	0	NA
360	17476	3	0.026	0	NA
360	17504	1	0.07	0	NA
360	17504	2	0.45	0	NA
360	17504	3	0.0213	0	NA
360	17533	1	0.11	0	NA
360	17533	2	0.38	0	NA
360	17533	3	0.03	0	NA
360	17560	1	0.08	0	NA
360	17560	2	1.39	0	NA
360	17560	3	NA	1	0.02
360	17575	1	0.16	0	NA
360	17575	2	0.2	0	NA
360	17575	3	0.02	0	NA
360	17637	1	NA	1	0.05
360	17637	2	0.29	0	NA
360	17637	3	NA	1	0.02
360	17666	1	NA	1	0.05
360	17666	2	0.43	0	NA
360	17666	3	0.1089	0	NA
361	17336	1	0.07	0	NA
361	17336	2	0.28	0	NA
361	17336	3	0.024	0	NA
361	17351	1	0.05	0	NA
361	17351	2	0.35	0	NA
361	17351	3	0.0284	0	NA
361	17385	1	0.09	0	NA
361	17385	2	0.35	0	NA
361	17385	3	0.042	0	NA
361	17435	1	0.08	0	NA
361	17435	2	0.4	0	NA
361	17435	3	0.027	0	NA
361	17456	1	0.14	0	NA
361	17456	2	0.71	0	NA
361	17456	3	0.0263	0	NA
361	17476	1	0.11	0	NA
361	17476	2	0.44	0	NA
361	17476	3	0.051	0	NA
361	17504	1	0.05	0	NA
361	17504	2	0.36	0	NA
361	17504	3	0.0263	0	NA
361	17533	1	NA	1	0.05
361	17533	2	0.21	0	NA
361	17533	3	0.028	0	NA
361	17560	1	NA	1	0.05
361	17560	2	0.32	0	NA
361	17560	3	NA	1	0.02
361	17575	1	0.06	0	NA
361	17575	2	0.28	0	NA
361	17575	3	0.0252	0	NA
361	17637	1	0.18	0	NA
361	17637	2	1	0	NA
361	17637	3	NA	1	0.02
361	17666	1	NA	1	0.05
361	17666	2	0.44	0	NA
361	17666	3	0.0514	0	NA
362	17714	1	NA	1	0.05
362	17714	2	0.18	0	NA
362	17714	3	NA	1	0.02
362	17736	1	NA	1	0.05
362	17736	2	0.13	0	NA
362	17736	3	NA	1	0.02
362	17771	1	NA	1	0.05
362	17771	2	0.22	0	NA
362	17771	3	0.1877	0	NA
362	17798	1	0.11	0	NA
362	17798	2	0.96	0	NA
362	17798	3	0.072	0	NA
362	17841	1	0.06	0	NA
362	17841	2	0.12	0	NA
362	17841	3	0.0251	0	NA
362	17868	1	NA	1	0.05
362	17868	2	0.23	0	NA
362	17868	3	0.0246	0	NA
362	17882	1	NA	1	0.05
362	17882	2	NA	1	0.1
362	17882	3	0.0207	0	NA
363	17714	1	0.07	0	NA
363	17714	2	0.26	0	NA
363	17714	3	NA	1	0.02
363	17736	1	NA	1	0.05
363	17736	2	0.17	0	NA
363	17736	3	NA	1	0.02
363	17771	1	NA	1	0.05
363	17771	2	0.12	0	NA
363	17771	3	0.0282	0	NA
363	17798	1	0.11	0	NA
363	17798	2	0.65	0	NA
363	17798	3	0.0538	0	NA
363	17841	1	0.24	0	NA
363	17841	2	0.11	0	NA
363	17841	3	0.022	0	NA
363	17868	1	0.13	0	NA
363	17868	2	0.32	0	NA
363	17868	3	0.0214	0	NA
363	17882	1	0.11	0	NA
363	17882	2	NA	1	0.1
363	17882	3	NA	1	0.02
364	17337	1	0.09	0	NA
364	17337	2	0.53	0	NA
364	17337	3	0.056	0	NA
364	17372	1	0.09	0	NA
364	17372	2	0.15	0	NA
364	17372	3	0.063	0	NA
364	17379	1	NA	1	0.05
364	17379	2	0.16	0	NA
364	17379	3	NA	1	0.02
364	17449	1	0.05	0	NA
364	17449	2	0.17	0	NA
364	17449	3	NA	1	0.02
364	17463	1	0.08	0	NA
364	17463	2	0.16	0	NA
364	17463	3	NA	1	0.02
364	17477	1	0.06	0	NA
364	17477	2	0.16	0	NA
364	17477	3	NA	1	0.02
364	17534	1	NA	1	0.05
364	17534	2	0.18	0	NA
364	17534	3	NA	1	0.02
364	17575	1	0.1	0	NA
364	17575	2	0.1	0	NA
364	17575	3	NA	1	0.02
364	17596	1	0.05	0	NA
364	17596	2	0.57	0	NA
364	17596	3	0.035	0	NA
364	17625	1	NA	1	0.05
364	17625	2	0.12	0	NA
364	17625	3	NA	1	0.02
364	17666	1	NA	1	0.05
364	17666	2	0.19	0	NA
364	17666	3	0.0414	0	NA
365	17371	1	2.44	0	NA
365	17371	2	0.21	0	NA
365	17371	3	2.866	0	NA
365	17406	1	1.96	0	NA
365	17406	2	1.34	0	NA
365	17406	3	3.01	0	NA
365	17434	1	2.48	0	NA
365	17434	2	1.32	0	NA
365	17434	3	1.185	0	NA
365	17463	1	4.2	0	NA
365	17463	2	0.34	0	NA
365	17463	3	1.6692	0	NA
365	17497	1	3.34	0	NA
365	17497	2	1.56	0	NA
365	17497	3	1.315	0	NA
365	17554	1	0.78	0	NA
365	17554	2	8.8	0	NA
365	17554	3	0.32	0	NA
365	17574	1	0.11	0	NA
365	17574	2	4.49	0	NA
365	17574	3	0.3556	0	NA
365	17631	1	0.08	0	NA
365	17631	2	0.85	0	NA
365	17631	3	0.677	0	NA
365	17645	1	0.14	0	NA
365	17645	2	0.31	0	NA
365	17645	3	0.8918	0	NA
365	17680	1	NA	1	0.05
365	17680	2	NA	1	0.1
365	17680	3	1.1145	0	NA
366	17371	1	NA	1	0.05
366	17371	2	NA	1	0.1
366	17371	3	0.616	0	NA
366	17406	1	NA	1	0.05
366	17406	2	0.23	0	NA
366	17406	3	0.638	0	NA
366	17434	1	NA	1	0.05
366	17434	2	0.16	0	NA
366	17434	3	0.308	0	NA
366	17463	1	2.59	0	NA
366	17463	2	0.28	0	NA
366	17463	3	0.9238	0	NA
366	17497	1	2.76	0	NA
366	17497	2	1.18	0	NA
366	17497	3	0.718	0	NA
366	17554	1	0.12	0	NA
366	17554	2	21.65	0	NA
366	17554	3	0.238	0	NA
366	17574	1	NA	1	0.05
366	17574	2	13.71	0	NA
366	17574	3	0.1747	0	NA
366	17631	1	0.06	0	NA
366	17631	2	0.31	0	NA
366	17631	3	0.233	0	NA
366	17645	1	NA	1	0.05
366	17645	2	0.19	0	NA
366	17645	3	0.6147	0	NA
366	17680	1	NA	1	0.05
366	17680	2	NA	1	0.1
366	17680	3	0.5767	0	NA
367	17337	1	0.12	0	NA
367	17337	2	0.35	0	NA
367	17337	3	0.106	0	NA
367	17372	1	0.05	0	NA
367	17372	2	0.16	0	NA
367	17372	3	NA	1	0.02
367	17407	1	0.06	0	NA
367	17407	2	0.29	0	NA
367	17407	3	NA	1	0.02
367	17441	1	0.08	0	NA
367	17441	2	0.34	0	NA
367	17441	3	NA	1	0.02
367	17463	1	0.05	0	NA
367	17463	2	0.15	0	NA
367	17463	3	NA	1	0.02
367	17477	1	NA	1	0.05
367	17477	2	0.14	0	NA
367	17477	3	NA	1	0.02
367	17553	1	NA	1	0.05
367	17553	2	0.15	0	NA
367	17553	3	NA	1	0.02
367	17574	1	NA	1	0.05
367	17574	2	0.13	0	NA
367	17574	3	NA	1	0.02
367	17624	1	0.07	0	NA
367	17624	2	0.62	0	NA
367	17624	3	0.028	0	NA
367	17645	1	NA	1	0.05
367	17645	2	0.37	0	NA
367	17645	3	0.0601	0	NA
367	17673	1	NA	1	0.05
367	17673	2	0.22	0	NA
367	17673	3	0.042	0	NA
368	16195	1	NA	1	0.1
368	16195	2	0.17	0	NA
368	16245	1	NA	1	0.1
368	16245	2	0.28	0	NA
368	16274	1	NA	1	0.1
368	16274	2	0.41	0	NA
368	16308	1	0.29	0	NA
368	16308	2	0.99	0	NA
368	16342	1	0.14	0	NA
368	16342	2	0.54	0	NA
368	16392	1	1.84	0	NA
368	16392	2	0.52	0	NA
369	16958	1	0.05	0	NA
369	16958	2	0.95	0	NA
369	16958	3	NA	1	0.02
369	16987	1	NA	1	0.05
369	16987	2	NA	1	0.1
369	16987	3	0.0302	0	NA
369	17022	1	0.08	0	NA
369	17022	2	NA	1	0.1
369	17022	3	0.0276	0	NA
369	17063	1	NA	1	0.05
369	17063	2	NA	1	0.1
369	17063	3	0.0488	0	NA
369	17085	1	0.13	0	NA
369	17085	2	0.14	0	NA
369	17085	3	0.1164	0	NA
369	17113	1	0.78	0	NA
369	17113	2	0.3	0	NA
369	17113	3	0.0786	0	NA
369	17134	1	0.94	0	NA
369	17134	2	1.08	0	NA
369	17134	3	0.0321	0	NA
369	17169	1	0.69	0	NA
369	17169	2	0.74	0	NA
369	17169	3	0.0436	0	NA
369	17211	1	0.19	0	NA
369	17211	2	1.01	0	NA
369	17211	3	0.0347	0	NA
369	17239	1	0.09	0	NA
369	17239	2	0.86	0	NA
369	17239	3	0.0303	0	NA
369	17260	1	0.14	0	NA
369	17260	2	0.51	0	NA
369	17260	3	0.0287	0	NA
369	17302	1	0.1	0	NA
369	17302	2	0.45	0	NA
369	17302	3	0.029	0	NA
370	17700	1	NA	1	0.05
370	17700	2	0.16	0	NA
370	17700	3	0.0543	0	NA
370	17715	1	NA	1	0.05
370	17715	2	0.15	0	NA
370	17715	3	0.0313	0	NA
370	17764	1	0.07	0	NA
370	17764	2	0.11	0	NA
370	17764	3	0.0399	0	NA
370	17785	1	NA	1	0.05
370	17785	2	0.13	0	NA
370	17785	3	0.0453	0	NA
370	17812	1	0.2	0	NA
370	17812	2	NA	1	0.1
370	17812	3	0.0704	0	NA
370	17861	1	0.28	0	NA
370	17861	2	0.23	0	NA
370	17861	3	0.0683	0	NA
370	17876	1	0.7	0	NA
370	17876	2	0.95	0	NA
370	17876	3	0.0358	0	NA
371	17700	1	NA	1	0.05
371	17700	2	NA	1	0.1
371	17700	3	0.1875	0	NA
371	17715	1	0.07	0	NA
371	17715	2	0.26	0	NA
371	17715	3	0.2773	0	NA
372	17700	1	NA	1	0.05
372	17700	2	NA	1	0.1
372	17700	3	0.2041	0	NA
372	17715	1	0.05	0	NA
372	17715	2	0.33	0	NA
372	17715	3	0.2143	0	NA
372	17861	1	0.24	0	NA
372	17861	2	NA	1	0.1
372	17861	3	0.0939	0	NA
372	17876	1	NA	1	0.05
372	17876	2	0.25	0	NA
372	17876	3	0.0552	0	NA
373	17337	1	0.15	0	NA
373	17337	2	0.24	0	NA
373	17337	3	0.376	0	NA
373	17357	1	0.59	0	NA
373	17357	2	0.3	0	NA
373	17357	3	0.69	0	NA
373	17379	1	0.09	0	NA
373	17379	2	0.16	0	NA
373	17379	3	0.4966	0	NA
373	17414	1	0.11	0	NA
373	17414	2	0.21	0	NA
373	17414	3	0.366	0	NA
373	17449	1	0.09	0	NA
373	17449	2	0.23	0	NA
373	17449	3	0.2378	0	NA
373	17477	1	0.08	0	NA
373	17477	2	0.36	0	NA
373	17477	3	0.304	0	NA
373	17534	1	0.66	0	NA
373	17534	2	1.76	0	NA
373	17534	3	0.859	0	NA
373	17575	1	0.09	0	NA
373	17575	2	0.42	0	NA
373	17575	3	0.8565	0	NA
373	17596	1	NA	1	0.05
373	17596	2	0.12	0	NA
373	17596	3	0.937	0	NA
373	17625	1	NA	1	0.05
373	17625	2	0.14	0	NA
373	17625	3	0.871	0	NA
373	17666	1	NA	1	0.05
373	17666	2	0.13	0	NA
373	17666	3	1.352	0	NA
374	17714	1	0.07	0	NA
374	17714	2	0.25	0	NA
374	17714	3	0.9558	0	NA
374	17868	1	1.02	0	NA
374	17868	2	0.25	0	NA
374	17868	3	0.1704	0	NA
374	17882	1	NA	1	0.05
374	17882	2	0.36	0	NA
374	17882	3	0.142	0	NA
375	17714	1	0.16	0	NA
375	17714	2	0.7	0	NA
375	17714	3	0.7471	0	NA
375	17736	1	NA	1	0.05
375	17736	2	NA	1	0.1
375	17736	3	2.9516	0	NA
375	17771	1	0.16	0	NA
375	17771	2	1.05	0	NA
375	17771	3	3.411	0	NA
375	17798	1	0.15	0	NA
375	17798	2	7.81	0	NA
375	17798	3	0.649	0	NA
375	17841	1	0.79	0	NA
375	17841	2	2.41	0	NA
375	17841	3	0.3399	0	NA
375	17868	1	0.81	0	NA
375	17868	2	1.42	0	NA
375	17868	3	0.8398	0	NA
375	17882	1	NA	1	0.05
375	17882	2	0.12	0	NA
375	17882	3	0.6219	0	NA
376	17714	1	0.06	0	NA
376	17714	2	0.26	0	NA
376	17714	3	0.0918	0	NA
376	17868	1	NA	1	0.05
376	17868	2	NA	1	0.1
376	17868	3	0.1438	0	NA
376	17882	1	NA	1	0.05
376	17882	2	NA	1	0.1
376	17882	3	0.2264	0	NA
377	17714	1	0.06	0	NA
377	17714	2	0.27	0	NA
