type,spatvar_estimate,spatvar_se,spatvar_generalized
1310_pol,0.376274108929478,0.0023415091363874,0.374672113261229
1330_hpr,0.377572930075159,0.00233462986332006,0.374672113261229
2190_a,0.242514919984001,0.00191338179997659,0.219521357961381
2190_mp,0.230252044522589,0.00181128783249197,0.219521357961381
2190_overig,0.233667251855431,0.00186194045679355,0.219521357961381
3110,0.204806110817535,0.00136298091079515,0.219521357961381
3130_aom,0.264277121982786,0.0034776159365806,0.265951699757116
3130_na,0.209184304821885,0.00136134425946495,0.219521357961381
3140,0.269809296257726,0.00246400717230291,0.265951699757116
3150,0.261632862633632,0.00250631617206609,0.265951699757116
3160,0.205683075750941,0.00142175365290327,0.219521357961381
3260,0.24276898068645,0.00256013296161532,0.219521357961381
rbbah,0.372678730468288,0.00246977473766337,0.374672113261229
4010,0.216500359964478,0.00172558758980991,0.219521357961381
rbbsm,0.20433226952066,0.00132306685198861,0.219521357961381
6230_hmo,0.282168329701924,0.00524485014728665,0.30448565612254
6410_mo,0.237986675393594,0.00344629445966169,0.219521357961381
6410_ve,0.271210219665995,0.00455740182419755,0.265951699757116
6430_hf,0.260014469856249,0.00270084981315123,0.265951699757116
6430_hw,0.326934551624233,0.00247379057055163,0.30448565612254
6510_hu,0.329768233986432,0.00339829145126955,0.30448565612254
6510_hua,0.38993094021278,0.00300332883991302,0.374672113261229
6510_hus,0.194875673603952,0.00273786611484546,0.176453216354112
rbbhc,0.274569410227514,0.00262098165336766,0.265951699757116
rbbhf,0.260892706589104,0.00330633039822274,0.265951699757116
rbbhfl,0.21272171115954,0.00155361084441318,0.219521357961381
rbbkam,0.413305951815339,0.00325854189854818,0.417303237451656
rbbvos,0.421300523087973,0.00411031542453036,0.417303237451656
rbbzil,0.374293591265467,0.00351696666015187,0.374672113261229
7140_base,0.217507856267508,0.00320127173576875,0.219521357961381
7140_meso,0.220426095900908,0.00162191005401076,0.219521357961381
7140_mrd,0.305339572388234,0.00298381708343533,0.30448565612254
7140_oli,0.204048996141713,0.00146717667206343,0.219521357961381
7150,0.208305343235773,0.00137158974405948,0.219521357961381
7210,0.20915723771681,0.0016355828159894,0.219521357961381
7220,0.164493304857338,0.00137792503764452,0.176453216354112
7230,0.236031071241117,0.00268763300345095,0.219521357961381
rbbmc,0.270573077828788,0.00306890525330055,0.265951699757116
rbbmr,0.360694978454437,0.00307759950263997,0.374672113261229
rbbms,0.21882433090547,0.00162739989371145,0.219521357961381
9120,0.223323126956271,0.00305655632234834,0.219521357961381
9130_end,0.170050401926728,0.0016105544890823,0.176453216354112
9130_fm,0.152730608800314,0.00116739619584262,0.176453216354112
9160,0.183313621310794,0.00276289672444129,0.176453216354112
9190,0.22170332835102,0.00157893965135292,0.219521357961381
91E0_sf,0.371259513422993,0.002238707780233,0.374672113261229
91E0_va,0.204821008771832,0.00252359464928645,0.219521357961381
91E0_vc,0.193255687625544,0.00147919009835516,0.176453216354112
91E0_vm,0.252917089064333,0.00236907813263238,0.265951699757116
91E0_vn,0.289361818437455,0.00304816136481575,0.30448565612254
91E0_vo,0.22249356294094,0.00185710584740263,0.219521357961381
rbbsf,0.273620743465033,0.00288801503451201,0.265951699757116
rbbso,0.221931570205287,0.00169650547170648,0.219521357961381
rbbsp,0.293341430596961,0.0028361950284328,0.30448565612254
