type,spatvar_estimate,spatvar_se,spatvar_generalized
2190_a,0.0707483497130467,0.00315630417829593,0.0328958168635102
3110,0.538192542951747,0.00334986564942811,0.53943389541094
3130_aom,0.540675247870133,0.00350011219504373,0.53943389541094
3130_na,0.014597838421465,0.000319337616834421,0.0328958168635102
3140,0.0194167060154916,0.000448423513925901,0.0328958168635102
3150,0.0298506827175376,0.000718082184786046,0.0328958168635102
3160,0.0478422847939727,0.0012830477332624,0.0328958168635102
3260,0.0397062134798012,0.00108956182215666,0.0328958168635102
rbbah,0.012686700728439,0.000248749427791479,0.0328958168635102
7220,0.028317759038328,0.000711926812651112,0.0328958168635102
