scenario	trend_12yearly_multiplier	avg_nrlocs_pertype_infpop	total_n_finitepop_spatial	total_popsize_spatial	n_N	statistic	typegroup	avg	pctile_l	pctile_u	p_stat_0.1_	p_stat_0.05_
GW_05.1_aq_S02	2	20	121	6081	121/6081	twosided_errmarg90_rel	GW_05.1_aq_group2	0.425903541732197	0.273264716910317	0.680194824967625	0.00121107141585399	0.000315095973678214
GW_05.1_aq_S02	2	20	121	6081	121/6081	twosided_errmarg90_rel	GW_05.1_aq_group3	0.18187801251354	0.147802628384882	0.22563247538873	0.00129077529205784	0.000000459302508136392
GW_05.1_aq_S02	2	20	121	6081	121/6081	twosided_errmarg90_rel	GW_05.1_aq_group4	0.156061472937299	0.0718689842715563	0.262069551560907	0.22746263965608	0.060458579641488
GW_05.1_aq_S02	2	20	121	6081	121/6081	twosided_errmarg90_rel	GW_05.1_aq_group5	1.65326428939504	0.392489714507975	5.31576115867901	0.0108026706266696	0.00604939057478087
GW_05.1_aq_S03	3	20	121	6081	121/6081	twosided_errmarg90_rel	GW_05.1_aq_group1	0.177074045603229	0.14023847419878	0.218706062945749	0.0256800949543056	0.00000163185019090489
GW_05.1_aq_S03	3	20	121	6081	121/6081	twosided_errmarg90_rel	GW_05.1_aq_group2	0.379573736251546	0.261552704158268	0.550636750765162	0.00102962697957245	0.0000794484621986606
GW_05.1_aq_S03	3	20	121	6081	121/6081	twosided_errmarg90_rel	GW_05.1_aq_group3	0.161034967680142	0.128113551656883	0.198398678117634	0.00762683594738122	0.000000712272771436214
GW_05.1_aq_S03	3	20	121	6081	121/6081	twosided_errmarg90_rel	GW_05.1_aq_group4	0.145528844322293	0.0615788803453966	0.242546337408154	0.265006720296591	0.0712623152649204
GW_05.1_aq_S03	3	20	121	6081	121/6081	twosided_errmarg90_rel	GW_05.1_aq_group5	1.71364983337938	0.414521506928596	5.72422461505808	0.00505333047354203	0.00227300947313448
GW_05.1_aq_S04	1	40	221	6081	221/6081	twosided_errmarg90_rel	GW_05.1_aq_group1	0.175859234944257	0.142873605388043	0.208050963679403	0.0502395142762057	0.000000298187174666405
GW_05.1_aq_S04	1	40	221	6081	221/6081	twosided_errmarg90_rel	GW_05.1_aq_group2	0.362797452411687	0.251779205448182	0.529319692987188	0.00129290292868199	0.000125842708718491
GW_05.1_aq_S04	1	40	221	6081	221/6081	twosided_errmarg90_rel	GW_05.1_aq_group3	0.155696645021225	0.129400190887901	0.188600832479889	0.00311932980620628	0.000000357283956711864
GW_05.1_aq_S04	1	40	221	6081	221/6081	twosided_errmarg90_rel	GW_05.1_aq_group4	0.13927107682445	0.0871341381130207	0.193809336845357	0.211296098143044	0.0203718491819165
GW_05.1_aq_S04	1	40	221	6081	221/6081	twosided_errmarg90_rel	GW_05.1_aq_group5	1.25383808866486	0.393520658018728	3.74719563419714	0.00420903621625862	0.00224619268137875
GW_05.1_aq_S05	2	40	221	6081	221/6081	twosided_errmarg90_rel	GW_05.1_aq_group1	0.142819273254809	0.119394369721701	0.166042471352174	0.11501945429805	0.00000000913140416037752
GW_05.1_aq_S05	2	40	221	6081	221/6081	twosided_errmarg90_rel	GW_05.1_aq_group2	0.288212857750536	0.206554396528999	0.377328766795198	0.000773473712526874	0.000100574990306522
GW_05.1_aq_S05	2	40	221	6081	221/6081	twosided_errmarg90_rel	GW_05.1_aq_group3	0.126926777324113	0.106325415490779	0.149076934361193	0.0702486150705239	0.00000362303440859829
GW_05.1_aq_S05	2	40	221	6081	221/6081	twosided_errmarg90_rel	GW_05.1_aq_group4	0.111451387047331	0.0681997510481098	0.155395837214597	0.395804603650793	0.0417606703681791
GW_05.1_aq_S05	2	40	221	6081	221/6081	twosided_errmarg90_rel	GW_05.1_aq_group5	0.754464743121289	0.357994637246522	1.66761137471609	0.00184460386230264	0.000772282046142548
GW_05.1_aq_S06	3	40	221	6081	221/6081	twosided_errmarg90_rel	GW_05.1_aq_group1	0.126496526659354	0.109271202923451	0.143305336063588	0.209475376785885	0.0000000240874173417005
GW_05.1_aq_S06	3	40	221	6081	221/6081	twosided_errmarg90_rel	GW_05.1_aq_group2	0.253569614716343	0.202186214940917	0.313676112064423	0.00070009248988114	0.0000402404039826588
GW_05.1_aq_S06	3	40	221	6081	221/6081	twosided_errmarg90_rel	GW_05.1_aq_group3	0.116012753298545	0.0991057179880188	0.13312489561817	0.130478537710221	0.000000117523212532676
GW_05.1_aq_S06	3	40	221	6081	221/6081	twosided_errmarg90_rel	GW_05.1_aq_group4	0.102529202900233	0.0641042256865232	0.141968193592709	0.510649296161306	0.0434336702547582
GW_05.1_aq_S06	3	40	221	6081	221/6081	twosided_errmarg90_rel	GW_05.1_aq_group5	0.492946563751975	0.29891340953941	0.799935993077229	0.00254259693026344	0.000575187042568823
GW_05.1_aq_S07	1	80	397	6081	397/6081	twosided_errmarg90_rel	GW_05.1_aq_group1	0.128217475974062	0.111955519922879	0.147512715777665	0.317270392218702	0.0000012476197564122
GW_05.1_aq_S07	1	80	397	6081	397/6081	twosided_errmarg90_rel	GW_05.1_aq_group2	0.251901062010131	0.194044539101483	0.320792111264879	0.00140797667376853	0.000000668186848720854
GW_05.1_aq_S07	1	80	397	6081	397/6081	twosided_errmarg90_rel	GW_05.1_aq_group3	0.109408880924936	0.0962478160426901	0.124456100544262	0.235118421116771	0.00000000266462908579256
GW_05.1_aq_S07	1	80	397	6081	397/6081	twosided_errmarg90_rel	GW_05.1_aq_group4	0.0994677732804436	0.0718072761471296	0.126638207521126	0.541930534666638	0.0135072889876393
GW_05.1_aq_S07	1	80	397	6081	397/6081	twosided_errmarg90_rel	GW_05.1_aq_group5	0.750940912079439	0.35415264216948	1.55224913627522	0.00267865504635572	0.00104576876026517
GW_05.1_aq_S08	2	80	397	6081	397/6081	twosided_errmarg90_rel	GW_05.1_aq_group1	0.102675998251795	0.0895609574726844	0.11407461448117	0.555662096779067	0.00124596853041376
GW_05.1_aq_S08	2	80	397	6081	397/6081	twosided_errmarg90_rel	GW_05.1_aq_group2	0.206238598537909	0.170124055971566	0.25037773069644	0.000696669083678813	0.0000000320624883185064
GW_05.1_aq_S08	2	80	397	6081	397/6081	twosided_errmarg90_rel	GW_05.1_aq_group3	0.0900036879317608	0.0802298045311923	0.0991846904737968	0.889861758843964	0.000000000309755447438802
GW_05.1_aq_S08	2	80	397	6081	397/6081	twosided_errmarg90_rel	GW_05.1_aq_group4	0.084980507893717	0.0609872700702976	0.10976737347259	0.766310367786583	0.0380443871811129
GW_05.1_aq_S08	2	80	397	6081	397/6081	twosided_errmarg90_rel	GW_05.1_aq_group5	0.484437661497126	0.286240787110163	0.850928023796902	0.00124533930430668	0.000276427002648111
GW_05.1_aq_S09	3	80	397	6081	397/6081	twosided_errmarg90_rel	GW_05.1_aq_group1	0.0904625455154094	0.0791470051637659	0.100764838636133	0.706658863960458	0.00315746962689587
GW_05.1_aq_S09	3	80	397	6081	397/6081	twosided_errmarg90_rel	GW_05.1_aq_group2	0.183305291028511	0.149483216964316	0.216573009089622	0.000751501877843086	0.000000701452009887673
GW_05.1_aq_S09	3	80	397	6081	397/6081	twosided_errmarg90_rel	GW_05.1_aq_group3	0.0804189490426468	0.0715601529155393	0.0902026935022356	0.993691451334428	0.00000248578125745372
GW_05.1_aq_S09	3	80	397	6081	397/6081	twosided_errmarg90_rel	GW_05.1_aq_group4	0.074006284096012	0.0542654424156431	0.0959677182471352	0.910320513018951	0.0855798992908211
GW_05.1_aq_S09	3	80	397	6081	397/6081	twosided_errmarg90_rel	GW_05.1_aq_group5	0.454406302790235	0.26773069408219	0.827526900959578	0.00185450107891278	0.000229856592917292
