type,spatvar_estimate,spatvar_se,spatvar_generalized
2190_a,0.0000525100256886387,0.0000328691644648546,0.00501058931462813
3110,0.217431035411366,0.00177516104551489,0.205818997413226
3130_aom,0.215366186253951,0.00168678606209978,0.205818997413226
3130_na,0.142374200278148,0.00246564152950982,0.142374200278148
3140,0.00996866860356763,0.000634484536154686,0.00501058931462813
3150,0.246083972356037,0.00238317233327381,0.245141669379995
3160,0.242028390144767,0.00167717994264528,0.245141669379995
3260,0.209398363834211,0.00201044316955783,0.205818997413226
rbbah,0.181080404153377,0.00295597246971575,0.205818997413226
7220,0.247312645639181,0.00243447635181735,0.245141669379995
