scenario,trend_12yearly_multiplier,avg_nrlocs_pertype_infpop,total_n_finitepop_spatial,total_popsize_spatial,n_N,statistic,typegroup,avg,pctile_l,pctile_u,p_stat_0.15_,p_stat_0.1_,p_stat_0.015_,p_stat_0.01_,periodicity
GW_03.3_S01,1,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group1,0.066592161776879,0.0359815498741924,0.11634580353083,NA,NA,0.0180728546929854,0.00885179049331802,3
GW_03.3_S01,1,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group2,0.0854161283463208,0.0499176808071015,0.128108051370277,NA,NA,0.00289923492211822,0.00132704895172284,3
GW_03.3_S01,1,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group3,0.197720907761233,0.0808338494541179,0.371847178692747,NA,NA,0.0137100983536752,0.00887880636043736,3
GW_03.3_S01,1,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group4,0.325448486360226,0.132252237611431,0.647157348986285,NA,NA,0.00996449397564983,0.00740332273048417,3
GW_03.3_S02,2,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group1,0.0673559179757705,0.038466009497985,0.113002279919325,NA,NA,0.0238545362162708,0.0135594394270799,3
GW_03.3_S02,2,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group2,0.0920313023260078,0.046724991417779,0.173436956106465,NA,NA,0.0208947134308198,0.0110206818314228,3
GW_03.3_S02,2,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group3,0.232030665330368,0.0722284048211509,0.528885045599684,NA,NA,0.0173435368959779,0.0118946413031158,3
GW_03.3_S02,2,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group4,0.262004327976183,0.144665251240573,0.509275237550939,NA,NA,0.0000279777307800471,0.0000146024665103281,3
GW_03.3_S03,3,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group1,0.0611937446808419,0.0432664282344102,0.0814740267686069,NA,NA,0.00357018578629119,0.000476232867049815,3
GW_03.3_S03,3,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group2,0.0947380450959035,0.0490652409009333,0.167925538141637,NA,NA,0.0133228513316979,0.00824154779417327,3
GW_03.3_S03,3,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group3,0.170088490009038,0.0782793299650163,0.355608928487653,NA,NA,0.00448755798576312,0.0029951597173056,3
GW_03.3_S03,3,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group4,0.245877960091893,0.144306256277033,0.404013044765246,NA,NA,0.00609524159735961,0.00419945838503435,3
GW_03.3_S04,1,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group1,0.0584106583975426,0.0319155400675397,0.104544825968177,NA,NA,0.0132313473637099,0.00479401836285757,6
GW_03.3_S04,1,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group2,0.053609466478354,0.0331923653545218,0.0930296369325896,NA,NA,0.0159005163199584,0.00262766140112403,6
GW_03.3_S04,1,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group3,0.204752306722683,0.0809070660676223,0.36231204865929,NA,NA,0.0167511699104795,0.0118756867782701,6
GW_03.3_S04,1,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group4,0.189933706138884,0.103145281427133,0.293891985553843,NA,NA,0.00125921017739145,0.000662945390010677,6
GW_03.3_S05,2,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group1,0.0678699590706086,0.040252235171652,0.108516080571684,NA,NA,0.0247404863668995,0.0125886716786645,6
GW_03.3_S05,2,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group2,0.0755875915383154,0.0404444002769126,0.127090460197169,NA,NA,0.00282318502342329,0.00143679774658504,6
GW_03.3_S05,2,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group3,0.252546110760947,0.0882984788296988,0.50338868664142,NA,NA,0.0113550935732402,0.00826305969285739,6
GW_03.3_S05,2,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group4,0.331754162072438,0.125916013843024,0.681850064871373,NA,NA,0.00907427867865907,0.00689210546383521,6
GW_03.3_S06,3,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group1,0.0828870123006256,0.0482583098649027,0.140548315886358,NA,NA,0.00744175885238375,0.00404916750848268,6
GW_03.3_S06,3,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group2,0.0852933884555132,0.0372408929714842,0.181975245556717,NA,NA,0.027189862689289,0.012910588831836,6
GW_03.3_S06,3,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group3,0.28577697898009,0.0945886130918001,0.680936991895362,NA,NA,0.0116607379326275,0.0087177028819581,6
GW_03.3_S06,3,15,663,433606,663/433606,twosided_errmarg90,GW_03.3_group4,0.358473381000829,0.147236552491766,0.814465607746042,NA,NA,0.00325271998244245,0.00244229244757665,6
GW_03.3_S07,1,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group1,0.0444736745779869,0.0286909819328821,0.0594095413229925,NA,NA,0.0132230756297811,0.00250634707302616,3
GW_03.3_S07,1,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group2,0.0648898260484741,0.0401451331569178,0.105181632370738,NA,NA,0.00671200320656417,0.0017211105655111,3
GW_03.3_S07,1,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group3,0.175341556108174,0.0646714584828747,0.38182251551428,NA,NA,0.0179776838582722,0.0122502180450842,3
GW_03.3_S07,1,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group4,0.212877551915151,0.117894889876195,0.353537566924337,NA,NA,0.00303917711178106,0.00200316782138509,3
GW_03.3_S08,2,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group1,0.047865014932348,0.0317663243147783,0.0773429234105778,NA,NA,0.0156891306183636,0.00675044415415148,3
GW_03.3_S08,2,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group2,0.0628849835462858,0.0430516463038728,0.0952413728758189,NA,NA,0.000472064099408321,0.0000550971813236102,3
GW_03.3_S08,2,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group3,0.183815535534645,0.0729306258666099,0.355825031587301,NA,NA,0.00749682118008273,0.00514817927023654,3
GW_03.3_S08,2,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group4,0.176884673731189,0.112906258201071,0.27142345870108,NA,NA,0.00296233087805069,0.00195774103498288,3
GW_03.3_S09,3,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group1,0.0505224728480395,0.0323519630821961,0.0677818514305649,NA,NA,0.00816535652022305,0.00171300818299178,3
GW_03.3_S09,3,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group2,0.0653958338621735,0.0457328480282363,0.0940310654711763,NA,NA,0.00658186617243398,0.00324764558033928,3
GW_03.3_S09,3,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group3,0.151413081573713,0.0806280571284056,0.238161851031431,NA,NA,0.012268645522922,0.00787817682370999,3
GW_03.3_S09,3,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group4,0.237189217183357,0.126852653951614,0.362328771646748,NA,NA,0.00590657145565879,0.00433734604233988,3
GW_03.3_S10,1,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group1,0.0515613582806442,0.0290196402721414,0.086733814727936,NA,NA,0.0202506523436326,0.00932022396156522,6
GW_03.3_S10,1,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group2,0.069422091777682,0.0443188704603902,0.0997811378469009,NA,NA,0.00815738883384428,0.00444385166017769,6
GW_03.3_S10,1,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group3,0.162456372081722,0.0851485676192635,0.303988176311748,NA,NA,0.00902234690350087,0.00552540732698216,6
GW_03.3_S10,1,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group4,0.24007781595825,0.141221062732968,0.438930650426962,NA,NA,0.00310814114701627,0.00215792811688186,6
GW_03.3_S11,2,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group1,0.0555471274321417,0.0323034309273442,0.098727965652178,NA,NA,0.00680379344606243,0.00262937937654915,6
GW_03.3_S11,2,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group2,0.126044025861682,0.0530014103193372,0.241594385533953,NA,NA,0.0166261939937597,0.0107721615377285,6
GW_03.3_S11,2,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group3,0.273241486204615,0.103720576682124,0.535740833900767,NA,NA,0.0102317159015988,0.00694820424867931,6
GW_03.3_S11,2,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group4,0.29801479569278,0.1578237752712,0.54546225720127,NA,NA,0.00157225480562307,0.00115760053892938,6
GW_03.3_S12,3,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group1,0.0528427456817115,0.0343345115057919,0.0836400081329222,NA,NA,0.00817749354481438,0.0026712970184607,6
GW_03.3_S12,3,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group2,0.104388752059438,0.0515601188012564,0.179813900510193,NA,NA,0.0132794335236328,0.00761142248634683,6
GW_03.3_S12,3,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group3,0.214039538252232,0.0981983573625421,0.342395339938823,NA,NA,0.0110483090915763,0.0079560218971772,6
GW_03.3_S12,3,30,1271,433606,1271/433606,twosided_errmarg90,GW_03.3_group4,0.259439351087279,0.134475756161184,0.435044435929981,NA,NA,0.00360228826798644,0.00241750325974594,6
GW_03.3_S13,1,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group1,0.0318883234253361,0.0234712969554113,0.0481227950213606,NA,NA,0.00831444597676185,0.000525947878168554,3
GW_03.3_S13,1,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group2,0.0531342600213556,0.0361939322430565,0.0798117385799245,NA,NA,0.00834553949411274,0.00370964012370293,3
GW_03.3_S13,1,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group3,0.130828933635705,0.071428449838778,0.245241699516503,NA,NA,0.000298703415363255,0.0000868225434431087,3
GW_03.3_S13,1,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group4,0.13215917667813,0.0945476204894498,0.185491284829384,NA,NA,0.00136580507800741,0.000842328702764734,3
GW_03.3_S14,2,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group1,0.0424031299792395,0.0281889390145812,0.059408005755123,NA,NA,0.0307327515159674,0.0125023060793231,3
GW_03.3_S14,2,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group2,0.0514144036735163,0.0356964125582143,0.0713099754334807,NA,NA,0.00525439308333273,0.00231068820761366,3
GW_03.3_S14,2,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group3,0.132223094393367,0.0759229274657324,0.236133884978532,NA,NA,0.000327570826475343,0.000140087873669593,3
GW_03.3_S14,2,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group4,0.132126887100199,0.0893632078335823,0.190902551145273,NA,NA,0.000425616183493397,0.000215796943086799,3
GW_03.3_S15,3,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group1,0.0457605130589495,0.0345117104701988,0.0611230875197554,NA,NA,0.00267389503034541,0.000154620263904541,3
GW_03.3_S15,3,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group2,0.048782090572919,0.034819424519848,0.0661200521169301,NA,NA,0.00624576351630453,0.00349498609862356,3
GW_03.3_S15,3,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group3,0.116647641587403,0.0651232140043158,0.17717513329259,NA,NA,0.00465618890216531,0.00293371808206214,3
GW_03.3_S15,3,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group4,0.159898720305708,0.122587840388828,0.213358829124922,NA,NA,0.00358796356524063,0.00234446436495823,3
GW_03.3_S16,1,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group1,0.0351124209426696,0.0250203734563874,0.0473979329639036,NA,NA,0.0251229170440668,0.00441061619267909,6
GW_03.3_S16,1,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group2,0.0712438785002671,0.0388896303331326,0.134740961857937,NA,NA,0.0105790800512635,0.0040022013084054,6
GW_03.3_S16,1,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group3,0.134438854535577,0.08664723720443,0.205959188701043,NA,NA,0.00477221595636403,0.00274929676722128,6
GW_03.3_S16,1,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group4,0.182931697104636,0.138410369051365,0.242825365466817,NA,NA,0.00259959149942107,0.00172438847581917,6
GW_03.3_S17,2,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group1,0.0364173213151273,0.0270903612809837,0.0447689990278694,NA,NA,0.00295261145397462,0.00016263321437553,6
GW_03.3_S17,2,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group2,0.0621494924089034,0.0401633327580568,0.0958644646465914,NA,NA,0.00561698867632947,0.00225925925388681,6
GW_03.3_S17,2,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group3,0.179808854339593,0.0946178473262462,0.302868725219826,NA,NA,0.00430181257014035,0.00286816899529533,6
GW_03.3_S17,2,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group4,0.19594208595219,0.116521433312562,0.326666043786407,NA,NA,0.00192804163473623,0.00124233215551123,6
GW_03.3_S18,3,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group1,0.043599351052867,0.0300303732556755,0.0615824803574416,NA,NA,0.000749851456062076,0.000129498713832387,6
GW_03.3_S18,3,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group2,0.0801026991460783,0.0475005863630157,0.130543085116895,NA,NA,0.00624719343681446,0.00374674426341521,6
GW_03.3_S18,3,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group3,0.183821027532469,0.0922585408163937,0.350250631070994,NA,NA,0.00593260196321301,0.00407536274624647,6
GW_03.3_S18,3,60,2413,433606,2413/433606,twosided_errmarg90,GW_03.3_group4,0.210293071396873,0.130186253767276,0.325290808794488,NA,NA,0.00000935807457691615,0.00000414789457774424,6
GW_03.3_S01,1,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group1,0.23659652245527,0.162056110364039,0.345896072884471,0.116210819208948,0.000317543681217522,NA,NA,3
GW_03.3_S01,1,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group2,0.259392211293066,0.185097260025772,0.35194551191051,0.108363817755637,0.0167084872706262,NA,NA,3
GW_03.3_S01,1,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group3,0.325139546769949,0.212058412387542,0.472485416508951,0.0748450171668257,0.023542600570369,NA,NA,3
GW_03.3_S01,1,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group4,0.343172106116014,0.208028785797118,0.546883951470871,0.0397011364878024,0.0112260477004751,NA,NA,3
GW_03.3_S02,2,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group1,0.217461462234675,0.149145547364294,0.315832999992516,0.18488744491774,0.0351563653209612,NA,NA,3
