scenario,trend_12yearly_multiplier,avg_nrlocs_pertype_infpop,total_n_finitepop_spatial,total_popsize_spatial,n_N,statistic,typegroup,avg,pctile_l,pctile_u,p_stat_0.15_,p_stat_0.1_,p_stat_0.015_,p_stat_0.01_,periodicity
GW_03.3_S02,2,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group2,0.238180201073496,0.154921999413288,0.367564654105472,0.165660202713471,0.0211246189584245,NA,NA,3
GW_03.3_S02,2,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group3,0.290165287053104,0.171427392997924,0.450205532137082,0.122786151707714,0.0320604841190062,NA,NA,3
GW_03.3_S02,2,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group4,0.280553739475263,0.202350372202327,0.431050083466009,0.0101174863565265,0.00000000337245886953301,NA,NA,3
GW_03.3_S03,3,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group1,0.185849114688846,0.138935898237344,0.235215068345769,0.282878753971654,0.015948484143618,NA,NA,3
GW_03.3_S03,3,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group2,0.221946321285942,0.150253181631957,0.328087594980818,0.140580320992219,0.0196375478255889,NA,NA,3
GW_03.3_S03,3,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group3,0.253672543962307,0.165093933966805,0.417037486010074,0.117570362709796,0.00774450109606396,NA,NA,3
GW_03.3_S03,3,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group4,0.246484261376346,0.179358215534949,0.332076010151957,0.0850845240008168,0.00971003977071407,NA,NA,3
GW_03.3_S04,1,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group1,0.237471961146544,0.160543661320881,0.360381520447028,0.149589942092464,0.0253213918085302,NA,NA,6
GW_03.3_S04,1,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group2,0.18653407438675,0.123597776472081,0.275280130455085,0.385601320016762,0.119302219563982,NA,NA,6
GW_03.3_S04,1,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group3,0.368470594969821,0.190941551014158,0.554047655183335,0.117706894237916,0.0339052396086719,NA,NA,6
GW_03.3_S04,1,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group4,0.268094385793007,0.184815147054312,0.348073802337315,0.0786548267245618,0.00176152618871435,NA,NA,6
GW_03.3_S05,2,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group1,0.229501997391975,0.160091729129035,0.337829436054104,0.144115714529304,0.0144287700018634,NA,NA,6
GW_03.3_S05,2,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group2,0.203514104260307,0.124965571005897,0.292618666242698,0.279497292976882,0.0908205068831618,NA,NA,6
GW_03.3_S05,2,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group3,0.356709650377574,0.214963072880544,0.541326808410333,0.0512349061805587,0.0150346751194476,NA,NA,6
GW_03.3_S05,2,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group4,0.303594164452151,0.189329344315198,0.461662266319409,0.0557050544876172,0.0204279160172892,NA,NA,6
GW_03.3_S06,3,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group1,0.248400913246565,0.168048342827609,0.367619416988871,0.106939022906002,0.0257865265706434,NA,NA,6
GW_03.3_S06,3,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group2,0.201543545181731,0.126341700419627,0.33094642871018,0.373208772859098,0.0830115183866232,NA,NA,6
GW_03.3_S06,3,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group3,0.32365014080682,0.216770015415132,0.493670553137231,0.0409423605103907,0.0154199633877225,NA,NA,6
GW_03.3_S06,3,15,663,433606,663/433606,twosided_errmarg90_rel,GW_03.3_group4,0.307138261089076,0.204520172415704,0.47383249097004,0.0311778693812718,0.00625559812586878,NA,NA,6
GW_03.3_S07,1,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group1,0.169814374864151,0.116068364608243,0.219873952575627,0.458622022599675,0.108964449765993,NA,NA,3
GW_03.3_S07,1,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group2,0.196112606256224,0.151019856898702,0.268063760100262,0.288971281619015,0.0190083183326456,NA,NA,3
GW_03.3_S07,1,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group3,0.281331603251992,0.15973422592797,0.498786061539348,0.128638796901526,0.0270650013624882,NA,NA,3
GW_03.3_S07,1,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group4,0.257273282337608,0.186612735267652,0.354018238906583,0.0723534159348199,0.00393571456042546,NA,NA,3
GW_03.3_S08,2,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group1,0.16199626961997,0.125367482263025,0.221477963516418,0.557390840935854,0.0253879317510814,NA,NA,3
GW_03.3_S08,2,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group2,0.17140916738334,0.130297928527112,0.235556705756162,0.467329850710374,0.0227258744005121,NA,NA,3
GW_03.3_S08,2,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group3,0.252388515340809,0.162160755097965,0.373799439881139,0.110141590532533,0.0139313372030296,NA,NA,3
GW_03.3_S08,2,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group4,0.210900847287959,0.152352095184603,0.288129286157794,0.175274197975444,0.0242775220407512,NA,NA,3
GW_03.3_S09,3,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group1,0.157742734240646,0.112420199617696,0.204004682052709,0.579139594302864,0.10372970027,NA,NA,3
GW_03.3_S09,3,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group2,0.172777988906326,0.140110392769765,0.219518788155302,0.347502044529869,0.0212725801174839,NA,NA,3
GW_03.3_S09,3,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group3,0.228995984492695,0.168686208126819,0.302145204609081,0.101804169621027,0.00642923216800944,NA,NA,3
GW_03.3_S09,3,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group4,0.224302988221689,0.155100158192623,0.300774773023634,0.181954560279015,0.0435099742044366,NA,NA,3
GW_03.3_S10,1,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group1,0.200605688580517,0.135709958387923,0.280994800794987,0.327625885122714,0.0743961769110364,NA,NA,6
GW_03.3_S10,1,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group2,0.224389743213533,0.172935394757666,0.281150635666416,0.0782362836354288,0.00122352183069057,NA,NA,6
GW_03.3_S10,1,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group3,0.31605450239464,0.21037313971207,0.498744008701347,0.0446839563264784,0.000431967835423133,NA,NA,6
GW_03.3_S10,1,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group4,0.286495171741686,0.214267928234138,0.402799860558231,0.0311572822431708,0.0115687132456762,NA,NA,6
GW_03.3_S11,2,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group1,0.18117263066641,0.122917639946269,0.271445466917135,0.469113858605423,0.0955122991612092,NA,NA,6
GW_03.3_S11,2,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group2,0.28798064985988,0.170248224530654,0.451712862114754,0.134078565617726,0.0297066723384247,NA,NA,6
GW_03.3_S11,2,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group3,0.371013258463987,0.21737902570969,0.5636815887032,0.0642753037877123,0.0239513122728163,NA,NA,6
GW_03.3_S11,2,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group4,0.299326296266693,0.212808561179512,0.431497592861186,0.0267689116803967,0.00433758109027978,NA,NA,6
GW_03.3_S12,3,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group1,0.169488872829611,0.125119428508777,0.228324508614435,0.389990714724861,0.0472003894403907,NA,NA,6
GW_03.3_S12,3,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group2,0.253093605985241,0.150152654164661,0.382806079545889,0.206017909099258,0.052535342726932,NA,NA,6
GW_03.3_S12,3,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group3,0.296339004751206,0.189454456934609,0.398280819989397,0.0701092684788426,0.0218692303436492,NA,NA,6
GW_03.3_S12,3,30,1271,433606,1271/433606,twosided_errmarg90_rel,GW_03.3_group4,0.261667589745696,0.17726639030075,0.362785001860559,0.0562608578678659,0.013587320189198,NA,NA,6
GW_03.3_S13,1,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group1,0.132784609539248,0.103522828744506,0.185633707228126,0.780942049293326,0.168308788840317,NA,NA,3
GW_03.3_S13,1,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group2,0.169994959494244,0.129149621954448,0.234529076019802,0.527553189664519,0.0326065811260035,NA,NA,3
GW_03.3_S13,1,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group3,0.227521695567326,0.156664629327944,0.341696419031329,0.207880215025967,0.0292299493170911,NA,NA,3
GW_03.3_S13,1,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group4,0.177467460100399,0.139699382196866,0.233283478824507,0.273595666092745,0.00971492391832147,NA,NA,3
GW_03.3_S14,2,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group1,0.139304512104139,0.104131995747326,0.177792913612442,0.680081606763007,0.174704214369598,NA,NA,3
GW_03.3_S14,2,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group2,0.145505507837785,0.112591990850669,0.18540711469153,0.694987657743576,0.0705120230002764,NA,NA,3
GW_03.3_S14,2,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group3,0.211823079885846,0.150016242176429,0.317474820684424,0.284855753113956,0.0369227336987602,NA,NA,3
GW_03.3_S14,2,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group4,0.157896349507866,0.122190419249121,0.207769654137936,0.541545503705608,0.0306946574826148,NA,NA,3
GW_03.3_S15,3,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group1,0.137738506299809,0.108401118638224,0.178773570337882,0.635009689735139,0.193343265795658,NA,NA,3
GW_03.3_S15,3,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group2,0.132035479955982,0.106093052554509,0.164589995758389,0.787374853156451,0.0782810503673398,NA,NA,3
GW_03.3_S15,3,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group3,0.179059414378189,0.122006666581137,0.239285238610908,0.399119320520696,0.0846989999807027,NA,NA,3
GW_03.3_S15,3,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group4,0.16603047922042,0.137019355741165,0.203888642255181,0.328447371209414,0.0287629150470618,NA,NA,3
GW_03.3_S16,1,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group1,0.148922392601921,0.117683312197658,0.189653670212939,0.522056088004916,0.110848182578921,NA,NA,6
GW_03.3_S16,1,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group2,0.208140913051653,0.148521522999539,0.315568558432605,0.221646808665639,0.0117850932585718,NA,NA,6
GW_03.3_S16,1,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group3,0.256114186073128,0.188901933440868,0.351420289183536,0.0283913352095513,0.000171007850920057,NA,NA,6
GW_03.3_S16,1,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group4,0.238222771816184,0.195955957296585,0.288451127792302,0.0337210282060549,0.00381160033550422,NA,NA,6
GW_03.3_S17,2,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group1,0.130700415958584,0.102130211739309,0.153451981623196,0.832234153650837,0.151389203577621,NA,NA,6
GW_03.3_S17,2,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group2,0.180497274058055,0.135793941499613,0.249128368265627,0.368698306289705,0.0217393061295952,NA,NA,6
GW_03.3_S17,2,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group3,0.284469750898809,0.198794714088677,0.406549300160261,0.0313635213033791,0.00809449167784411,NA,NA,6
GW_03.3_S17,2,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group4,0.227139810920541,0.162823500499701,0.332004503367426,0.176392476011205,0.0214043233518243,NA,NA,6
GW_03.3_S18,3,60,2413,433606,2413/433606,twosided_errmarg90_rel,GW_03.3_group1,0.138535194074233,0.107447689728265,0.177619811565998,0.734019999843527,0.105955307963445,NA,NA,6
