scenario,trend_12yearly_multiplier,avg_nrlocs_pertype_infpop,total_n_finitepop_spatial,total_popsize_spatial,n_N,statistic,typegroup,avg,pctile_l,pctile_u,p_stat_0.1_,p_stat_0.05_
GW_05.1_terr_S01,1,7,323,330040,323/330040,twosided_errmarg90,GW_05.1_terr_group1,0.0553121332449916,0.0287388956020292,0.0958009941404861,0.925362285132147,0.501607020567226
GW_05.1_terr_S01,1,7,323,330040,323/330040,twosided_errmarg90,GW_05.1_terr_group2,0.0505524120154798,0.0276000110604699,0.0818690971240181,0.963665495802568,0.549118566712014
GW_05.1_terr_S01,1,7,323,330040,323/330040,twosided_errmarg90,GW_05.1_terr_group3,0.0709528432826609,0.0403497772920523,0.110625960994587,0.838361316998329,0.240088372713341
GW_05.1_terr_S01,1,7,323,330040,323/330040,twosided_errmarg90,GW_05.1_terr_group4,0.189130474716906,0.137485494608519,0.242197155376061,0.0243350096693367,0.000841701747320845
GW_05.1_terr_S01,1,7,323,330040,323/330040,twosided_errmarg90,GW_05.1_terr_group5,0.221734216698076,0.132252789653515,0.306446001692566,0.04592320006871,0.00473709505609544
GW_05.1_terr_S02,1.2,7,323,330040,323/330040,twosided_errmarg90,GW_05.1_terr_group1,0.0536677780746675,0.0296608266212962,0.0937101049096939,0.926168352163874,0.55854252475391
GW_05.1_terr_S02,1.2,7,323,330040,323/330040,twosided_errmarg90,GW_05.1_terr_group2,0.0534514932011423,0.0288448049695827,0.0886298284289451,0.947459730543065,0.496749592591682
GW_05.1_terr_S02,1.2,7,323,330040,323/330040,twosided_errmarg90,GW_05.1_terr_group3,0.0722429710149466,0.0434496518299138,0.106473297017543,0.838384647302352,0.213761859142445
GW_05.1_terr_S02,1.2,7,323,330040,323/330040,twosided_errmarg90,GW_05.1_terr_group4,0.182202160817921,0.127680945285038,0.240063302556013,0.0318256910559115,0.000627593540741129
GW_05.1_terr_S02,1.2,7,323,330040,323/330040,twosided_errmarg90,GW_05.1_terr_group5,0.223820553449411,0.142497812733186,0.314390432874536,0.0328590380207182,0.00478823458022678
GW_05.1_terr_S03,1.5,7,323,330040,323/330040,twosided_errmarg90,GW_05.1_terr_group1,0.053596666915241,0.0292798296313168,0.0901192653144046,0.945442737990737,0.531197128736988
GW_05.1_terr_S03,1.5,7,323,330040,323/330040,twosided_errmarg90,GW_05.1_terr_group2,0.0523471076346767,0.0290847057344769,0.0888041557229593,0.951955890623293,0.548716406929946
GW_05.1_terr_S03,1.5,7,323,330040,323/330040,twosided_errmarg90,GW_05.1_terr_group3,0.0681266373932452,0.0417339273927998,0.103106935270801,0.871977017193641,0.268340932265094
GW_05.1_terr_S03,1.5,7,323,330040,323/330040,twosided_errmarg90,GW_05.1_terr_group4,0.183585471022918,0.129016330586395,0.244336266262039,0.0402566900618269,0.00357206269633061
GW_05.1_terr_S03,1.5,7,323,330040,323/330040,twosided_errmarg90,GW_05.1_terr_group5,0.225645014607197,0.143896418402916,0.31078252598768,0.0273467856782458,0.00203128665846176
GW_05.1_terr_S04,1,10,463,330040,463/330040,twosided_errmarg90,GW_05.1_terr_group1,0.0460035150114122,0.0259366031054495,0.0757070937324817,0.991705031899294,0.637736078656743
GW_05.1_terr_S04,1,10,463,330040,463/330040,twosided_errmarg90,GW_05.1_terr_group2,0.0446545112384984,0.026201201068799,0.0702675903213739,0.997000734683717,0.676372234782824
GW_05.1_terr_S04,1,10,463,330040,463/330040,twosided_errmarg90,GW_05.1_terr_group3,0.0572871466216494,0.0378986197628035,0.0808890520210072,0.982339131088415,0.376373643503148
GW_05.1_terr_S04,1,10,463,330040,463/330040,twosided_errmarg90,GW_05.1_terr_group4,0.1544424717687,0.118610898470173,0.19764906048729,0.0435838770600035,0.000771949329821839
GW_05.1_terr_S04,1,10,463,330040,463/330040,twosided_errmarg90,GW_05.1_terr_group5,0.193025954077868,0.134081393018279,0.256551981705545,0.0269003516897558,0.00100462142618432
GW_05.1_terr_S05,1.2,10,463,330040,463/330040,twosided_errmarg90,GW_05.1_terr_group1,0.0498027203283244,0.0297963164953936,0.0751655918629544,0.98678617464676,0.556745833049789
GW_05.1_terr_S05,1.2,10,463,330040,463/330040,twosided_errmarg90,GW_05.1_terr_group2,0.0460125523681323,0.0277051993422388,0.0723651567945674,0.994190286468429,0.648445962335861
GW_05.1_terr_S05,1.2,10,463,330040,463/330040,twosided_errmarg90,GW_05.1_terr_group3,0.0608465725475917,0.0407213180701519,0.0853934047969187,0.973909623185507,0.309930588709202
GW_05.1_terr_S05,1.2,10,463,330040,463/330040,twosided_errmarg90,GW_05.1_terr_group4,0.154766000136018,0.118464188087157,0.194655835431863,0.0373617689830009,0.00033334324849376
GW_05.1_terr_S05,1.2,10,463,330040,463/330040,twosided_errmarg90,GW_05.1_terr_group5,0.188288021183917,0.128359244913408,0.245550740426882,0.0405145679907211,0.00133857328924712
GW_05.1_terr_S06,1.5,10,463,330040,463/330040,twosided_errmarg90,GW_05.1_terr_group1,0.046435895516522,0.0266072828734224,0.0724986334716749,0.991952480380792,0.625506489540016
GW_05.1_terr_S06,1.5,10,463,330040,463/330040,twosided_errmarg90,GW_05.1_terr_group2,0.044163208404505,0.0255264340800213,0.0687397475821715,0.997820942815424,0.655639639163899
GW_05.1_terr_S06,1.5,10,463,330040,463/330040,twosided_errmarg90,GW_05.1_terr_group3,0.0581564590225766,0.0376823709579075,0.0823588183292278,0.979847360314471,0.366604271335164
GW_05.1_terr_S06,1.5,10,463,330040,463/330040,twosided_errmarg90,GW_05.1_terr_group4,0.156913794098176,0.11868045869916,0.194693134866736,0.0418362794477812,0.000185876439573769
GW_05.1_terr_S06,1.5,10,463,330040,463/330040,twosided_errmarg90,GW_05.1_terr_group5,0.190928195416942,0.137314714422786,0.249683135977028,0.0252380222429767,0.000567086571777567
GW_05.1_terr_S07,1,14,632,330040,632/330040,twosided_errmarg90,GW_05.1_terr_group1,0.0396292340241037,0.0243113460610616,0.0590561395963109,0.999962391700555,0.770312514673093
GW_05.1_terr_S07,1,14,632,330040,632/330040,twosided_errmarg90,GW_05.1_terr_group2,0.0381900909634332,0.0239786251231379,0.0565652943032036,0.999991116786381,0.805730811578103
GW_05.1_terr_S07,1,14,632,330040,632/330040,twosided_errmarg90,GW_05.1_terr_group3,0.0512218751781143,0.0352498723406705,0.0697395787587868,0.99797922356889,0.484408767665296
GW_05.1_terr_S07,1,14,632,330040,632/330040,twosided_errmarg90,GW_05.1_terr_group4,0.134134822438717,0.107296689943869,0.161614255484163,0.0796310890824205,0.0000265055667701934
GW_05.1_terr_S07,1,14,632,330040,632/330040,twosided_errmarg90,GW_05.1_terr_group5,0.163825667829179,0.11826895910942,0.208565423975254,0.0481064674618211,0.000371409576014632
GW_05.1_terr_S08,1.2,14,632,330040,632/330040,twosided_errmarg90,GW_05.1_terr_group1,0.0384957220496667,0.0244263696343867,0.0566587615808468,0.999998753660329,0.809502496752039
GW_05.1_terr_S08,1.2,14,632,330040,632/330040,twosided_errmarg90,GW_05.1_terr_group2,0.037083888089683,0.0233245820409913,0.0558070796431063,0.999999828410345,0.838313626259316
GW_05.1_terr_S08,1.2,14,632,330040,632/330040,twosided_errmarg90,GW_05.1_terr_group3,0.0517664469194636,0.0365071408929894,0.0686449335064608,0.999567749783149,0.465725396885352
GW_05.1_terr_S08,1.2,14,632,330040,632/330040,twosided_errmarg90,GW_05.1_terr_group4,0.135920517832542,0.109441425985963,0.165534563508072,0.0548379361520039,0.000122118838922288
GW_05.1_terr_S08,1.2,14,632,330040,632/330040,twosided_errmarg90,GW_05.1_terr_group5,0.164235922655658,0.121673255563357,0.205977548429822,0.0401773914524002,0.00131119290682165
GW_05.1_terr_S09,1.5,14,632,330040,632/330040,twosided_errmarg90,GW_05.1_terr_group1,0.0399061803844626,0.0247107428149205,0.0601356820420742,0.999985419458442,0.767581158416533
GW_05.1_terr_S09,1.5,14,632,330040,632/330040,twosided_errmarg90,GW_05.1_terr_group2,0.0385621915203081,0.0238171461294108,0.0573769000997295,0.999803915871703,0.796189581048143
GW_05.1_terr_S09,1.5,14,632,330040,632/330040,twosided_errmarg90,GW_05.1_terr_group3,0.0515606192244936,0.0361135556694383,0.0686554304732114,0.999520713456829,0.479614593828375
GW_05.1_terr_S09,1.5,14,632,330040,632/330040,twosided_errmarg90,GW_05.1_terr_group4,0.13356628112266,0.10493226230396,0.164674866551379,0.0836018118037798,0.0000535000717932158
GW_05.1_terr_S09,1.5,14,632,330040,632/330040,twosided_errmarg90,GW_05.1_terr_group5,0.16451289176896,0.121041237769445,0.209239986673987,0.0352559848845636,0.000718853657384781
GW_05.1_terr_S10,1,20,885,330040,885/330040,twosided_errmarg90,GW_05.1_terr_group1,0.0351975720517637,0.0232623625501756,0.0513611912818159,0.999998487833778,0.891900600863734
GW_05.1_terr_S10,1,20,885,330040,885/330040,twosided_errmarg90,GW_05.1_terr_group2,0.0333411680179945,0.0226186798013799,0.044881777970202,0.999999999999998,0.951805723338585
GW_05.1_terr_S10,1,20,885,330040,885/330040,twosided_errmarg90,GW_05.1_terr_group3,0.0431332809479744,0.0316170217813957,0.0543084661092589,0.999999999998398,0.765169711225295
GW_05.1_terr_S10,1,20,885,330040,885/330040,twosided_errmarg90,GW_05.1_terr_group4,0.112677889779931,0.0927699415879993,0.133076151906423,0.204204505146214,0.000550732399657671
GW_05.1_terr_S10,1,20,885,330040,885/330040,twosided_errmarg90,GW_05.1_terr_group5,0.137110379484148,0.108814672368031,0.165116238803559,0.0855611223098897,0.000575232392634524
GW_05.1_terr_S11,1.2,20,885,330040,885/330040,twosided_errmarg90,GW_05.1_terr_group1,0.035087284680419,0.0242158321892933,0.0501303754161999,0.999999999997925,0.902772262748555
GW_05.1_terr_S11,1.2,20,885,330040,885/330040,twosided_errmarg90,GW_05.1_terr_group2,0.0328724382576323,0.0227809735343892,0.0462800000734893,1,0.945015026002181
GW_05.1_terr_S11,1.2,20,885,330040,885/330040,twosided_errmarg90,GW_05.1_terr_group3,0.0428373651305221,0.0322404253143802,0.0544856780196307,0.999999999998006,0.785290953138532
GW_05.1_terr_S11,1.2,20,885,330040,885/330040,twosided_errmarg90,GW_05.1_terr_group4,0.112133058932897,0.0920440396252179,0.131593429368881,0.238503547865667,0.00000882641653979176
GW_05.1_terr_S11,1.2,20,885,330040,885/330040,twosided_errmarg90,GW_05.1_terr_group5,0.138663362813997,0.104116242355273,0.16890255384697,0.0811991715021841,0.000554975307049755
GW_05.1_terr_S12,1.5,20,885,330040,885/330040,twosided_errmarg90,GW_05.1_terr_group1,0.0345321881914264,0.0230271275301262,0.048663872726325,0.999999999987241,0.910300039458686
GW_05.1_terr_S12,1.5,20,885,330040,885/330040,twosided_errmarg90,GW_05.1_terr_group2,0.0321940294986707,0.0215646736310959,0.0442958445635505,1,0.95892747087869
GW_05.1_terr_S12,1.5,20,885,330040,885/330040,twosided_errmarg90,GW_05.1_terr_group3,0.0444013146804344,0.0322485108700686,0.0578062274483184,0.999999789142086,0.699906794897821
GW_05.1_terr_S12,1.5,20,885,330040,885/330040,twosided_errmarg90,GW_05.1_terr_group4,0.112693835061079,0.0931566481704926,0.131133518702142,0.203757395776711,0.0000242980224953031
GW_05.1_terr_S12,1.5,20,885,330040,885/330040,twosided_errmarg90,GW_05.1_terr_group5,0.138593780724005,0.109308751137697,0.168491041305697,0.0612696516736502,0.000238980505062455
GW_05.1_terr_S13,1,40,1699,330040,1699/330040,twosided_errmarg90,GW_05.1_terr_group1,0.0243178377691567,0.0181661866827047,0.0302973269827816,1,0.999999956355601
GW_05.1_terr_S13,1,40,1699,330040,1699/330040,twosided_errmarg90,GW_05.1_terr_group2,0.0235187158026435,0.0171631447202372,0.0300510477394199,1,0.999999741832094
GW_05.1_terr_S13,1,40,1699,330040,1699/330040,twosided_errmarg90,GW_05.1_terr_group3,0.0307050138659415,0.0253356647941736,0.0369428743840273,1,0.999969717683733
GW_05.1_terr_S13,1,40,1699,330040,1699/330040,twosided_errmarg90,GW_05.1_terr_group4,0.0798471774238436,0.0703434921180735,0.0885466942050945,0.992027198359996,0.0000215535427857334
GW_05.1_terr_S13,1,40,1699,330040,1699/330040,twosided_errmarg90,GW_05.1_terr_group5,0.0963739631913329,0.0821027594852167,0.111205875589771,0.627162824496354,0.0000278440648008145
GW_05.1_terr_S14,1.2,40,1699,330040,1699/330040,twosided_errmarg90,GW_05.1_terr_group1,0.0245594953981506,0.0189176276174208,0.0308227070834243,1,0.999997463136161
GW_05.1_terr_S14,1.2,40,1699,330040,1699/330040,twosided_errmarg90,GW_05.1_terr_group2,0.0233444437957845,0.018041715505631,0.0295052294367644,1,0.999999996034235
GW_05.1_terr_S14,1.2,40,1699,330040,1699/330040,twosided_errmarg90,GW_05.1_terr_group3,0.0309629807994177,0.0249145659810853,0.0369888096475666,1,0.99855565965943
