scenario,trend_12yearly_multiplier,avg_nrlocs_pertype_infpop,total_n_finitepop_spatial,total_popsize_spatial,n_N,statistic,typegroup,avg,pctile_l,pctile_u,p_stat_0.1_,p_stat_0.05_
GW_05.1_aq_S05,2,40,259,6081,259/6081,twosided_errmarg90,GW_05.1_aq_group2,0.0895322441249186,0.0727772731251304,0.106227388191357,0.752058024873976,0.0239170894815647
GW_05.1_aq_S05,2,40,259,6081,259/6081,twosided_errmarg90,GW_05.1_aq_group3,0.086969993705874,0.0718192478448559,0.0997582148595233,0.919683067930421,0.00344853667065487
GW_05.1_aq_S05,2,40,259,6081,259/6081,twosided_errmarg90,GW_05.1_aq_group4,0.0733410150877922,0.0626046020431089,0.0852151963134676,0.996914899633929,0.0100550951383261
GW_05.1_aq_S05,2,40,259,6081,259/6081,twosided_errmarg90,GW_05.1_aq_group5,0.0713542956691897,0.0490967746729815,0.0924676649429668,0.931243013132014,0.198160933336721
GW_05.1_aq_S06,3,40,259,6081,259/6081,twosided_errmarg90,GW_05.1_aq_group1,0.11743888859,0.0940621871997712,0.138362889871404,0.221875870195553,0.000894615558690202
GW_05.1_aq_S06,3,40,259,6081,259/6081,twosided_errmarg90,GW_05.1_aq_group2,0.102745485720193,0.090318695402554,0.118352263080817,0.472406732220273,0.00000000535375596432372
GW_05.1_aq_S06,3,40,259,6081,259/6081,twosided_errmarg90,GW_05.1_aq_group3,0.103168684160278,0.0899860125364863,0.117590135116574,0.475365501499581,0.000421915855330089
GW_05.1_aq_S06,3,40,259,6081,259/6081,twosided_errmarg90,GW_05.1_aq_group4,0.0852366478871318,0.0723127122557084,0.0980138483111367,0.836365845235893,0.00283733444051943
GW_05.1_aq_S06,3,40,259,6081,259/6081,twosided_errmarg90,GW_05.1_aq_group5,0.0849509807449864,0.0647392726679092,0.102200772889896,0.810000647156665,0.0389577014440281
GW_05.1_aq_S07,1,80,472,6081,472/6081,twosided_errmarg90,GW_05.1_aq_group1,0.0592679812221567,0.0529299331799867,0.0654305337803894,1,0.0763665639920805
GW_05.1_aq_S07,1,80,472,6081,472/6081,twosided_errmarg90,GW_05.1_aq_group2,0.0536149388405077,0.0490512792099492,0.0575851400366567,1,0.232413180180814
GW_05.1_aq_S07,1,80,472,6081,472/6081,twosided_errmarg90,GW_05.1_aq_group3,0.0486902797773952,0.0426280704617091,0.0542177418243244,1,0.595184558171643
GW_05.1_aq_S07,1,80,472,6081,472/6081,twosided_errmarg90,GW_05.1_aq_group4,0.0403488495204036,0.0358049671331504,0.0450092907953951,1,0.973402101967604
GW_05.1_aq_S07,1,80,472,6081,472/6081,twosided_errmarg90,GW_05.1_aq_group5,0.041846118624572,0.0339586237008003,0.0496773852448061,0.999999999999855,0.869502111615709
GW_05.1_aq_S08,2,80,472,6081,472/6081,twosided_errmarg90,GW_05.1_aq_group1,0.0746501514940289,0.0669304321561535,0.0828340290999141,0.999309153413542,0.00797465720891449
GW_05.1_aq_S08,2,80,472,6081,472/6081,twosided_errmarg90,GW_05.1_aq_group2,0.0641718657877988,0.0592309530900805,0.0703539879595944,0.999998968847601,0.00717513228639584
GW_05.1_aq_S08,2,80,472,6081,472/6081,twosided_errmarg90,GW_05.1_aq_group3,0.063213327596652,0.0568594230217295,0.0705439740578666,0.999999999999998,0.0148151604178923
GW_05.1_aq_S08,2,80,472,6081,472/6081,twosided_errmarg90,GW_05.1_aq_group4,0.0498863434805494,0.0435064226884522,0.0554376527293192,1,0.478460451653876
GW_05.1_aq_S08,2,80,472,6081,472/6081,twosided_errmarg90,GW_05.1_aq_group5,0.0554195347604392,0.0444361010831207,0.0652884016892858,0.999999999934481,0.3275375216904
GW_05.1_aq_S09,3,80,472,6081,472/6081,twosided_errmarg90,GW_05.1_aq_group1,0.0841420481637813,0.0778358139579867,0.0906175242336612,0.959115973642695,0.00000000000053337327666002
GW_05.1_aq_S09,3,80,472,6081,472/6081,twosided_errmarg90,GW_05.1_aq_group2,0.073791652838328,0.0664060950409598,0.0804027727921701,0.999999999873226,0.00000733813774169714
GW_05.1_aq_S09,3,80,472,6081,472/6081,twosided_errmarg90,GW_05.1_aq_group3,0.068041782626747,0.0626832653035212,0.0748522956104596,0.999996703461255,0.00227564805760481
GW_05.1_aq_S09,3,80,472,6081,472/6081,twosided_errmarg90,GW_05.1_aq_group4,0.0585732764772606,0.0534142941955465,0.0640009331140111,1,0.0815780851638882
GW_05.1_aq_S09,3,80,472,6081,472/6081,twosided_errmarg90,GW_05.1_aq_group5,0.0604300436682443,0.0507515386701945,0.0693673118510061,0.999999103028144,0.176821368533236
GW_05.1_aq_S01,1,20,140,6081,140/6081,twosided_errmarg90_rel,GW_05.1_aq_group1,0.129277447506728,0.0937239104913252,0.167652518811346,0.245733370308216,0.0130889855057631
GW_05.1_aq_S01,1,20,140,6081,140/6081,twosided_errmarg90_rel,GW_05.1_aq_group2,0.104884421196172,0.0866131360120074,0.125051801750509,0.420001152764013,0.00021072041878773
GW_05.1_aq_S01,1,20,140,6081,140/6081,twosided_errmarg90_rel,GW_05.1_aq_group3,0.139266938591839,0.101987512665261,0.180421850596331,0.158174386523096,0.0114172917459893
GW_05.1_aq_S01,1,20,140,6081,140/6081,twosided_errmarg90_rel,GW_05.1_aq_group4,0.186232954581488,0.155770921117788,0.223091842817201,0.000077414706324197,0.000000000168938320414877
GW_05.1_aq_S01,1,20,140,6081,140/6081,twosided_errmarg90_rel,GW_05.1_aq_group5,0.143201503398822,0.0827388269278727,0.192973150966047,0.237014859649665,0.0505185607530446
GW_05.1_aq_S02,2,20,140,6081,140/6081,twosided_errmarg90_rel,GW_05.1_aq_group1,0.12875187623577,0.0843602678559206,0.170844072240889,0.28584555756808,0.0327302384330427
GW_05.1_aq_S02,2,20,140,6081,140/6081,twosided_errmarg90_rel,GW_05.1_aq_group2,0.104762010108754,0.0781146186106138,0.123107818057093,0.420855434413303,0.0123290004849305
GW_05.1_aq_S02,2,20,140,6081,140/6081,twosided_errmarg90_rel,GW_05.1_aq_group3,0.145887474438418,0.11798804285683,0.177787799545177,0.0357329110473453,0.00000948268183418651
GW_05.1_aq_S02,2,20,140,6081,140/6081,twosided_errmarg90_rel,GW_05.1_aq_group4,0.166877922753791,0.134977137871527,0.21572989016666,0.0182236365351018,0.00000679673321731968
GW_05.1_aq_S02,2,20,140,6081,140/6081,twosided_errmarg90_rel,GW_05.1_aq_group5,0.132149216235678,0.0933807297554846,0.176156948656663,0.238622599370242,0.0382987020829212
GW_05.1_aq_S03,3,20,140,6081,140/6081,twosided_errmarg90_rel,GW_05.1_aq_group1,0.133069168554208,0.10759799299811,0.153990489305723,0.148222406935005,0.00348539168388388
GW_05.1_aq_S03,3,20,140,6081,140/6081,twosided_errmarg90_rel,GW_05.1_aq_group2,0.121168539763842,0.0941929082865907,0.155517667753861,0.234028920923841,0.0222477016810962
GW_05.1_aq_S03,3,20,140,6081,140/6081,twosided_errmarg90_rel,GW_05.1_aq_group3,0.141709089728624,0.114552864831977,0.171045796298732,0.0539456042124066,0.000488787325628307
GW_05.1_aq_S03,3,20,140,6081,140/6081,twosided_errmarg90_rel,GW_05.1_aq_group4,0.164864943206474,0.121134262076064,0.199449733097501,0.068978727042703,0.0036891393992916
GW_05.1_aq_S03,3,20,140,6081,140/6081,twosided_errmarg90_rel,GW_05.1_aq_group5,0.144295906614341,0.102062056449006,0.200018198672721,0.175973292038417,0.00649008867114439
GW_05.1_aq_S04,1,40,259,6081,259/6081,twosided_errmarg90_rel,GW_05.1_aq_group1,0.0945487301529519,0.0761169463931934,0.113063314650311,0.643889204649087,0.00252882702886259
GW_05.1_aq_S04,1,40,259,6081,259/6081,twosided_errmarg90_rel,GW_05.1_aq_group2,0.07936761380864,0.0689336895440098,0.0916573164575311,0.965417546506957,0.00106987186653983
GW_05.1_aq_S04,1,40,259,6081,259/6081,twosided_errmarg90_rel,GW_05.1_aq_group3,0.102713622114187,0.0900333721739951,0.118084453817751,0.421344658566239,0.00000209221854612765
GW_05.1_aq_S04,1,40,259,6081,259/6081,twosided_errmarg90_rel,GW_05.1_aq_group4,0.125923406415913,0.103193326744411,0.150880839554776,0.134687081272091,0.0000000618359843303797
GW_05.1_aq_S04,1,40,259,6081,259/6081,twosided_errmarg90_rel,GW_05.1_aq_group5,0.102581926590379,0.0694264614242642,0.136762144807639,0.516351360508882,0.0631609608100276
GW_05.1_aq_S05,2,40,259,6081,259/6081,twosided_errmarg90_rel,GW_05.1_aq_group1,0.0926215849922782,0.0734716633562427,0.10845893507118,0.571065678681082,0.0228718646965317
GW_05.1_aq_S05,2,40,259,6081,259/6081,twosided_errmarg90_rel,GW_05.1_aq_group2,0.0800380124388556,0.0650038628749544,0.0964706560507371,0.929139087967176,0.0310281266214403
GW_05.1_aq_S05,2,40,259,6081,259/6081,twosided_errmarg90_rel,GW_05.1_aq_group3,0.101421092538819,0.0848076398966423,0.115743951458977,0.431082391599754,0.00262046863886754
GW_05.1_aq_S05,2,40,259,6081,259/6081,twosided_errmarg90_rel,GW_05.1_aq_group4,0.127882737745775,0.108850804015608,0.151242381916075,0.0689506682909646,0.000513399572640553
GW_05.1_aq_S05,2,40,259,6081,259/6081,twosided_errmarg90_rel,GW_05.1_aq_group5,0.100427780741052,0.070273592977838,0.128528411048335,0.465579009282715,0.0801572493419079
GW_05.1_aq_S06,3,40,259,6081,259/6081,twosided_errmarg90_rel,GW_05.1_aq_group1,0.0930755621830457,0.0718848781543269,0.112246588035228,0.599773358757004,0.00936794161171779
GW_05.1_aq_S06,3,40,259,6081,259/6081,twosided_errmarg90_rel,GW_05.1_aq_group2,0.0836894054723757,0.0712145458003381,0.0971107811545903,0.883017924028717,0.00880330796663301
GW_05.1_aq_S06,3,40,259,6081,259/6081,twosided_errmarg90_rel,GW_05.1_aq_group3,0.108011072890427,0.0901256534920179,0.12772157438492,0.438228932043082,0.0000391356499182478
GW_05.1_aq_S06,3,40,259,6081,259/6081,twosided_errmarg90_rel,GW_05.1_aq_group4,0.128464274027045,0.111037064468441,0.148843054799356,0.0192519159005137,0.00000000539198650118942
GW_05.1_aq_S06,3,40,259,6081,259/6081,twosided_errmarg90_rel,GW_05.1_aq_group5,0.108275134043699,0.0838786765904508,0.130759647353402,0.461416964653859,0.00938109934433302
GW_05.1_aq_S07,1,80,472,6081,472/6081,twosided_errmarg90_rel,GW_05.1_aq_group1,0.0650126110268036,0.0573599219274358,0.0726207827229125,1,0.0339992822232045
GW_05.1_aq_S07,1,80,472,6081,472/6081,twosided_errmarg90_rel,GW_05.1_aq_group2,0.0596688942958532,0.0545854101432115,0.0650559935358673,0.999997230751964,0.0425955089827137
GW_05.1_aq_S07,1,80,472,6081,472/6081,twosided_errmarg90_rel,GW_05.1_aq_group3,0.0706481325869685,0.0608550450637066,0.0808210275364029,0.995578315615569,0.00506580416143908
GW_05.1_aq_S07,1,80,472,6081,472/6081,twosided_errmarg90_rel,GW_05.1_aq_group4,0.086630571669719,0.0754181847860387,0.0987683834917613,0.886087450489229,0.0000391503453687784
GW_05.1_aq_S07,1,80,472,6081,472/6081,twosided_errmarg90_rel,GW_05.1_aq_group5,0.0719631531794033,0.0576906560650755,0.0847138086907511,0.969420981868185,0.041244057482399
GW_05.1_aq_S08,2,80,472,6081,472/6081,twosided_errmarg90_rel,GW_05.1_aq_group1,0.0678088849378153,0.0595083067051726,0.0757889325695904,0.998295139869042,0.0665717724697912
GW_05.1_aq_S08,2,80,472,6081,472/6081,twosided_errmarg90_rel,GW_05.1_aq_group2,0.0583625272594534,0.0524941001822899,0.0660264358336965,0.99999992936978,0.0606041268838934
GW_05.1_aq_S08,2,80,472,6081,472/6081,twosided_errmarg90_rel,GW_05.1_aq_group3,0.0754971518170975,0.0675484851785779,0.084433690189001,0.999755563289348,0.00113519999473139
GW_05.1_aq_S08,2,80,472,6081,472/6081,twosided_errmarg90_rel,GW_05.1_aq_group4,0.0857507945812536,0.0747952305543825,0.093527197961021,0.953168571755363,0.00000782385422518663
GW_05.1_aq_S08,2,80,472,6081,472/6081,twosided_errmarg90_rel,GW_05.1_aq_group5,0.0780235044387516,0.0624223663471465,0.0920373664300428,0.92383248086158,0.0364002590603928
GW_05.1_aq_S09,3,80,472,6081,472/6081,twosided_errmarg90_rel,GW_05.1_aq_group1,0.0663272259957138,0.0604149156470571,0.0719947818547989,1,0.0720593206352597
GW_05.1_aq_S09,3,80,472,6081,472/6081,twosided_errmarg90_rel,GW_05.1_aq_group2,0.0586139827129478,0.0525132198212335,0.0635703398948029,1,0.0757063778497504
GW_05.1_aq_S09,3,80,472,6081,472/6081,twosided_errmarg90_rel,GW_05.1_aq_group3,0.0717031543550911,0.0657107896677245,0.0783205163713699,0.99992382500673,0.00208072316177794
GW_05.1_aq_S09,3,80,472,6081,472/6081,twosided_errmarg90_rel,GW_05.1_aq_group4,0.0900595454472129,0.0823714479934311,0.0978090061595807,0.837295351849289,0.0000000000118979643064587
GW_05.1_aq_S09,3,80,472,6081,472/6081,twosided_errmarg90_rel,GW_05.1_aq_group5,0.0748604907631562,0.0614548989606214,0.0869361904744578,0.954176348664317,0.0568303444236804
