type,spatvar_estimate,spatvar_se,spatvar_generalized
1310_pol,0.220116683848568,0.0013092564083583,0.280427277397746
1330_hpr,0.22144733916339,0.00141513522167878,0.280427277397746
2190_a,0.451693140474145,0.00251096363627495,0.389285880337718
2190_mp,0.425286338353205,0.00249906799179446,0.389285880337718
2190_overig,0.424495990424113,0.00251218669394416,0.389285880337718
3110,0.304903220659032,0.00195908256355371,0.280427277397746
3130_aom,0.606952296932414,0.00495417886750491,0.585719625305076
3130_na,0.337401725575773,0.00213694183394781,0.389285880337718
3140,0.815856113061684,0.00704740376800505,0.833382140676104
3150,0.709574322677009,0.00680988661934849,0.6772697154091
3160,0.306277219466295,0.00202361145219317,0.280427277397746
3260,0.702577277571585,0.00502784057950609,0.6772697154091
rbbah,0.257430505292781,0.00209092685301627,0.280427277397746
4010,0.36302026324265,0.00237861633491662,0.389285880337718
rbbsm,0.310331464537113,0.00199818457136358,0.280427277397746
6230_hmo,0.84799231677253,0.00763861895460984,0.833382140676104
6410_mo,0.658351106030426,0.00544627423814373,0.6772697154091
6410_ve,0.602675690623256,0.0043476055774366,0.585719625305076
6430_hf,0.882531718742768,0.00675254256304861,0.833382140676104
6430_hw,0.523108555711954,0.00633050530773135,0.585719625305076
6510_hu,0.782615252944151,0.00684925199719975,0.833382140676104
6510_hua,0.302484790814117,0.00338997289206432,0.280427277397746
6510_hus,0.649949835783929,0.00645510195006261,0.6772697154091
rbbhc,0.819454219703855,0.00758917269457804,0.833382140676104
rbbhf,0.85397644698162,0.00654876360804278,0.833382140676104
rbbhfl,0.354020026017437,0.00236179369697069,0.389285880337718
rbbkam,0.595014827639351,0.00636553112144574,0.585719625305076
rbbvos,0.63039175881474,0.00766949821279405,0.6772697154091
rbbzil,0.739867116745649,0.00847709014251953,0.6772697154091
7140_base,0.583785433053451,0.00424896919309422,0.585719625305076
7140_meso,0.398837126295492,0.0024961059513861,0.389285880337718
7140_mrd,1.00728659607505,0.0135754509424463,1.00728659607505
7140_oli,0.303748636746541,0.00208173170788676,0.280427277397746
7150,0.315429171407542,0.00204173328310336,0.280427277397746
7210,0.390117014094502,0.002547986187308,0.389285880337718
7220,0.675079097099892,0.00540192886051836,0.6772697154091
7230,0.596876226038684,0.004545192018567,0.585719625305076
rbbmc,0.828160127336816,0.00628642222115436,0.833382140676104
rbbmr,0.890299644833622,0.00988411576473253,0.833382140676104
rbbms,0.364615726315558,0.00253815610349938,0.389285880337718
9120,0.675012308480619,0.00481198301195395,0.6772697154091
9130_end,0.591624347136423,0.00392074520193621,0.585719625305076
9130_fm,0.422859514472685,0.00364894441730993,0.389285880337718
9160,0.62357336990743,0.00576695859135808,0.6772697154091
9190,0.355621281961149,0.00256927309970757,0.389285880337718
91E0_sf,0.262103742042086,0.00235260111515985,0.280427277397746
91E0_va,0.63602092891564,0.00471149705950949,0.6772697154091
91E0_vc,0.718707232898612,0.0050493647749309,0.6772697154091
91E0_vm,0.65611163435633,0.00600518874391684,0.6772697154091
91E0_vn,0.818036400266075,0.00713939518663029,0.833382140676104
91E0_vo,0.390058912978416,0.00263478330671768,0.389285880337718
rbbsf,0.794899166117923,0.00731101862389139,0.833382140676104
rbbso,0.382689384185212,0.00257056907988965,0.389285880337718
rbbsp,0.729290311036438,0.00524922053232993,0.6772697154091
