panel;point_code;polygon_id;grts_ranking_draw;sbz;hoofdtype;habitattype;phab;type_meetpunt;uitvoer_opname;datum_opname_cyclus1;x;y
1;253621_1;443621_v2016;253621;0;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;69725,59;220238,11
1;255698_1;305629_v2016;255698;1;6230;6230_hn;100;nieuw meetpunt;hoofdtype aanwezig;;224381,59;189038,11
1;255826_1;554131_v2018;255826;1;6230;6230_hmo;100;nieuw meetpunt;hoofdtype aanwezig;;242621,59;196142,11
1;267986_2;415510_v2020;267986;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-13;222937,70;187353,60
1;271030_1;555618_v2018;271030;1;7140;7140_meso;80;bestaand meetpunt;hoofdtype aanwezig;2016-09-15;213918,10;187917,90
1;300649_1;513707_v2020;300649;1;6230;6230_hmo;;bestaand meetpunt;hoofdtype aanwezig;2016-08-31;129117,90;214958,20
1;302198_1;532312_v2018;302198;1;7140;7140_oli;20;nieuw meetpunt;hoofdtype aanwezig;;206653,59;212078,11
1;304710_1;571031_v2018;304710;1;6230;6230_hn;40;nieuw meetpunt;hoofdtype aanwezig;;172029,59;166766,11
1;311262_2;561956_v2018;311262;1;6230;6230_hn;100;bestaand meetpunt;hoofdtype aanwezig;2015-07-28;159369,80;225809,40
1;315329_1;595003_v2014;315329;0;6230;6230_ha;;bestaand meetpunt;hoofdtype aanwezig;2016-08-30;78493,70;202478,30
1;323154_2;;323154;0;6230;6230_hn;;bestaand meetpunt;hoofdtype aanwezig;2016-07-29;238346,80;187353,50
1;343809_1;560908_v2018;343809;1;6230;6230_hmo;70;nieuw meetpunt;hoofdtype aanwezig;;61117,59;204430,11
1;359122_1;392297_v2018;359122;1;6230;6230_ha;60;nieuw meetpunt;hoofdtype aanwezig;;222461,59;188462,11
1;368758_1;510177_v2018;368758;1;6230;6230_hn;100;nieuw meetpunt;hoofdtype aanwezig;;205469,59;211822,11
1;398529_2;494241_v2020;398529;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2016-06-28;86335,20;203557,40
1;412726_2;358613_v2020;412726;0;6230;6230_ha;;bestaand meetpunt;hoofdtype aanwezig;2019-05-23;198749,40;188151,50
1;414646_1;638920_v2020;414646;1;6230;6230_hn;100;bestaand meetpunt;hoofdtype aanwezig;2015-08-18;215965,60;198702,10
1;418422_1;594481_v2020;418422;1;7140;7140_oli;80;nieuw meetpunt;hoofdtype aanwezig;;216189,60;204878,10
1;419538_1;455999_v2018;419538;1;7140;7140_oli;90;bestaand meetpunt;hoofdtype aanwezig;2016-09-23;223581,70;188718,00
1;437685_2;474031_v2016;437685;1;1330;1330_hpr;;bestaand meetpunt;hoofdtype aanwezig;2015-08-06;62428,20;220892,10
1;450229_1;449731_v2016;450229;0;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;69949,59;219758,10
1;455349_2;477932_v2018;455349;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2015-08-03;63613,80;221017,30
1;472065_1;449733_v2016;472065;1;1330;1330_hpr;;bestaand meetpunt;hoofdtype aanwezig;2015-08-24;58173,40;216238,30
1;498886_2;571241_v2018;498886;1;6410;6410_mo;70;bestaand meetpunt;hoofdtype aanwezig;2016-08-25;164509,70;178543,60
1;500782_1;560640_v2020;500782;1;6230;6230_hn;80;bestaand meetpunt;hoofdtype aanwezig;2015-05-27;185885,70;219534,20
1;509686_1;632417_v2020;509686;1;7140;7140_oli;100;nieuw meetpunt;hoofdtype aanwezig;;186045,60;210254,10
1;540341_1;560830_v2018;540341;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2015-08-14;69693,60;220686,30
1;544902_1;447854_v2018;544902;1;6230;6230_ha;40;bestaand meetpunt;hoofdtype aanwezig;2015-06-25;180157,90;182126,30
1;545745_1;562390_v2018;545745;1;6230;6230_hmo;80;nieuw meetpunt;hoofdtype aanwezig;;51069,59;183566,10
1;589698_3;115684_v2014;589698;1;6230;6230_hnk;;bestaand meetpunt;hoofdtype aanwezig;2017-07-06;258273,60;159146,60
1;654598_2;489000_v2018;654598;0;6230;6230_ha;100;bestaand meetpunt;hoofdtype aanwezig;2016-08-25;166880,80;164038,40
1;670646_1;421712_v2020;670646;1;7140;7140_meso;100;nieuw meetpunt;hoofdtype aanwezig;;214109,60;196910,10
1;673910_1;474113_v2018;673910;1;7140;7140_oli;80;nieuw meetpunt;hoofdtype aanwezig;;206173,60;217742,10
1;678638_1;545720_v2016;678638;1;7140;7140_meso;40;nieuw meetpunt;hoofdtype aanwezig;;203005,60;222926,10
1;678638_1;545720_v2016;678638;1;6230;6230_hmo;50;nieuw meetpunt;hoofdtype aanwezig;;203005,60;222926,10
1;695297_2;445017_v2016;695297;1;1330;1330_hpr;;bestaand meetpunt;hoofdtype aanwezig;2015-08-19;56765,30;211970,50
1;698433_1;517669_v2020;698433;1;6410;6410_mo;95;nieuw meetpunt;hoofdtype aanwezig;;74141,59;200718,10
1;702674_1;638976_v2020;702674;1;7140;7140_oli;80;bestaand meetpunt;hoofdtype aanwezig;2015-09-18;218685,70;198734,30
1;709330_1;410356_v2020;709330;1;7140;7140_meso;70;nieuw meetpunt;hoofdtype aanwezig;;220285,60;193262,10
1;717750_1;414180_v2020;717750;1;7140;7140_oli;40;bestaand meetpunt;hoofdtype aanwezig;2017-07-31;218173,30;198254,30
1;736949_2;455628_v2016;736949;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2015-08-12;69278,70;220888,10
1;742450_2;329209_v2016;742450;1;6410;6410_mo;100;bestaand meetpunt;hoofdtype aanwezig;2016-06-16;221704,80;175515,10
1;743982_1;450366_v2018;743982;1;6230;6230_hmo;30;bestaand meetpunt;hoofdtype aanwezig;2016-09-19;194077,70;225710,10
1;753630_2;473677_v2018;753630;1;6230;6230_hmo;;bestaand meetpunt;hoofdtype aanwezig;2016-09-19;160126,40;225579,40
1;755986_1;629784_v2020;755986;1;7140;7140_meso;50;nieuw meetpunt;hoofdtype aanwezig;;223325,60;217326,10
1;773970_1;548365_v2018;773970;0;6230;6230_hmo;50;nieuw meetpunt;hoofdtype aanwezig;;238621,60;200430,10
1;798133_1;588575_v2016;798133;1;1330;1330_hpr;80;bestaand meetpunt;hoofdtype aanwezig;2015-08-11;62813,60;221934,20
1;801793_2;479123_v2018;801793;1;1330;1330_hpr;;bestaand meetpunt;hoofdtype aanwezig;2015-08-19;57082,40;212469,30
1;818374_1;315546_v2020;818374;1;6410;6410_mo;100;nieuw meetpunt;hoofdtype aanwezig;;162749,60;179694,10
1;844406_1;637768_v2020;844406;1;7140;7140_meso;30;nieuw meetpunt;hoofdtype aanwezig;;216285,60;205774,10
1;863862_2;466015_v2018;863862;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2015-06-29;210630,80;206906,80
1;867254_1;380730_v2020;867254;1;7140;7140_meso;80;nieuw meetpunt;hoofdtype aanwezig;;213949,60;196910,10
1;878290_1;474349_v2018;878290;1;7140;7140_oli;20;nieuw meetpunt;hoofdtype aanwezig;;223261,60;188302,10
1;880094_2;530462_v2018;880094;1;7140;7140_oli;;bestaand meetpunt;hoofdtype aanwezig;2016-10-07;165119,90;226906,10
1;885366_1;638400_v2020;885366;1;7140;7140_meso;100;nieuw meetpunt;hoofdtype aanwezig;;217565,60;205742,10
1;893046_1;510180_v2018;893046;1;7140;7140_meso;30;nieuw meetpunt;hoofdtype aanwezig;;205405,60;211662,10
1;905382_1;628417_v2014;905382;0;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2015-06-11;196509,60;183374,10
1;906998_1;628945_v2020;906998;1;7140;7140_meso;100;nieuw meetpunt;hoofdtype aanwezig;;189629,60;209742,10
1;943826_1;455999_v2018;943826;1;7140;7140_oli;90;bestaand meetpunt;hoofdtype aanwezig;2016-09-28;223453,70;188718,40
1;959958_1;632299_v2020;959958;1;7140;7140_oli;95;bestaand meetpunt;hoofdtype aanwezig;2016-09-20;184157,60;210830,10
1;979286_2;413113_v2020;979286;1;6230;6230_hmo;70;bestaand meetpunt;hoofdtype aanwezig;2016-08-24;184420,20;190611,30
1;996278_1;646321_v2020;996278;1;7140;7140_meso;;bestaand meetpunt;hoofdtype aanwezig;2015-08-18;217405,60;198510,10
1;996353_2;561545_v2018;996353;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2015-08-24;58170,90;216400,20
1;1004470_1;421138_v2020;1004470;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2015-08-18;216413,60;198222,10
1;1022766_1;447386_v2018;1022766;1;6230;6230_hmo;100;bestaand meetpunt;subtype aanwezig;2015-06-10;195581,60;228014,10
1;1062930_1;551233_v2018;1062930;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2016-07-28;231069,60;204398,10
1;1117877_1;441099_v2016;1117877;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2015-08-20;68669,30;220718,40
1;1150886_2;416186_v2020;1150886;1;6230;6230_hmo;60;bestaand meetpunt;subtype aanwezig;2016-07-19;186145,70;180300,90
1;1156230_2;434343_v2018;1156230;0;6410;6410_mo;20;bestaand meetpunt;hoofdtype aanwezig;2015-06-09;181411,70;181547,40
1;1286278_2;420093_v2020;1286278;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2015-06-25;180219,80;185028,20
1;1388150_1;466015_v2018;1388150;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2015-06-29;210845,80;206990,30
1;1461001_2;449423_v2016;1461001;0;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2018-06-14;106732,10;216298,20
1;1498102_2;644450_v2020;1498102;0;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2018-06-06;190749,60;214920,60
1;1498805_2;474951_v2016;1498805;0;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2019-10-29;69912,40;219730,10
1;1583446_1;449238_v2018;1583446;1;6410;6410_mo;50;bestaand meetpunt;hoofdtype aanwezig;2016-07-19;184605,30;185966,10
1;1618054_2;419968_v2020;1618054;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2015-05-28;179076,30;184811,50
1;1635254_1;646391_v2020;1635254;1;7140;7140_meso;80;bestaand meetpunt;hoofdtype aanwezig;2015-09-21;217693,60;198510,10
1;2468182_2;182807_v2016;2468182;1;6410;6410_mo;15;bestaand meetpunt;hoofdtype aanwezig;2015-05-29;185891,90;186692,90
1;2664513_1;517669_v2020;2664513;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2015-07-10;74205,60;200654,10
1;2898758_1;528832_v2018;2898758;1;6410;6410_mo;100;bestaand meetpunt;hoofdtype aanwezig;2015-06-12;177693,60;167246,10
1;2943734_1;628829_v2020;2943734;1;6410;6410_mo;100;nieuw meetpunt;hoofdtype aanwezig;;190397,59;210190,11
1;3008870_2;599161_v2014;3008870;0;6410;6410_mo;65;bestaand meetpunt;hoofdtype aanwezig;2015-07-07;197410,10;167375,00
1;3011510_1;646399_v2020;3011510;1;6410;6410_mo;40;nieuw meetpunt;hoofdtype aanwezig;;218493,59;198638,11
1;3016210_1;649530_v2014;3016210;0;6410;6410_mo;30;bestaand meetpunt;hoofdtype aanwezig;2015-06-23;231709,30;212142,30
1;3351638_1;356487_v2020;3351638;1;6410;6410_mo;70;nieuw meetpunt;hoofdtype aanwezig;;184221,59;194446,11
1;3741830_2;609275_v2018;3741830;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2015-06-09;182909,60;180622,10
1;3927238_1;360517_v2020;3927238;1;6410;6410_mo;100;nieuw meetpunt;hoofdtype aanwezig;;162461,59;179438,11
1;4042038_2;450356_v2018;4042038;1;6410;6410_mo;100;bestaand meetpunt;hoofdtype aanwezig;2015-05-29;186216,40;186595,00
1;4057446_2;599161_v2014;4057446;0;6410;6410_mo;65;bestaand meetpunt;hoofdtype aanwezig;2015-07-07;197338,90;167316,50
1;4598982_1;358975_v2020;4598982;1;6410;6410_mo;100;bestaand meetpunt;hoofdtype aanwezig;2015-06-19;162077,50;179566,00
1;4632918_1;413195_v2020;4632918;1;6410;6410_ve;100;nieuw meetpunt;hoofdtype aanwezig;;184637,60;191086,10
1;4851218_2;649530_v2014;4851218;0;6410;6410_mo;30;bestaand meetpunt;hoofdtype aanwezig;2015-06-23;231818,00;212275,20
1;4975814_2;624207_v2014;4975814;1;6410;6410_mo;70;bestaand meetpunt;hoofdtype aanwezig;2015-06-19;162492,80;179576,20
1;6152326_2;420016_v2020;6152326;1;6410;6410_mo;70;bestaand meetpunt;hoofdtype aanwezig;2015-05-28;179839,90;184590,40
2;201006_2;511136_v2018;201006;1;6230;6230_hn;;bestaand meetpunt;hoofdtype aanwezig;2016-06-27;191172,30;230421,10
2;220882_1;409732_v2018;220882;1;6230;6230_ha;10;bestaand meetpunt;hoofdtype aanwezig;2016-08-18;224157,70;190094,20
2;222518_1;449874_v2018;222518;1;7140;7140_meso;;bestaand meetpunt;hoofdtype aanwezig;2017-07-25;192733,50;189902,30
2;243758_2;412111_v2018;243758;0;6230;6230_ha;30;bestaand meetpunt;hoofdtype aanwezig;2021-08-18;189085,58;226478,06
2;282614_2;515532_v2018;282614;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-14;189107,80;217774,40
2;299701_1;560666_v2018;299701;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2017-09-29;64253,90;219725,90
2;309458_2;639004_v2020;309458;1;6230;6230_hmo;;bestaand meetpunt;hoofdtype aanwezig;2017-08-17;219324,30;198636,20
2;369974_1;456378_v2018;369974;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2017-07-25;193181,60;189454,00
2;379094_1;519219_v2018;379094;1;6230;6230_ha;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-06;177085,50;217486,00
2;379222_1;412737_v2020;379222;0;6230;6230_hn;100;nieuw meetpunt;hoofdtype aanwezig;;183805,59;189486,11
2;423762_2;542414_v2018;423762;1;6230;6230_ha;;bestaand meetpunt;hoofdtype aanwezig;2016-08-17;242842,80;196003,40
2;470546_1;598787_v2014;470546;0;6230;6230;55;bestaand meetpunt;hoofdtype aanwezig;2021-07-08;227229,70;211246,10
2;471990_1;646321_v2020;471990;1;7140;7140_meso;;bestaand meetpunt;hoofdtype aanwezig;2017-08-17;217245,60;198478,10
2;480306_1;669144_v2014;480306;1;6410;6410_mo;30;bestaand meetpunt;hoofdtype aanwezig;2018-06-13;221341,60;175374,10
2;482290_1;357047_v2020;482290;1;7140;7140_meso;;bestaand meetpunt;hoofdtype aanwezig;2016-09-13;240861,30;181198,20
2;487606_1;603722_v2014;487606;0;6230;6230_hmo;20;bestaand meetpunt;hoofdtype aanwezig;2016-08-19;209021,40;196782,30
2;491486_1;449047_v2018;491486;1;6230;6230_ha;60;nieuw meetpunt;hoofdtype aanwezig;;160221,60;225326,10
2;518902_2;628864_v2020;518902;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-21;190115,50;209615,10
2;529473_1;599475_v2018;529473;1;6230;6230_hn;100;nieuw meetpunt;hoofdtype aanwezig;;75709,59;200654,10
2;530734_1;505782_v2018;530734;1;6230;6230_hn;;bestaand meetpunt;hoofdtype aanwezig;2016-06-27;191421,70;231822,20
2;540658_2;663235_v2014;540658;1;6230;6230_hn;25;bestaand meetpunt;hoofdtype aanwezig;2016-07-29;240250,60;183174,10
2;576302_2;542975_v2016;576302;1;6230;6230_hn;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-13;196834,30;229517,80
2;583378_1;409732_v2018;583378;1;6230;6230_ha;10;bestaand meetpunt;hoofdtype aanwezig;2016-08-18;223773,70;189774,30
2;606390_1;647565_v2014;606390;0;6230;6230_hn;20;bestaand meetpunt;hoofdtype aanwezig;2016-08-19;208157,60;197486,10
2;627922_2;380710_v2020;627922;1;6230;6230_hn;80;bestaand meetpunt;hoofdtype aanwezig;2016-09-09;219486,30;196748,40
2;641238_1;519219_v2018;641238;1;6230;6230_ha;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-06;176701,50;217134,00
2;648914_1;409732_v2018;648914;1;6230;6230_ha;10;bestaand meetpunt;hoofdtype aanwezig;2016-08-18;224285,60;189710,10
2;658869_1;479421_v2018;658869;0;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;61053,59;219438,10
2;696182_1;660459_v2014;696182;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-20;206269,40;204142,30
2;721906_1;663179_v2014;721906;1;6230;6230_ha;40;bestaand meetpunt;hoofdtype aanwezig;2016-07-29;238013,60;183118,00
2;732161_1;456696_v2016;732161;1;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;57821,59;210862,10
2;733862_1;385647_v2016;733862;0;6230;6230_hn;100;nieuw meetpunt;hoofdtype aanwezig;;197821,60;174350,10
2;745170_1;545814_v2018;745170;1;6230;6230_ha;10;bestaand meetpunt;hoofdtype aanwezig;2016-08-18;223869,50;190126,10
2;755934_1;629428_v2020;755934;1;6230;6230_hmo;100;nieuw meetpunt;hoofdtype aanwezig;;161533,60;224654,10
2;769793_1;562413_v2018;769793;1;6230;6230_hmo;40;nieuw meetpunt;hoofdtype aanwezig;;61597,59;205422,10
2;780114_1;554127_v2018;780114;1;6230;6230_hmo;100;nieuw meetpunt;hoofdtype aanwezig;;242589,60;196494,10
2;781906_2;273931_v2020;781906;1;6230;6230_hn;30;bestaand meetpunt;hoofdtype aanwezig;2016-08-03;238557,00;187181,20
2;783954_1;273931_v2020;783954;1;6230;6230_ha;30;bestaand meetpunt;hoofdtype aanwezig;2017-06-30;239549,60;186670,10
2;805942_1;358613_v2020;805942;0;6230;6230_ha;;bestaand meetpunt;hoofdtype aanwezig;2019-05-23;198653,60;188110,10
2;814517_1;578141_v2018;814517;1;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;61629,59;222030,10
2;823129_1;176850_v2020;823129;1;6230;6230_hmo;100;bestaand meetpunt;hoofdtype aanwezig;2017-07-10;118205,80;185709,90
2;826486_1;546292_v2018;826486;1;6230;6230_hmo;50;nieuw meetpunt;hoofdtype aanwezig;;206685,60;212206,10
2;840662_1;480406_v2018;840662;0;6230;6230_ha;80;nieuw meetpunt;hoofdtype aanwezig;;178205,60;207726,10
2;842030_1;600042_v2014;842030;1;6230;6230_hn;100;bestaand meetpunt;hoofdtype aanwezig;2016-06-27;190621,40;231502,10
2;856054_1;609746_v2018;856054;1;7140;7140_meso;40;bestaand meetpunt;hoofdtype aanwezig;2016-09-14;188925,70;217005,40
2;857298_2;380710_v2020;857298;1;6230;6230_hn;80;bestaand meetpunt;hoofdtype aanwezig;2016-09-09;219298,00;197167,10
2;908981_1;505898_v2020;908981;1;1330;1330_hpr;;bestaand meetpunt;hoofdtype aanwezig;2016-09-15;69374,20;220462,10
2;923346_2;415510_v2020;923346;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-13;222911,90;187338,30
2;941778_1;447094_v2018;941778;1;7140;7140_meso;100;nieuw meetpunt;hoofdtype aanwezig;;224157,60;190926,10
2;946518_1;413007_v2020;946518;1;7140;7140_meso;70;nieuw meetpunt;hoofdtype aanwezig;;184925,60;190638,10
2;983346_1;357136_v2020;983346;1;7140;7140_meso;20;nieuw meetpunt;hoofdtype aanwezig;;221405,60;183278,10
2;983990_1;594450_v2020;983990;1;6230;6230_hn;90;bestaand meetpunt;hoofdtype aanwezig;2017-08-17;214845,40;201357,90
2;1007570_1;585691_v2016;1007570;1;7140;7140_meso;50;nieuw meetpunt;hoofdtype aanwezig;;233117,59;194798,11
2;1008246_1;637793_v2020;1008246;1;7140;7140_meso;100;nieuw meetpunt;hoofdtype aanwezig;;215613,59;205230,11
2;1013294_2;570570_v2018;1013294;1;7140;7140_meso;60;bestaand meetpunt;hoofdtype aanwezig;2016-09-20;202188,00;224168,00
2;1036446_2;633284_v2020;1036446;1;6230;6230_hmo;50;bestaand meetpunt;subtype aanwezig;2017-07-12;170110,00;224478,90
2;1068086_1;358537_v2020;1068086;0;6230;6230_ha;;bestaand meetpunt;hoofdtype aanwezig;2019-05-23;198204,70;187885,70
2;1087350_2;462920_v2018;1087350;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-20;206451,70;204207,70
2;1088302_1;542152_v2016;1088302;1;7140;7140_oli;100;nieuw meetpunt;hoofdtype aanwezig;;195389,59;228398,11
2;1132201_2;511951_v2018;1132201;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2017-07-10;121437,30;191819,50
2;1140434_2;456393_v2018;1140434;1;7140;7140_meso;70;bestaand meetpunt;hoofdtype aanwezig;2017-07-04;223493,90;188159,60
2;1216422_1;360524_v2020;1216422;1;6230;6230_hmo;100;bestaand meetpunt;subtype aanwezig;2016-07-19;186397,50;179981,80
2;1274549_1;512776_v2018;1274549;0;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;64413,59;221326,11
2;1285121_1;103080_v2014;1285121;1;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;56605,59;211918,11
2;1339061_1;479008_v2018;1339061;1;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;69053,59;219150,11
2;1346134_2;623948_v2014;1346134;0;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2016-08-24;174146,00;197569,70
2;1348277_1;511489_v2020;1348277;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2017-09-29;64030,00;219854,70
2;1367026_2;424246_v2020;1367026;1;7140;7140_oli;;bestaand meetpunt;hoofdtype aanwezig;2017-06-30;240215,70;180581,40
2;1403657_2;449307_v2016;1403657;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2017-09-29;104551,70;215530,60
2;1404382_1;530461_v2018;1404382;1;7140;7140_oli;100;bestaand meetpunt;hoofdtype aanwezig;2017-06-30;165150,00;226894,20
2;1433269_1;560921_v2018;1433269;1;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;69469,60;220494,10
2;1436718_2;512522_v2018;1436718;1;6230;6230_hmo;100;bestaand meetpunt;subtype aanwezig;2016-06-20;193927,80;218669,60
2;1436882_2;599164_v2014;1436882;1;6230;6230_hmo;100;bestaand meetpunt;subtype aanwezig;2016-09-02;224760,70;194874,40
2;1445557_1;589234_v2016;1445557;1;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;69085,59;221550,11
2;1468114_1;455999_v2018;1468114;1;7140;7140_oli;90;bestaand meetpunt;hoofdtype aanwezig;2017-07-10;223741,60;188750,10
2;1470454_1;591346_v2018;1470454;0;7140;7140_oli;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-18;189085,60;214798,00
2;1474526_2;665978_v2014;1474526;1;6230;6230_hmo;25;bestaand meetpunt;subtype aanwezig;2016-08-04;159492,10;225818,00
2;1512886_2;426416_v2020;1512886;0;7140;7140_meso;;bestaand meetpunt;hoofdtype aanwezig;2018-05-30;206802,90;188543,00
2;1547265_1;102802_v2014;1547265;1;1330;1330_hpr;25;bestaand meetpunt;hoofdtype aanwezig;2018-06-29;56573,60;211758,30
2;1554390_1;632389_v2020;1554390;1;7140;7140_oli;95;nieuw meetpunt;hoofdtype aanwezig;;185661,59;209870,11
2;1558262_1;632417_v2020;1558262;1;7140;7140_oli;100;nieuw meetpunt;hoofdtype aanwezig;;185981,59;210222,11
2;1566033_2;188762_v2020;1566033;1;6230;6230_hmo;20;bestaand meetpunt;subtype aanwezig;2016-09-05;51097,50;168969,20
2;1576886_2;414182_v2020;1576886;1;7140;7140_oli;70;bestaand meetpunt;hoofdtype aanwezig;2017-07-31;218090,80;198021,50
