panel;point_code;polygon_id;grts_ranking_draw;sbz;hoofdtype;habitattype;phab;type_meetpunt;uitvoer_opname;datum_opname_cyclus1;x;y
3;127622_1;358948_v2020;127622;1;6510;6510_hu;15;bestaand meetpunt;hoofdtype aanwezig;2021-06-10;170813,77;171502,00
3;128786_1;;128786;1;4030;4030;;bestaand meetpunt;hoofdtype aanwezig;2018-07-18;218749,73;205006,11
3;143150_1;412374_v2014;143150;0;4010;4010;70;nieuw meetpunt;hoofdtype aanwezig;;199805,60;228206,10
3;146486_2;358621_v2020;146486;0;6510;6510_hu;10;bestaand meetpunt;hoofdtype aanwezig;2021-06-09;198522,33;187645,29
3;154834_1;410133_v2014;154834;1;2330;2330_bu;;bestaand meetpunt;hoofdtype aanwezig;2018-08-01;226333,56;194030,14
3;158326_1;641717_v2020;158326;0;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;215805,59;208014,11
3;159390_1;591945_v2014;159390;0;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;183229,59;218798,11
3;160694_1;594451_v2020;160694;1;4030;4030;;bestaand meetpunt;hoofdtype aanwezig;2018-08-14;217117,61;199406,09
3;165586_1;436222_v2018;165586;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-08;225661,59;189390,06
3;167030_1;592432_v2016;167030;0;4030;4030;95;nieuw meetpunt;hoofdtype aanwezig;;206813,59;213166,11
3;168886_1;;168886;1;4030;4030;;bestaand meetpunt;hoofdtype aanwezig;2018-08-24;215069,64;199854,06
3;169170_1;414161_v2020;169170;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-02;219197,60;196558,07
3;170578_1;545978_v2018;170578;1;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;238205,59;190574,11
3;174006_1;414775_v2020;174006;1;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;214269,59;198126,11
3;174546_1;559491_v2014;174546;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-03;228061,65;192910,10
3;178386_1;639020_v2020;178386;1;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;219101,59;199054,11
3;179922_1;561758_v2014;179922;1;2330;2330_dw;;bestaand meetpunt;hoofdtype aanwezig;2018-08-01;226653,52;193454,10
3;182482_1;639281_v2020;182482;1;4030;4030;;bestaand meetpunt;hoofdtype aanwezig;2018-07-25;219037,65;200270,17
3;185822_1;629395_v2020;185822;1;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;166333,60;229038,10
3;189046_1;631242_v2020;189046;1;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;215837,59;205326,11
3;191442_1;409868_v2014;191442;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-06;228957,51;195086,14
3;191966_1;525367_v2018;191966;1;4030;4030;70;bestaand meetpunt;hoofdtype aanwezig;2018-09-07;163709,62;227310,10
3;193182_1;637458_v2020;193182;1;4030;4030;70;nieuw meetpunt;hoofdtype aanwezig;;180925,59;218990,11
3;193246_1;474626_v2018;193246;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2019-08-08;153597,62;232366,11
3;194546_1;332460_v2020;194546;1;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;238173,59;179694,11
3;196306_1;591775_v2014;196306;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-03;226461,54;192750,16
3;199122_1;559847_v2014;199122;1;2310;2310;80;bestaand meetpunt;hoofdtype aanwezig;2018-08-07;229821,52;193966,16
3;200630_1;414240_v2020;200630;1;4030;4030;;bestaand meetpunt;hoofdtype aanwezig;2018-07-31;218013,63;197518,19
3;206546_1;471942_v2018;206546;1;2310;2310;;bestaand meetpunt;hoofdtype aanwezig;2018-08-09;223005,55;189710,11
3;207314_1;591814_v2014;207314;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-03;228637,59;193422,07
3;211254_1;532245_v2018;211254;1;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;191165,59;191598,11
3;212062_1;580403_v2020;212062;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2018-10-10;179965,61;242382,10
3;212446_1;641111_v2020;212446;1;4030;4030;30;nieuw meetpunt;hoofdtype aanwezig;;165117,59;229422,11
3;216786_1;587105_v2014;216786;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-07-30;224157,52;193038,13
3;217014_1;414221_v2020;217014;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-07;217757,54;196782,20
3;218162_1;301472_v2016;218162;1;6510;6510_hu;30;bestaand meetpunt;hoofdtype aanwezig;2021-06-15;221245,37;175150,24
3;219446_1;491933_v2018;219446;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2018-09-14;193661,63;192814,14
3;226014_1;436395_v2018;226014;1;4030;4030;;bestaand meetpunt;hoofdtype aanwezig;2019-06-24;154461,64;232270,05
3;226606_1;625399_v2020;226606;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2018-09-24;187997,57;229934,09
3;229074_1;562131_v2014;229074;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-01;225693,56;193806,18
3;230110_1;485721_v2018;230110;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-14;154557,70;233358,26
3;231122_1;313688_v2016;231122;1;4030;4030;70;nieuw meetpunt;hoofdtype aanwezig;;225437,59;189646,11
3;233398_1;414215_v2020;233398;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-08;217501,65;197166,10
3;234706_1;414276_v2020;234706;1;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;219005,59;196110,11
3;236657_2;411218_v2014;236657;0;6510;6510_hu;20;bestaand meetpunt;hoofdtype aanwezig;2020-06-04;49912,79;210732,05
3;236754_1;587347_v2014;236754;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-07-31;225309,62;194542,12
3;245458_1;558893_v2014;245458;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-01;225853,50;193934,12
3;251090_1;380694_v2020;251090;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2018-09-11;220125,62;197230,23
3;256978_1;561657_v2014;256978;1;2310;2310;;bestaand meetpunt;hoofdtype aanwezig;2018-08-06;229565,60;195150,09
3;258782_1;581578_v2018;258782;1;2310;2310;30;bestaand meetpunt;hoofdtype aanwezig;2018-08-13;153277,61;232430,11
3;261854_1;585639_v2020;261854;1;4010;4010;90;bestaand meetpunt;hoofdtype aanwezig;2019-08-05;154781,61;230830,15
3;265170_1;560060_v2014;265170;1;4010;4010;;bestaand meetpunt;hoofdtype aanwezig;2018-08-06;228605,52;194158,15
3;266294_1;472335_v2018;266294;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-09-12;196573,54;192494,21
3;271782_1;572396_v2018;271782;0;6510;6510_hu;100;bestaand meetpunt;hoofdtype aanwezig;2021-06-14;190365,76;171374,20
3;273886_1;585676_v2020;273886;1;4010;4010;100;nieuw meetpunt;hoofdtype aanwezig;;164573,60;228046,10
3;275382_1;639248_v2020;275382;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-09;216893,63;198958,14
3;277158_1;410056_v2018;277158;0;6510;6510_hu;30;bestaand meetpunt;hoofdtype aanwezig;2021-06-08;195549,60;173070,07
3;277214_1;535305_v2016;277214;1;4010;4010;75;bestaand meetpunt;hoofdtype aanwezig;2018-08-20;158941,62;227278,06
3;281554_1;410045_v2014;281554;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-02;227133,65;194702,09
3;282678_1;507080_v2018;282678;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-09-12;196157,56;193518,12
3;285906_1;317096_v2016;285906;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-07-31;226013,57;194254,21
3;289078_1;448340_v2018;289078;0;2330;2330_bu;40;bestaand meetpunt;hoofdtype aanwezig;2018-09-14;193437,55;191086,14
3;289234_1;565056_v2014;289234;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-03;227709,53;192654,17
3;289746_1;587406_v2014;289746;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-06;228893,54;194574,14
3;290098_1;381226_v2020;290098;1;6510;6510_hu;70;bestaand meetpunt;hoofdtype aanwezig;2021-06-16;224509,66;178766,33
3;290870_1;472979_v2018;290870;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-09-14;194429,58;192334,16
3;293598_1;473357_v2018;293598;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2019-08-12;158429,55;228270,09
3;294198_1;303559_v2016;294198;1;6510;6510_hu;100;bestaand meetpunt;hoofdtype aanwezig;2021-06-08;188541,57;187502,28
3;294610_1;559537_v2014;294610;1;2310;2310;20;bestaand meetpunt;hoofdtype aanwezig;2018-07-30;225245,59;193454,11
3;296129_1;431950_v2018;296129;1;4010;4010;80;nieuw meetpunt;hoofdtype aanwezig;;86845,59;205230,11
3;296658_1;315779_v2016;296658;1;4010;4010;;bestaand meetpunt;hoofdtype aanwezig;2018-08-08;224925,58;189678,20
3;300242_1;414174_v2020;300242;1;2310;2310;;bestaand meetpunt;hoofdtype aanwezig;2018-08-03;218909,65;197038,15
3;302290_1;587365_v2014;302290;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-07-31;225053,60;194542,04
3;311670_1;545951_v2018;311670;0;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;212829,59;214126,11
3;313990_2;528736_v2018;313990;1;6510;6510_hu;30;bestaand meetpunt;hoofdtype aanwezig;2021-06-11;177338,76;169608,77
3;317202_1;;317202;0;2330;2330_bu;;bestaand meetpunt;hoofdtype aanwezig;2018-07-24;218845,68;202926,15
3;322002_1;559449_v2014;322002;1;4010;4010;30;bestaand meetpunt;hoofdtype aanwezig;2018-08-02;227805,52;193678,06
3;330194_1;562183_v2014;330194;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-06;229181,56;193998,16
3;334046_1;625017_v2020;334046;1;4010;4010;70;nieuw meetpunt;hoofdtype aanwezig;;163165,60;225614,10
3;338386_1;566799_v2014;338386;1;2330;2330_bu;;bestaand meetpunt;hoofdtype aanwezig;2018-08-03;228829,61;193742,17
3;338898_1;587380_v2014;338898;1;4010;4010;;bestaand meetpunt;hoofdtype aanwezig;2018-08-07;229949,60;194702,16
3;342750_1;561026_v2018;342750;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2019-08-09;158653,69;227662,14
3;344798_1;436409_v2018;344798;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2019-08-01;154589,62;234094,06
3;347858_1;566657_v2014;347858;1;4010;4010;40;bestaand meetpunt;hoofdtype aanwezig;2018-07-30;224669,58;193166,16
3;357086_1;667831_v2014;357086;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2019-06-27;154781,59;232366,14
3;358774_1;544620_v2016;358774;0;2310;2310;85;nieuw meetpunt;hoofdtype aanwezig;;218429,59;215886,11
3;359134_1;606426_v2018;359134;1;4010;4010;95;bestaand meetpunt;hoofdtype aanwezig;2019-08-09;158781,59;227886,10
3;367602_1;655586_v2014;367602;1;4010;4010;100;nieuw meetpunt;hoofdtype aanwezig;;239229,59;179982,11
3;374002_1;344913_v2020;374002;0;6510;6510_hu;30;nieuw meetpunt;hoofdtype aanwezig;;239197,59;174894,11
3;375702_1;597024_v2018;375702;0;6510;6510_hu;60;nieuw meetpunt;hoofdtype aanwezig;;163229,59;210414,11
3;375926_1;475878_v2018;375926;0;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;209693,59;210542,11
3;380638_1;415008_v2018;380638;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2019-08-08;155837,60;228974,10
3;382254_1;534898_v2018;382254;1;4010;4010;70;nieuw meetpunt;hoofdtype aanwezig;;188861,60;227406,10
3;382742_1;618103_v2014;382742;0;6510;6510_hu;100;nieuw meetpunt;hoofdtype aanwezig;;155133,59;193902,11
3;383346_1;610137_v2014;383346;0;6510;6510_hu;100;nieuw meetpunt;hoofdtype aanwezig;;224061,59;158510,11
3;386798_1;474327_v2018;386798;1;4010;4010;30;nieuw meetpunt;hoofdtype aanwezig;;205469,59;219918,11
3;388142_1;625422_v2020;388142;1;4010;4010;70;nieuw meetpunt;hoofdtype aanwezig;;193853,59;218766,11
3;390950_1;560194_v2018;390950;0;6510;6510_hu;90;nieuw meetpunt;hoofdtype aanwezig;;208125,59;164622,11
3;393950_1;508789_v2018;393950;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2019-06-20;154013,58;233038,11
3;398790_1;570193_v2018;398790;0;6510;6510_hu;100;nieuw meetpunt;hoofdtype aanwezig;;169277,59;171918,11
3;407025_1;664525_v2014;407025;0;6510;6510_hu;40;nieuw meetpunt;hoofdtype aanwezig;;43229,59;193742,11
3;418166_1;551721_v2016;418166;0;2310;2310;80;nieuw meetpunt;hoofdtype aanwezig;;213309,60;210862,10
3;419270_1;614821_v2014;419270;0;6510;6510_hu;70;nieuw meetpunt;hoofdtype aanwezig;;165853,60;171246,10
3;425302_1;419847_v2020;425302;0;6510;6510_hu;100;nieuw meetpunt;hoofdtype aanwezig;;180221,60;186062,10
3;425494_1;439939_v2018;425494;0;6510;6510_hu;100;nieuw meetpunt;hoofdtype aanwezig;;154205,60;194318,10
3;426358_1;478310_v2016;426358;0;2310;2310;100;nieuw meetpunt;hoofdtype aanwezig;;212957,60;213198,10
3;438646_1;533349_v2020;438646;0;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;212413,60;214446,10
3;449142_1;641994_v2020;449142;0;2310;2310;100;nieuw meetpunt;hoofdtype aanwezig;;216797,60;206830,10
3;474614_1;630748_v2020;474614;1;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;199037,60;205230,10
3;484726_1;402611_v2018;484726;1;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;213821,60;214862,10
3;491126_1;540979_v2016;491126;1;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;211133,60;208462,10
3;513070_1;560267_v2018;513070;1;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;188605,60;219566,10
3;586462_1;474530_v2018;586462;1;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;154109,60;232302,10
3;589302_1;630741_v2020;589302;1;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;199197,60;204974,10
3;690390_1;562209_v2018;690390;1;2330;2330_bu;40;nieuw meetpunt;hoofdtype aanwezig;;177501,60;217838,10
3;750198_1;638865_v2020;750198;1;2330;2330_bu;100;bestaand meetpunt;hoofdtype aanwezig;2018-07-20;218429,50;203950,10
3;779734_1;632230_v2020;779734;1;2330;2330_bu;80;nieuw meetpunt;hoofdtype aanwezig;;185437,60;210638,10
3;786902_1;562296_v2018;786902;1;2330;2330_bu;60;nieuw meetpunt;hoofdtype aanwezig;;178109,60;218286,10
3;799454_1;546487_v2018;799454;1;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;153949,60;231054,10
3;808722_1;;808722;1;2330;2330_bu;;bestaand meetpunt;hoofdtype aanwezig;2018-07-19;218653,60;204238,00
3;815838_1;436632_v2018;815838;1;2330;2330_bu;80;nieuw meetpunt;hoofdtype aanwezig;;154301,60;232430,10
3;832222_1;447529_v2018;832222;1;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;154493,60;231630,10
3;869302_1;639349_v2020;869302;1;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;216125,60;200174,10
3;881590_1;639242_v2020;881590;1;2330;2330_bu;;bestaand meetpunt;hoofdtype aanwezig;2018-08-13;216605,60;199182,10
3;901945_1;;901945;1;6510;6510_hu;;nieuw meetpunt;hoofdtype aanwezig;;131165,60;162894,10
3;902589_1;517567_v2018;902589;1;6510;6510_hu;70;nieuw meetpunt;hoofdtype aanwezig;;142845,60;222574,10
3;924722_1;533685_v2018;924722;1;6510;6510_hu;70;nieuw meetpunt;hoofdtype aanwezig;;224733,60;174798,10
3;938262_1;417830_v2020;938262;1;6510;6510_hu;70;bestaand meetpunt;hoofdtype aanwezig;2018-06-08;165629,60;187694,10
3;949222_1;509978_v2018;949222;1;6510;6510_hu;100;nieuw meetpunt;hoofdtype aanwezig;;205469,60;183438,10
3;950238_1;437242_v2018;950238;1;6510;6510_hu;20;nieuw meetpunt;hoofdtype aanwezig;;159453,60;225614,10
3;998709_1;601442_v2014;998709;1;6510;6510_hu;100;bestaand meetpunt;hoofdtype aanwezig;2020-05-29;78269,70;227310,20
3;1012446_1;474525_v2018;1012446;1;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;154237,59;232366,11
3;1018841_2;140949_v2020;1018841;1;6510;6510_hu;100;bestaand meetpunt;hoofdtype aanwezig;2020-05-26;109376,38;168022,50
3;1023282_1;423187_v2020;1023282;1;6510;6510_hu;;bestaand meetpunt;hoofdtype aanwezig;2018-06-11;224797,60;178254,20
3;1047090_1;249556_v2020;1047090;1;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;227421,59;183790,11
3;1047702_1;491111_v2018;1047702;1;6510;6510_hu;60;nieuw meetpunt;hoofdtype aanwezig;;167645,59;206126,11
3;1048566_1;515734_v2018;1048566;1;2330;2330;100;nieuw meetpunt;hoofdtype aanwezig;;187485,59;216878,11
3;1052582_1;381299_v2020;1052582;1;6510;6510_hu;;bestaand meetpunt;hoofdtype aanwezig;2018-05-31;185885,64;181038,14
3;1062514_1;663170_v2014;1062514;1;6510;6510_hu;70;bestaand meetpunt;hoofdtype aanwezig;2020-05-27;226461,42;166958,43
3;1068793_1;;1068793;1;6510;6510_hu;;bestaand meetpunt;hoofdtype aanwezig;2020-05-27;124285,59;182606,02
3;1095890_1;639006_v2020;1095890;1;6510;6510_hu;40;nieuw meetpunt;hoofdtype aanwezig;;219517,59;198638,11
3;1097222_2;;1097222;1;6510;6510_hu;;bestaand meetpunt;hoofdtype aanwezig;2018-06-05;157989,97;166450,45
3;1132838_2;354824_v2016;1132838;1;6510;6510_hu;50;bestaand meetpunt;hoofdtype aanwezig;2018-05-23;213239,12;161358,01
3;1137929_1;552581_v2018;1137929;0;2330;2330_dw;100;nieuw meetpunt;subtype aanwezig;;117149,59;206990,11
3;1163750_2;666092_v2014;1163750;1;6510;6510_hu;20;bestaand meetpunt;hoofdtype aanwezig;2018-05-25;202790,73;170515,30
3;1894033_1;163482_v2020;1894033;0;6510;6510_hua;100;nieuw meetpunt;subtype aanwezig;;36157,59;183790,11
3;2033297_1;163482_v2020;2033297;0;6510;6510_hua;100;nieuw meetpunt;subtype aanwezig;;36253,59;183694,11
3;2037393_2;173680_v2020;2037393;0;6510;6510_hua;100;bestaand meetpunt;subtype aanwezig;2019-06-05;36413,57;183951,43
3;2135697_1;145548_v2020;2135697;0;6510;6510_hua;100;nieuw meetpunt;subtype aanwezig;;38109,59;183982,11
3;2160273_1;173625_v2020;2160273;0;6510;6510_hua;80;nieuw meetpunt;subtype aanwezig;;36477,59;183470,11
3;2201202_2;449297_v2018;2201202;1;6510;6510_huk;;bestaand meetpunt;subtype aanwezig;2020-05-27;222874,54;167562,85
3;2204658_1;419723_v2020;2204658;1;2330;2330_dw;100;nieuw meetpunt;subtype aanwezig;;239069,59;183918,11
3;2280566_1;510257_v2018;2280566;1;2330;2330_dw;60;nieuw meetpunt;subtype aanwezig;;207709,59;213966,11
3;2299537_2;163483_v2020;2299537;0;6510;6510_hua;100;bestaand meetpunt;subtype aanwezig;2019-06-05;36668,54;183883,90
3;2317298_1;358560_v2020;2317298;1;2330;2330_dw;80;nieuw meetpunt;subtype aanwezig;;240829,60;180718,10
3;2343922_1;419692_v2020;2343922;1;2330;2330_dw;20;nieuw meetpunt;subtype aanwezig;;238717,59;183630,11
3;2371154_1;419616_v2020;2371154;1;2330;2330_dw;100;nieuw meetpunt;subtype aanwezig;;237533,59;187278,11
3;2410009_2;615084_v2014;2410009;0;6510;6510_hua;100;bestaand meetpunt;subtype aanwezig;2019-06-06;94432,13;168846,95
3;2445614_1;559349_v2018;2445614;1;2330;2330_dw;70;nieuw meetpunt;subtype aanwezig;;191229,59;229774,11
3;2460790_1;528729_v2018;2460790;1;2330;2330_dw;40;nieuw meetpunt;subtype aanwezig;;207229,59;213166,11
3;2506806_1;543817_v2018;2506806;1;2330;2330_dw;90;nieuw meetpunt;subtype aanwezig;;197021,59;189998,11
3;2532726_1;532294_v2018;2532726;1;2330;2330_dw;30;nieuw meetpunt;subtype aanwezig;;212893,59;216046,11
3;2553489_1;115262_v2020;2553489;0;6510;6510_hua;100;nieuw meetpunt;subtype aanwezig;;37053,59;183598,11
3;2633298_1;419616_v2020;2633298;1;2330;2330_dw;100;nieuw meetpunt;subtype aanwezig;;237437,59;186862,11
3;2635657_1;187851_v2020;2635657;1;2330;2330_dw;100;nieuw meetpunt;subtype aanwezig;;120093,60;188974,10
3;2684561_1;173625_v2020;2684561;0;6510;6510_hua;80;nieuw meetpunt;subtype aanwezig;;36413,59;183662,11
3;2733713_2;173672_v2020;2733713;0;6510;6510_hua;100;bestaand meetpunt;subtype aanwezig;2019-06-05;37446,81;183682,29
3;2891673_2;599110_v2014;2891673;0;6510;6510_hua;70;bestaand meetpunt;subtype aanwezig;2020-06-05;94843,47;169832,25
3;2911526_2;346566_v2014;2911526;0;6510;6510_hus;;bestaand meetpunt;subtype aanwezig;2020-05-26;217151,13;164464,49
3;2922993_1;173739_v2020;2922993;0;6510;6510_hua;100;nieuw meetpunt;subtype aanwezig;;40189,59;186030,11
3;2942609_2;;2942609;0;6510;6510_hua;;bestaand meetpunt;subtype aanwezig;2019-06-05;36350,54;183788,93
3;3132850_1;598288_v2014;3132850;0;6510;6510_huk;20;bestaand meetpunt;subtype aanwezig;2020-05-28;247805,58;162798,11
3;3153026_1;588998_v2014;3153026;1;6510;6510_huk;100;bestaand meetpunt;subtype aanwezig;2020-05-22;256733,61;161454,16
3;3173042_1;649072_v2014;3173042;1;6510;6510_huk;90;bestaand meetpunt;subtype aanwezig;2020-06-02;245565,52;161038,18
3;3366786_1;447541_v2014;3366786;0;6510;6510_huk;20;bestaand meetpunt;subtype aanwezig;2019-06-19;256221,67;157710,12
3;3432322_1;447541_v2014;3432322;0;6510;6510_huk;20;bestaand meetpunt;subtype aanwezig;2019-06-19;256317,63;157582,12
3;3829634_2;590218_v2014;3829634;1;6510;6510_huk;100;bestaand meetpunt;subtype aanwezig;2019-06-18;258363,65;159342,50
3;3956146_1;614357_v2014;3956146;1;6510;6510_huk;100;bestaand meetpunt;subtype aanwezig;2018-06-11;249885,61;161678,14
3;4256642_1;615256_v2014;4256642;1;6510;6510_huk;100;bestaand meetpunt;subtype aanwezig;2018-06-28;254461,60;159694,10
3;4330770_1;632717_v2020;4330770;1;6510;6510_hus;;bestaand meetpunt;subtype aanwezig;2020-05-27;219133,60;217390,10
3;4346754_1;484262_v2014;4346754;1;6510;6510_huk;40;bestaand meetpunt;subtype aanwezig;2019-06-18;253565,60;157646,10
3;4417666_1;614241_v2014;4417666;1;6510;6510_huk;100;bestaand meetpunt;subtype aanwezig;2018-06-27;253117,60;161582,10
3;4502402_1;569449_v2014;4502402;1;6510;6510_huk;100;bestaand meetpunt;subtype aanwezig;2018-06-28;254557,50;159630,40
3;5313810_1;594520_v2020;5313810;1;6510;6510_hus;;bestaand meetpunt;subtype aanwezig;2020-05-19;219261,50;217294,10
3;5474582_1;275809_v2020;5474582;1;6510;6510_hus;100;bestaand meetpunt;subtype aanwezig;2019-05-15;164573,60;187214,10
3;6165778_1;632711_v2020;6165778;1;6510;6510_hus;100;bestaand meetpunt;subtype aanwezig;2020-05-19;218813,60;217326,20
3;6201542_1;436239_v2014;6201542;0;6510;6510_hus;30;bestaand meetpunt;subtype aanwezig;2019-05-23;163037,50;184270,10
3;6427922_1;632714_v2020;6427922;1;6510;6510_hus;70;bestaand meetpunt;subtype aanwezig;2019-06-04;219101,60;217518,20
3;6448478_1;627843_v2014;6448478;1;6510;6510_hus;28;bestaand meetpunt;subtype aanwezig;2018-05-24;177501,60;241262,10
3;6523158_2;275809_v2020;6523158;1;6510;6510_hus;100;bestaand meetpunt;subtype aanwezig;2019-05-16;164413,70;187190,20
3;7062294_1;107593_v2014;7062294;0;6510;6510_hus;100;bestaand meetpunt;subtype aanwezig;2019-05-15;155101,60;186382,10
3;7148818_1;632719_v2020;7148818;1;6510;6510_hus;;bestaand meetpunt;subtype aanwezig;2018-06-12;219197,60;217422,10
